Species,RA
Bacillus sp. FJAT-22090,0.0
Massilistercora timonensis,0.0
Ruminococcus sp. JE7A12,0.0
Ruminococcus albus,0.0
Solibaculum mannosilyticum,0.0
Ruthenibacterium lactatiformans,0.0
Dysosmobacter sp. Marseille-Q4140,0.0
Dysosmobacter welbionis,0.0
Acutalibacter muris,0.0
Flavonifractor plautii,0.0
Oscillibacter valericigenes,0.0
Oscillibacter sp. MM50,0.0
Oscillibacter sp. NSJ-62,0.0
Oscillibacter sp. PEA192,0.0
Oscillibacter sp. MM35,0.0
Oscillibacter sp. MM59,0.0
Faecalibacterium prausnitzii,0.0
Acetivibrio saccincola,0.0
Acetivibrio clariflavus,0.0
Lachnoanaerobaculum umeaense,0.0
Anaerotignum propionicum,0.0
Pseudobutyrivibrio xylanivorans,0.0
Herbinix luporum,0.0
Ethanoligenens harbinense,0.0
Pseudoclostridium thermosuccinogenes,0.0
Caproiciproducens sp. 7D4C2,0.0
Paraclostridium bifermentans,0.0
Intestinimonas butyriciproducens,0.0
Flintibacter sp. KGMB00164,0.0
Acetobacterium sp. KB-1,0.0
Acetobacterium woodii,0.0
Eubacterium callanderi,0.0
[Eubacterium] cellulosolvens,0.0
Eubacterium limosum,0.0
Eubacterium maltosivorans,0.0
Eubacterium sp. NSJ-61,0.0
Acetoanaerobium sticklandii,0.0
Ruminiclostridium herbifermentans,0.0
Paeniclostridium sordellii,0.0
Filifactor alocis,0.0
Romboutsia hominis,0.0
Romboutsia ilealis,0.0
Romboutsia sp. CE17,0.0
Clostridioides difficile,0.0
Mageeibacillus indolicus,0.0
Caproicibacterium amylolyticum,0.0
Fastidiosipila sanguinis,0.0
Bacillus sp. NSP9.1,0.0
Bacillus sp. DSL-17,0.0
Ligilactobacillus murinus,0.0
Staphylococcus argenteus,0.0
Paenibacillus tritici,0.0
Paenibacillus thiaminolyticus,0.0
Paenibacillus rhizovicinus,0.0
Paenibacillus guangzhouensis,0.0
Paenibacillus polymyxa,0.0
Paenibacillus physcomitrellae,0.0
Paenibacillus sp. JZ16,0.0
Paenibacillus sp. HB172198,0.0
Paenibacillus sp. URB8-2,0.0
Paenibacillus sp. PAMC21692,0.0
Listeria innocua,0.0
Listeria monocytogenes,0.0
Mammaliicoccus lentus,0.0
Mammaliicoccus stepanovicii,0.0
Staphylococcus hominis,0.0
Staphylococcus xylosus,0.0
Staphylococcus kloosii,0.0
Staphylococcus saccharolyticus,0.0
Staphylococcus felis,0.0
Staphylococcus succinus,0.0
Staphylococcus sp. SB1-57,0.0
Paenibacillus antarcticus,0.0
Paenibacillus lentus,0.0
Paenibacillus agaridevorans,0.0
Gemella sp. ND 6198,0.0
Ligilactobacillus salivarius,0.0
Lactobacillus kefiranofaciens,0.0
Lactobacillus amylolyticus,0.0
Lactobacillus amylovorus,0.0
Lactobacillus crispatus,0.0
Lactobacillus jensenii,0.0
Lactobacillus johnsonii,0.0
Lactobacillus delbrueckii,0.0
Kroppenstedtia eburnea,0.0
Gemella sanguinis,0.0
Paenibacillus larvae,0.0
Planomicrobium glaciei,0.0
Jeotgalibacillus malaysiensis,0.0
Ureibacillus thermophilus,0.0
Ureibacillus thermosphaericus,0.0
Planococcus antarcticus,0.0
Planococcus halocryophilus,0.0
Sporosarcina sp. P37,0.0
Clavibacter michiganensis,0.0
Brevibacillus laterosporus,0.0
Staphylococcus pettenkoferi,0.0
Staphylococcus agnetis,0.0
Bacillus sp. Y1,0.0
Staphylococcus cohnii,0.0
Alkalihalobacillus lehensis,0.0
Alkalihalobacillus clausii,0.0
Weizmannia coagulans,0.0
Peribacillus asahii,0.0
Peribacillus simplex,0.0
Peribacillus butanolivorans,0.0
Priestia megaterium,0.0
Geobacillus sp. GHH01,0.0
Geobacillus subterraneus,0.0
Lysinibacillus timonensis,0.0
Lysinibacillus sphaericus,0.0
Lysinibacillus sp. FJAT-51161,0.0
Lysinibacillus sp. YS11,0.0
Lysinibacillus sp. SGAir0095,0.0
Lysinibacillus fusiformis,0.0
Bacillus pumilus,0.0
Bacillus glycinifermentans,0.0
Bacillus altitudinis,0.0
Bacillus sp. HD4P25,0.0
Bacillus sp. ms-22,0.0
Bacillus sp. PDNC022,0.0
Virgibacillus halodenitrificans,0.0
Oceanobacillus iheyensis,0.0
Oceanobacillus zhaokaii,0.0
Halobacillus halophilus,0.0
Staphylococcus lugdunensis,0.0
Staphylococcus simulans,0.0
Staphylococcus epidermidis,0.0
Staphylococcus arlettae,0.0
Staphylococcus condimenti,0.0
Staphylococcus haemolyticus,0.0
Staphylococcus caprae,0.0
Staphylococcus pseudintermedius,0.0
Staphylococcus aureus,0.0
Bacillus circulans,0.0
Parageobacillus thermoglucosidasius,0.0
Lentibacillus sp. CBA3610,0.0
Pontibacillus sp. ALD_SL1,0.0
Terribacillus aidingensis,0.0
Lederbergia lentus,0.0
Aeribacillus pallidus,0.0
Fictibacillus phosphorivorans,0.0
Salicibibacter kimchii,0.0
Mesobacillus foraminis,0.0
Neobacillus cucumis,0.0
Pseudarthrobacter sulfonivorans,0.0
Pseudactinotalea sp. HY158,0.0
Curtobacterium flaccumfaciens,0.0
Empedobacter brevis,0.0
Flammeovirga sp. MY04,0.0
Spirosoma pollinicola,0.0
Arcticibacterium luteifluviistationis,0.0
Candidatus Sulcia muelleri,0.0
Blattabacterium punctulatus,0.0
Blattabacterium cuenoti,0.0
Cloacibacterium caeni,0.0
Ornithobacterium rhinotracheale,0.0
Elizabethkingia sp. JS20170427COW,0.0
Elizabethkingia anophelis,0.0
Chryseobacterium piperi,0.0
Curtobacterium sp. 24E2,0.0
Chryseobacterium joostei,0.0
Chryseobacterium indologenes,0.0
Chryseobacterium camelliae,0.0
Chryseobacterium sp. PCH239,0.0
Chryseobacterium sp. POL2,0.0
Chryseobacterium sp. T16E-39,0.0
Arenibacter algicola,0.0
Kordia sp. SMS9,0.0
Winogradskyella forsetii,0.0
Amniculibacterium sp. G2-70,0.0
Flammeovirgaceae bacterium R1DC9,0.0
Algoriphagus sanaruensis,0.0
Fulvivirga sp. S481,0.0
Chryseolinea soli,0.0
Leptotrichia trevisanii,0.0
Leptotrichia wadei,0.0
Ilyobacter polytropus,0.0
Fusobacterium canifelinum,0.0
Fusobacterium pseudoperiodonticum,0.0
Fusobacterium mortiferum,0.0
Fusobacterium varium,0.0
Fusobacterium nucleatum,0.0
Candidatus Cyclonatronum proteinivorum,0.0
Haliscomenobacter hydrossis,0.0
Flavisolibacter tropicus,0.0
Arachidicoccus sp. B3-10,0.0
Mucilaginibacter rubeus,0.0
Pedobacter sp. SW-16,0.0
Pedobacter sp. CJ43,0.0
Pedobacter steynii,0.0
Sphingobacterium mizutaii,0.0
Sphingobacterium spiritivorum,0.0
Sphingobacterium psychroaquaticum,0.0
Pontibacter sp. SGAir0037,0.0
Marivirga tractuosa,0.0
Lacinutrix venerupis,0.0
Nonlabens dokdonensis,0.0
Tamlana sp. s12,0.0
Flavobacterium sp. LPB0248,0.0
Flavobacterium sp. xlx-214,0.0
Prolixibacteraceae bacterium WC007,0.0
Salinivirga cyanobacteriivorans,0.0
Paludibacter propionicigenes,0.0
Tenuifilum thalassicum,0.0
Coprobacter secundus,0.0
Barnesiella viscericola,0.0
Porphyromonas asaccharolytica,0.0
Porphyromonas crevioricanis,0.0
Porphyromonas cangingivalis,0.0
Porphyromonas gingivalis,0.0
Alloprevotella sp. E39,0.0
Paraprevotella xylaniphila,0.0
Prevotella dentalis,0.0
Prevotella nigrescens,0.0
Prevotella multiformis,0.0
Prevotella ruminicola,0.0
Prevotella enoeca,0.0
Prevotella sp. oral taxon 475,0.0
Prevotella sp. oral taxon 299,0.0
Prevotella melaninogenica,0.0
Flavobacterium sp. 140616W15,0.0
Flavobacterium haoranii,0.0
Zunongwangia profunda,0.0
Flavobacterium anhuiense,0.0
Dokdonia sp. PRO95,0.0
Muriicola sp. MMS17-SY002,0.0
Urechidicola croceus,0.0
Capnocytophaga stomatis,0.0
Capnocytophaga canimorsus,0.0
Myroides phaeus,0.0
Cellulophaga sp. L1A9,0.0
Cellulophaga baltica,0.0
Aquimarina sp. BL5,0.0
Aquimarina sp. AD1,0.0
Mariniflexile sp. TRM1-10,0.0
Tenacibaculum todarodis,0.0
Tenacibaculum jejuense,0.0
Tenacibaculum maritimum,0.0
Algibacter alginicilyticus,0.0
Algibacter sp. L3A6,0.0
Algibacter sp. L1A34,0.0
Polaribacter sp. BM10,0.0
Polaribacter sp. Hel1_33_78,0.0
Polaribacter sp. SA4-10,0.0
Polaribacter sp. Q13,0.0
Leptotrichia hongkongensis,0.0
Leptotrichia shahii,0.0
Sebaldella termitidis,0.0
Dictyostelium discoideum,0.0
Cryptosporidium parvum,0.0
Babesia microti,0.0
Theileria parva,0.0
Theileria equi,0.0
Theileria annulata,0.0
Plasmodium coatneyi,0.0
Plasmodium sp. gorilla clade G2,0.0
Plasmodium reichenowi,0.0
Plasmodium falciparum,0.0
Plasmodium malariae,0.0
Plasmodium relictum,0.0
Plasmodium vinckei,0.0
Plasmodium chabaudi,0.0
Plasmodium berghei,0.0
Plasmodium yoelii,0.0
Encephalitozoon romaleae,0.0
Cryptococcus neoformans,0.0
Sugiyamaella lignohabitans,0.0
Naumovozyma dairenensis,0.0
Kazachstania africana,0.0
Eremothecium gossypii,0.0
Toxoplasma gondii,0.0
Methanobrevibacter olleyae,0.0
Tetrapisispora phaffii,0.0
Methanobrevibacter sp. AbM4,0.0
Staphylococcus virus SA12,0.0
Clostridium phage phiCT453A,0.0
Clostridium phage PhiS63,0.0
Swinepox virus,0.0
Amsacta moorei entomopoxvirus,0.0
Choristoneura biennis entomopoxvirus,0.0
Brazilian marseillevirus,0.0
Cafeteria roenbergensis virus,0.0
Mimivirus terra2,0.0
Orpheovirus IHUMI-LCC2,0.0
Candidatus Nitrosocosmicus hydrocola,0.0
Fervidicoccus fontis,0.0
Caldisphaera lagunensis,0.0
Metallosphaera cuprina,0.0
Acidianus hospitalis,0.0
Archaeoglobus veneficus,0.0
Methanosarcina barkeri,0.0
Haloarcula sinaiiensis,0.0
Salarchaeum sp. JOR-1,0.0
Methanococcus maripaludis,0.0
Methanobrevibacter sp. YE315,0.0
Kluyveromyces lactis,0.0
Tetrapisispora blattae,0.0
Sneathia vaginalis,0.0
Botrimarina mediterranea,0.0
Tuwongella immobilis,0.0
Gemmata massiliana,0.0
Ereboglobus luteus,0.0
Methylacidiphilum sp. IT6,0.0
Methylacidiphilum kamchatkense,0.0
Akkermansia muciniphila,0.0
Leptospira interrogans,0.0
Brachyspira pilosicoli,0.0
Brachyspira hampsonii,0.0
Brachyspira intermedia,0.0
Borreliella bissettiae,0.0
Borreliella burgdorferi,0.0
Borreliella mayonii,0.0
Borrelia maritima,0.0
Borrelia crocidurae,0.0
Borrelia coriaceae,0.0
Borrelia hermsii,0.0
Treponema phagedenis,0.0
Treponema putidum,0.0
Treponema denticola,0.0
Treponema brennaborense,0.0
Frigoriglobus tundricola,0.0
Lignipirellula cremea,0.0
Aspergillus fumigatus,0.0
Alienimonas californiensis,0.0
Aspergillus luchuensis,0.0
Colletotrichum higginsianum,0.0
Fusarium oxysporum,0.0
Drechmeria coniospora,0.0
Pyricularia grisea,0.0
Neurospora crassa,0.0
Thermothielavioides terrestris,0.0
Thermothelomyces thermophilus,0.0
Homo sapiens,0.0
Desulfurispirillum indicum,0.0
Thermosulfidibacter takaii,0.0
Candidatus Endomicrobium trichonymphae,0.0
Dictyoglomus thermophilum,0.0
Deferribacter desulfuricans,0.0
Tepiditoga spiralis,0.0
Marinitoga sp. 1137,0.0
Chloracidobacterium sp. N,0.0
Thermotomaculum hydrothermale,0.0
Paludibaculum fermentans,0.0
Nitrospira japonica,0.0
Paludisphaera borealis,0.0
Prevotella denticola,0.0
Prevotella intermedia,0.0
Prevotella copri,0.0
Kutzneria albida,0.0
Pseudonocardia sp. HH130630-07,0.0
Pseudonocardia sp. AL041005-10,0.0
Amycolatopsis mediterranei,0.0
Amycolatopsis orientalis,0.0
Actinosynnema pretiosum,0.0
Saccharothrix syringae,0.0
Saccharothrix sp. 6-C,0.0
Schaalia odontolytica,0.0
Actinomyces weissii,0.0
Actinomyces slackii,0.0
Actinomyces naeslundii,0.0
Actinomyces sp. oral taxon 414,0.0
Trueperella pyogenes,0.0
Actinopolymorpha singaporensis,0.0
Auraticoccus monumenti,0.0
Propionimicrobium sp. Marseille-P3275,0.0
Tessaracoccus defluvii,0.0
Acidipropionibacterium virtanenii,0.0
Acidipropionibacterium jensenii,0.0
Microlunatus sp. Gsoil 973,0.0
Micropruina glycogenica,0.0
Saccharomonospora azurea,0.0
Allokutzneria albata,0.0
Marmoricola scoriae,0.0
Actinomadura sp. WMMB 499,0.0
Candidatus Atelocyanobacterium thalassa,0.0
Gloeothece citriformis,0.0
Berryella intestinalis,0.0
Phoenicibacter congonensis,0.0
Gordonibacter urolithinfaciens,0.0
Gordonibacter pamelaeae,0.0
Coriobacterium glomerans,0.0
Parolsenella massiliensis,0.0
Olsenella sp. GAM18,0.0
Olsenella umbonata,0.0
Stackebrandtia nassauensis,0.0
Jatrophihabitans sp. GAS493,0.0
Blastococcus saxobsidens,0.0
Catenulispora acidiphila,0.0
Candidatus Frankia datiscae,0.0
Frankia alni,0.0
Nonomuraea nitratireducens,0.0
Nocardiopsis sp. HDS12,0.0
Nocardiopsis alba,0.0
Nocardiopsis dassonvillei,0.0
Actinomadura verrucosospora,0.0
Aeromicrobium yanjiei,0.0
Friedmanniella luteola,0.0
Crocosphaera subtropica,0.0
Bifidobacterium longum,0.0
Sanguibacter sp. HDW7,0.0
Phycicoccus sp. HDW14,0.0
Phycicoccus endophyticus,0.0
Brachybacterium sp. P6-10-X1,0.0
Brevibacterium sp. JNUCC-42,0.0
Serinicoccus marinus,0.0
Serinicoccus chungangensis,0.0
Cellulosilyticum lentocellum,0.0
Oerskovia sp. KBS0722,0.0
Cellulomonas sp. zg-ZUI157,0.0
Cellulomonas sp. zg-ZUI188,0.0
Cellulomonas sp. zg-ZUI222,0.0
Cellulomonas sp. Y8,0.0
Leifsonia xyli,0.0
Salinibacterium hongtaonis,0.0
Frondihabitans sp. PAMC 28766,0.0
Protaetiibacter larvae,0.0
Frigoribacterium sp. NBH87,0.0
Microbacterium sediminis,0.0
Microbacterium hominis,0.0
Curtobacterium sp. L6-1,0.0
Bifidobacterium breve,0.0
Bifidobacterium pullorum,0.0
Nocardioides mesophilus,0.0
Bifidobacterium pseudocatenulatum,0.0
Nocardioides aromaticivorans,0.0
Nocardioides sp. WS12,0.0
Nocardioides sp. zg-1228,0.0
Nocardioides sp. dk884,0.0
Nocardioides sp. LMS-CY,0.0
Polymorphospora rubra,0.0
Phytohabitans suffuscus,0.0
Catellatospora sp. IY07-71,0.0
Actinoplanes teichomyceticus,0.0
Micromonospora zamorensis,0.0
Micromonospora maris,0.0
Micromonospora echinofusca,0.0
Micromonospora carbonacea,0.0
Micromonospora tulbaghiae,0.0
Micromonospora sp. 28ISP2-46,0.0
Micromonospora echinospora,0.0
Micromonospora rifamycinica,0.0
Scardovia inopinata,0.0
Bifidobacterium animalis,0.0
Bifidobacterium catenulatum,0.0
Bifidobacterium thermophilum,0.0
Halothece sp. PCC 7418,0.0
Rippkaea orientalis,0.0
Alistipes sp. dk3624,0.0
Bacteroides salyersiae,0.0
Bacteroides caccae,0.0
Bacteroides zhangwenhongi,0.0
Bacteroides ovatus,0.0
Bacteroides sp. PHL 2737,0.0
Bacteroides sp. A1C1,0.0
Bacteroides sp. CACC 737,0.0
Bacteroides sp. ZJ-18,0.0
Bacteroides sp. HF-162,0.0
Bacteroides sp. M10,0.0
Bacteroides sp. CBA7301,0.0
Bacteroides uniformis,0.0
Bacteroides eggerthii,0.0
Bacteroides caecimuris,0.0
Bacteroides xylanisolvens,0.0
Chthonomonas calidirosea,0.0
Fimbriimonas ginsengisoli,0.0
Deinococcus sp. AJ005,0.0
Deinococcus wulumuqiensis,0.0
Deinococcus radiopugnans,0.0
Deinococcus actinosclerus,0.0
Deinococcus radiodurans,0.0
Bacteroides cellulosilyticus,0.0
Bacteroides intestinalis,0.0
Candidatus Promineofilum breve,0.0
Bacteroides luhongzhouii,0.0
Alistipes megaguti,0.0
Alistipes onderdonkii,0.0
Alistipes indistinctus,0.0
Alistipes shahii,0.0
Alistipes communis,0.0
Alistipes finegoldii,0.0
Odoribacter splanchnicus,0.0
Butyricimonas faecalis,0.0
Duncaniella dubosii,0.0
Sodaliphilus pleomorphus,0.0
Muribaculum gordoncarteri,0.0
Tannerella sp. oral taxon HOT-286,0.0
Parabacteroides sp. CT06,0.0
Parabacteroides goldsteinii,0.0
Parabacteroides merdae,0.0
Phocaeicola salanitronis,0.0
Phocaeicola coprophilus,0.0
Bacteroides coprosuis,0.0
Bacteroides heparinolyticus,0.0
Bacteroides helcogenes,0.0
Bacteroides zoogleoformans,0.0
Tepidiforma bonchosmolovskayae,0.0
Caldilinea aerophila,0.0
Chondrocystis sp. NIES-4102,0.0
Mycoplasma hyorhinis,0.0
Stanieria sp. NIES-3757,0.0
cyanobacterium endosymbiont of Rhopalodia gibberula,0.0
cyanobacterium endosymbiont of Epithemia turgida,0.0
Leptolyngbya sp. 7M,0.0
Pseudanabaena sp. ABRG5-3,0.0
Prochlorococcus marinus,0.0
Synechococcus sp. CBW1004,0.0
Fischerella sp. NIES-4106,0.0
Calothrix sp. NIES-2098,0.0
Calothrix sp. PCC 7507,0.0
Rivularia sp. PCC 7116,0.0
Richelia sinica,0.0
Nostoc linckia,0.0
Nostoc sp. NIES-4103,0.0
Nostoc sp. PCC 7524,0.0
Nostoc sp. TCL26-01,0.0
Moorea producens,0.0
Planktothrix agardhii,0.0
Trichodesmium erythraeum,0.0
Microcystis aeruginosa,0.0
Geminocystis sp. NIES-3708,0.0
Gloeobacteraceae cyanobacterium 'cyano 109',0.0
Mycoplasma sp. NEAQ87857,0.0
Thermomicrobium roseum,0.0
Mycoplasma sp. Mirounga ES2805-ORL,0.0
Thermobaculum terrenum,0.0
Acholeplasma brassicae,0.0
