"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","LKT","NumBases","PctFromCtg","CumSum","PctCumSum","NumContigs","ContigSum","LargestContigSize","N50","L50","N90","ProbNumGenomes","Num16S"
"d__Bacteria","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__Akkermansia_muciniphila","LKT__s__Akkermansia_muciniphila",21908643,100,3782080899,93.31,631,2726059,27180,6131,500,2179,0.97,1
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_holmesii","LKT__s__Bordetella_holmesii",19041488,100,3801122387,93.78,2107,3087994,9118,1782,1553,743,0.84,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Unclassified","LKT__g__Clostridium",18776395,100,3819898782,94.24,1176,2384229,14757,3448,979,759,0.63,8
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_multivorans","LKT__s__Burkholderia_multivorans",17826119,100,3837724901,94.68,3920,3999581,4715,1099,2693,607,0.62,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_acetobutylicum","LKT__s__Clostridium_acetobutylicum",17409708,100,3855134609,95.11,352,2133606,26641,8289,271,3252,0.52,2
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_cellulovorans","LKT__s__Clostridium_cellulovorans",16395668,100,3871530277,95.52,3552,3643754,4836,1100,2433,608,0.69,2
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","s__Ruminococcus_albus","LKT__s__Ruminococcus_albus",13985227,100,3885515504,95.86,2949,3082010,6533,1143,2045,609,0.72,1
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Odoribacter","s__Odoribacter_splanchnicus","LKT__s__Odoribacter_splanchnicus",13070945,100,3898586449,96.18,2811,2944014,5747,1135,1933,617,0.64,2
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Unclassified","g__Unclassified","s__Unclassified","LKT__o__Eubacteriales",11806601,100,3910393050,96.47,537,1512292,14838,3972,409,1408,0.38,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Butyrivibrio","s__Butyrivibrio_hungatei","LKT__s__Butyrivibrio_hungatei",10786857,100,3921179907,96.74,2291,2396384,5496,1122,1592,608,0.71,2
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_carboxidivorans","LKT__s__Clostridium_carboxidivorans",10770397,100,3931950304,97.01,2838,2461308,8561,878,1886,562,0.43,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Unclassified","s__Unclassified","LKT__f__Bacteroidaceae",9617020,100,3941567324,97.24,1316,1461340,9157,1195,991,596,0.28,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_callanderi","LKT__s__Eubacterium_callanderi",9189385,100,3950756709,97.47,166,1073342,29477,9044,126,3764,0.24,1
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Unclassified","LKT__g__Achromobacter",9089268,100,3959845977,97.69,2325,2086972,4176,926,1531,580,0.32,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_dorei","LKT__s__Phocaeicola_dorei",6933053,100,3966779030,97.87,559,945091,13079,2275,461,736,0.17,1
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Unclassified","LKT__g__Phocaeicola",6680445,100,3973459475,98.03,342,778195,12885,3105,268,1035,0.15,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_limosum","LKT__s__Eubacterium_limosum",6144455,100,3979603930,98.18,106,752124,28031,10519,81,3769,0.17,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tetani","LKT__s__Clostridium_tetani",5714653,100,3985318583,98.32,1660,1429308,7608,876,1082,568,0.5,3
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Erysipelothrix","s__Erysipelothrix_rhusiopathiae","LKT__s__Erysipelothrix_rhusiopathiae",5478479,100,3990797062,98.46,1145,1217327,6200,1149,785,629,0.69,1
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Unclassified","LKT__g__Bifidobacterium",4916262,100,3995713324,98.58,1145,1124591,4318,1048,780,595,0.49,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__Unclassified","LKT__g__Eubacterium",4692914,100,4000406238,98.69,119,589158,15247,6532,88,2724,0.18,0
"d__Unclassified","k__Unclassified","p__Unclassified","c__Unclassified","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__Unclassified",3652557,100,4004058795,98.79,340,355017,73708,970,275,546,0.08,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Unclassified","LKT__g__Bordetella",3401057,100,4007459852,98.87,163,112115,1569,657,100,522,0.03,4
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Unclassified","s__Unclassified","LKT__f__Enterobacteriaceae",3181638,100,4010641490,98.95,533,537851,6081,1079,380,571,0.11,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Unclassified","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__p__Proteobacteria",2893055,100,4013534545,99.02,37,35356,10412,799,29,538,0.01,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sporogenes","LKT__s__Clostridium_sporogenes",2466218,100,4016000763,99.08,826,619796,4428,734,526,532,0.15,0
"d__Bacteria","k__Bacteria","p__Unclassified","c__Unclassified","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__k__Bacteria",2420530,100,4018421293,99.14,75,54855,2463,722,47,533,0.01,2
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Unclassified","LKT__g__Burkholderia",2389762,100,4020811055,99.2,584,539258,3973,970,394,572,0.07,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_ljungdahlii","LKT__s__Clostridium_ljungdahlii",2249724,100,4023060779,99.25,61,264358,16258,7426,50,2195,0.06,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_uniformis","LKT__s__Bacteroides_uniformis",2176150,100,4025236929,99.31,7,56636,22956,13347,6,7279,0.01,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_AWRP","LKT__s__Clostridium_Unclassified_AWRP",2170394,100,4027407323,99.36,46,252914,19968,7519,36,3524,0.06,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_coskatii","LKT__s__Clostridium_coskatii",2040131,100,4029447454,99.41,35,230673,20044,10762,28,3477,0.05,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_ruhlandii","LKT__s__Achromobacter_ruhlandii",1814379,100,4031261833,99.46,360,400398,4206,1194,249,645,0.06,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_Unclassified_1001713B170207_170306_E7","LKT__s__Eubacterium_Unclassified_1001713B170207_170306_E7",1711058,100,4032972891,99.5,38,209947,19391,8237,30,2496,0.05,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_sartorii","LKT__s__Phocaeicola_sartorii",1648568,100,4034621459,99.54,48,162428,14182,5808,39,1619,0.03,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Unclassified","s__Unclassified","LKT__f__Alcaligenaceae",1344106,100,4035965565,99.57,28,21210,2420,646,19,537,0.01,2
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_xylosoxidans","LKT__s__Achromobacter_xylosoxidans",1056587,100,4037022152,99.6,216,238675,3370,1211,148,693,0.04,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Unclassified","LKT__g__Bacteroides",981870,100,4038004022,99.62,94,106348,9939,1234,75,566,0.02,1
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Dysgonomonadaceae","g__Petrimonas","s__Petrimonas_mucosa","LKT__s__Petrimonas_mucosa",974026,100,4038978048,99.65,10,80171,30163,12612,9,5036,0.02,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Unclassified","LKT__g__Escherichia",951165,100,4039929213,99.67,155,165818,3735,1208,112,601,0.03,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Unclassified","g__Unclassified","s__Unclassified","LKT__o__Bacteroidales",873904,100,4040803117,99.69,154,147068,3560,973,111,551,0.03,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_animalis","LKT__s__Bifidobacterium_animalis",821065,100,4041624182,99.71,141,181444,4577,1435,99,731,0.09,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_beijerinckii","LKT__s__Clostridium_beijerinckii",593345,100,4042217527,99.73,284,188506,3686,624,171,519,0.03,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_parapertussis","LKT__s__Bordetella_parapertussis",509301,100,4042726828,99.74,103,94853,2707,974,68,603,0.02,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_ragsdalei","LKT__s__Clostridium_ragsdalei",435811,100,4043162639,99.75,10,49422,12829,7959,8,2243,0.01,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_001","LKT__s__Clostridium_Unclassified_001",377893,100,4043540532,99.76,8,41892,12448,4744,6,3719,0.01,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_xylanisolvens","LKT__s__Bacteroides_xylanisolvens",287685,100,4043828217,99.77,3,20657,15156,15156,3,4744,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_felsineum","LKT__s__Clostridium_felsineum",239670,100,4044067887,99.77,6,31104,11462,6681,5,2210,0.01,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Dysgonomonadaceae","g__Proteiniphilum","s__Proteiniphilum_acetatigenes","LKT__s__Proteiniphilum_acetatigenes",233275,100,4044301162,99.78,1,19099,19099,19099,1,19099,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_dolens","LKT__s__Achromobacter_dolens",233185,100,4044534347,99.78,47,51121,2659,1221,32,647,0.01,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_YIM_B02565","LKT__s__Clostridium_Unclassified_YIM_B02565",221321,100,4044755668,99.79,2,27162,20699,20699,2,6463,0.01,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Dysgonomonadaceae","g__Proteiniphilum","s__Proteiniphilum_saccharofermentans","LKT__s__Proteiniphilum_saccharofermentans",219473,100,4044975141,99.79,2,18334,12389,12389,2,5945,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_roseum","LKT__s__Clostridium_roseum",182464,100,4045157605,99.8,5,22901,7739,5987,4,2642,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_Unclassified_BL_380_WT_2B","LKT__s__Eubacterium_Unclassified_BL_380_WT_2B",171869,100,4045329474,99.8,2,20845,13847,13847,2,6998,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Sphingobacterium","s__Sphingobacterium_Unclassified_1_A_4","LKT__s__Sphingobacterium_Unclassified_1_A_4",171110,100,4045500584,99.81,1,14104,14104,14104,1,14104,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_N37","LKT__s__Clostridium_Unclassified_N37",170066,100,4045670650,99.81,2,20862,16494,16494,2,4368,0.01,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Parapedobacter","s__Parapedobacter_composti","LKT__s__Parapedobacter_composti",168300,100,4045838950,99.82,1,13480,13480,13480,1,13480,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_distasonis","LKT__s__Parabacteroides_distasonis",164052,100,4046003002,99.82,3,14162,12487,12487,3,889,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_aurantibutyricum","LKT__s__Clostridium_aurantibutyricum",157164,100,4046160166,99.82,5,20291,6423,6290,4,2059,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_PL3","LKT__s__Clostridium_Unclassified_PL3",152376,100,4046312542,99.83,3,18616,9117,6533,2,2966,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_pulmonis","LKT__s__Achromobacter_pulmonis",137192,100,4046449734,99.83,27,27959,2015,1110,18,723,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__Eubacterium_maltosivorans","LKT__s__Eubacterium_maltosivorans",131511,100,4046581245,99.83,3,17513,15431,15431,3,1363,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnobacterium","s__Lachnobacterium_bovis","LKT__s__Lachnobacterium_bovis",128751,100,4046709996,99.84,1,15861,15861,15861,1,15861,0.01,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_fluxus","LKT__s__Bacteroides_fluxus",122501,100,4046832497,99.84,1,10365,10365,10365,1,10365,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_denitrificans","LKT__s__Achromobacter_denitrificans",112938,100,4046945435,99.84,20,20451,1967,1215,14,598,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_acidisoli","LKT__s__Clostridium_acidisoli",110564,100,4047055999,99.85,4,13303,8888,8888,4,1697,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sartagoforme","LKT__s__Clostridium_sartagoforme",107123,100,4047163122,99.85,1,11983,11983,11983,1,11983,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_togonis","LKT__s__Bacteroides_togonis",103801,100,4047266923,99.85,1,9085,9085,9085,1,9085,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_ihumii","LKT__s__Clostridium_ihumii",102634,100,4047369557,99.85,2,12424,6671,6671,2,5753,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_Unclassified_HGS0025","LKT__s__Parabacteroides_Unclassified_HGS0025",102023,100,4047471580,99.86,1,2268,2268,2268,1,2268,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Butyricicoccus","s__Butyricicoccus_pullicaecorum","LKT__s__Butyricicoccus_pullicaecorum",99827,100,4047571407,99.86,1,12183,12183,12183,1,12183,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_deleyi","LKT__s__Achromobacter_deleyi",99726,100,4047671133,99.86,23,22638,1993,1030,15,644,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_piechaudii","LKT__s__Achromobacter_piechaudii",91522,100,4047762655,99.86,7,11360,5651,1687,6,606,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_ASV32","LKT__s__Achromobacter_Unclassified_ASV32",81175,100,4047843830,99.87,16,20273,2781,1552,12,742,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_cellulosilyticus","LKT__s__Bacteroides_cellulosilyticus",80842,100,4047924672,99.87,1,7652,7652,7652,1,7652,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_insolitus","LKT__s__Achromobacter_insolitus",78907,100,4048003579,99.87,12,15381,1877,1511,8,737,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_YIM_B02505","LKT__s__Clostridium_Unclassified_YIM_B02505",77503,100,4048081082,99.87,1,9055,9055,9055,1,9055,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_lundense","LKT__s__Clostridium_lundense",77248,100,4048158330,99.87,2,9643,6044,6044,2,3599,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Shigella","s__Shigella_flexneri","LKT__s__Shigella_flexneri",76267,100,4048234597,99.87,6,11427,3655,2938,5,777,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_estertheticum","LKT__s__Clostridium_estertheticum",72500,100,4048307097,99.88,2,8249,6201,6201,2,2048,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_massiliamazoniense","LKT__s__Clostridium_massiliamazoniense",71468,100,4048378565,99.88,3,9759,7285,7285,3,1168,0,0
