species,S1_GItract_HiSeq_cami,tax_id
PHOCAEICOLA_COPROPHILUS,3.0000180001080007e-06,387090
ACHROMOBACTER_ARSENITOXYDANS,3.0000180001080007e-06,1147684
BURKHOLDERIA_AMBIFARIA,3.0000180001080007e-06,152480
BURKHOLDERIA_CEPACIA,3.0000180001080007e-06,292
BURKHOLDERIA_DOLOSA,3.0000180001080007e-06,152500
CLOSTRIDIUM_PASCUI,3.0000180001080007e-06,46609
CLOSTRIDIUM_PARAPUTRIFICUM,3.0000180001080007e-06,29363
ESCHERICHIA_SP._MOD1-EC4550,3.0000180001080007e-06,2093861
LAPIDILACTOBACILLUS_ACHENGENSIS,2.0000120000720006e-06,2486000
VIBRIO_ATYPICUS,2.0000120000720006e-06,558271
ESCHERICHIA_MARMOTAE,2.0000120000720006e-06,1499973
ESCHERICHIA_SP._MOD1-EC5189,2.0000120000720006e-06,2093864
ENTEROBACTER_SP._ENT03,2.0000120000720006e-06,2854780
ESCHERICHIA_SP._KTE114,2.0000120000720006e-06,1169321
PARABACTEROIDES_MERDAE,2.0000120000720006e-06,46503
ENTEROBACTER_ASBURIAE,2.0000120000720006e-06,61645
ACHROMOBACTER_SP._2789STDY5608615,2.0000120000720006e-06,1806492
CLOSTRIDIUM_TYROBUTYRICUM,2.0000120000720006e-06,1519
CLOSTRIDIUM_TEPIDUM,2.0000120000720006e-06,1962263
PREVOTELLA_TIMONENSIS,2.0000120000720006e-06,386414
ENTEROBACTER_CLOACAE,2.0000120000720006e-06,550
YERSINIA_ENTEROCOLITICA,2.0000120000720006e-06,630
ACHROMOBACTER_SP._BEL,2.0000120000720006e-06,2727415
BORDETELLA_SP._N,2.0000120000720006e-06,1746199
ACHROMOBACTER_SP._MY14,2.0000120000720006e-06,2897384
BURKHOLDERIA_PSEUDOMULTIVORANS,2.0000120000720006e-06,1207504
BURKHOLDERIA_PURAQUAE,2.0000120000720006e-06,1904757
CLOSTRIDIUM_SP._YIM-B02515,2.0000120000720006e-06,2803861
BURKHOLDERIA_SP._SE-20373,2.0000120000720006e-06,2703898
BURKHOLDERIA_SP._JP2-270,2.0000120000720006e-06,2217913
BIFIDOBACTERIUM_BIFIDUM,2.0000120000720006e-06,1681
BACTEROIDES_SP._PHL-2737,2.0000120000720006e-06,2162637
ACHROMOBACTER_ANIMICUS,2.0000120000720006e-06,1389935
ACHROMOBACTER_ANXIFER,2.0000120000720006e-06,1287737
CALONECTRIA_ILICICOLA,2.0000120000720006e-06,182845
BACTEROIDES_SP._9-1-42FAA,2.0000120000720006e-06,457395
BREVUNDIMONAS_SP._LM2,2.0000120000720006e-06,1938605
ACHROMOBACTER_SP._ACM05,2.0000120000720006e-06,2854776
BACTEROIDES_NORDII,2.0000120000720006e-06,291645
ACHROMOBACTER_SP._SD115,2.0000120000720006e-06,2782011
ACHROMOBACTER_SP._2789STDY5608621,2.0000120000720006e-06,1806496
ALGORIPHAGUS_MARINCOLA,2.0000120000720006e-06,264027
BIFIDOBACTERIUM_PHASIANI,2.0000120000720006e-06,2834431
CLOSTRIDIUM_SP._MSJ-11,2.0000120000720006e-06,2841512
BIFIDOBACTERIUM_CUNICULI,2.0000120000720006e-06,1688
PSEUDOMONAS_SP._R3-18-08,1.0000060000360003e-06,1173283
PSEUDOMONAS_MANGROVI,1.0000060000360003e-06,2161748
ENTEROBACTER_SP._SECR19-1250,1.0000060000360003e-06,2749084
ENTEROBACTER_SP._RIT-418,1.0000060000360003e-06,2202164
ACHROMOBACTER_ALOEVERAE,1.0000060000360003e-06,1750518
BIFIDOBACTERIUM_ACTINOCOLONIIFORME,1.0000060000360003e-06,638619
BIFIDOBACTERIUM_ADOLESCENTIS,1.0000060000360003e-06,1680
BACTEROIDES_PYOGENES,1.0000060000360003e-06,310300
BIFIDOBACTERIUM_AESCULAPII,1.0000060000360003e-06,1329411
BACTEROIDES_STERCORIS,1.0000060000360003e-06,46506
ENTEROBACTER_MORI,1.0000060000360003e-06,539813
BIFIDOBACTERIUM_CRICETI,1.0000060000360003e-06,1960969
BIFIDOBACTERIUM_CALLITRICHOS,1.0000060000360003e-06,762209
ESCHERICHIA_SP._HH41S,1.0000060000360003e-06,2508714
BIFIDOBACTERIUM_CANIS,1.0000060000360003e-06,2610880
BIFIDOBACTERIUM_FELSINEUM,1.0000060000360003e-06,2045440
BIFIDOBACTERIUM_CEBIDARUM,1.0000060000360003e-06,2650773
PREVOTELLA_BIVIA,1.0000060000360003e-06,28125
ACHROMOBACTER_AEGRIFACIENS,1.0000060000360003e-06,1287736
ESCHERICHIA_SP._E13S3,1.0000060000360003e-06,2484854
BIFIDOBACTERIUM_CHOERINUM,1.0000060000360003e-06,35760
ESCHERICHIA_SP._93-0816,1.0000060000360003e-06,2723308
BIFIDOBACTERIUM_JACCHI,1.0000060000360003e-06,2490545
BACTEROIDES_FAECALIS,1.0000060000360003e-06,2447885
BACTEROIDES_NDONGONIAE,1.0000060000360003e-06,1903262
FUSARIUM_SUBGLUTINANS,1.0000060000360003e-06,42677
ANAEROMYXOBACTER_DEHALOGENANS,1.0000060000360003e-06,161493
PARABURKHOLDERIA_OXYPHILA,1.0000060000360003e-06,614212
AMPELOMYCES_QUISQUALIS,1.0000060000360003e-06,50730
PENICILLIUM_SP._OUCMDZ-019,1.0000060000360003e-06,2687245
PENICILLIUM_ITALICUM,1.0000060000360003e-06,40296
PHOCAEICOLA_SP._SA1YUN3,1.0000060000360003e-06,2762213
OTTOWIA_SP._27C,1.0000060000360003e-06,2816950
NOVOSPHINGOBIUM_PISCINAE,1.0000060000360003e-06,1507448
NOCARDIOIDES_ACROSTICHI,1.0000060000360003e-06,2784339
ACTINOMORTIERELLA_AMBIGUA,1.0000060000360003e-06,1343610
BACTEROIDES_SP._4-3-47FAA,1.0000060000360003e-06,457394
PHOCAEICOLA_MASSILIENSIS,1.0000060000360003e-06,204516
PHOCAEICOLA_PAUROSACCHAROLYTICUS,1.0000060000360003e-06,732242
MASSILIA_NIASTENSIS,1.0000060000360003e-06,544911
ACTINOMADURA_HALLENSIS,1.0000060000360003e-06,337895
ACHROMOBACTER_MARPLATENSIS,1.0000060000360003e-06,470868
LYSINIBACILLUS_HALOTOLERANS,1.0000060000360003e-06,1368476
BACTEROIDES_SP._AF17-1,1.0000060000360003e-06,2292919
LECLERCIA_ADECARBOXYLATA,1.0000060000360003e-06,83655
BACTEROIDES_SP._AM28-6,1.0000060000360003e-06,2292948
PHYTOPHTHORA_X_ALNI,1.0000060000360003e-06,299392
BACTEROIDES_CELLULOSILYTICUS,1.0000060000360003e-06,246787
BACTEROIDES_EGGERTHII,1.0000060000360003e-06,28111
HUNGATELLA_SP._L12,1.0000060000360003e-06,2763050
HATHEWAYA_PROTEOLYTICA,1.0000060000360003e-06,29365
HAFNIA_ALVEI,1.0000060000360003e-06,569
GIGASPORA_ROSEA,1.0000060000360003e-06,44941
GEOSIPHON_PYRIFORMIS,1.0000060000360003e-06,50956
ACHROMOBACTER_SP._ROOT83,1.0000060000360003e-06,1736602
DICTYOSTELIUM_ROSARIUM,1.0000060000360003e-06,306026
BIFIDOBACTERIUM_PLATYRRHINORUM,1.0000060000360003e-06,2661628
PSEUDOVIRGARIA_HYPERPARASITICA,1.0000060000360003e-06,470096
CLOSTRIDIUM_POLYNESIENSE,1.0000060000360003e-06,1325933
ACHROMOBACTER_SP._GBTCB20,1.0000060000360003e-06,2824765
BURKHOLDERIA_PSEUDOMALLEI,1.0000060000360003e-06,28450
ACHROMOBACTER_SP._B7,1.0000060000360003e-06,2282475
BURKHOLDERIA_SINGULARIS,1.0000060000360003e-06,1503053
BURKHOLDERIA_THAILANDENSIS,1.0000060000360003e-06,57975
BUTYRIVIBRIO_SP._AC2005,1.0000060000360003e-06,1280672
CLOSTRIDIUM_LACUSFRYXELLENSE,1.0000060000360003e-06,205328
CABALLERONIA_PTEREOCHTHONIS,1.0000060000360003e-06,1777144
CHAETOMIUM_SP._MPI-CAGE-AT-0009,1.0000060000360003e-06,2821753
CHONDROMYCES_CROCATUS,1.0000060000360003e-06,52
CLOSTRIDIUM_DRAKEI,1.0000060000360003e-06,332101
CLOSTRIDIUM_DIOLIS,1.0000060000360003e-06,223919
CHRISTENSENELLA_INTESTINIHOMINIS,1.0000060000360003e-06,1851429
THIOLAPILLUS_BRANDEUM,1.0000060000360003e-06,1076588
CLOSTRIDIUM_COCHLEARIUM,1.0000060000360003e-06,1494
CLADOSIPHON_OKAMURANUS,1.0000060000360003e-06,309737
THIOMICRORHABDUS_CHILENSIS,1.0000060000360003e-06,63656
TRABULSIELLA_GUAMENSIS,1.0000060000360003e-06,158852
TRINICKIA_SYMBIOTICA,1.0000060000360003e-06,863227
ACHROMOBACTER_SP._ACM04,1.0000060000360003e-06,2769312
VARIOVORAX_SP._DW-308,1.0000060000360003e-06,2721546
CLOSTRIDIUM_SP._OM05-5BH,1.0000060000360003e-06,2293043
XANTHOMONAS_CODIAEI,1.0000060000360003e-06,56463
XYLARIA_SP._MSU-SB201401,1.0000060000360003e-06,2023133
CLOSTRIDIUM_AMINOBUTYRICUM,1.0000060000360003e-06,33953
BURKHOLDERIA_CONTAMINANS,1.0000060000360003e-06,488447
ACHROMOBACTER_SP._AONIH1,1.0000060000360003e-06,1758194
BRACHYMONAS_CHIRONOMI,1.0000060000360003e-06,491919
CRONOBACTER_DUBLINENSIS,1.0000060000360003e-06,413497
BIFIDOBACTERIUM_SCARDOVII,1.0000060000360003e-06,158787
BLASTOCOCCUS_SP._URHD0036,1.0000060000360003e-06,1380356
COHNELLA_LUPINI,1.0000060000360003e-06,1294267
ROSEOMONAS_SP._HJA6,1.0000060000360003e-06,2846776
BURKHOLDERIA_SP._LIG30,1.0000060000360003e-06,1192124
BURKHOLDERIA_SP._AU28942,1.0000060000360003e-06,2879626
BURKHOLDERIA_SP._AU30198,1.0000060000360003e-06,2879627
BURKHOLDERIA_SP._AC-20353,1.0000060000360003e-06,2703894
RHIZOBACTER_GUMMIPHILUS,1.0000060000360003e-06,946333
RUMINOCOCCUS_SP._AF42-10,1.0000060000360003e-06,2293180
BURKHOLDERIA_SP._BCC0398,1.0000060000360003e-06,2676297
BIFIDOBACTERIUM_SAGUINI,1.0000060000360003e-06,762210
ACHROMOBACTER_SP._NFACC18-2,1.0000060000360003e-06,1564112
PUSILLIMONAS_THIOSULFATOXIDANS,1.0000060000360003e-06,2028345
CLOSTRIDIUM_RECTALIS,1.0000060000360003e-06,2040295
CYCLOSPORA_CAYETANENSIS,1.0000060000360003e-06,88456
SACCHAROMYCOPSIS_SCHOENII,1.0000060000360003e-06,44080
BURKHOLDERIA_SP._KCJ3K979,1.0000060000360003e-06,2759149
CLOSTRIDIUM_SACCHAROPERBUTYLACETONICUM,1.0000060000360003e-06,36745
BIFIDOBACTERIUM_SAMIRII,1.0000060000360003e-06,2306974
PARAHALIEA_MEDITERRANEA,0.0,651086
PHOCAEICOLA_COPROCOLA,0.0,310298
XANTHOMONAS_SONTII,0.0,2650745
VIBRIO_SPLENDIDUS,0.0,29497
XANTHOMONAS_CITRI,0.0,346
ALISTIPES_PUTREDINIS,0.0,28117
ACHROMOBACTER_SP._ROOT565,0.0,1736564
APHANOMYCES_STELLATUS,0.0,120398
PARABACTEROIDES_JOHNSONII,0.0,387661
PREVOTELLA_COPRI,0.0,165179
AIDINGIMONAS_LACISALSI,0.0,2604086
ROSEBURIA_HOMINIS,0.0,301301
PHOCAEICOLA_PLEBEIUS,0.0,310297
ROSEOMONAS_SELENITIDURANS,0.0,2716335
TEPIDIMONAS_TAIWANENSIS,0.0,307486
SULFURIMONAS_PARALVINELLAE,0.0,317658
STREPTOMYCES_SP._WAC05292,0.0,2487418
STREPTOMYCES_SP._SID14478,0.0,2706073
STREPTACIDIPHILUS_JEOJIENSE,0.0,436229
STAPHYLOCOCCUS_SP._HMSC062A01,0.0,1715194
PORPHYROMONAS_GINGIVALIS,0.0,837
ARTHROBACTER_SP._18067,0.0,2681413
ACHROMOBACTER_SP._DMS1,0.0,1688405
ACHROMOBACTER_SP._GG226,0.0,2779529
PREVOTELLA_MELANINOGENICA,0.0,28132
PARABACTEROIDES_GOLDSTEINII,0.0,328812
CLOSTRIDIUM_AKAGII,0.0,91623
PARABACTEROIDES_ACIDIFACIENS,0.0,2290935
BURKHOLDERIA_LATA,0.0,482957
BUTYRICIMONAS_VIROSA,0.0,544645
BUTYRICIMONAS_FAECALIS,0.0,2093856
CLOSTRIDIUM_MONILIFORME,0.0,39489
CLOSTRIDIUM_NEONATALE,0.0,137838
CLOSTRIDIUM_NIAMEYENSE,0.0,1622073
CLOSTRIDIUM_PEPTIDIVORANS,0.0,100174
CLOSTRIDIUM_PUNICEUM,0.0,29367
BUTYRIVIBRIO_SP._AE3006,0.0,1280673
BURKHOLDERIA_SP._NAFP2-4-1B,0.0,2116686
BURKHOLDERIA_SP._D-99,0.0,2717316
CLOSTRIDIUM_SEPTICUM,0.0,1504
BURKHOLDERIA_SP._AX-1719,0.0,2608334
BORDETELLA_TREMATUM,0.0,123899
BORDETELLA_AVIUM,0.0,521
CLOSTRIDIUM_LIQUORIS,0.0,1289519
CLOSTRIDIUM_ISATIDIS,0.0,182773
PARABACTEROIDES_SP._ZJ-118,0.0,2709398
CLOSTRIDIUM_SP._KNHS214,0.0,1540257
CLOSTRIDIUM_AMYLOLYTICUM,0.0,1121298
CLOSTRIDIUM_ARGENTINENSE,0.0,29341
CLOSTRIDIUM_SP._SM-530-WT-3G,0.0,2725303
CLOSTRIDIUM_SP._NCR,0.0,1538552
CLOSTRIDIUM_BORNIMENSE,0.0,1216932
CLOSTRIDIUM_SP._L74,0.0,1560217
CLOSTRIDIUM_SP._BL-8,0.0,349938
BUTYRIVIBRIO_SP._WCD2001,0.0,1280681
CLOSTRIDIUM_SP._AF36-18BH,0.0,2293014
CLOSTRIDIUM_SP._3-3,0.0,2070757
CLOSTRIDIUM_CELATUM,0.0,36834
CLOSTRIDIUM_COMBESII,0.0,39481
CHLOROHERPETON_THALASSIUM,0.0,100716
CABALLERONIA_CONCITANS,0.0,1777133
CLOSTRIDIUM_ZEAE,0.0,2759022
COLLETOTRICHUM_SPINOSUM,0.0,1347390
CUPRIAVIDUS_SP._D384,0.0,1538095
PARABACTEROIDES_SP._52,0.0,2302940
MURIBACULUM_INTESTINALE,0.0,1796646
NOCARDIA_ASIATICA,0.0,209252
NOCARDIA_PURIS,0.0,208602
NOCARDIA_TERPENICA,0.0,455432
BACTEROIDES_SP._2-1-33B,0.0,469589
PARABACTEROIDES_SP._20-3,0.0,469591
PARABACTEROIDES_SP._AF27-14,0.0,2293116
DESULFOCURVIBACTER_AFRICANUS,0.0,873
PARABACTEROIDES_SP._AF39-10AC,0.0,2293117
