Species,RA,TAX_ID
Campylobacter iguaniorum,0.0,1244531
Burkholderia metallica,0.0,488729
Tenacibaculum dicentrarchi,0.0,669041
Streptococcus suis,0.0,1307
[Eubacterium] eligens,0.0,39485
Streptococcus thermophilus,0.0,1308
Alkaliphilus metalliredigens,0.0,208226
Streptococcus sp. I-G2,0.0,1156431
Streptococcus mutans,0.0,1309
Aerococcus viridans,0.0,1377
Aerococcus urinae,0.0,1376
Lactococcus piscium,0.0,1364
Lactococcus garvieae,0.0,1363
Streptococcus sp. I-P16,0.0,1156433
Enterococcus faecalis,0.0,1351
Filifactor alocis,0.0,143361
Prevotella denticola,0.0,28129
Bifidobacterium longum,0.0,216816
Gardnerella vaginalis,0.0,2702
Burkholderia territorii,0.0,1503055
Alistipes finegoldii,0.0,214856
Actinomyces oris,0.0,544580
Burkholderia pseudomallei,0.0,28450
Anaerotignum propionicum,0.0,28446
Deinococcus geothermalis,0.0,68909
Corynebacterium casei,0.0,160386
Clostridium sp. SY8519,0.0,1042156
Treponema putidum,0.0,221027
Streptococcus pseudopneumoniae,0.0,257758
Ilyobacter polytropus,0.0,167642
Carnobacterium sp. 17-4,0.0,208596
Propionibacterium freudenreichii,0.0,1744
Clostridium taeniosporum,0.0,394958
Burkholderia thailandensis,0.0,57975
Peptoclostridium acidaminophilum,0.0,1731
Corynebacterium variabile,0.0,1727
Selenomonas sp. oral taxon 478,0.0,712538
Bifidobacterium bifidum,0.0,1681
Prevotella intermedia,0.0,28131
Mageeibacillus indolicus,0.0,884684
Myroides sp. A21,0.0,1583100
Treponema primitia,0.0,88058
[Mannheimia] succiniciproducens,0.0,157673
Algibacter alginicilyticus,0.0,1736674
Candidatus Arthromitus sp. SFB-mouse,0.0,49118
Fusobacterium hwasookii,0.0,1583098
Actinomyces sp. VUL4_3,0.0,1912795
Muricauda lutaonensis,0.0,516051
Burkholderia sp. YI23,0.0,1097668
Pseudomonas stutzeri,0.0,316
Streptococcus himalayensis,0.0,1888195
Streptococcus sp. oral taxon 431,0.0,712633
Aerococcus urinaehominis,0.0,128944
Streptococcus macedonicus,0.0,59310
Flavobacterium branchiophilum,0.0,55197
Flavobacterium commune,0.0,1306519
Clostridium saccharoperbutylacetonicum,0.0,36745
Bifidobacterium breve,0.0,1685
Corynebacterium pseudotuberculosis,0.0,1719
Corynebacterium glutamicum,0.0,1718
Corynebacterium diphtheriae,0.0,1717
Clostridium kluyveri,0.0,1534
Actinomyces meyeri,0.0,52773
Corynebacterium ulcerans,0.0,65058
Desulfitobacterium metallireducens,0.0,142877
Capnocytophaga canimorsus,0.0,28188
Clostridium baratii,0.0,1561
Ruminococcus bicirculans,0.0,1160721
Clostridium novyi,0.0,1542
Clostridium ljungdahlii,0.0,1538
Propionibacterium sp. oral taxon 193,0.0,671223
Leptotrichia sp. oral taxon 212,0.0,712357
Aerococcus christensenii,0.0,87541
[Clostridium] cellulolyticum,0.0,1521
Salegentibacter sp. T436,0.0,1729720
Clostridium tyrobutyricum,0.0,1519
Ruminiclostridium thermocellum,0.0,1515
Acetoanaerobium sticklandii,0.0,1511
Clostridium sporogenes,0.0,1509
Prevotella melaninogenica,0.0,28132
Mucinivorans hirudinis,0.0,1433126
Lactobacillus delbrueckii,0.0,1584
Myroides profundi,0.0,480520
Lactobacillus plantarum,0.0,1590
Streptococcus halotolerans,0.0,1814128
Streptococcus sanguinis,0.0,1305
Cloacibacillus porcorum,0.0,1197717
Capnocytophaga sp. oral taxon 323,0.0,1705617
Bifidobacterium adolescentis,0.0,1680
Chryseobacterium sp. StRB126,0.0,878220
Sulfurospirillum barnesii,0.0,44674
Trueperella pyogenes,0.0,1661
Prevotella fusca,0.0,589436
Arcanobacterium haemolyticum,0.0,28264
Janthinobacterium sp. 1_2014MBL_MicDiv,0.0,1644131
Desulfitobacterium dichloroeliminans,0.0,233055
Leptotrichia buccalis,0.0,40542
Ornithobacterium rhinotracheale,0.0,28251
Mannheimia sp. USDA-ARS-USMARC-1261,0.0,1432056
Lactobacillus fermentum,0.0,1613
Corynebacterium epidermidicanis,0.0,1050174
Burkholderia ubonensis,0.0,101571
Gramella forsetii,0.0,411153
Sphaerochaeta globosa,0.0,1131703
Coraliomargarita akajimensis,0.0,395922
Aerococcus sanguinicola,0.0,119206
Clostridium bornimense,0.0,1216932
Arcobacter sp. L,0.0,944547
Methylobacterium extorquens,0.0,408
Negativicoccus massiliensis,0.0,1702287
Prevotella enoeca,0.0,76123
Faecalibaculum rodentium,0.0,1702221
Selenomonas sp. oral taxon 136,0.0,713030
Myroides sp. ZB35,0.0,1458492
Ralstonia solanacearum,0.0,305
Streptococcus marmotae,0.0,1825069
Butyrivibrio proteoclasticus,0.0,43305
Nonlabens sp. MIC269,0.0,1476901
Burkholderia cepacia,0.0,292
Pseudomonas aeruginosa,0.0,287
Streptococcus infantarius,0.0,102684
Actinobacillus succinogenes,0.0,67854
Maribacter sp. HTCC2170,0.0,313603
Ralstonia insidiosa,0.0,190721
Actinomyces radicidentis,0.0,111015
Pediococcus damnosus,0.0,51663
Aerococcus urinaeequi,0.0,51665
Streptococcus lutetiensis,0.0,150055
Brevundimonas sp. DS20,0.0,1532555
Candidatus Symbiobacter mobilis,0.0,1436290
Erysipelothrix larvae,0.0,1514105
Bibersteinia trehalosi,0.0,47735
Cupriavidus gilardii,0.0,82541
[Eubacterium] rectale,0.0,39491
Streptococcus cristatus,0.0,45634
Klebsiella pneumoniae,0.0,573
Streptococcus sp. VT 162,0.0,1419814
Streptococcus pantholopis,0.0,1811193
Turicibacter sp. H121,0.0,1712675
Bacteroides caecimuris,0.0,1796613
Kingella kingae,0.0,504
Neisseria elongata,0.0,495
Neisseria meningitidis,0.0,487
Neisseria lactamica,0.0,486
Neisseria gonorrhoeae,0.0,485
Moraxella catarrhalis,0.0,480
Carnobacterium inhibens,0.0,147709
Polynucleobacter duraquae,0.0,1835254
Roseburia hominis,0.0,301301
Campylobacter subantarcticus,0.0,497724
Clostridium sp. BNL1100,0.0,755731
Actinotignum schaalii,0.0,59505
Selenomonas sp. oral taxon 920,0.0,1884263
Lutibacter profundi,0.0,1622118
Flavobacterium psychrophilum,0.0,96345
Akkermansia glycaniphila,0.0,1679444
Corynebacterium ureicelerivorans,0.0,401472
[Clostridium] saccharolyticum,0.0,84030
Snodgrassella alvi,0.0,1196083
Leptotrichia sp. oral taxon 847,0.0,1785996
Mycoplasma gallisepticum,0.0,2096
Mycoplasma capricolum,0.0,2095
Peptoniphilus sp. ING2-D1G,0.0,1912856
Prevotella dentalis,0.0,52227
Sulfurospirillum deleyianum,0.0,65553
Streptococcus gallolyticus,0.0,315405
Carnobacterium sp. CP1,0.0,1564681
Tannerella sp. oral taxon HOT-286,0.0,712710
Gemella sp. oral taxon 928,0.0,1785995
Slackia heliotrinireducens,0.0,84110
Croceibacter atlanticus,0.0,313588
Cryptobacterium curtum,0.0,84163
Salmonella enterica,0.0,28901
Desulfotomaculum reducens,0.0,59610
Mannheimia haemolytica,0.0,75985
Cellulophaga algicola,0.0,59600
Campylobacter lari,0.0,201
Campylobacter curvus,0.0,200
[Clostridium] clariflavum,0.0,288965
Campylobacter fetus,0.0,196
Selenomonas sputigena,0.0,69823
Eggerthella lenta,0.0,84112
Treponema paraluiscuniculi,0.0,53435
Desulfitobacterium hafniense,0.0,49338
Streptococcus sp. A12,0.0,1759399
Bordetella flabilis,0.0,463014
Treponema pallidum,0.0,160
Treponema denticola,0.0,158
Spirochaeta thermophila,0.0,154
Petrimonas mucosa,0.0,1642646
Klebsiella variicola,0.0,244366
Rothia mucilaginosa,0.0,43675
Collimonas fungivorans,0.0,158899
[Clostridium] cellulosi,0.0,29343
Aequorivita sublithincola,0.0,101385
Bacteroides cellulosilyticus,0.0,246787
Bordetella trematum,0.0,123899
Capnocytophaga ochracea,0.0,1018
Weeksella virosa,0.0,1014
Streptococcus pasteurianus,0.0,197614
Treponema succinifaciens,0.0,167
Flavobacterium columnare,0.0,996
Actinomyces pacaensis,0.0,1852377
Cellulophaga lytica,0.0,979
Lacinutrix sp. 5H-3-7-4,0.0,983544
Arcobacter butzleri,0.0,28197
Selenomonas ruminantium,0.0,971
Moraxella bovoculi,0.0,386891
Roseateles depolymerans,0.0,76731
Burkholderia dolosa,0.0,152500
Geosporobacter ferrireducens,0.0,1424294
Muricauda ruestringensis,0.0,111501
Tenacibaculum sp. LPB0136,0.0,1850252
Dialister pneumosintes,0.0,39950
Myroides odoratimimus,0.0,76832
Blautia sp. YL58,0.0,1796616
Mobiluncus curtisii,0.0,2051
Lachnoclostridium phocaeense,0.0,1871021
Desulfotomaculum ruminis,0.0,1564
Acetobacterium woodii,0.0,33952
Campylobacter jejuni,0.0,197
Campylobacter coli,0.0,195
Burkholderia vietnamiensis,0.0,60552
Treponema brennaborense,0.0,81028
Salinispira pacifica,0.0,1307761
Capnocytophaga haemolytica,0.0,45243
Alkaliphilus oremlandii,0.0,461876
Campylobacter peloridis,0.0,488546
Candidatus Arthromitus sp. SFB-rat-Yit,0.0,1041504
Coriobacterium glomerans,0.0,33871
Siansivirga zeaxanthinifaciens,0.0,762954
Jeotgalibaca sp. PTS2502,0.0,1903686
Bifidobacterium scardovii,0.0,158787
Burkholderia mallei,0.0,13373
Streptococcus constellatus,0.0,76860
Megasphaera elsdenii,0.0,907
Taylorella equigenitalis,0.0,29575
Lutibacter sp. LPB0138,0.0,1850246
[Haemophilus] ducreyi,0.0,730
Bacteroides ovatus,0.0,28116
Gallibacterium anatis,0.0,750
Pasteurella multocida,0.0,747
Winogradskyella sp. PG-2,0.0,754409
[Haemophilus] parasuis,0.0,738
Sneathia amnii,0.0,187101
Aggregatibacter aphrophilus,0.0,732
Histophilus somni,0.0,731
Haemophilus parainfluenzae,0.0,729
Desulfotomaculum kuznetsovii,0.0,58135
Haemophilus influenzae,0.0,727
Seonamhaeicola sp. S2-3,0.0,1936081
Actinobacillus equuli,0.0,718
Actinobacillus suis,0.0,716
Actinobacillus pleuropneumoniae,0.0,715
Aggregatibacter actinomycetemcomitans,0.0,714
Polaribacter vadi,0.0,1774273
Carnobacterium maltaromaticum,0.0,2751
Chryseobacterium sp. IHB B 17019,0.0,1721091
Veillonella parvula,0.0,29466
Desulfovibrio piger,0.0,901
Prevotella ruminicola,0.0,839
Desulfovibrio vulgaris,0.0,881
Desulfovibrio salexigens,0.0,880
Desulfovibrio desulfuricans,0.0,876
Lawsonia intracellularis,0.0,29546
Desulfovibrio africanus,0.0,873
Dichelobacter nodosus,0.0,870
Fusobacterium nucleatum,0.0,851
Coriobacteriaceae bacterium 68-1-3,0.0,1531429
Porphyromonas gingivalis,0.0,837
Eggerthella sp. YY7918,0.0,502558
Desulfovibrio alaskensis,0.0,58180
Nonlabens dokdonensis,0.0,328515
Campylobacter ureolyticus,0.0,827
Sebaldella termitidis,0.0,826
Campylobacter gracilis,0.0,824
Parabacteroides distasonis,0.0,823
Cellulophaga baltica,0.0,76594
Marinilactibacillus sp. 15R,0.0,1911586
Rothia dentocariosa,0.0,2047
