TAX_ID,species,RA,Source,SampleID
301301,ROSEBURIA_HOMINIS,0.0600662,bio4,SRR11487938
166486,ROSEBURIA_INTESTINALIS,0.0417663,bio4,SRR11487938
239935,AKKERMANSIA_MUCINIPHILA,0.0705722999999999,bio4,SRR11487940
214856,ALISTIPES_FINEGOLDII,0.0007568,bio4,SRR11487940
649756,ANAEROSTIPES_HADRUS,0.0504425,bio4,SRR11487940
818,BACTEROIDES_THETAIOTAOMICRON,0.050085,bio4,SRR11487940
820,BACTEROIDES_UNIFORMIS,0.0438734999999999,bio4,SRR11487940
216816,BIFIDOBACTERIUM_LONGUM,0.1561933999999999,bio4,SRR11487940
418240,BLAUTIA_WEXLERAE,0.0338457,bio4,SRR11487940
1492,CLOSTRIDIUM_BUTYRICUM,0.0061732,bio4,SRR11487940
74426,COLLINSELLA_AEROFACIENS,0.0792783,bio4,SRR11487940
562,ESCHERICHIA_COLI,0.0480332,bio4,SRR11487940
39488,EUBACTERIUM_HALLII,0.0468977999999999,bio4,SRR11487940
853,FAECALIBACTERIUM_PRAUSNITZII,0.0416435,bio4,SRR11487940
1596,LACTOBACILLUS_GASSERI,0.0084771,bio4,SRR11487940
2107999,LACTOBACILLUS_PARAGASSERI,0.0405883,bio4,SRR11487940
823,PARABACTEROIDES_DISTASONIS,0.0524707,bio4,SRR11487940
165179,PREVOTELLA_COPRI,0.0552151,bio4,SRR11487940
28132,PREVOTELLA_MELANINOGENICA,0.112776,bio4,SRR11487940
301301,ROSEBURIA_HOMINIS,0.0610127,bio4,SRR11487940
166486,ROSEBURIA_INTESTINALIS,0.0416648,bio4,SRR11487940
239935,AKKERMANSIA_MUCINIPHILA,0.0696185,bio4,SRR11487939
214856,ALISTIPES_FINEGOLDII,0.000278,bio4,SRR11487939
649756,ANAEROSTIPES_HADRUS,0.0506502,bio4,SRR11487939
818,BACTEROIDES_THETAIOTAOMICRON,0.047008,bio4,SRR11487939
820,BACTEROIDES_UNIFORMIS,0.0472051999999999,bio4,SRR11487939
216816,BIFIDOBACTERIUM_LONGUM,0.1527386,bio4,SRR11487939
418240,BLAUTIA_WEXLERAE,0.0364009,bio4,SRR11487939
1492,CLOSTRIDIUM_BUTYRICUM,0.0049736,bio4,SRR11487939
74426,COLLINSELLA_AEROFACIENS,0.0791098,bio4,SRR11487939
562,ESCHERICHIA_COLI,0.0546349999999999,bio4,SRR11487939
39488,EUBACTERIUM_HALLII,0.0486123999999999,bio4,SRR11487939
853,FAECALIBACTERIUM_PRAUSNITZII,0.032836,bio4,SRR11487939
1596,LACTOBACILLUS_GASSERI,0.0074232,bio4,SRR11487939
2107999,LACTOBACILLUS_PARAGASSERI,0.0393707,bio4,SRR11487939
823,PARABACTEROIDES_DISTASONIS,0.0509347999999999,bio4,SRR11487939
165179,PREVOTELLA_COPRI,0.0559917999999999,bio4,SRR11487939
28132,PREVOTELLA_MELANINOGENICA,0.1163202,bio4,SRR11487939
301301,ROSEBURIA_HOMINIS,0.0642085,bio4,SRR11487939
166486,ROSEBURIA_INTESTINALIS,0.0416845,bio4,SRR11487939
239935,AKKERMANSIA_MUCINIPHILA,0.0724906999999999,bio4,SRR11487941
214856,ALISTIPES_FINEGOLDII,0.0002674,bio4,SRR11487941
649756,ANAEROSTIPES_HADRUS,0.0521193,bio4,SRR11487941
818,BACTEROIDES_THETAIOTAOMICRON,0.0483681,bio4,SRR11487941
820,BACTEROIDES_UNIFORMIS,0.0463945999999999,bio4,SRR11487941
216816,BIFIDOBACTERIUM_LONGUM,0.1607543,bio4,SRR11487941
418240,BLAUTIA_WEXLERAE,0.0337255,bio4,SRR11487941
1492,CLOSTRIDIUM_BUTYRICUM,0.0062153,bio4,SRR11487941
74426,COLLINSELLA_AEROFACIENS,0.077425,bio4,SRR11487941
562,ESCHERICHIA_COLI,0.0497779,bio4,SRR11487941
39488,EUBACTERIUM_HALLII,0.0495407,bio4,SRR11487941
853,FAECALIBACTERIUM_PRAUSNITZII,0.0337323,bio4,SRR11487941
1596,LACTOBACILLUS_GASSERI,0.0078316,bio4,SRR11487941
2107999,LACTOBACILLUS_PARAGASSERI,0.0385218,bio4,SRR11487941
823,PARABACTEROIDES_DISTASONIS,0.0502667,bio4,SRR11487941
165179,PREVOTELLA_COPRI,0.0560104,bio4,SRR11487941
28132,PREVOTELLA_MELANINOGENICA,0.1128786,bio4,SRR11487941
301301,ROSEBURIA_HOMINIS,0.0635066,bio4,SRR11487941
166486,ROSEBURIA_INTESTINALIS,0.0401733,bio4,SRR11487941
239935,AKKERMANSIA_MUCINIPHILA,0.0742572,bio4,SRR11487937
214856,ALISTIPES_FINEGOLDII,0.0007151,bio4,SRR11487937
649756,ANAEROSTIPES_HADRUS,0.0486401,bio4,SRR11487937
818,BACTEROIDES_THETAIOTAOMICRON,0.0489681,bio4,SRR11487937
820,BACTEROIDES_UNIFORMIS,0.0468808,bio4,SRR11487937
216816,BIFIDOBACTERIUM_LONGUM,0.1510697,bio4,SRR11487937
418240,BLAUTIA_WEXLERAE,0.0333231,bio4,SRR11487937
1492,CLOSTRIDIUM_BUTYRICUM,0.0058874,bio4,SRR11487937
74426,COLLINSELLA_AEROFACIENS,0.0852332,bio4,SRR11487937
562,ESCHERICHIA_COLI,0.0495257,bio4,SRR11487937
39488,EUBACTERIUM_HALLII,0.0461366,bio4,SRR11487937
853,FAECALIBACTERIUM_PRAUSNITZII,0.0357519,bio4,SRR11487937
1596,LACTOBACILLUS_GASSERI,0.0070032,bio4,SRR11487937
2107999,LACTOBACILLUS_PARAGASSERI,0.0397991,bio4,SRR11487937
823,PARABACTEROIDES_DISTASONIS,0.0528439999999999,bio4,SRR11487937
165179,PREVOTELLA_COPRI,0.0566158,bio4,SRR11487937
28132,PREVOTELLA_MELANINOGENICA,0.1140702,bio4,SRR11487937
301301,ROSEBURIA_HOMINIS,0.0595493,bio4,SRR11487937
166486,ROSEBURIA_INTESTINALIS,0.0437296999999999,bio4,SRR11487937
562,Escherichia coli,0.1059840921197943,wol,SRR11487938
818,Bacteroides thetaiotaomicron,0.0742500473067525,wol,SRR11487938
216816,Bifidobacterium longum,0.0584441384726212,wol,SRR11487938
28132,Prevotella melaninogenica,0.0528429843436722,wol,SRR11487938
239935,Akkermansia muciniphila,0.0516643407152642,wol,SRR11487938
214856,Alistipes finegoldii,0.0436181243119312,wol,SRR11487938
823,Parabacteroides distasonis,0.0398083076716923,wol,SRR11487938
301301,Roseburia hominis,0.0365071360050525,wol,SRR11487938
165179,Prevotella copri,0.0344678817014364,wol,SRR11487938
438033,Ruminococcus gauvreauii,0.0339860712992832,wol,SRR11487938
820,Bacteroides uniformis,0.0327234614311898,wol,SRR11487938
166486,Roseburia intestinalis,0.0300348104985846,wol,SRR11487938
853,Faecalibacterium prausnitzii,0.0288501074508178,wol,SRR11487938
74426,Collinsella aerofaciens,0.0273946349208492,wol,SRR11487938
39488,Eubacterium hallii,0.0243884704138462,wol,SRR11487938
1263054,Bacteroides thetaiotaomicron CAG:40,0.0233793174012154,wol,SRR11487938
649756,Anaerostipes hadrus,0.0230358348867087,wol,SRR11487938
40520,Blautia obeum,0.0226520139518996,wol,SRR11487938
623,Shigella flexneri,0.0203766154195602,wol,SRR11487938
1896967,Akkermansia sp. 54_46,0.0181910694199975,wol,SRR11487938
1263034,Akkermansia muciniphila CAG:154,0.0176443366675721,wol,SRR11487938
622,Shigella dysenteriae,0.0175295539522909,wol,SRR11487938
1638783,Akkermansia sp. UNK.MGS-1,0.0171999215391756,wol,SRR11487938
1929996,Akkermansia sp. Phil8,0.0156608290220564,wol,SRR11487938
1685,Bifidobacterium breve,0.0107828233120059,wol,SRR11487938
1492,Clostridium butyricum,0.0095283503784799,wol,SRR11487938
1596,Lactobacillus gasseri,0.0083604405786503,wol,SRR11487938
1262850,Collinsella sp. CAG:166,0.0079923741341738,wol,SRR11487938
589437,Prevotella scopos,0.0048423416989677,wol,SRR11487938
360807,Roseburia inulinivorans,0.0041418728210977,wol,SRR11487938
328814,Alistipes shahii,0.0027239686911532,wol,SRR11487938
983706,Bifidobacterium reuteri,0.0024834963057451,wol,SRR11487938
1150298,Fusicatenibacter saccharivorans,0.0023498428273181,wol,SRR11487938
1263044,Bacteroides faecis CAG:32,0.0022224218945172,wol,SRR11487938
1613,Lactobacillus fermentum,0.0019829882667134,wol,SRR11487938
411486,Clostridium sp. M62/1,0.0017232988656247,wol,SRR11487938
301302,Roseburia faecis,0.0016398520047415,wol,SRR11487938
39486,Dorea formicigenerans,0.0015112191880689,wol,SRR11487938
410072,Coprococcus comes,0.0015020434958971,wol,SRR11487938
384638,Bacteroides pectinophilus,0.0014930409299927,wol,SRR11487938
821,Bacteroides vulgatus,0.0014085553115052,wol,SRR11487938
46506,Bacteroides stercoris,0.0013993796193334,wol,SRR11487938
29361,Tyzzerella nexilis,0.001312297106835,wol,SRR11487938
592978,Ruminococcus faecis,0.0012485866404345,wol,SRR11487938
39496,Eubacterium ventriosum,0.0012468553777606,wol,SRR11487938
1262879,Eubacterium sp. CAG:146,0.0012336977814388,wol,SRR11487938
1226324,Blautia sp. KLE 1732,0.0012175970385713,wol,SRR11487938
1322,Blautia hansenii,0.0011992456542277,wol,SRR11487938
39491,Eubacterium rectale,0.0011147600357401,wol,SRR11487938
1288121,Alistipes senegalensis,0.0010526077057462,wol,SRR11487938
45851,Butyrivibrio crossotus,0.0010448170237136,wol,SRR11487938
589436,Prevotella fusca,0.0010186749573373,wol,SRR11487938
1897041,Bacteroidales bacterium 55_9,0.0010183287048025,wol,SRR11487938
470565,Prevotella histicola,0.0010039592246089,wol,SRR11487938
39490,Eubacterium ramulus,0.0009954760375067,wol,SRR11487938
817,Bacteroides fragilis,0.0009364399803259,wol,SRR11487938
28117,Alistipes putredinis,0.0008761920392733,wol,SRR11487938
1776384,Emergencia timonensis,0.000863726948021,wol,SRR11487938
762210,Bifidobacterium saguini,0.0008448561848753,wol,SRR11487938
28116,Bacteroides ovatus,0.0008185409922316,wol,SRR11487938
411489,Clostridium sp. L2-50,0.0008164634770229,wol,SRR11487938
762209,Bifidobacterium callitrichos,0.0008062490272467,wol,SRR11487938
1897051,Bacteroides sp. 43_46,0.0008027865018989,wol,SRR11487938
158787,Bifidobacterium scardovii,0.0007866857590314,wol,SRR11487938
552398,Ruminococcaceae bacterium D16,0.0007839157387531,wol,SRR11487938
341220,Lactonifactor longoviformis,0.0007785488244639,wol,SRR11487938
1871018,Angelakisella massiliensis,0.0007176083783418,wol,SRR11487938
1681,Bifidobacterium bifidum,0.0007022001405439,wol,SRR11487938
310297,Bacteroides plebeius,0.000689908175559,wol,SRR11487938
180164,Blautia schinkii,0.000684195008735,wol,SRR11487938
1550024,Ruthenibacterium lactatiformans,0.0006587454474283,wol,SRR11487938
33043,Coprococcus eutactus,0.0006525129018022,wol,SRR11487938
208479,Clostridium bolteae,0.000639182179213,wol,SRR11487938
39483,Faecalitalea cylindroides,0.0006199651635324,wol,SRR11487938
1329411,Bifidobacterium aesculapii,0.0006159832593824,wol,SRR11487938
1496,Clostridioides difficile,0.0005997093902475,wol,SRR11487938
1203033,Lactobacillus hominis,0.0005926112132844,wol,SRR11487938
88431,Dorea longicatena,0.0005817042584387,wol,SRR11487938
358743,Clostridium citroniae,0.0005785879856256,wol,SRR11487938
342942,Clostridium glycyrrhizinilyticum,0.0005759910916147,wol,SRR11487938
1697793,Clostridia bacterium UC5.1-1E11,0.0005586784648755,wol,SRR11487938
626931,Bacteroides oleiciplenus,0.0005501952777733,wol,SRR11487938
1673721,Intestinimonas massiliensis,0.0005439627321471,wol,SRR11487938
214851,Subdoligranulum variabile,0.0005422314694732,wol,SRR11487938
169679,Clostridium saccharobutylicum,0.0005316707671623,wol,SRR11487938
109790,Lactobacillus jensenii,0.0004932367358011,wol,SRR11487938
28131,Prevotella intermedia,0.000486138558838,wol,SRR11487938
106588,Pseudoflavonifractor capillosus,0.000486138558838,wol,SRR11487938
160404,Clostridium lactatifermentans,0.0004766166141315,wol,SRR11487938
28118,Odoribacter splanchnicus,0.0004743659726553,wol,SRR11487938
1650663,Fournierella massiliensis,0.000473327215051,wol,SRR11487938
1531,Clostridium clostridioforme,0.0004702109422379,wol,SRR11487938
33038,Ruminococcus gnavus,0.0004513401790921,wol,SRR11487938
1235792,Lachnospiraceae bacterium M18-1,0.0004489164113487,wol,SRR11487938
1841865,Mediterranea massiliensis,0.0004480507800117,wol,SRR11487938
1263014,Firmicutes bacterium CAG:270,0.0004373169514334,wol,SRR11487938
1680,Bifidobacterium adolescentis,0.0004262368703202,wol,SRR11487938
310298,Bacteroides coprocola,0.0004253712389833,wol,SRR11487938
1232449,Clostridiales bacterium VE202-08,0.000423466850042,wol,SRR11487938
1520,Clostridium beijerinckii,0.0004222549661702,wol,SRR11487938
1703332,Lachnospiraceae bacterium TF01-11,0.0003976710362005,wol,SRR11487938
46228,Ruminococcus lactaris,0.0003957666472592,wol,SRR11487938
1522,Clostridium innocuum,0.000391265364307,wol,SRR11487938
397287,Lachnospiraceae bacterium 28-4,0.0003774152629156,wol,SRR11487938
82983,Obesumbacterium proteus,0.0003729139799634,wol,SRR11487938
39485,Eubacterium eligens,0.0003689320758133,wol,SRR11487938
169435,Anaerotruncus colihominis,0.0003651232979307,wol,SRR11487938
290052,Acetivibrio ethanolgignens,0.0003649501716633,wol,SRR11487938
454155,Paraprevotella xylaniphila,0.0003646039191285,wol,SRR11487938
1262691,Akkermansia sp. CAG:344,0.0003547357218871,wol,SRR11487938
501571,Butyricicoccus pullicaecorum,0.0003521388278763,wol,SRR11487938
1512,Clostridium symbiosum,0.0003521388278763,wol,SRR11487938
1160721,Ruminococcus bicirculans,0.0003420975043675,wol,SRR11487938
1720300,Ruminococcus sp. AT10,0.0003410587467631,wol,SRR11487938
1235798,Dorea sp. 5-2,0.0003313636757892,wol,SRR11487938
1897010,Odoribacter sp. 43_10,0.0003301517919174,wol,SRR11487938
105841,Anaerostipes caccae,0.0003287667817783,wol,SRR11487938
154046,Hungatella hathewayi,0.0003265161403022,wol,SRR11487938
246787,Bacteroides cellulosilyticus,0.000316301690526,wol,SRR11487938
282402,Prevotella multiformis,0.0003145704278521,wol,SRR11487938
1519439,Oscillibacter sp. ER4,0.0003142241753173,wol,SRR11487938
28901,Salmonella enterica,0.0003133585439803,wol,SRR11487938
1501392,Coprobacter secundus,0.0003126660389108,wol,SRR11487938
1930001,Ruminococcus sp. Zagget7,0.0003007203264607,wol,SRR11487938
39482,Eubacterium contortum,0.0002995084425889,wol,SRR11487938
1697794,Clostridia bacterium UC5.1-1D1,0.000293795275765,wol,SRR11487938
1226323,Oscillibacter sp. KLE 1745,0.000292929644428,wol,SRR11487938
626930,Bacteroides fluxus,0.0002875627301389,wol,SRR11487938
546,Citrobacter freundii,0.0002865239725345,wol,SRR11487938
31971,Eubacterium dolichum,0.0002820226895823,wol,SRR11487938
552396,Erysipelotrichaceae bacterium 5_2_54FAA,0.0002813301845127,wol,SRR11487938
1235800,Lachnospiraceae bacterium 10-1,0.0002711157347366,wol,SRR11487938
387090,Bacteroides coprophilus,0.0002686919669931,wol,SRR11487938
60133,Prevotella pallens,0.0002666144517844,wol,SRR11487938
36745,Clostridium saccharoperbutylacetonicum,0.0002659219467148,wol,SRR11487938
762211,Bifidobacterium stellenboschense,0.0002640175577735,wol,SRR11487938
1841857,Culturomica massiliensis,0.0002610744112278,wol,SRR11487938
29347,Clostridium scindens,0.0002595162748213,wol,SRR11487938
457402,Eubacterium sp. 3_1_31,0.0002513793402538,wol,SRR11487938
425941,Prevotella nanceiensis,0.0002489555725103,wol,SRR11487938
397288,Lachnospiraceae bacterium 3-1,0.0002489555725103,wol,SRR11487938
762212,Bifidobacterium biavatii,0.0002435886582212,wol,SRR11487938
1262925,Prevotella sp. CAG:386,0.0002427230268842,wol,SRR11487938
33039,Ruminococcus torques,0.000237356112595,wol,SRR11487938
1284775,Prevotella sp. S7-1-8,0.0002351054711189,wol,SRR11487938
97253,Eubacterium plexicaudatum,0.000234239839782,wol,SRR11487938
1676614,Prevotella sp. 109,0.0002314698195037,wol,SRR11487938
1683,Bifidobacterium angulatum,0.0002269685365515,wol,SRR11487938
1896999,Dorea sp. 42_8,0.0002267954102841,wol,SRR11487938
28129,Prevotella denticola,0.0002226403798667,wol,SRR11487938
84030,Clostridium saccharolyticum,0.0002216016222623,wol,SRR11487938
1624,Lactobacillus salivarius,0.0002164078342406,wol,SRR11487938
1262932,Prevotella sp. CAG:604,0.0002146765715666,wol,SRR11487938
28141,Cronobacter sakazakii,0.0002127721826253,wol,SRR11487938
596085,Prevotella aurantiaca,0.0002055008793948,wol,SRR11487938
1903263,Traorella massiliensis,0.0002039427429883,wol,SRR11487938
1535,Clostridium leptum,0.0002039427429883,wol,SRR11487938
1504823,bacterium LF-3,0.0001968445660252,wol,SRR11487938
78259,Scardovia inopinata,0.0001958058084208,wol,SRR11487938
1235790,Eubacterium sp. 14-2,0.0001958058084208,wol,SRR11487938
1745713,Bariatricus massiliensis,0.0001951133033513,wol,SRR11487938
1735,Holdemanella biformis,0.0001928626618752,wol,SRR11487938
61598,Lamprocystis purpurea,0.0001921701568056,wol,SRR11487938
556259,Bacteroides sp. D2,0.0001918239042708,wol,SRR11487938
936595,Lachnoanaerobaculum sp. OBRC5-5,0.0001907851466665,wol,SRR11487938
341225,Clostridium saccharogumia,0.0001881882526556,wol,SRR11487938
556262,Coprobacillus sp. D6,0.0001861107374469,wol,SRR11487938
35703,Citrobacter amalonaticus,0.0001852451061099,wol,SRR11487938
871325,Bacteroides faecichinchillae,0.000183513843436,wol,SRR11487938
40519,Ruminococcus callidus,0.0001823019595642,wol,SRR11487938
571,Klebsiella oxytoca,0.0001784931816816,wol,SRR11487938
78344,Bifidobacterium gallinarum,0.0001781469291468,wol,SRR11487938
1896986,Clostridium sp. CAG:245_30_32,0.0001779738028794,wol,SRR11487938
1465754,Alistipes timonensis,0.0001760694139381,wol,SRR11487938
1684,Bifidobacterium asteroides,0.0001757231614033,wol,SRR11487938
397290,Lachnospiraceae bacterium A2,0.0001739918987294,wol,SRR11487938
227943,Lactobacillus antri,0.0001734725199272,wol,SRR11487938
457421,Clostridiales bacterium 1_7_47FAA,0.000172953141125,wol,SRR11487938
1574265,Akkermansia sp. KLE1798,0.0001724337623229,wol,SRR11487938
1870991,Massilioclostridium coli,0.0001668937217663,wol,SRR11487938
397865,Barnesiella viscericola,0.0001667205954989,wol,SRR11487938
387661,Parabacteroides johnsonii,0.0001665474692315,wol,SRR11487938
550,Enterobacter cloacae,0.0001646430802902,wol,SRR11487938
1131336,Akkermansia sp. KLE1605,0.000164123701488,wol,SRR11487938
291644,Bacteroides salyersiae,0.0001623924388141,wol,SRR11487938
61648,Kluyvera intermedia,0.0001611805549424,wol,SRR11487938
61171,Holdemania filiformis,0.000160141797338,wol,SRR11487938
46206,Pseudobutyrivibrio ruminis,0.0001597955448032,wol,SRR11487938
1574264,Akkermansia sp. KLE1797,0.0001597955448032,wol,SRR11487938
1689,Bifidobacterium dentium,0.000155294261851,wol,SRR11487938
28125,Prevotella bivia,0.0001539092517119,wol,SRR11487938
1473216,Senegalimassilia anaerobia,0.000151312357701,wol,SRR11487938
228604,Prevotella salivae,0.0001511392314336,wol,SRR11487938
1720313,Bittarella massiliensis,0.0001502736000966,wol,SRR11487938
397291,Lachnospiraceae bacterium A4,0.0001483692111553,wol,SRR11487938
1078091,Coprococcus sp. HPP0048,0.0001466379484814,wol,SRR11487938
363265,Prevotella stercorea,0.0001442141807379,wol,SRR11487938
1392486,Prevotella sp. HUN102,0.0001438679282031,wol,SRR11487938
1650661,Clostridium phoceensis,0.0001400591503205,wol,SRR11487938
1653434,Sellimonas intestinalis,0.0001385010139139,wol,SRR11487938
1263045,Bacteroides finegoldii CAG:203,0.0001385010139139,wol,SRR11487938
1263095,Paraprevotella clara CAG:116,0.000137635382577,wol,SRR11487938
574930,Parabacteroides gordonii,0.0001372891300422,wol,SRR11487938
626940,Phascolarctobacterium succinatutens,0.0001371160037748,wol,SRR11487938
580,Kluyvera cryocrescens,0.0001369428775074,wol,SRR11487938
1897020,Ruminococcus sp. CAG:108-related_41_35,0.0001362503724378,wol,SRR11487938
1519438,Eubacterium sp. ER2,0.0001281134378704,wol,SRR11487938
28130,Prevotella disiens,0.0001256896701269,wol,SRR11487938
796942,Stomatobaculum longum,0.0001251702913247,wol,SRR11487938
1526,Clostridium aminophilum,0.0001210152609073,wol,SRR11487938
1587,Lactobacillus helveticus,0.0001201496295703,wol,SRR11487938
1235835,Anaerotruncus sp. G3(2012),0.0001194571245008,wol,SRR11487938
180311,Hespellia stercorisuis,0.0001192839982334,wol,SRR11487938
168384,Marvinbryantia formatexigens,0.0001189377456986,wol,SRR11487938
28128,Prevotella corporis,0.0001120126950029,wol,SRR11487938
908340,Clostridium sp. HGF2,0.0001111470636659,wol,SRR11487938
39484,Butyricicoccus desmolans,0.0001108008111311,wol,SRR11487938
1499681,Collinsella sp. MS5,0.000110281432329,wol,SRR11487938
1263107,Ruminococcus obeum CAG:39,0.0001101083060616,wol,SRR11487938
1871030,Merdibacter massiliensis,0.0001090695484572,wol,SRR11487938
227942,Lactobacillus gastricus,0.0001083770433876,wol,SRR11487938
471189,Gordonibacter pamelaeae,0.0001076845383181,wol,SRR11487938
1602169,Prevotella sp. P4-76,0.0001069920332485,wol,SRR11487938
376805,Bacteroides salanitronis,0.0001068189069811,wol,SRR11487938
61646,Lelliottia amnigena,0.0001052607705746,wol,SRR11487938
167,Treponema succinifaciens,0.0001043951392376,wol,SRR11487938
386414,Prevotella timonensis,0.0001017982452267,wol,SRR11487938
267818,Lactobacillus kefiranofaciens,0.0001011057401572,wol,SRR11487938
51288,Kluyvera ascorbata,9.97207300180692e-05,wol,SRR11487938
381741,Lactobacillus thailandensis,9.816259361153684e-05,wol,SRR11487938
1263037,Bacteroides caccae CAG:21,9.816259361153684e-05,wol,SRR11487938
28135,Prevotella oris,9.712383600718196e-05,wol,SRR11487938
1392494,Lachnospiraceae bacterium AC2012,9.69507097397895e-05,wol,SRR11487938
77635,Bifidobacterium subtile,9.660445720500451e-05,wol,SRR11487938
1491,Clostridium botulinum,9.643133093761204e-05,wol,SRR11487938
1287488,Prevotella sp. S7 MS 2,9.487319453107972e-05,wol,SRR11487938
1930012,Christensenellaceae bacterium Phil1,9.452694199629477e-05,wol,SRR11487938
573,Klebsiella pneumoniae,9.29688055897624e-05,wol,SRR11487938
439703,Prevotella maculosa,9.29688055897624e-05,wol,SRR11487938
1158459,Kosakonia sacchari,9.279567932236994e-05,wol,SRR11487938
1118061,Alistipes obesi,9.279567932236994e-05,wol,SRR11487938
379893,Trabulsiella odontotermitis,9.22763005201925e-05,wol,SRR11487938
1334193,Enterobacter lignolyticus,9.193004798540751e-05,wol,SRR11487938
1226325,Clostridium sp. KLE 1755,9.193004798540751e-05,wol,SRR11487938
1263050,Bacteroides ovatus CAG:22,9.054503784626769e-05,wol,SRR11487938
1896976,Blautia sp. CAG:37_48_57,8.829439637016543e-05,wol,SRR11487938
487174,Barnesiella intestinihominis,8.812127010277294e-05,wol,SRR11487938
419005,Prevotella amnii,8.690938623102557e-05,wol,SRR11487938
1679444,Akkermansia glycaniphila,8.673625996363309e-05,wol,SRR11487938
28136,Prevotella oulorum,8.621688116145565e-05,wol,SRR11487938
1263090,Odoribacter splanchnicus CAG:14,8.223497701142859e-05,wol,SRR11487938
1896203,Fibrobacter sp. UWB12,8.20618507440361e-05,wol,SRR11487938
1579,Lactobacillus acidophilus,8.136934567446618e-05,wol,SRR11487938
1042156,Clostridium sp. SY8519,8.03305880701113e-05,wol,SRR11487938
1852370,Prevotellamassilia timonensis,7.894557793097144e-05,wol,SRR11487938
83655,Leclercia adecarboxylata,7.859932539618647e-05,wol,SRR11487938
1834207,Erysipelotrichaceae bacterium I46,7.807994659400904e-05,wol,SRR11487938
174709,Allobaculum stercoricanis,7.807994659400904e-05,wol,SRR11487938
322095,Porphyromonas somerae,7.686806272226167e-05,wol,SRR11487938
1540257,Clostridium sp. KNHs214,7.530992631572933e-05,wol,SRR11487938
147802,Lactobacillus iners,7.461742124615941e-05,wol,SRR11487938
217,Helicobacter mustelae,7.392491617658949e-05,wol,SRR11487938
180332,Robinsoniella peoriensis,7.357866364180452e-05,wol,SRR11487938
1694,Bifidobacterium pseudolongum,7.323241110701955e-05,wol,SRR11487938
77095,Prevotella bryantii,7.20205272352722e-05,wol,SRR11487938
137838,Clostridium neonatale,7.132802216570226e-05,wol,SRR11487938
1297617,Intestinimonas butyriciproducens,7.115489589830978e-05,wol,SRR11487938
28127,Prevotella buccalis,7.028926456134738e-05,wol,SRR11487938
548,Enterobacter aerogenes,7.028926456134738e-05,wol,SRR11487938
61647,Pluralibacter gergoviae,6.994301202656242e-05,wol,SRR11487938
328812,Parabacteroides goldsteinii,6.942363322438497e-05,wol,SRR11487938
2702,Gardnerella vaginalis,6.90773806896e-05,wol,SRR11487938
158877,Yokenella regensburgei,6.803862308524512e-05,wol,SRR11487938
54291,Raoultella ornithinolytica,6.803862308524512e-05,wol,SRR11487938
