TAX_ID,species,RA,Source,SampleID
823,PARABACTEROIDES_DISTASONIS,0.1364508,bio3,SRR11487934
165179,PREVOTELLA_COPRI,0.1280495,bio3,SRR11487934
28132,PREVOTELLA_MELANINOGENICA,0.0280462,bio3,SRR11487934
301301,ROSEBURIA_HOMINIS,0.0141497999999999,bio3,SRR11487934
166486,ROSEBURIA_INTESTINALIS,0.0007556,bio3,SRR11487934
239935,AKKERMANSIA_MUCINIPHILA,0.001057,bio3,SRR11487932
214856,ALISTIPES_FINEGOLDII,0.0002232999999999,bio3,SRR11487932
649756,ANAEROSTIPES_HADRUS,0.0114646,bio3,SRR11487932
818,BACTEROIDES_THETAIOTAOMICRON,0.0805298,bio3,SRR11487932
820,BACTEROIDES_UNIFORMIS,0.0019511,bio3,SRR11487932
216816,BIFIDOBACTERIUM_LONGUM,0.3888469,bio3,SRR11487932
418240,BLAUTIA_WEXLERAE,0.0001686,bio3,SRR11487932
1492,CLOSTRIDIUM_BUTYRICUM,0.0116334,bio3,SRR11487932
74426,COLLINSELLA_AEROFACIENS,0.0195211,bio3,SRR11487932
562,ESCHERICHIA_COLI,0.1658879999999999,bio3,SRR11487932
39488,EUBACTERIUM_HALLII,0.0093881,bio3,SRR11487932
853,FAECALIBACTERIUM_PRAUSNITZII,0.0004064,bio3,SRR11487932
2107999,LACTOBACILLUS_PARAGASSERI,0.0,bio3,SRR11487932
823,PARABACTEROIDES_DISTASONIS,0.1347007999999999,bio3,SRR11487932
165179,PREVOTELLA_COPRI,0.1318842,bio3,SRR11487932
28132,PREVOTELLA_MELANINOGENICA,0.0281209,bio3,SRR11487932
301301,ROSEBURIA_HOMINIS,0.0136823999999999,bio3,SRR11487932
166486,ROSEBURIA_INTESTINALIS,0.0005335,bio3,SRR11487932
239935,AKKERMANSIA_MUCINIPHILA,0.0015526,bio3,SRR11487933
214856,ALISTIPES_FINEGOLDII,3.61e-05,bio3,SRR11487933
649756,ANAEROSTIPES_HADRUS,0.0140402,bio3,SRR11487933
818,BACTEROIDES_THETAIOTAOMICRON,0.0820111,bio3,SRR11487933
820,BACTEROIDES_UNIFORMIS,0.0022677,bio3,SRR11487933
216816,BIFIDOBACTERIUM_LONGUM,0.3751050999999999,bio3,SRR11487933
418240,BLAUTIA_WEXLERAE,0.0001017,bio3,SRR11487933
1492,CLOSTRIDIUM_BUTYRICUM,0.0167607,bio3,SRR11487933
74426,COLLINSELLA_AEROFACIENS,0.0162986,bio3,SRR11487933
562,ESCHERICHIA_COLI,0.1603373,bio3,SRR11487933
39488,EUBACTERIUM_HALLII,0.0107763999999999,bio3,SRR11487933
853,FAECALIBACTERIUM_PRAUSNITZII,0.0009092,bio3,SRR11487933
2107999,LACTOBACILLUS_PARAGASSERI,0.0,bio3,SRR11487933
823,PARABACTEROIDES_DISTASONIS,0.1383273,bio3,SRR11487933
165179,PREVOTELLA_COPRI,0.1352748,bio3,SRR11487933
28132,PREVOTELLA_MELANINOGENICA,0.0301966,bio3,SRR11487933
301301,ROSEBURIA_HOMINIS,0.0154461,bio3,SRR11487933
166486,ROSEBURIA_INTESTINALIS,0.0005582,bio3,SRR11487933
239935,AKKERMANSIA_MUCINIPHILA,0.0009369,bio3,SRR11487935
214856,ALISTIPES_FINEGOLDII,0.000118,bio3,SRR11487935
649756,ANAEROSTIPES_HADRUS,0.0149556,bio3,SRR11487935
818,BACTEROIDES_THETAIOTAOMICRON,0.0855484,bio3,SRR11487935
820,BACTEROIDES_UNIFORMIS,0.0023804,bio3,SRR11487935
216816,BIFIDOBACTERIUM_LONGUM,0.3722997,bio3,SRR11487935
418240,BLAUTIA_WEXLERAE,0.0002274,bio3,SRR11487935
1492,CLOSTRIDIUM_BUTYRICUM,0.0197046,bio3,SRR11487935
74426,COLLINSELLA_AEROFACIENS,0.0166113,bio3,SRR11487935
562,ESCHERICHIA_COLI,0.159499,bio3,SRR11487935
39488,EUBACTERIUM_HALLII,0.0118361,bio3,SRR11487935
853,FAECALIBACTERIUM_PRAUSNITZII,0.0003902,bio3,SRR11487935
2107999,LACTOBACILLUS_PARAGASSERI,0.0,bio3,SRR11487935
823,PARABACTEROIDES_DISTASONIS,0.1332947,bio3,SRR11487935
165179,PREVOTELLA_COPRI,0.1365757,bio3,SRR11487935
28132,PREVOTELLA_MELANINOGENICA,0.0301317,bio3,SRR11487935
301301,ROSEBURIA_HOMINIS,0.0148519,bio3,SRR11487935
166486,ROSEBURIA_INTESTINALIS,0.0006383,bio3,SRR11487935
239935,AKKERMANSIA_MUCINIPHILA,0.0014032,bio3,SRR11487931
214856,ALISTIPES_FINEGOLDII,0.0001034,bio3,SRR11487931
649756,ANAEROSTIPES_HADRUS,0.0120095,bio3,SRR11487931
818,BACTEROIDES_THETAIOTAOMICRON,0.0766160999999999,bio3,SRR11487931
820,BACTEROIDES_UNIFORMIS,0.0020246,bio3,SRR11487931
216816,BIFIDOBACTERIUM_LONGUM,0.4054399999999999,bio3,SRR11487931
418240,BLAUTIA_WEXLERAE,0.0002567,bio3,SRR11487931
1492,CLOSTRIDIUM_BUTYRICUM,0.0135385,bio3,SRR11487931
74426,COLLINSELLA_AEROFACIENS,0.0176075,bio3,SRR11487931
562,ESCHERICHIA_COLI,0.1585617,bio3,SRR11487931
39488,EUBACTERIUM_HALLII,0.0087514,bio3,SRR11487931
853,FAECALIBACTERIUM_PRAUSNITZII,0.0005252,bio3,SRR11487931
2107999,LACTOBACILLUS_PARAGASSERI,7.62e-05,bio3,SRR11487931
823,PARABACTEROIDES_DISTASONIS,0.1318563999999999,bio3,SRR11487931
165179,PREVOTELLA_COPRI,0.1277311,bio3,SRR11487931
28132,PREVOTELLA_MELANINOGENICA,0.0271334,bio3,SRR11487931
301301,ROSEBURIA_HOMINIS,0.0156099,bio3,SRR11487931
166486,ROSEBURIA_INTESTINALIS,0.0007551,bio3,SRR11487931
562,Escherichia coli,0.2933150644459288,wol,SRR11487934
216816,Bifidobacterium longum,0.1277084588262736,wol,SRR11487934
818,Bacteroides thetaiotaomicron,0.1111787115402922,wol,SRR11487934
823,Parabacteroides distasonis,0.0933132128695027,wol,SRR11487934
165179,Prevotella copri,0.0713728372530736,wol,SRR11487934
623,Shigella flexneri,0.0565242006070353,wol,SRR11487934
622,Shigella dysenteriae,0.0485290130956767,wol,SRR11487934
1263054,Bacteroides thetaiotaomicron CAG:40,0.0355092106870576,wol,SRR11487934
1492,Clostridium butyricum,0.0232785421009233,wol,SRR11487934
1685,Bifidobacterium breve,0.0225622637856405,wol,SRR11487934
28132,Prevotella melaninogenica,0.0127605817089607,wol,SRR11487934
214856,Alistipes finegoldii,0.0090858062780113,wol,SRR11487934
301301,Roseburia hominis,0.0075192116148584,wol,SRR11487934
649756,Anaerostipes hadrus,0.005850578989961,wol,SRR11487934
74426,Collinsella aerofaciens,0.0054810687379634,wol,SRR11487934
983706,Bifidobacterium reuteri,0.0050962628546196,wol,SRR11487934
39488,Eubacterium hallii,0.0049189542859868,wol,SRR11487934
1263044,Bacteroides faecis CAG:32,0.0032956047802068,wol,SRR11487934
820,Bacteroides uniformis,0.0023883323314023,wol,SRR11487934
762210,Bifidobacterium saguini,0.0017290101170538,wol,SRR11487934
762209,Bifidobacterium callitrichos,0.0016416640117341,wol,SRR11487934
158787,Bifidobacterium scardovii,0.0016318023546819,wol,SRR11487934
1262850,Collinsella sp. CAG:166,0.0016038274499827,wol,SRR11487934
1681,Bifidobacterium bifidum,0.001470393192317,wol,SRR11487934
239935,Akkermansia muciniphila,0.0014080031170886,wol,SRR11487934
169679,Clostridium saccharobutylicum,0.0012802040920241,wol,SRR11487934
589437,Prevotella scopos,0.0012310970650702,wol,SRR11487934
1329411,Bifidobacterium aesculapii,0.0011858139459528,wol,SRR11487934
1520,Clostridium beijerinckii,0.0011328830111623,wol,SRR11487934
28116,Bacteroides ovatus,0.0009803292143137,wol,SRR11487934
166486,Roseburia intestinalis,0.0009577882839086,wol,SRR11487934
82983,Obesumbacterium proteus,0.0009567819923727,wol,SRR11487934
438033,Ruminococcus gauvreauii,0.0009394737779545,wol,SRR11487934
1680,Bifidobacterium adolescentis,0.0009302158958238,wol,SRR11487934
821,Bacteroides vulgatus,0.0008955994669874,wol,SRR11487934
28901,Salmonella enterica,0.0008605805215367,wol,SRR11487934
328814,Alistipes shahii,0.0008589704550792,wol,SRR11487934
853,Faecalibacterium prausnitzii,0.0008058382619815,wol,SRR11487934
817,Bacteroides fragilis,0.0008054357453671,wol,SRR11487934
46506,Bacteroides stercoris,0.0007969828964652,wol,SRR11487934
1930001,Ruminococcus sp. Zagget7,0.0007770583240536,wol,SRR11487934
40520,Blautia obeum,0.0007613601760929,wol,SRR11487934
546,Citrobacter freundii,0.0007092342745312,wol,SRR11487934
310297,Bacteroides plebeius,0.0006722027460085,wol,SRR11487934
1841865,Mediterranea massiliensis,0.0006691838714007,wol,SRR11487934
626931,Bacteroides oleiciplenus,0.0006663662551001,wol,SRR11487934
36745,Clostridium saccharoperbutylacetonicum,0.0006333598927212,wol,SRR11487934
762211,Bifidobacterium stellenboschense,0.0005391710049571,wol,SRR11487934
1262925,Prevotella sp. CAG:386,0.0005319257058984,wol,SRR11487934
28141,Cronobacter sakazakii,0.0005136111999442,wol,SRR11487934
35703,Citrobacter amalonaticus,0.0005120011334867,wol,SRR11487934
61598,Lamprocystis purpurea,0.0004977117936764,wol,SRR11487934
1896967,Akkermansia sp. 54_46,0.0004963029855261,wol,SRR11487934
571,Klebsiella oxytoca,0.0004914727861535,wol,SRR11487934
762212,Bifidobacterium biavatii,0.0004818123874085,wol,SRR11487934
1263034,Akkermansia muciniphila CAG:154,0.0004721519886635,wol,SRR11487934
28117,Alistipes putredinis,0.0004703406638988,wol,SRR11487934
1683,Bifidobacterium angulatum,0.0004677243059053,wol,SRR11487934
1638783,Akkermansia sp. UNK.MGS-1,0.0004564538407028,wol,SRR11487934
550,Enterobacter cloacae,0.0004528311911734,wol,SRR11487934
1262932,Prevotella sp. CAG:604,0.0004475984751865,wol,SRR11487934
78259,Scardovia inopinata,0.000445988408729,wol,SRR11487934
61648,Kluyvera intermedia,0.0004455858921146,wol,SRR11487934
360807,Roseburia inulinivorans,0.0004441770839643,wol,SRR11487934
1929996,Akkermansia sp. Phil8,0.0004230449617096,wol,SRR11487934
28118,Odoribacter splanchnicus,0.0004101644300495,wol,SRR11487934
1897051,Bacteroides sp. 43_46,0.0004035229059123,wol,SRR11487934
580,Kluyvera cryocrescens,0.0003608561447884,wol,SRR11487934
78344,Bifidobacterium gallinarum,0.0003594473366381,wol,SRR11487934
1897041,Bacteroidales bacterium 55_9,0.0003417366056055,wol,SRR11487934
1684,Bifidobacterium asteroides,0.000326239715952,wol,SRR11487934
61646,Lelliottia amnigena,0.0003081264683051,wol,SRR11487934
310298,Bacteroides coprocola,0.0003067176601548,wol,SRR11487934
1150298,Fusicatenibacter saccharivorans,0.0002950446783379,wol,SRR11487934
589436,Prevotella fusca,0.0002880006375863,wol,SRR11487934
470565,Prevotella histicola,0.0002807553385275,wol,SRR11487934
51288,Kluyvera ascorbata,0.0002737112977759,wol,SRR11487934
1334193,Enterobacter lignolyticus,0.000271698714704,wol,SRR11487934
1689,Bifidobacterium dentium,0.0002660634821028,wol,SRR11487934
556259,Bacteroides sp. D2,0.0002644534156452,wol,SRR11487934
454155,Paraprevotella xylaniphila,0.0002602269911943,wol,SRR11487934
1262879,Eubacterium sp. CAG:146,0.0002479502344558,wol,SRR11487934
379893,Trabulsiella odontotermitis,0.0002380885774036,wol,SRR11487934
83655,Leclercia adecarboxylata,0.0002358747360245,wol,SRR11487934
1596,Lactobacillus gasseri,0.0002340634112598,wol,SRR11487934
871325,Bacteroides faecichinchillae,0.0002332583780311,wol,SRR11487934
573,Klebsiella pneumoniae,0.0002282269203514,wol,SRR11487934
387661,Parabacteroides johnsonii,0.0002256105623579,wol,SRR11487934
1491,Clostridium botulinum,0.0002189690382207,wol,SRR11487934
1158459,Kosakonia sacchari,0.0002093086394757,wol,SRR11487934
1484157,Pantoea sp. PSNIH2,0.0002081010896326,wol,SRR11487934
1288121,Alistipes senegalensis,0.0001980381742731,wol,SRR11487934
77635,Bifidobacterium subtile,0.0001972331410444,wol,SRR11487934
39486,Dorea formicigenerans,0.0001950192996653,wol,SRR11487934
1602169,Prevotella sp. P4-76,0.0001944155247438,wol,SRR11487934
217,Helicobacter mustelae,0.0001877740006065,wol,SRR11487934
137838,Clostridium neonatale,0.0001873714839922,wol,SRR11487934
54291,Raoultella ornithinolytica,0.0001843526093843,wol,SRR11487934
548,Enterobacter aerogenes,0.00018395009277,wol,SRR11487934
61647,Pluralibacter gergoviae,0.0001831450595412,wol,SRR11487934
291644,Bacteroides salyersiae,0.0001817362513909,wol,SRR11487934
384638,Bacteroides pectinophilus,0.0001789186350903,wol,SRR11487934
592978,Ruminococcus faecis,0.0001785161184759,wol,SRR11487934
158877,Yokenella regensburgei,0.0001763022770968,wol,SRR11487934
387090,Bacteroides coprophilus,0.0001724783692602,wol,SRR11487934
246787,Bacteroides cellulosilyticus,0.0001708683028027,wol,SRR11487934
301302,Roseburia faecis,0.0001595978376002,wol,SRR11487934
1263045,Bacteroides finegoldii CAG:203,0.0001557739297636,wol,SRR11487934
1501392,Coprobacter secundus,0.0001527550551558,wol,SRR11487934
2702,Gardnerella vaginalis,0.0001489311473192,wol,SRR11487934
410072,Coprococcus comes,0.0001453084977898,wol,SRR11487934
39491,Eubacterium rectale,0.0001447047228683,wol,SRR11487934
28131,Prevotella intermedia,0.0001447047228683,wol,SRR11487934
1694,Bifidobacterium pseudolongum,0.0001424908814892,wol,SRR11487934
1896203,Fibrobacter sp. UWB12,0.0001370569071951,wol,SRR11487934
1834153,Corynebacterium sp. EPI-003-04-2554_SCH2473622,0.0001328304827442,wol,SRR11487934
29361,Tyzzerella nexilis,0.0001308178996723,wol,SRR11487934
328812,Parabacteroides goldsteinii,0.000125182667071,wol,SRR11487934
1263050,Bacteroides ovatus CAG:22,0.0001239751172279,wol,SRR11487934
39490,Eubacterium ramulus,0.0001227675673848,wol,SRR11487934
342942,Clostridium glycyrrhizinilyticum,0.0001217612758488,wol,SRR11487934
397865,Barnesiella viscericola,0.0001201512093913,wol,SRR11487934
1226324,Blautia sp. KLE 1732,0.0001197486927769,wol,SRR11487934
45851,Butyrivibrio crossotus,0.0001193461761626,wol,SRR11487934
338188,Bacteroides finegoldii,0.0001193461761626,wol,SRR11487934
363265,Prevotella stercorea,0.0001185411429338,wol,SRR11487934
52133,Acinetobacter venetianus,0.0001159247849404,wol,SRR11487934
626930,Bacteroides fluxus,0.0001139122018685,wol,SRR11487934
563,Shimwellia blattae,0.0001133084269469,wol,SRR11487934
39496,Eubacterium ventriosum,0.000112302135411,wol,SRR11487934
411486,Clostridium sp. M62/1,0.0001092832608031,wol,SRR11487934
1681196,Klebsiella sp. RIT-PI-d,0.0001068681611169,wol,SRR11487934
376805,Bacteroides salanitronis,0.0001066669028097,wol,SRR11487934
1263014,Firmicutes bacterium CAG:270,0.0001030442532803,wol,SRR11487934
408580,Bacillus coahuilensis,0.00010163544513,wol,SRR11487934
1687,Bifidobacterium coryneforme,9.861657052221902e-05,wol,SRR11487934
1930020,Oscillospiraceae bacterium Zagget12,9.49939209928314e-05,wol,SRR11487934
582,Morganella morganii,9.217630469219656e-05,wol,SRR11487934
322095,Porphyromonas somerae,9.177378807782014e-05,wol,SRR11487934
1262919,Prevotella sp. CAG:1092,8.815113854843251e-05,wol,SRR11487934
60133,Prevotella pallens,8.593729716936229e-05,wol,SRR11487934
435910,Franconibacter pulveris,8.573603886217408e-05,wol,SRR11487934
282402,Prevotella multiformis,8.392471409748026e-05,wol,SRR11487934
566,Escherichia vulneris,8.352219748310386e-05,wol,SRR11487934
1839807,Rappaport israeli,8.130835610403365e-05,wol,SRR11487934
28129,Prevotella denticola,8.050332287528083e-05,wol,SRR11487934
77095,Prevotella bryantii,8.010080626090443e-05,wol,SRR11487934
1776384,Emergencia timonensis,7.627689842432858e-05,wol,SRR11487934
565,Atlantibacter hermannii,7.164795735899994e-05,wol,SRR11487934
750,Gallibacterium anatis,7.104418243743534e-05,wol,SRR11487934
425941,Prevotella nanceiensis,7.064166582305892e-05,wol,SRR11487934
411489,Clostridium sp. L2-50,7.003789090149432e-05,wol,SRR11487934
48296,Acinetobacter pittii,6.943411597992972e-05,wol,SRR11487934
1263037,Bacteroides caccae CAG:21,6.86290827511769e-05,wol,SRR11487934
1324352,Chryseobacterium gallinarum,6.82265661368005e-05,wol,SRR11487934
39483,Faecalitalea cylindroides,6.742153290804769e-05,wol,SRR11487934
1226325,Clostridium sp. KLE 1755,6.681775798648309e-05,wol,SRR11487934
1078480,Haemophilus sputorum,6.681775798648309e-05,wol,SRR11487934
310514,Prevotella multisaccharivorax,6.661649967929489e-05,wol,SRR11487934
1613,Lactobacillus fermentum,6.641524137210669e-05,wol,SRR11487934
1262741,Bacteroides sp. CAG:530,6.601272475773028e-05,wol,SRR11487934
1322,Blautia hansenii,6.581146645054207e-05,wol,SRR11487934
1897010,Odoribacter sp. 43_10,6.520769152897747e-05,wol,SRR11487934
1196095,Gilliamella apicola,6.400014168584826e-05,wol,SRR11487934
1287488,Prevotella sp. S7 MS 2,6.319510845709546e-05,wol,SRR11487934
28125,Prevotella bivia,6.319510845709546e-05,wol,SRR11487934
31971,Eubacterium dolichum,6.098126707802523e-05,wol,SRR11487934
1512,Clostridium symbiosum,6.017623384927242e-05,wol,SRR11487934
1392486,Prevotella sp. HUN102,5.977371723489602e-05,wol,SRR11487934
33038,Ruminococcus gnavus,5.81636507773904e-05,wol,SRR11487934
1262934,Prevotella sp. CAG:732,5.715735924144939e-05,wol,SRR11487934
39482,Eubacterium contortum,5.635232601269658e-05,wol,SRR11487934
358743,Clostridium citroniae,5.433974294081456e-05,wol,SRR11487934
341220,Lactonifactor longoviformis,5.433974294081456e-05,wol,SRR11487934
228604,Prevotella salivae,5.393722632643816e-05,wol,SRR11487934
1284775,Prevotella sp. S7-1-8,5.353470971206175e-05,wol,SRR11487934
88431,Dorea longicatena,5.333345140487355e-05,wol,SRR11487934
1871018,Angelakisella massiliensis,5.293093479049715e-05,wol,SRR11487934
1561,Clostridium baratii,5.272967648330894e-05,wol,SRR11487934
1852370,Prevotellamassilia timonensis,5.152212664017973e-05,wol,SRR11487934
1232449,Clostridiales bacterium VE202-08,5.132086833299153e-05,wol,SRR11487934
33043,Coprococcus eutactus,5.132086833299153e-05,wol,SRR11487934
1522,Clostridium innocuum,5.132086833299153e-05,wol,SRR11487934
1841857,Culturomica massiliensis,5.1119610025803326e-05,wol,SRR11487934
1550024,Ruthenibacterium lactatiformans,5.0918351718615125e-05,wol,SRR11487934
28112,Tannerella forsythia,5.0717093411426925e-05,wol,SRR11487934
310300,Bacteroides pyogenes,5.0717093411426925e-05,wol,SRR11487934
357233,Siccibacter turicensis,5.0717093411426925e-05,wol,SRR11487934
28136,Prevotella oulorum,5.011331848986232e-05,wol,SRR11487934
83554,Chlamydia psittaci,4.971080187548591e-05,wol,SRR11487934
399742,Enterobacter sp. 638,4.950954356829771e-05,wol,SRR11487934
1703332,Lachnospiraceae bacterium TF01-11,4.910702695392131e-05,wol,SRR11487934
638619,Bifidobacterium actinocoloniiforme,4.89057686467331e-05,wol,SRR11487934
208479,Clostridium bolteae,4.87045103395449e-05,wol,SRR11487934
1263042,Bacteroides dorei CAG:222,4.85032520323567e-05,wol,SRR11487934
1807758,Bacteroidales bacterium H10,4.810073541798029e-05,wol,SRR11487934
2209,Methanosarcina mazei,4.7094443882039286e-05,wol,SRR11487934
39485,Eubacterium eligens,4.7094443882039286e-05,wol,SRR11487934
46228,Ruminococcus lactaris,4.669192726766288e-05,wol,SRR11487934
33905,Bifidobacterium thermophilum,4.649066896047468e-05,wol,SRR11487934
487174,Barnesiella intestinihominis,4.649066896047468e-05,wol,SRR11487934
596085,Prevotella aurantiaca,4.649066896047468e-05,wol,SRR11487934
105841,Anaerostipes caccae,4.628941065328648e-05,wol,SRR11487934
154046,Hungatella hathewayi,4.588689403891007e-05,wol,SRR11487934
1262929,Prevotella sp. CAG:520,4.508186081015726e-05,wol,SRR11487934
552398,Ruminococcaceae bacterium D16,4.467934419578086e-05,wol,SRR11487934
35760,Bifidobacterium choerinum,4.467934419578086e-05,wol,SRR11487934
118562,Arthrospira platensis,4.4276827581404455e-05,wol,SRR11487934
457402,Eubacterium sp. 3_1_31,4.347179435265165e-05,wol,SRR11487934
158822,Cedecea neteri,4.3069277738275247e-05,wol,SRR11487934
160404,Clostridium lactatifermentans,4.246550281671064e-05,wol,SRR11487934
1133319,Bacteroides reticulotermitis,4.246550281671064e-05,wol,SRR11487934
214851,Subdoligranulum variabile,4.186172789514603e-05,wol,SRR11487934
1697793,Clostridia bacterium UC5.1-1E11,4.186172789514603e-05,wol,SRR11487934
1531,Clostridium clostridioforme,4.145921128076963e-05,wol,SRR11487934
1263094,Parabacteroides merdae CAG:48,4.105669466639322e-05,wol,SRR11487934
263511,Crocosphaera watsonii,4.065417805201682e-05,wol,SRR11487934
1263095,Paraprevotella clara CAG:116,3.984914482326401e-05,wol,SRR11487934
1673721,Intestinimonas massiliensis,3.90441115945112e-05,wol,SRR11487934
1347393,Bacteroides neonati,3.8842853287323e-05,wol,SRR11487934
1126,Microcystis aeruginosa,3.86415949801348e-05,wol,SRR11487934
1061,Rhodobacter capsulatus,3.803782005857019e-05,wol,SRR11487934
1157490,Tumebacillus flagellatus,3.803782005857019e-05,wol,SRR11487934
28127,Prevotella buccalis,3.783656175138199e-05,wol,SRR11487934
195,Campylobacter coli,3.7434045137005584e-05,wol,SRR11487934
1465754,Alistipes timonensis,3.683027021544098e-05,wol,SRR11487934
185293,Prevotella oryzae,3.6427753601064576e-05,wol,SRR11487934
471511,Bifidobacterium bombi,3.602523698668817e-05,wol,SRR11487934
28130,Prevotella disiens,3.582397867949997e-05,wol,SRR11487934
33039,Ruminococcus torques,3.542146206512357e-05,wol,SRR11487934
1017,Capnocytophaga gingivalis,3.542146206512357e-05,wol,SRR11487934
386414,Prevotella timonensis,3.522020375793536e-05,wol,SRR11487934
1262928,Prevotella sp. CAG:487,3.501894545074716e-05,wol,SRR11487934
29347,Clostridium scindens,3.441517052918255e-05,wol,SRR11487934
419005,Prevotella amnii,3.381139560761795e-05,wol,SRR11487934
1599,Lactobacillus sakei,3.381139560761795e-05,wol,SRR11487934
84980,Desulfotalea psychrophila,3.300636237886514e-05,wol,SRR11487934
1267021,Frischella perrara,3.260384576448874e-05,wol,SRR11487934
504,Kingella kingae,3.200007084292413e-05,wol,SRR11487934
76123,Prevotella enoeca,3.179881253573593e-05,wol,SRR11487934
730,Haemophilus ducreyi,3.119503761417132e-05,wol,SRR11487934
1235800,Lachnospiraceae bacterium 10-1,3.099377930698312e-05,wol,SRR11487934
1896986,Clostridium sp. CAG:245_30_32,3.079252099979492e-05,wol,SRR11487934
628,Xenorhabdus nematophila,3.079252099979492e-05,wol,SRR11487934
1224318,Mangrovibacter sp. MFB070,3.0591262692606714e-05,wol,SRR11487934
1473216,Senegalimassilia anaerobia,3.018874607823031e-05,wol,SRR11487934
70864,Shewanella pealeana,2.9584971156665706e-05,wol,SRR11487934
341225,Clostridium saccharogumia,2.9584971156665706e-05,wol,SRR11487934
376804,Bacteroides barnesiae,2.9383712849477505e-05,wol,SRR11487934
28128,Prevotella corporis,2.9383712849477505e-05,wol,SRR11487934
77768,Prevotella albensis,2.8981196235101095e-05,wol,SRR11487934
1547597,Sanguibacteroides justesenii,2.8779937927912894e-05,wol,SRR11487934
180164,Blautia schinkii,2.857867962072469e-05,wol,SRR11487934
242750,Prevotella bergensis,2.857867962072469e-05,wol,SRR11487934
1504823,bacterium LF-3,2.837742131353649e-05,wol,SRR11487934
1235798,Dorea sp. 5-2,2.716987147040728e-05,wol,SRR11487934
552396,Erysipelotrichaceae bacterium 5_2_54FAA,2.6767354856030875e-05,wol,SRR11487934
1697794,Clostridia bacterium UC5.1-1D1,2.636483824165447e-05,wol,SRR11487934
1502,Clostridium perfringens,2.616357993446627e-05,wol,SRR11487934
290052,Acetivibrio ethanolgignens,2.5761063320089863e-05,wol,SRR11487934
397287,Lachnospiraceae bacterium 28-4,2.5761063320089863e-05,wol,SRR11487934
28025,Bifidobacterium animalis,2.5559805012901663e-05,wol,SRR11487934
28135,Prevotella oris,2.5358546705713463e-05,wol,SRR11487934
215803,Enhygromyxa salina,2.515728839852526e-05,wol,SRR11487934
1118061,Alistipes obesi,2.495603009133706e-05,wol,SRR11487934
1410681,Methyloglobulus morosus,2.475477178414885e-05,wol,SRR11487934
1693,Bifidobacterium minimum,2.475477178414885e-05,wol,SRR11487934
1076,Rhodopseudomonas palustris,2.435225516977245e-05,wol,SRR11487934
574930,Parabacteroides gordonii,2.415099686258425e-05,wol,SRR11487934
839,Prevotella ruminicola,2.415099686258425e-05,wol,SRR11487934
1896999,Dorea sp. 42_8,2.415099686258425e-05,wol,SRR11487934
501571,Butyricicoccus pullicaecorum,2.415099686258425e-05,wol,SRR11487934
52227,Prevotella dentalis,2.334596363383144e-05,wol,SRR11487934
439703,Prevotella maculosa,2.254093040507863e-05,wol,SRR11487934
1676614,Prevotella sp. 109,2.233967209789043e-05,wol,SRR11487934
1896996,Coprococcus sp. 43_8,2.233967209789043e-05,wol,SRR11487934
84159,Magnetospirillum magneticum,2.2138413790702228e-05,wol,SRR11487934
