Species,RA
Sanguibacteroides,1.921835927488893e-05
Lysinibacillus,1.8822919783636073e-05
Weissella,1.8704287936260215e-05
Alloscardovia,1.8269304495882072e-05
Carnobacterium,1.8229760546756786e-05
Anaeroglobus,1.8032040801130357e-05
Exiguobacterium,1.7755233157253353e-05
Virgibacillus,1.751796946250164e-05
Pyramidobacter,1.637119493786835e-05
Devosia,1.5936211497490204e-05
Marvinbryantia,1.5461684107986775e-05
Candidatus Stoquefichus,1.542214015886149e-05
Butyricimonas,1.5263964362360346e-05
Coriobacterium,1.5184876464109774e-05
Urmitella,1.502670066760863e-05
Turicibacter,1.4868524871107486e-05
Tumebacillus,1.4749893023731629e-05
Pelosinus,1.4591717227230486e-05
Yersinia,1.45521732781052e-05
Morganella,1.4512629328979914e-05
Empedobacter,1.4275365634228198e-05
Varibaculum,1.4235821685102912e-05
Azotobacter,1.3800838244724768e-05
Chlamydia,1.3761294295599483e-05
Jeotgalicoccus,1.3642662448223625e-05
Enhygromyxa,1.360311849909834e-05
Campylobacter,1.2772695567467335e-05
Fermentimonas,1.2416800025339763e-05
Mangrovibacter,1.2337712127089191e-05
Mycobacterium,1.206090448321219e-05
Enterorhabdus,1.1981816584961617e-05
Thermosinus,1.186318473758576e-05
Macrococcus,1.1705008941084617e-05
Xanthomonas,1.1625921042834045e-05
Libanicoccus,1.1546833144583474e-05
Mucilaginibacter,1.1032761805954757e-05
Oceanobacillus,1.1032761805954757e-05
Lactococcus,1.0953673907704185e-05
Chryseobacterium,1.0874586009453614e-05
Rhodopseudomonas,1.0835042060328328e-05
Falsirhodobacter,1.0558234416451327e-05
Filifactor,1.0518690467326042e-05
Dickeya,1.0202338874323754e-05
Xenorhabdus,1.004416307782261e-05
Buttiauxella,9.925531230446753e-06
Olsenella,9.846443332196182e-06
Lachnobacterium,9.806899383070896e-06
Comamonas,9.806899383070896e-06
Caballeronia,9.530091739193894e-06
Anaerocolumna,9.213740146191607e-06
Cloacibacillus,8.739212756688176e-06
Sphaerospermopsis,8.660124858437605e-06
Pontibacillus,8.462405112811176e-06
Salinicoccus,8.42286116368589e-06
Proteiniphilum,8.225141418059461e-06
Negativicoccus,8.14605351980889e-06
Sphingomonas,7.908789825057173e-06
Oblitimonas,7.513350333804315e-06
Rubripirellula,7.473806384679029e-06
Candidatus Endoriftia,7.434262435553743e-06
Centipeda,7.315630588177886e-06
Dialister,7.117910842551456e-06
Peptoniphilus,7.038822944300884e-06
Actinopolyspora,6.762015300423883e-06
Sharpea,6.762015300423883e-06
Carboxydothermus,6.762015300423883e-06
Actinophytocola,6.762015300423883e-06
Slackia,6.6829274021733115e-06
Sodalis,6.643383453048026e-06
Phaeodactylibacter,6.524751605672168e-06
Aneurinibacillus,6.445663707421597e-06
Actinotignum,6.366575809171024e-06
Pectobacterium,6.287487910920453e-06
Piscirickettsia,6.208400012669881e-06
Lysobacter,5.812960521417023e-06
Scardovia,5.812960521417023e-06
Desulfotalea,5.773416572291737e-06
Sphingobacterium,5.694328674041165e-06
Nitrolancea,5.615240775790594e-06
Moellerella,5.536152877540021e-06
Neomicrococcus,5.377977081038878e-06
Nissabacter,5.259345233663021e-06
Cellulosilyticum,5.219801284537734e-06
Providencia,5.219801284537734e-06
Macellibacteroides,5.219801284537734e-06
Flammeovirga,5.140713386287163e-06
Candidatus Endobugula,5.101169437161877e-06
Brenneria,5.061625488036591e-06
Propionimicrobium,4.942993640660734e-06
Listeria,4.942993640660734e-06
Domibacillus,4.903449691535448e-06
Sagittula,4.78481784415959e-06
Gallibacterium,4.78481784415959e-06
Atopobium,4.745273895034304e-06
Murdochiella,4.745273895034304e-06
Facklamia,4.745273895034304e-06
Cloacibacterium,4.587098098533161e-06
Beduini,4.547554149407875e-06
Candidatus Magnetomorum,4.547554149407875e-06
Parasutterella,4.547554149407875e-06
Desulfotomaculum,4.547554149407875e-06
Dysgonomonas,4.4684662511573035e-06
Amphibacillus,4.4684662511573035e-06
Leucobacter,4.4684662511573035e-06
Anaerobium,4.4684662511573035e-06
Numidum,4.389378352906731e-06
Succinispira,4.389378352906731e-06
Rahnella,4.349834403781445e-06
Planococcus,4.270746505530874e-06
Pseudopropionibacterium,4.231202556405588e-06
Petrimonas,4.033482810779158e-06
Parageobacillus,3.914850963403301e-06
Schwartzia,3.835763065152729e-06
Edwardsiella,3.835763065152729e-06
Novibacillus,3.835763065152729e-06
Aliicoccus,3.7962191160274435e-06
Paludibacter,3.7566751669021573e-06
Elizabethkingia,3.7566751669021573e-06
Sporobacter,3.6775872686515857e-06
Neisseria,3.6775872686515857e-06
Anaerosalibacter,3.6775872686515857e-06
Magnetospirillum,3.4798675230251564e-06
Tetragenococcus,3.321691726524013e-06
Lascolabacillus,3.321691726524013e-06
Roseimaritima,3.282147777398727e-06
Candidatus Azobacteroides,3.1239719808975835e-06
Vaginella,3.1239719808975835e-06
Geobacillus,3.1239719808975835e-06
Hafnia,3.0844280317722977e-06
Parascardovia,3.044884082647012e-06
Acetonema,2.8471643370205826e-06
Acholeplasma,2.807620387895297e-06
Synechococcus,2.807620387895297e-06
Chania,2.7680764387700106e-06
Tatumella,2.728532489644725e-06
Vibrio,2.688988540519439e-06
Desulfosporosinus,2.5703566931435813e-06
Syntrophomonas,2.4912687948930097e-06
Flavobacterium,2.372636947517152e-06
Brevibacillus,2.333092998391866e-06
Kallipyga,2.2935490492665804e-06
Cardiobacterium,2.2540051001412946e-06
Izhakiella,2.2144611510160084e-06
Mitsuokella,2.1749172018907226e-06
Lachnospira,2.135373252765437e-06
Plesiomonas,2.095829303640151e-06
Marinobacter,2.0562853545148653e-06
Arsenophonus,2.016741405389579e-06
Anaerococcus,1.9376535071390075e-06
Heliobacterium,1.8981095580137218e-06
Jeotgalibacillus,1.8981095580137218e-06
Proteus,1.8585656088884358e-06
Parasporobacterium,1.8585656088884358e-06
Oenococcus,1.8585656088884358e-06
Mesorhizobium,1.779477710637864e-06
Bhargavaea,1.779477710637864e-06
Raineyella,1.7399337615125782e-06
Thalassobacillus,1.7003898123872924e-06
Solibacillus,1.7003898123872924e-06
Terribacillus,1.7003898123872924e-06
Luteococcus,1.7003898123872924e-06
Anaerosporomusa,1.6608458632620064e-06
Kingella,1.5422140158861489e-06
Propionispira,1.502670066760863e-06
Ewingella,1.463126117635577e-06
Bibersteinia,1.463126117635577e-06
Rubritalea,1.3840382193850053e-06
Pseudobacteroides,1.3840382193850053e-06
Gilliamella,1.3444942702597195e-06
Ornithinibacillus,1.3444942702597195e-06
Denitrobacterium,1.3049503211344335e-06
Dendrosporobacter,1.3049503211344335e-06
Tessaracoccus,1.2654063720091478e-06
Aeromonas,1.2654063720091478e-06
Auraticoccus,1.225862422883862e-06
Haloferula,1.1467745246332902e-06
Adlercreutzia,1.1467745246332902e-06
Avibacterium,1.1072305755080042e-06
Aestuariivita,1.1072305755080042e-06
Anaerobacillus,1.0281426772574327e-06
Paraburkholderia,1.0281426772574327e-06
Photobacterium,9.885987281321467e-07
Anaerovibrio,9.885987281321467e-07
Microbacterium,9.490547790068609e-07
Lonsdalea,9.490547790068609e-07
Rummeliibacillus,9.09510829881575e-07
Sporosarcina,9.09510829881575e-07
Mannheimia,8.699668807562891e-07
Aestuariimicrobium,8.699668807562891e-07
Rouxiella,8.699668807562891e-07
Asaccharospora,8.304229316310032e-07
Actinobacillus,7.908789825057173e-07
Paenibacillus,7.908789825057173e-07
Cellvibrio,7.908789825057173e-07
Shuttleworthia,7.117910842551457e-07
Gynuella,7.117910842551457e-07
Thiothrix,7.117910842551457e-07
Sporolactobacillus,7.117910842551457e-07
Psychrobacillus,6.722471351298598e-07
Halobacillus,6.722471351298598e-07
Dielma,6.327031860045739e-07
Alteromonas,6.327031860045739e-07
Catenibacterium,6.327031860045739e-07
Halolactibacillus,6.327031860045739e-07
Paenisporosarcina,5.93159236879288e-07
Anthococcus,5.93159236879288e-07
Granulicoccus,5.93159236879288e-07
Marinobacterium,5.93159236879288e-07
Epulopiscium,5.93159236879288e-07
Phaseolibacter,5.536152877540021e-07
Lentibacillus,5.536152877540021e-07
Allisonella,5.536152877540021e-07
Candidatus Soleaferrea,5.536152877540021e-07
Zhongshania,5.536152877540021e-07
Jonquetella,5.140713386287163e-07
Gracilibacillus,5.140713386287163e-07
Kurthia,5.140713386287163e-07
Alkaliphilus,5.140713386287163e-07
Brochothrix,4.7452738950343044e-07
Luteipulveratus,4.7452738950343044e-07
Vagococcus,4.3498344037814455e-07
Mastigocladopsis,4.3498344037814455e-07
Cylindrospermopsis,4.3498344037814455e-07
Candidatus Marithrix,4.3498344037814455e-07
Arenimonas,3.9543949125285866e-07
Photorhabdus,3.9543949125285866e-07
Edaphobacillus,3.9543949125285866e-07
Friedmanniella,3.9543949125285866e-07
Jeotgalibaca,3.9543949125285866e-07
Aggregatibacter,3.9543949125285866e-07
Budvicia,3.9543949125285866e-07
Lacinutrix,3.9543949125285866e-07
Paraliobacillus,3.9543949125285866e-07
Alkalimonas,3.9543949125285866e-07
Aeribacillus,3.5589554212757283e-07
Pragia,3.5589554212757283e-07
Kamptonema,3.5589554212757283e-07
Massilibacterium,3.5589554212757283e-07
Rhodanobacter,3.1635159300228694e-07
Aphanizomenon,3.1635159300228694e-07
Couchioplanes,3.1635159300228694e-07
Asticcacaulis,3.1635159300228694e-07
Zooshikella,3.1635159300228694e-07
Candidatus Hamiltonella,3.1635159300228694e-07
Kocuria,3.1635159300228694e-07
Dyadobacter,3.1635159300228694e-07
Basfia,3.1635159300228694e-07
Leminorella,3.1635159300228694e-07
Candidatus Fukatsuia,3.1635159300228694e-07
Salibacterium,3.1635159300228694e-07
Pelagirhabdus,3.1635159300228694e-07
Histophilus,3.1635159300228694e-07
Melissococcus,3.1635159300228694e-07
Fluoribacter,3.1635159300228694e-07
Abiotrophia,3.1635159300228694e-07
Pseudoalteromonas,3.1635159300228694e-07
Marichromatium,3.1635159300228694e-07
Arcanobacterium,3.1635159300228694e-07
Thiomargarita,3.1635159300228694e-07
Peptoanaerobacter,2.7680764387700105e-07
Lutispora,2.7680764387700105e-07
Trichodesmium,2.3726369475171522e-07
Bavariicoccus,2.3726369475171522e-07
Legionella,2.3726369475171522e-07
Alkalibacillus,2.3726369475171522e-07
Psychromonas,2.3726369475171522e-07
Ignavigranum,2.3726369475171522e-07
Solitalea,2.3726369475171522e-07
Paucisalibacillus,2.3726369475171522e-07
Microlunatus,2.3726369475171522e-07
Rosenbergiella,2.3726369475171522e-07
Spirochaeta,1.9771974562642933e-07
Fischerella,1.9771974562642933e-07
Gordonia,1.9771974562642933e-07
Synergistes,1.9771974562642933e-07
Desulfitobacterium,1.9771974562642933e-07
Rheinheimera,1.5817579650114347e-07
Planomicrobium,1.5817579650114347e-07
Acidilobus,1.5817579650114347e-07
Kribbia,1.5817579650114347e-07
Acetanaerobacterium,1.5817579650114347e-07
Ureibacillus,1.5817579650114347e-07
Globicatella,1.5817579650114347e-07
Anoxybacillus,1.5817579650114347e-07
Alloiococcus,1.5817579650114347e-07
Fictibacillus,1.5817579650114347e-07
Agromyces,1.5817579650114347e-07
Caryophanon,1.5817579650114347e-07
Humibacter,1.5817579650114347e-07
Gracilibacter,1.5817579650114347e-07
Fretibacterium,1.5817579650114347e-07
Cosenzaea,1.5817579650114347e-07
Borrelia,1.5817579650114347e-07
Oleiagrimonas,1.5817579650114347e-07
Eremococcus,1.5817579650114347e-07
Geosporobacter,1.5817579650114347e-07
Skermanella,1.5817579650114347e-07
Calothrix,1.5817579650114347e-07
Pseudospirillum,1.5817579650114347e-07
Sediminibacillus,1.5817579650114347e-07
Nitrincola,1.5817579650114347e-07
Defluviitalea,1.5817579650114347e-07
Anaeromassilibacillus,1.5817579650114347e-07
Colwellia,1.5817579650114347e-07
Marinilactibacillus,1.5817579650114347e-07
Geofilum,1.5817579650114347e-07
Proteiniborus,1.5817579650114347e-07
Cryptobacterium,1.5817579650114347e-07
Grimontia,1.5817579650114347e-07
Tenuibacillus,1.5817579650114347e-07
Helcobacillus,1.5817579650114347e-07
Candidatus Hepatobacter,1.5817579650114347e-07
Aliivibrio,1.5817579650114347e-07
Cystobacter,1.1863184737585761e-07
Synechocystis,1.1863184737585761e-07
Thioalkalivibrio,1.1863184737585761e-07
Alkaliflexus,1.1863184737585761e-07
Halothiobacillus,7.908789825057174e-08
Leifsonia,7.908789825057174e-08
Oceanimonas,7.908789825057174e-08
Necropsobacter,7.908789825057174e-08
Alishewanella,7.908789825057174e-08
Flexibacter,7.908789825057174e-08
Schleiferia,7.908789825057174e-08
Phocaeicola,7.908789825057174e-08
Trichococcus,7.908789825057174e-08
Catenovulum,7.908789825057174e-08
Thiocapsa,7.908789825057174e-08
Marininema,7.908789825057174e-08
Chitinophaga,7.908789825057174e-08
Peptostreptococcus,7.908789825057174e-08
Candidatus Photodesmus,7.908789825057174e-08
Nocardia,7.908789825057174e-08
Thiocystis,7.908789825057174e-08
Viridibacillus,7.908789825057174e-08
Chromobacterium,7.908789825057174e-08
Agarivorans,7.908789825057174e-08
Francisella,7.908789825057174e-08
Trichormus,7.908789825057174e-08
Bordetella,7.908789825057174e-08
Amphritea,7.908789825057174e-08
Wigglesworthia,7.908789825057174e-08
Verrucomicrobium,7.908789825057174e-08
Halomonas,7.908789825057174e-08
Microbulbifer,7.908789825057174e-08
Xylella,7.908789825057174e-08
Jiangella,7.908789825057174e-08
Alicyclobacillus,7.908789825057174e-08
Janthinobacterium,7.908789825057174e-08
Catellicoccus,7.908789825057174e-08
Simiduia,7.908789825057174e-08
Thorsellia,7.908789825057174e-08
Tolumonas,7.908789825057174e-08
Brachybacterium,7.908789825057174e-08
Chromohalobacter,7.908789825057174e-08
Gulosibacter,7.908789825057174e-08
Chitinilyticum,7.908789825057174e-08
Aerococcus,7.908789825057174e-08
Dyella,7.908789825057174e-08
Balneatrix,7.908789825057174e-08
Pasteurella,7.908789825057174e-08
Methyloceanibacter,7.908789825057174e-08
Candidatus Schmidhempelia,7.908789825057174e-08
Desulfuribacillus,7.908789825057174e-08
Caldisalinibacter,7.908789825057174e-08
Erysipelothrix,7.908789825057174e-08
Aquibacillus,7.908789825057174e-08
Thermotalea,7.908789825057174e-08
Candidatus Tachikawaea,7.908789825057174e-08
Gorillibacterium,7.908789825057174e-08
Sphaerimonospora,7.908789825057174e-08
Ventosimonas,7.908789825057174e-08
Mobilibacterium,7.908789825057174e-08
Rodentibacter,7.908789825057174e-08
Thermoactinomyces,7.908789825057174e-08
Thiorhodococcus,7.908789825057174e-08
Fructobacillus,7.908789825057174e-08
Tetrasphaera,7.908789825057174e-08
Rhizobacter,3.954394912528587e-08
Gemella,3.954394912528587e-08
