Genus,RA
Prauserella,0.0
Brevilactibacter,0.0
Nocardioides,0.0
Aeromicrobium,0.0
Pimelobacter,0.0
Anaerococcus,0.0
Actinopolymorpha,0.0
Saccharothrix,0.0
Amycolatopsis,0.0
Kutzneria,0.0
Pseudonocardia,0.0
Actinoalloteichus,0.0
Actinosynnema,0.0
Saccharopolyspora,0.0
Saccharomonospora,0.0
Alloactinosynnema,0.0
Frankia,0.0
Streptomonospora,0.0
Nocardiopsis,0.0
Thermobifida,0.0
Actinomadura,0.0
Nonomuraea,0.0
Actinomyces,0.0
Actinotignum,0.0
Mobiluncus,0.0
Trueperella,0.0
Stackebrandtia,0.0
Epidermidibacterium,0.0
Catenulispora,0.0
Actinopolyspora,0.0
Candidatus Nanopelagicus,0.0
Parvimonas,0.0
Companilactobacillus,0.0
Finegoldia,0.0
Halocella,0.0
Candidatus Desulforudis,0.0
Thermoanaerosceptrum,0.0
Vallitalea,0.0
Petrocella,0.0
Aminipila,0.0
Thermaerobacter,0.0
Caldicellulosiruptor,0.0
Thermoanaerobacterium,0.0
Ammonifex,0.0
Thermanaeromonas,0.0
Thermoanaerobacter,0.0
Thermacetogenium,0.0
Thermodesulfobium,0.0
Mahella,0.0
Halanaerobium,0.0
Desulfotomaculum,0.0
Halothermothrix,0.0
Acetohalobium,0.0
Halobacteroides,0.0
Anoxybacter,0.0
Tepidanaerobacter,0.0
Koleobacter,0.0
Erysipelatoclostridium,0.0
Faecalitalea,0.0
Turicibacter,0.0
Bacillus,0.0
Neobacillus,0.0
Lentibacillus,0.0
Virgibacillus,0.0
Metabacillus,0.0
Thermincola,0.0
Candidatus Formimonas,0.0
Abiotrophia,0.0
Acutalibacter,0.0
Lachnoanaerobaculum,0.0
Anaerocolumna,0.0
Anaerostipes,0.0
Roseburia,0.0
Herbinix,0.0
Faecalicatena,0.0
Mediterraneibacter,0.0
Pseudobutyrivibrio,0.0
Coprococcus,0.0
Pandoravirus,0.0
Ruminiclostridium,0.0
Acetivibrio,0.0
Ruthenibacterium,0.0
Monoglobus,0.0
Pseudoclostridium,0.0
Desulfosporosinus,0.0
Flavonifractor,0.0
Faecalibacterium,0.0
Oscillibacter,0.0
Mageeibacillus,0.0
Caproiciproducens,0.0
Ethanoligenens,0.0
Fastidiosipila,0.0
Acetobacterium,0.0
Clostridioides,0.0
Paeniclostridium,0.0
Romboutsia,0.0
Acetoanaerobium,0.0
Peptacetobacter,0.0
Desulfitobacterium,0.0
Alkalihalobacillus,0.0
Salicibibacter,0.0
Lysinibacillus,0.0
Lapidilactobacillus,0.0
Planococcus,0.0
Kurthia,0.0
Ureibacillus,0.0
Gemella,0.0
Exiguobacterium,0.0
Kroppenstedtia,0.0
Sporolactobacillus,0.0
Streptococcus,0.0
Lactococcus,0.0
Lactobacillus,0.0
Ligilactobacillus,0.0
Leuconostoc,0.0
Weissella,0.0
Lacticaseibacillus,0.0
Limosilactobacillus,0.0
Weizmannia,0.0
Levilactobacillus,0.0
Oenococcus,0.0
Lactiplantibacillus,0.0
Latilactobacillus,0.0
Pediococcus,0.0
Loigolactobacillus,0.0
Fructilactobacillus,0.0
Candidatus Phytoplasma,0.0
Amylolactobacillus,0.0
Enterococcus,0.0
Vagococcus,0.0
Tetragenococcus,0.0
Carnobacterium,0.0
Aerococcus,0.0
Sporosarcina,0.0
Solibacillus,0.0
Brochothrix,0.0
Listeria,0.0
Priestia,0.0
Terribacillus,0.0
Halobacillus,0.0
Cytobacillus,0.0
Niallia,0.0
Peribacillus,0.0
Amphibacillus,0.0
Evansella,0.0
Rossellomorea,0.0
Mesobacillus,0.0
Pradoshia,0.0
Fictibacillus,0.0
Parageobacillus,0.0
Anoxybacillus,0.0
Oceanobacillus,0.0
Sutcliffiella,0.0
Geobacillus,0.0
Radiobacillus,0.0
Aeribacillus,0.0
Psychrobacillus,0.0
Staphylococcus,0.0
Macrococcus,0.0
Mammaliicoccus,0.0
Salinicoccus,0.0
Jeotgalicoccus,0.0
Paenibacillus,0.0
Brevibacillus,0.0
Thermobacillus,0.0
Cohnella,0.0
Entomoplasma,0.0
Fimbriimonas,0.0
Acholeplasma,0.0
Dissulfurispira,0.0
Pseudothermotoga,0.0
Thermotoga,0.0
Petrotoga,0.0
Marinitoga,0.0
Tepiditoga,0.0
Kosmotoga,0.0
Athalassotoga,0.0
Fusobacterium,0.0
Ilyobacter,0.0
Leptotrichia,0.0
Sebaldella,0.0
Nitrospira,0.0
Leptospirillum,0.0
Thermodesulfovibrio,0.0
Persephonella,0.0
Thermosipho,0.0
Sulfurihydrogenibium,0.0
Hydrogenobacter,0.0
Thermocrinis,0.0
Hydrogenobaculum,0.0
Thermodesulfobacterium,0.0
Thermosulfurimonas,0.0
Flexistipes,0.0
Geovibrio,0.0
Deferribacter,0.0
Calditerrivibrio,0.0
Granulicella,0.0
Paludibaculum,0.0
Thermotomaculum,0.0
Dictyoglomus,0.0
Fervidobacterium,0.0
Leptospira,0.0
Caldisericum,0.0
Frigoriglobus,0.0
Saprospira,0.0
Chlorobium,0.0
Prosthecochloris,0.0
Ignavibacterium,0.0
Melioribacter,0.0
Candidatus Cyclonatronum,0.0
Candidatus Cloacimonas,0.0
Luteolibacter,0.0
Nibricoccus,0.0
Gimesia,0.0
Polystyrenella,0.0
Maioricimonas,0.0
Symmachiella,0.0
Gemmata,0.0
Bythopirellula,0.0
Brachyspira,0.0
Singulisphaera,0.0
Anaerohalosphaera,0.0
Phycisphaera,0.0
Poriferisphaera,0.0
Candidatus Kuenenia,0.0
Candidatus Protochlamydia,0.0
Waddlia,0.0
Chlamydia,0.0
Candidatus Vampirococcus,0.0
Borrelia,0.0
Borreliella,0.0
Treponema,0.0
Thiospirochaeta,0.0
Spirochaeta,0.0
Aminobacterium,0.0
Desulfurispirillum,0.0
Flavisolibacter,0.0
Acidianus,0.0
Methanosalsum,0.0
Methanospirillum,0.0
Methanoplanus,0.0
Halogeometricum,0.0
Halalkaliarchaeum,0.0
Halomicrobium,0.0
Haloterrigena,0.0
Methanobrevibacter,0.0
Methanobacterium,0.0
Methanothermobacter,0.0
Methanococcus,0.0
Methanocaldococcus,0.0
Thermococcus,0.0
Sulfolobus,0.0
Caldivirga,0.0
Methanosarcina,0.0
Vulcanisaeta,0.0
Desulfurococcus,0.0
Staphylothermus,0.0
Caldisphaera,0.0
Candidatus Nitrosotalea,0.0
Nitrosopumilus,0.0
Candidatus Nitrosocosmicus,0.0
Aciduliprofundum,0.0
Candidatus Methanoplasma,0.0
Tigrvirus,0.0
Peduovirus,0.0
Asteriusvirus,0.0
Hendrixvirus,0.0
Traversvirus,0.0
Methanohalobium,0.0
Methanohalophilus,0.0
Homo,0.0
Naumovozyma,0.0
Fusarium,0.0
Pochonia,0.0
Neurospora,0.0
Thermothelomyces,0.0
Thermothielavioides,0.0
Pyricularia,0.0
Botrytis,0.0
Aspergillus,0.0
Talaromyces,0.0
Cercospora,0.0
Zymoseptoria,0.0
Tetrapisispora,0.0
Nakaseomyces,0.0
Saccharomyces,0.0
Kluyveromyces,0.0
Trypanosoma,0.0
Komagataella,0.0
Debaryomyces,0.0
Candida,0.0
Sugiyamaella,0.0
Schizosaccharomyces,0.0
Encephalitozoon,0.0
Plasmodium,0.0
Theileria,0.0
Toxoplasma,0.0
Besnoitia,0.0
Cryptosporidium,0.0
Paramecium,0.0
Dictyostelium,0.0
Guillardia,0.0
Pseudocnuella,0.0
Pseudobacter,0.0
Candidatus Izimaplasma,0.0
Wenyingzhuangia,0.0
Aquimarina,0.0
Nonlabens,0.0
Formosa,0.0
Maribacter,0.0
Dokdonia,0.0
Aequorivita,0.0
Myroides,0.0
Antarcticibacterium,0.0
Algibacter,0.0
Salegentibacter,0.0
Zobellia,0.0
Olleya,0.0
Muriicola,0.0
Gilvibacter,0.0
Muricauda,0.0
Cellulophaga,0.0
Seonamhaeicola,0.0
Lacinutrix,0.0
Psychroflexus,0.0
Zunongwangia,0.0
Gillisia,0.0
Tamlana,0.0
Pukyongia,0.0
Mesoflavibacter,0.0
Croceibacter,0.0
Siansivirga,0.0
Oceanihabitans,0.0
Urechidicola,0.0
Kordia,0.0
Arenibacter,0.0
Winogradskyella,0.0
Gramella,0.0
Flavivirga,0.0
Alistipes,0.0
Deinococcus,0.0
Thermus,0.0
Dehalococcoides,0.0
Dehalogenimonas,0.0
Caldilinea,0.0
Mimivirus,0.0
Betaentomopoxvirus,0.0
Lachnospira,0.0
Butyricimonas,0.0
Dysgonomonas,0.0
Tannerella,0.0
Prevotella,0.0
Paraprevotella,0.0
Alloprevotella,0.0
Porphyromonas,0.0
Capnocytophaga,0.0
Muribaculum,0.0
Duncaniella,0.0
Sodaliphilus,0.0
Coprobacter,0.0
Barnesiella,0.0
Paludibacter,0.0
Tenuifilum,0.0
Salinivirga,0.0
Draconibacterium,0.0
Alkalitalea,0.0
Labilibaculum,0.0
Flavobacterium,0.0
Polaribacter,0.0
Tenacibaculum,0.0
Mariniflexile,0.0
Galbibacter,0.0
Filimonas,0.0
Hymenobacter,0.0
Rhodocytophaga,0.0
Leadbetterella,0.0
Arcticibacterium,0.0
Cytophaga,0.0
Fibrella,0.0
Echinicola,0.0
Algoriphagus,0.0
Cyclobacterium,0.0
Belliella,0.0
Aquiflexum,0.0
Flammeovirga,0.0
Pontibacter,0.0
Rufibacter,0.0
Adhaeribacter,0.0
Nibribacter,0.0
Aquirufa,0.0
Marivirga,0.0
Candidatus Amoebophilus,0.0
Candidatus Cardinium,0.0
Bernardetia,0.0
Fulvivirga,0.0
Chryseolinea,0.0
Chitinophaga,0.0
Arachidicoccus,0.0
Niabella,0.0
Lacibacter,0.0
Phnomibacter,0.0
Panacibacter,0.0
Paraflavitalea,0.0
Niastella,0.0
Dyadobacter,0.0
Runella,0.0
Psychroserpens,0.0
Weeksella,0.0
Amniculibacterium,0.0
Flagellimonas,0.0
Lutibacter,0.0
Leeuwenhoekiella,0.0
Changchengzhania,0.0
Euzebyella,0.0
Robiginitalea,0.0
Chryseobacterium,0.0
Kaistella,0.0
Planobacterium,0.0
Elizabethkingia,0.0
Empedobacter,0.0
Riemerella,0.0
Apibacter,0.0
Ornithobacterium,0.0
Spirosoma,0.0
Cloacibacterium,0.0
Bergeyella,0.0
Blattabacterium,0.0
Fluviicola,0.0
Croceimicrobium,0.0
Ichthyobacterium,0.0
Candidatus Walczuchella,0.0
Sphingobacterium,0.0
Pedobacter,0.0
Mucilaginibacter,0.0
Solitalea,0.0
Pseudopedobacter,0.0
Anseongella,0.0
Olivibacter,0.0
Lacrimispora,0.0
Hathewaya,0.0
Anaerobutyricum,0.0
Acinetobacter,0.0
Pseudoxanthomonas,0.0
Xylella,0.0
Stenotrophomonas,0.0
Psychrobacter,0.0
Aquirhabdus,0.0
Moraxella,0.0
Entomomonas,0.0
Candidatus Hoaglandella,0.0
Azotobacter,0.0
Plesiomonas,0.0
Limnobaculum,0.0
Leminorella,0.0
Sodalis,0.0
Edwardsiella,0.0
Lysobacter,0.0
Thermomonas,0.0
Luteimonas,0.0
Arenimonas,0.0
Pseudolysobacter,0.0
Dokdonella,0.0
Luteibacter,0.0
Rhodanobacter,0.0
Dyella,0.0
Aerosticca,0.0
Aeromonas,0.0
Tolumonas,0.0
Dongshaea,0.0
Oceanisphaera,0.0
Halomonas,0.0
Halotalea,0.0
Chromohalobacter,0.0
Hafnia,0.0
Photorhabdus,0.0
Arsenophonus,0.0
Yersinia,0.0
Candidatus Mikella,0.0
Candidatus Annandia,0.0
Candidatus Gullanella,0.0
Jejubacter,0.0
Candidatus Profftia,0.0
Candidatus Moranella,0.0
Metakosakonia,0.0
Candidatus Riesia,0.0
Candidatus Ishikawaella,0.0
Dickeya,0.0
Pectobacterium,0.0
Brenneria,0.0
Lonsdalea,0.0
Serratia,0.0
Rahnella,0.0
Providencia,0.0
Ewingella,0.0
Nissabacter,0.0
Rouxiella,0.0
Gibbsiella,0.0
Chania,0.0
Pantoea,0.0
Buchnera,0.0
Erwinia,0.0
Wigglesworthia,0.0
Tatumella,0.0
Mixta,0.0
Morganella,0.0
Xenorhabdus,0.0
Proteus,0.0
Kushneria,0.0
Pistricoccus,0.0
Cobetia,0.0
Methylomonas,0.0
Caldichromatium,0.0
Thiocystis,0.0
Allochromatium,0.0
Marichromatium,0.0
Thioflavicoccus,0.0
Sulfurivermis,0.0
Halothiobacillus,0.0
Wenzhouxiangella,0.0
Sulfuriflexus,0.0
Guyparkeria,0.0
Thiohalobacter,0.0
Vibrio,0.0
Aliivibrio,0.0
Photobacterium,0.0
Methylocaldum,0.0
Nitrosococcus,0.0
Methylococcus,0.0
Methylovulum,0.0
Candidatus Methylospira,0.0
Methylotuvimicrobium,0.0
Thiomicrorhabdus,0.0
Methylophaga,0.0
Thiosulfativibrio,0.0
Thiomicrospira,0.0
Francisella,0.0
Beggiatoa,0.0
Thiothrix,0.0
Spongiibacter,0.0
Zhongshania,0.0
Halioglobus,0.0
Thiodictyon,0.0
Candidatus Nitrosacidococcus,0.0
Salinicola,0.0
Salinimonas,0.0
Alcanivorax,0.0
Marinomonas,0.0
Marinobacterium,0.0
Neptunomonas,0.0
Bermanella,0.0
Gynuella,0.0
Hahella,0.0
Spartinivicinus,0.0
Kangiella,0.0
Litoricola,0.0
Marinobacter,0.0
Glaciecola,0.0
Alteromonas,0.0
Paraglaciecola,0.0
Agarivorans,0.0
Spiribacter,0.0
Shewanella,0.0
Parashewanella,0.0
Pseudoalteromonas,0.0
Colwellia,0.0
Thalassotalea,0.0
Litorilituus,0.0
Moritella,0.0
Ferrimonas,0.0
Idiomarina,0.0
Thioalkalivibrio,0.0
Acidihalobacter,0.0
Alkalilimnicola,0.0
Halorhodospira,0.0
Aquisalimonas,0.0
Candidatus Purcelliella,0.0
Candidatus Doolittlea,0.0
Kineobactrum,0.0
Serpentinomonas,0.0
Massilia,0.0
Curvibacter,0.0
Hylemonella,0.0
Candidatus Symbiobacter,0.0
Schlegelella,0.0
Limnohabitans,0.0
Kinneretia,0.0
Candidatus Blochmannia,0.0
Ramlibacter,0.0
Verminephrobacter,0.0
Simplicispira,0.0
Pulveribacter,0.0
Polaromonas,0.0
Ottowia,0.0
Janthinobacterium,0.0
Herbaspirillum,0.0
Collimonas,0.0
Duganella,0.0
Oxalobacter,0.0
Undibacterium,0.0
Noviherbaspirillum,0.0
Herminiimonas,0.0
Thiomonas,0.0
Rubrivivax,0.0
Sphaerotilus,0.0
Roseateles,0.0
Methylibium,0.0
Rhizobacter,0.0
Inhella,0.0
Xylophilus,0.0
Paucibacter,0.0
Rhodoferax,0.0
Hydrogenophaga,0.0
Melaminivora,0.0
Paraburkholderia,0.0
Alcaligenes,0.0
Pusillimonas,0.0
Pigmentiphaga,0.0
Orrella,0.0
Taylorella,0.0
Castellaniella,0.0
Oligella,0.0
Kerstersia,0.0
Algicoccus,0.0
Advenella,0.0
Basilea,0.0
Paenalcaligenes,0.0
Pelistega,0.0
Ralstonia,0.0
Pandoraea,0.0
Delftia,0.0
Polynucleobacter,0.0
Caballeronia,0.0
Mycetohabitans,0.0
Lautropia,0.0
Chitinimonas,0.0
Candidatus Vallotia,0.0
Ephemeroptericola,0.0
Limnobacter,0.0
Mycoavidus,0.0
Variovorax,0.0
Acidovorax,0.0
Diaphorobacter,0.0
Alicycliphilus,0.0
Comamonas,0.0
Leptothrix,0.0
Mitsuaria,0.0
Aquabacterium,0.0
Kosakonia,0.0
Kingella,0.0
Snodgrassella,0.0
Laribacter,0.0
Chromobacterium,0.0
Jeongeupia,0.0
Paludibacterium,0.0
Vogesella,0.0
Aquaspirillum,0.0
Aquitalea,0.0
Pseudogulbenkiania,0.0
Casimicrobium,0.0
Candidatus Kinetoplastibacterium,0.0
Candidatus Accumulibacter,0.0
Candidatus Profftella,0.0
Leclercia,0.0
Chitinolyticbacter,0.0
Cronobacter,0.0
Raoultella,0.0
Cedecea,0.0
Pluralibacter,0.0
Lelliottia,0.0
Kluyvera,0.0
Buttiauxella,0.0
Yokenella,0.0
Scandinavium,0.0
Atlantibacter,0.0
Pseudescherichia,0.0
Phytobacter,0.0
Shimwellia,0.0
Candidatus Hamiltonella,0.0
Simonsiella,0.0
Alysiella,0.0
Sutterella,0.0
Methyloversatilis,0.0
Turicimonas,0.0
Azoarcus,0.0
Thauera,0.0
Aromatoleum,0.0
Azospira,0.0
Rugosibacter,0.0
Oryzomicrobium,0.0
Niveibacterium,0.0
Fluviibacter,0.0
Dechloromonas,0.0
Nitrosomonas,0.0
Nitrosospira,0.0
Sterolibacterium,0.0
Denitratisoma,0.0
Sulfuritalea,0.0
Crenobacter,0.0
Sulfuriferula,0.0
Sulfuricella,0.0
Sulfurimicrobium,0.0
Candidatus Methylopumilus,0.0
Methylovorus,0.0
Methylotenera,0.0
Ferrigenium,0.0
Gallionella,0.0
Sideroxydans,0.0
Candidatus Nitrotoga,0.0
Usitatibacter,0.0
Thiobacillus,0.0
Neisseria,0.0
Vitreoscilla,0.0
Congregibacter,0.0
Cellvibrio,0.0
Blautia,0.0
Hypericibacter,0.0
Thalassospira,0.0
Pararhodospirillum,0.0
Tistrella,0.0
Candidatus Endolissoclinum,0.0
Rhodospirillum,0.0
Magnetospirillum,0.0
Nitrospirillum,0.0
Brevirhabdus,0.0
Skermanella,0.0
Niveispirillum,0.0
Azospirillum,0.0
Bombella,0.0
Gluconacetobacter,0.0
Parasaccharibacter,0.0
Indioceanicola,0.0
Caulobacter,0.0
Brevundimonas,0.0
Phenylobacterium,0.0
Asticcacaulis,0.0
Terricaulis,0.0
Rickettsia,0.0
Candidatus Sneabacter,0.0
Anaplasma,0.0
Ehrlichia,0.0
Wolbachia,0.0
Phreatobacter,0.0
Candidatus Puniceispirillum,0.0
Hyphobacterium,0.0
Maricaulis,0.0
Glycocaulis,0.0
Marinicauda,0.0
Acidiphilium,0.0
Roseococcus,0.0
Entomobacter,0.0
Defluviimonas,0.0
Polymorphum,0.0
Cognatishimia,0.0
Pseudohalocynthiibacter,0.0
Mameliella,0.0
Falsirhodobacter,0.0
Tabrizicola,0.0
Planktomarina,0.0
Boseongicola,0.0
Roseobacter,0.0
Ketogulonicigenium,0.0
Monaibacterium,0.0
Pelagovum,0.0
Pukyongiella,0.0
Roseicitreum,0.0
Rhodovulum,0.0
Kozakia,0.0
Antarctobacter,0.0
Roseibacterium,0.0
Jannaschia,0.0
Octadecabacter,0.0
Pseudorhodobacter,0.0
Tateyamaria,0.0
Thioclava,0.0
Acetobacter,0.0
Roseomonas,0.0
Komagataeibacter,0.0
Acidibrevibacterium,0.0
Gluconobacter,0.0
Stella,0.0
Swingsia,0.0
Candidatus Nesciobacter,0.0
Candidatus Nucleicultrix,0.0
Hyphomonas,0.0
Nitrosophilus,0.0
Desulfarculus,0.0
Candidatus Desulfofervidus,0.0
Aliarcobacter,0.0
Arcobacter,0.0
Malaciobacter,0.0
Halarcobacter,0.0
Pseudoarcobacter,0.0
Campylobacter,0.0
Sulfurospirillum,0.0
Sulfurimonas,0.0
Helicobacter,0.0
Sulfurovum,0.0
Hydrogenimonas,0.0
Nitratiruptor,0.0
Caminibacter,0.0
Bradymonas,0.0
Halobacteriovorax,0.0
Bacteriovorax,0.0
Silvanigrella,0.0
Bdellovibrio,0.0
Acidithiobacillus,0.0
Mariprofundus,0.0
Serpentinicella,0.0
Alkaliphilus,0.0
Caloramator,0.0
Candidatus Arthromitus,0.0
Sarcina,0.0
Caloranaerobacter,0.0
Geosporobacter,0.0
Crassaminicella,0.0
Persicimonas,0.0
Syntrophotalea,0.0
Candidatus Pelagibacter,0.0
Minicystis,0.0
Kordiimonas,0.0
Magnetococcus,0.0
Luteithermobacter,0.0
Archangium,0.0
Stigmatella,0.0
Cystobacter,0.0
Melittangium,0.0
Myxococcus,0.0
Corallococcus,0.0
Pyxidicoccus,0.0
Anaeromyxobacter,0.0
Vulgatibacter,0.0
Sorangium,0.0
Chondromyces,0.0
Sandaracinus,0.0
Pelobacter,0.0
Labilithrix,0.0
Haliangium,0.0
Desulfovibrio,0.0
Pseudodesulfovibrio,0.0
Desulfolutivibrio,0.0
Desulfocurvibacter,0.0
Desulfomicrobium,0.0
Desulfonema,0.0
Desulfosarcina,0.0
Desulfobacterium,0.0
Desulfatibacillum,0.0
Desulfobulbus,0.0
Geobacter,0.0
Geoalkalibacter,0.0
Leisingera,0.0
Pontivivens,0.0
Teredinibacter,0.0
Nitrobacter,0.0
Lentilitoribacter,0.0
Aminobacter,0.0
Mesorhizobium,0.0
Variibacter,0.0
Tardiphaga,0.0
Afipia,0.0
Rhodopseudomonas,0.0
Pelagibaca,0.0
Bradyrhizobium,0.0
Georhizobium,0.0
Ciceribacter,0.0
Liberibacter,0.0
Shinella,0.0
Ensifer,0.0
Nitratireductor,0.0
Roseitalea,0.0
Salaquimonas,0.0
Hoeflea,0.0
Chelativorans,0.0
Methylobacterium,0.0
Methylorubrum,0.0
Microvirga,0.0
Parvibaculum,0.0
Kaustia,0.0
Pyruvatibacter,0.0
Pseudolabrys,0.0
Starkeya,0.0
Labrys,0.0
Xanthobacter,0.0
Azorhizobium,0.0
Ancylobacter,0.0
Sinorhizobium,0.0
Neorhizobium,0.0
Agrobacterium,0.0
Vespertiliibacter,0.0
Agarilytica,0.0
Microbulbifer,0.0
Sinimarinibacterium,0.0
Solimonas,0.0
Steroidobacter,0.0
Immundisolibacter,0.0
Actinobacillus,0.0
Haemophilus,0.0
Pasteurella,0.0
Mannheimia,0.0
Aggregatibacter,0.0
Glaesserella,0.0
Gallibacterium,0.0
Histophilus,0.0
Frederiksenia,0.0
Rhizobium,0.0
Legionella,0.0
Coxiella,0.0
Aquicella,0.0
Gilliamella,0.0
Frischella,0.0
Orbus,0.0
Thiolapillus,0.0
Candidatus Vesicomyosocius,0.0
Candidatus Ruthia,0.0
Candidatus Thioglobus,0.0
Candidatus Reidiella,0.0
Sulfurifustis,0.0
Acidiferrobacter,0.0
Sulfuricaulis,0.0
Bartonella,0.0
Bosea,0.0
Devosia,0.0
Sulfitobacter,0.0
Allosphingosinicella,0.0
Citromicrobium,0.0
Parasphingopyxis,0.0
Erythrobacter,0.0
Porphyrobacter,0.0
Altererythrobacter,0.0
Tsuneonella,0.0
Pelagerythrobacter,0.0
Qipengyuania,0.0
Aurantiacibacter,0.0
Paraurantiacibacter,0.0
Sphingosinicella,0.0
Sandaracinobacter,0.0
Paracoccus,0.0
Cereibacter,0.0
Rhizorhabdus,0.0
Dinoroseobacter,0.0
Phaeobacter,0.0
Haematobacter,0.0
Rhodobacter,0.0
Celeribacter,0.0
Roseivivax,0.0
Ruegeria,0.0
Salipiger,0.0
Pseudooceanicola,0.0
Sagittula,0.0
Roseovarius,0.0
Gemmobacter,0.0
Oceanicola,0.0
Marinovum,0.0
Novosphingopyxis,0.0
Parasphingorhabdus,0.0
Pelagibacterium,0.0
Labrenzia,0.0
Youhaiella,0.0
Hyphomicrobium,0.0
Methyloceanibacter,0.0
Methyloligella,0.0
Aquabacter,0.0
Rhodoplanes,0.0
Caenibius,0.0
Martelella,0.0
Aureimonas,0.0
Methylocystis,0.0
Methylosinus,0.0
Brucella,0.0
Pannonibacter,0.0
Pseudovibrio,0.0
Hartmannibacter,0.0
Zymomonas,0.0
Candidatus Hodgkinia,0.0
Pseudorhodoplanes,0.0
Blastochloris,0.0
Chelatococcus,0.0
Breoghania,0.0
Methylocella,0.0
Kaistia,0.0
Lichenihabitans,0.0
Sphingomonas,0.0
Sphingobium,0.0
Sphingopyxis,0.0
Novosphingobium,0.0
Tardibacter,0.0
Sphingorhabdus,0.0
Bracovirus,0.0
