Genus,RA
Lacticaseibacillus,0.0
Ligilactobacillus,0.0
Oenococcus,0.0
Desulfallas,0.0
Natranaerobius,0.0
Halobacteroides,0.0
Halocella,0.0
Halothermothrix,0.0
Mahella,0.0
Moorella,0.0
Christensenella,0.0
Vallitalea,0.0
Desulfosporosinus,0.0
Desulfitobacterium,0.0
Lachnospira,0.0
Lacrimispora,0.0
Enterocloster,0.0
Streptomyces,0.0
Rhodococcus,0.0
Nocardia,0.0
Corynebacterium,0.0
Skermania,0.0
Gordonia,0.0
Mycobacterium,0.0
Mycolicibacterium,0.0
Nocardioides,0.0
Tessaracoccus,0.0
Cutibacterium,0.0
Jonesia,0.0
Butyrivibrio,0.0
Austwickia,0.0
Devriesea,0.0
Dermabacter,0.0
Cellulomonas,0.0
Psychromicrobium,0.0
Glutamicibacter,0.0
Pseudarthrobacter,0.0
Rhodoluna,0.0
Leucobacter,0.0
Microbacterium,0.0
Schaalia,0.0
Actinomyces,0.0
Trueperella,0.0
Amycolatopsis,0.0
Faecalicatena,0.0
Lachnoclostridium,0.0
Mediterraneibacter,0.0
Sarcina,0.0
Alkaliphilus,0.0
Hungatella,0.0
Ilumatobacter,0.0
Arabia,0.0
Slackia,0.0
Adlercreutzia,0.0
Berryella,0.0
Eggerthella,0.0
Gordonibacter,0.0
Parolsenella,0.0
Candidatus Planktophila,0.0
Modestobacter,0.0
Actinocatenispora,0.0
Salinispora,0.0
Saccharothrix,0.0
Pseudonocardia,0.0
Saccharopolyspora,0.0
Streptococcus,0.0
Enterococcus,0.0
Chlorobium,0.0
Planobacterium,0.0
Capnocytophaga,0.0
Arenibacter,0.0
Flavobacterium,0.0
Apibacter,0.0
Cloacibacterium,0.0
Ornithobacterium,0.0
Elizabethkingia,0.0
Riemerella,0.0
Kaistella,0.0
Epilithonimonas,0.0
Chryseobacterium,0.0
Croceibacter,0.0
Labilibaculum,0.0
Proteiniphilum,0.0
Barnesiella,0.0
Coprobacter,0.0
Porphyromonas,0.0
Muribaculum,0.0
Duncaniella,0.0
Sodaliphilus,0.0
Odoribacter,0.0
Alloprevotella,0.0
Olleya,0.0
Formosa,0.0
Melissococcus,0.0
Hymenobacter,0.0
Mucilaginibacter,0.0
Pedobacter,0.0
Sphingobacterium,0.0
Phnomibacter,0.0
Lacibacter,0.0
Niastella,0.0
Curtobacterium,0.0
Chitinophaga,0.0
Marivirga,0.0
Chryseolinea,0.0
Rhodocytophaga,0.0
Sediminicola,0.0
Cytophaga,0.0
Spirosoma,0.0
Fibrella,0.0
Echinicola,0.0
Fluviicola,0.0
Tenacibaculum,0.0
Polaribacter,0.0
Salegentibacter,0.0
Algibacter,0.0
Gramella,0.0
Tannerella,0.0
Chthonomonas,0.0
Chloroflexus,0.0
Mesobacillus,0.0
Kroppenstedtia,0.0
Planomicrobium,0.0
Sporosarcina,0.0
Cohnella,0.0
Brevibacillus,0.0
Paenibacillus,0.0
Geobacillus,0.0
Salimicrobium,0.0
Priestia,0.0
Salicibibacter,0.0
Cytobacillus,0.0
Deinococcus,0.0
Sutcliffiella,0.0
Pontibacillus,0.0
Virgibacillus,0.0
Bacillus,0.0
Macrococcus,0.0
Jeotgalicoccus,0.0
Suicoccus,0.0
Marinilactibacillus,0.0
Dolosigranulum,0.0
Vagococcus,0.0
Polycladomyces,0.0
Selenomonas,0.0
Pectinatus,0.0
Megamonas,0.0
Mycoplasma,0.0
Geminocystis,0.0
Gloeobacter,0.0
Calothrix,0.0
Raphidiopsis,0.0
Tolypothrix,0.0
Nostoc,0.0
Anabaena,0.0
Synechococcus,0.0
Peptoniphilus,0.0
Finegoldia,0.0
Helcococcus,0.0
Amedibacterium,0.0
Longicatena,0.0
Erysipelatoclostridium,0.0
Faecalitalea,0.0
Acidaminococcus,0.0
Veillonella,0.0
Megasphaera,0.0
Methylomusa,0.0
Pelosinus,0.0
Chloriridovirus,0.0
