Species,RA
secondary endosymbiont of Heteropsylla cubana,0.0
Candidatus Hoaglandella endobia,0.0
Candidatus Doolittlea endobia,0.0
Candidatus Blochmannia vafer,0.0
Candidatus Gullanella endobia,0.0
secondary endosymbiont of Trabutina mannipara,0.0
Candidatus Annandia adelgestsuga,0.0
Pectobacterium odoriferum,0.0
Candidatus Mikella endobia,0.0
Metakosakonia sp. MRY16-398,0.0
Candidatus Moranella endobia,0.0
Candidatus Profftia tarda,0.0
Candidatus Ishikawaella capsulata,0.0
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis,0.0
Enterobacteriaceae endosymbiont of Donacia tomentosa,0.0
Candidatus Riesia pediculicola,0.0
Pectobacterium polaris,0.0
Pectobacterium carotovorum,0.0
Pectobacterium atrosepticum,0.0
Pectobacterium parmentieri,0.0
Leclercia sp. 119287,0.0
Escherichia virus mEpX1,0.0
Leclercia sp. W17,0.0
Citrobacter freundii complex sp. CFNIH9,0.0
Citrobacter youngae,0.0
Citrobacter sp. LY-1,0.0
Citrobacter sp. BDA59-3,0.0
Citrobacter sp. MGH 55,0.0
Citrobacter sp. FDAARGOS_156,0.0
Citrobacter sp. RHBSTW-00881,0.0
Citrobacter sp. RHB35-C21,0.0
Citrobacter sp. RHB35-C17,0.0
Citrobacter sp. 172116965,0.0
Citrobacter sp. TSA-1,0.0
Citrobacter sp. RHBSTW-00887,0.0
Citrobacter sp. CFNIH10,0.0
Citrobacter sp. RHBSTW-00986,0.0
Citrobacter sp. LUTT5,0.0
Citrobacter sp. RHBSTW-00678,0.0
Citrobacter sp. RHBSTW-00524,0.0
Citrobacter sp. CRE-46,0.0
Citrobacter sp. RHBSTW-00229,0.0
Citrobacter sp. RHB36-C18,0.0
Citrobacter sp. B72,0.0
Citrobacter sp. CF971,0.0
Citrobacter sp. TBCP-5362,0.0
Citrobacter amalonaticus,0.0
Citrobacter sedlakii,0.0
Citrobacter freundii complex sp. CFNIH3,0.0
Citrobacter tructae,0.0
Citrobacter sp. BIDMC107,0.0
Lettuce infectious yellows virus,0.0
Wallerfield virus,0.0
Wenzhou picorna-like virus 36,0.0
Klebsiella sp. STW0522-44,0.0
Klebsiella sp. A52,0.0
Klebsiella sp. BDA134-6,0.0
Klebsiella sp. LY,0.0
Klebsiella sp. WP3-S18-ESBL-05,0.0
Klebsiella sp. MPUS7,0.0
Klebsiella sp. LTGPAF-6F,0.0
Klebsiella sp. WP8-S18-ESBL-06,0.0
Klebsiella oxytoca,0.0
Klebsiella quasipneumoniae,0.0
Klebsiella michiganensis,0.0
Klebsiella huaxiensis,0.0
Klebsiella variicola,0.0
Klebsiella quasivariicola,0.0
Klebsiella grimontii,0.0
Klebsiella africana,0.0
Citrobacter werkmanii,0.0
Citrobacter portucalensis,0.0
Citrobacter braakii,0.0
Citrobacter freundii complex sp. CFNIH2,0.0
Citrobacter farmeri,0.0
Citrobacter koseri,0.0
Leclercia sp. W6,0.0
Enterobacter sp. RHBSTW-00975,0.0
Enterobacter sp. LU1,0.0
Bacillus virus CP51,0.0
Enterobacter sp. N18-03635,0.0
Enterobacter sp. CRENT-193,0.0
Enterobacter sp. Crenshaw,0.0
Enterobacter sp. RHBSTW-00593,0.0
Enterobacter sp. E20,0.0
Enterobacter sp. DSM 30060,0.0
Enterobacter sp. YSU,0.0
Enterobacter oligotrophicus,0.0
Enterobacter bugandensis,0.0
Enterobacter soli,0.0
Enterobacter mori,0.0
Lactobacillus phage phi jlb1,0.0
Xenorhabdus nematophila,0.0
Shigella sonnei,0.0
Shigella sp. PAMC 28760,0.0
Propionibacterium virus PHL009M11,0.0
Salmonella sp. SSDFZ69,0.0
Leclercia sp. 4-9-1-25,0.0
Leclercia sp. 29361,0.0
Leclercia sp. J807,0.0
Leclercia sp. Colony189,0.0
Enterobacter sp. HK169,0.0
Enterobacter sp. 18A13,0.0
Citrobacter pasteurii,0.0
Enterobacter sp. SES19,0.0
Citrobacter telavivum,0.0
Citrobacter cronae,0.0
Enterobacter asburiae,0.0
Enterobacter kobei,0.0
Enterobacter roggenkampii,0.0
Enterobacter cancerogenus,0.0
Enterobacter ludwigii,0.0
Enterobacter cloacae complex sp.,0.0
Enterobacter cloacae complex sp. FDA-CDC-AR_0164,0.0
Enterobacter cloacae complex sp. ECNIH7,0.0
Enterobacter cloacae complex sp. FDA-CDC-AR_0132,0.0
Enterobacter chengduensis,0.0
Enterobacter chuandaensis,0.0
Enterobacter sichuanensis,0.0
Enterobacter sp. JUb54,0.0
Enterobacter sp. RHBSTW-00994,0.0
Enterobacter sp. E76,0.0
Enterobacter sp. SA187,0.0
Enterobacter sp. 638,0.0
Enterobacter sp. RHBSTW-00175,0.0
Enterobacter sp. RHB15-C17,0.0
Enterobacter sp. SGAir0187,0.0
Enterobacter sp. R4-368,0.0
Xenorhabdus hominickii,0.0
Morganella morganii,0.0
Xenorhabdus bovienii,0.0
Mesorhizobium sp. J8,0.0
Bradyrhizobium sp. CCBAU 53340,0.0
Halolamina sp. CBA1230,0.0
Bradyrhizobium sp. CCBAU 53421,0.0
Bradyrhizobium diazoefficiens,0.0
Natronomonas moolapensis,0.0
Methanosarcina vacuolata,0.0
Methanocorpusculum labreanum,0.0
Bradyrhizobium paxllaeri,0.0
Rhodopseudomonas sp. SK50-23,0.0
Bartonella alsatica,0.0
Ensifer mexicanus,0.0
Ciceribacter thiooxidans,0.0
Ancylobacter pratisalsi,0.0
Xenorhabdus poinarii,0.0
Labrys sp. KNU-23,0.0
Methylocystis rosea,0.0
Bosea vaviloviae,0.0
Labrenzia sp. PHM005,0.0
Methylobacterium durans,0.0
Pseudorhodoplanes sinuspersici,0.0
Methyloceanibacter caenitepidi,0.0
Erythrobacter neustonensis,0.0
Methanoplanus limicola,0.0
Altererythrobacter sp. ZODW24,0.0
Tsuneonella dongtanensis,0.0
Sphingomonas sp. MM-1,0.0
Dechloromonas sp. TW-R-39-2,0.0
Pseudogulbenkiania sp. NH8B,0.0
Sulfuricella denitrificans,0.0
Ferriphaselus amnicola,0.0
Paraburkholderia phenoliruptrix,0.0
Paraburkholderia aromaticivorans,0.0
Caballeronia insecticola,0.0
Caballeronia sp. M1242,0.0
Polynucleobacter sp. MWH-UH24A,0.0
Rhodoferax sediminis,0.0
Rhodoferax koreense,0.0
Variovorax sp. RKNM96,0.0
Comamonas testosteroni,0.0
Polaromonas vacuolata,0.0
Ottowia oryzae,0.0
Acidovorax antarcticus,0.0
Delftia acidovorans,0.0
Kinneretia sp. DAIF2,0.0
Achromobacter pestifer,0.0
Achromobacter spanius,0.0
Bordetella hinzii,0.0
Pusillimonas thiosulfatoxidans,0.0
Janthinobacterium agaricidamnosum,0.0
Collimonas fungivorans,0.0
Collimonas arenae,0.0
Undibacterium sp. YM2,0.0
Rhizobacter sp. AJA081-3,0.0
Thiomonas sp. X19,0.0
Paucibacter sp. KCTC 42545,0.0
Sphingomonas panacisoli,0.0
Novosphingobium sp. P6W,0.0
Parasphingopyxis algicola,0.0
Fusobacterium mortiferum,0.0
Treponema parvum,0.0
Treponema denticola,0.0
Treponema phagedenis,0.0
Treponema caldarium,0.0
Treponema pedis,0.0
Treponema sp. Marseille-Q4132,0.0
Sediminispirochaeta smaragdinae,0.0
Nitrospira japonica,0.0
Nitrospira sp. KM1,0.0
Leptospirillum sp. Group II 'CF-1',0.0
Aminomonas paucivorans,0.0
Thermovirga lienii,0.0
Candidatus Koribacter versatilis,0.0
Dictyoglomus thermophilum,0.0
Thermocrinis albus,0.0
Drechmeria coniospora,0.0
Neurospora crassa,0.0
Aspergillus luchuensis,0.0
Kluyveromyces lactis,0.0
Tetrapisispora phaffii,0.0
Candida orthopsilosis,0.0
Ustilago maydis,0.0
Cryptococcus neoformans,0.0
Homo sapiens,0.0
Babesia bigemina,0.0
Fusobacterium ulcerans,0.0
Fusobacterium nucleatum,0.0
Sphingosinicella microcystinivorans,0.0
Fusobacterium varium,0.0
Sphingosinicella sp. BN140058,0.0
Rickettsia canadensis,0.0
Komagataeibacter nataicola,0.0
Komagataeibacter oboediens,0.0
Gluconobacter oxydans,0.0
Roseomonas sp. 546,0.0
Parasaccharibacter apium,0.0
Thalassospira indica,0.0
Candidatus Pelagibacter sp. HIMB1321,0.0
Geoalkalibacter subterraneus,0.0
Desulfonema limicola,0.0
Desulfobulbus oralis,0.0
Persicimonas caeni,0.0
Sulfurimonas sp. B2,0.0
Sulfurospirillum halorespirans,0.0
Halobacteriovorax marinus,0.0
Mariprofundus ferrinatatus,0.0
Leishmania mexicana,0.0
Isosphaera pallida,0.0
Thermogutta terrifontis,0.0
Urbifossiella limnaea,0.0
Leptotrichia sp. oral taxon 212,0.0
Leptotrichia wadei,0.0
Sebaldella termitidis,0.0
Pseudoleptotrichia goodfellowii,0.0
Methanobacterium lacus,0.0
Lautropia mirabilis,0.0
Burkholderia multivorans,0.0
Edwardsiella tarda,0.0
Edwardsiella sp. LADL05-105,0.0
Plesiomonas shigelloides,0.0
Pseudomonas entomophila,0.0
Pseudomonas campi,0.0
Pseudomonas sp. DG56-2,0.0
Pseudomonas sp. S35,0.0
Pseudomonas sp. S150,0.0
Pseudomonas sp. R4-34-07,0.0
Pseudomonas putida,0.0
Pseudomonas aeruginosa,0.0
Pseudomonas fluorescens,0.0
Pseudomonas mucidolens,0.0
Pseudomonas trivialis,0.0
Pseudomonas stutzeri,0.0
Pseudomonas frederiksbergensis,0.0
Pseudomonas eucalypticola,0.0
Pseudomonas oryzae,0.0
Permianibacter aggregans,0.0
Entomomonas sp. F2A,0.0
Moraxella cuniculi,0.0
Moraxella catarrhalis,0.0
Acinetobacter nosocomialis,0.0
Acinetobacter baumannii,0.0
Acinetobacter sp. WCHA55,0.0
Acinetobacter haemolyticus,0.0
Edwardsiella anguillarum,0.0
Candidatus Sodalis pierantonius,0.0
Photobacterium damselae,0.0
Pragia fontium,0.0
Xenorhabdus budapestensis,0.0
Toxoplasma gondii,0.0
Proteus mirabilis,0.0
Proteus vulgaris,0.0
Proteus terrae,0.0
Photorhabdus asymbiotica,0.0
Photorhabdus akhurstii,0.0
Providencia rettgeri,0.0
Providencia alcalifaciens,0.0
Providencia rustigianii,0.0
Arsenophonus endosymbiont of Aphis craccivora,0.0
Pantoea sp. 201603H,0.0
Methanococcus maripaludis,0.0
Pantoea sp. SO10,0.0
Pantoea sp. MT58,0.0
Pantoea ananatis,0.0
Pantoea agglomerans,0.0
Pantoea stewartii,0.0
Pantoea alhagi,0.0
Mixta intestinalis,0.0
Erwinia pyrifoliae,0.0
Erwinia tasmaniensis,0.0
Buchnera aphidicola,0.0
Tatumella citrea,0.0
Leminorella richardii,0.0
Psychrobacter sp. AntiMn-1,0.0
Photobacterium sp. GJ3,0.0
Burkholderia dolosa,0.0
Caldichromatium japonicum,0.0
Sulfurivermis fontis,0.0
Granulosicoccus antarcticus,0.0
Pasteurella multocida,0.0
[Haemophilus] ducreyi,0.0
Actinobacillus sp. GY-402,0.0
Mannheimia bovis,0.0
Histophilus somni,0.0
Aeromonas hydrophila,0.0
Aeromonas veronii,0.0
Chromohalobacter salexigens,0.0
Zymobacter palmae,0.0
Kushneria konosiri,0.0
Thalassolituus oleivorans,0.0
Bacterioplanes sanyensis,0.0
Saccharospirillum mangrovi,0.0
Legionella spiritensis,0.0
Legionella geestiana,0.0
Candidatus Rickettsiella viridis,0.0
Methylomonas sp. EFPC1,0.0
Methylomonas sp. LW13,0.0
Kineobactrum salinum,0.0
Salinisphaera sp. LB1,0.0
Cupriavidus taiwanensis,0.0
Cupriavidus oxalaticus,0.0
Burkholderia contaminans,0.0
Nitrosococcus wardiae,0.0
Allochromatium vinosum,0.0
Vibrio sp. B1FLJ16,0.0
Rhodanobacter sp. FDAARGOS 1247,0.0
Vibrio sp. THAF190c,0.0
Vibrio vulnificus,0.0
Vibrio cholerae,0.0
Vibrio parahaemolyticus,0.0
Vibrio taketomensis,0.0
Vibrio aphrogenes,0.0
Vibrio nigripulchritudo,0.0
Candidatus Enterovibrio luxaltus,0.0
Beggiatoa leptomitoformis,0.0
Hydrogenovibrio thermophilus,0.0
Hydrogenovibrio marinus,0.0
Pseudoalteromonas ruthenica,0.0
Pseudoalteromonas luteoviolacea,0.0
Pseudoalteromonas atlantica,0.0
Pseudoalteromonas sp. 3J6,0.0
Pseudoalteromonas piscicida,0.0
Shewanella marisflavi,0.0
Methanosphaera sp. BMS,0.0
Shewanella sp. WPAGA9,0.0
Shewanella sp. YLB-08,0.0
Shewanella putrefaciens,0.0
Marinobacter sp. NP-4(2019),0.0
Marinobacter sp. LPB0319,0.0
Paraglaciecola psychrophila,0.0
Ferrimonas balearica,0.0
Pantoea sp. CCBC3-3-1,0.0
Sphingobacterium sp. DR205,0.0
Escherichia sp. SCLE84,0.0
Clostridium taeniosporum,0.0
Clostridium gasigenes,0.0
Clostridium diolis,0.0
Clostridium kluyveri,0.0
Clostridium tetani,0.0
Clostridium acetobutylicum,0.0
Clostridium thermarum,0.0
Clostridium sporogenes,0.0
Clostridium estertheticum,0.0
Clostridium cellulovorans,0.0
Clostridium septicum,0.0
Clostridium novyi,0.0
Clostridium pasteurianum,0.0
Clostridium intestinale,0.0
Clostridium drakei,0.0
Clostridium fermenticellae,0.0
Clostridium isatidis,0.0
Clostridium saccharoperbutylacetonicum,0.0
Clostridium aceticum,0.0
Clostridium chauvoei,0.0
Clostridium tyrobutyricum,0.0
Hungatella hathewayi,0.0
Sarcina sp. JB2,0.0
Caloramator sp. E03,0.0
Alkaliphilus sp. B6464,0.0
Geosporobacter ferrireducens,0.0
Clostridium baratii,0.0
Clostridium saccharobutylicum,0.0
Weissella jogaejeotgali,0.0
Clostridium perfringens,0.0
Butyrivibrio fibrisolvens,0.0
Butyrivibrio proteoclasticus,0.0
Butyrivibrio hungatei,0.0
Lacrimispora sphenoides,0.0
Lacrimispora saccharolytica,0.0
Enterocloster bolteae,0.0
Enterocloster clostridioformis,0.0
Anaerocolumna sp. CTTW,0.0
Anaerocolumna sedimenticola,0.0
Anaerocolumna cellulosilytica,0.0
Lachnospira eligens,0.0
Pseudobutyrivibrio xylanivorans,0.0
Herbinix luporum,0.0
Lachnoanaerobaculum umeaense,0.0
Anaerotignum propionicum,0.0
Clostridium sp. CT4,0.0
Clostridium sp. SY8519,0.0
Clostridium sp. DL-VIII,0.0
Clostridium sp. MF28,0.0
Clostridium sp. JN-1,0.0
Clostridium sp. C1,0.0
Clostridium sp. 001,0.0
Clostridium sp. JN-9,0.0
Clostridium botulinum,0.0
Clostridium beijerinckii,0.0
Ruminococcus albus,0.0
Oscillibacter sp. MM59,0.0
Oscillibacter sp. PEA192,0.0
Oscillibacter sp. NSJ-62,0.0
Christensenella sp. Marseille-P3954,0.0
Christensenella minuta,0.0
Alkalicella caledoniensis,0.0
Moorella glycerini,0.0
Caldicellulosiruptor obsidiansis,0.0
Thermoanaerobacterium xylanolyticum,0.0
Mahella australiensis,0.0
Lactobacillus gasseri,0.0
Lactobacillus helveticus,0.0
Lactobacillus johnsonii,0.0
Lactobacillus taiwanensis,0.0
Lactobacillus iners,0.0
Lactobacillus amylolyticus,0.0
Lactobacillus sp. JM1,0.0
Lactobacillus acidophilus,0.0
Lactobacillus crispatus,0.0
Lactobacillus delbrueckii,0.0
Limosilactobacillus reuteri,0.0
Limosilactobacillus gastricus,0.0
Lactiplantibacillus plantarum,0.0
Lactiplantibacillus pentosus,0.0
Oenococcus oeni,0.0
Ligilactobacillus salivarius,0.0
Leuconostoc carnosum,0.0
Lentilactobacillus kefiri,0.0
Petrocella atlantisensis,0.0
Vallitalea guaymasensis,0.0
Desulfofarcimen acetoxidans,0.0
Eubacterium callanderi,0.0
Oscillibacter valericigenes,0.0
Flavonifractor plautii,0.0
Mageeibacillus indolicus,0.0
Caproicibacterium amylolyticum,0.0
Dysosmobacter sp. Marseille-Q4140,0.0
Acutalibacter muris,0.0
Pseudoclostridium thermosuccinogenes,0.0
Thermoclostridium stercorarium,0.0
Monoglobus pectinilyticus,0.0
[Eubacterium] cellulosolvens,0.0
Eubacterium maltosivorans,0.0
Acetobacterium woodii,0.0
Candidatus Formimonas warabiya,0.0
Massilistercora timonensis,0.0
Flintibacter sp. KGMB00164,0.0
Mogibacterium diversum,0.0
Mogibacterium pumilum,0.0
Aminipila sp. JN-18,0.0
Aminipila butyrica,0.0
Intestinimonas butyriciproducens,0.0
Clostridioides difficile,0.0
Romboutsia sp. CE17,0.0
Peptacetobacter hiranonis,0.0
Desulfallas gibsoniae,0.0
Faecalicatena sp. Marseille-Q4148,0.0
Lachnoclostridium phytofermentans,0.0
Lachnoclostridium sp. YL32,0.0
Pseudarthrobacter psychrotolerans,0.0
Gordonia sp. 1D,0.0
Corynebacterium sp. 1959,0.0
Corynebacterium yudongzhengii,0.0
Corynebacterium lactis,0.0
Corynebacterium tuberculostearicum,0.0
Corynebacterium kefirresidentii,0.0
Corynebacterium diphtheriae,0.0
Mycobacterium haemophilum,0.0
Mycobacterium vicinigordonae,0.0
Mycolicibacterium aurum,0.0
Mycolicibacterium helvum,0.0
Mycolicibacterium chubuense,0.0
Nocardia seriolae,0.0
Nocardia wallacei,0.0
Curtobacterium sp. YC1,0.0
Curtobacterium sp. BH-2-1-1,0.0
Microbacterium sp. ABRD_28,0.0
Microbacterium sp. HY82,0.0
Protaetiibacter intestinalis,0.0
Plantibacter sp. PA-3-X8,0.0
Leifsonia xyli,0.0
Mycetocola sp. JXN-3,0.0
Leucobacter insecticola,0.0
Arthrobacter sp. 24S4-2,0.0
Rothia aeria,0.0
Nocardioides mesophilus,0.0
Nocardioides daphniae,0.0
Nocardioides dokdonensis,0.0
Bifidobacterium subtile,0.0
Bifidobacterium saguini,0.0
Bifidobacterium scardovii,0.0
Bifidobacterium catenulatum,0.0
Bifidobacterium adolescentis,0.0
Bifidobacterium animalis,0.0
Bifidobacterium angulatum,0.0
Bifidobacterium pseudocatenulatum,0.0
Bifidobacterium pullorum,0.0
Bifidobacterium pseudolongum,0.0
Bifidobacterium dentium,0.0
Bifidobacterium eulemuris,0.0
Bifidobacterium thermophilum,0.0
Nocardioides sp. S-1144,0.0
Bifidobacterium imperatoris,0.0
Bifidobacterium actinocoloniiforme,0.0
Bifidobacterium lemurum,0.0
Bifidobacterium choerinum,0.0
Bifidobacterium asteroides,0.0
Bifidobacterium indicum,0.0
Bifidobacterium coryneforme,0.0
Cutibacterium avidum,0.0
Cutibacterium acnes,0.0
Cutibacterium granulosum,0.0
Nocardioides sp. HY056,0.0
Kocuria palustris,0.0
Psychromicrobium lacuslunae,0.0
[Clostridium] hylemonae,0.0
Cellulomonas gilvus,0.0
Olsenella timonensis,0.0
Parolsenella massiliensis,0.0
Parolsenella catena,0.0
Gordonibacter pamelaeae,0.0
Gordonibacter urolithinfaciens,0.0
Eggerthella lenta,0.0
Eggerthella sp. YY7918,0.0
Eggerthella sp. HF-1101,0.0
Berryella intestinalis,0.0
Adlercreutzia equolifaciens,0.0
Slackia heliotrinireducens,0.0
Arabia massiliensis,0.0
Anaerostipes caccae,0.0
Anaerostipes rhamnosivorans,0.0
Blautia sp. LZLJ-3,0.0
Blautia hansenii,0.0
Blautia producta,0.0
Blautia argi,0.0
Coprococcus comes,0.0
Coprococcus catus,0.0
Coprococcus sp. ART55/1,0.0
[Ruminococcus] torques,0.0
[Ruminococcus] gnavus,0.0
[Clostridium] scindens,0.0
Lachnoclostridium phocaeense,0.0
Olsenella uli,0.0
Olsenella sp. LZLJ-2,0.0
Coriobacterium glomerans,0.0
Streptomyces vinaceus,0.0
Cellulomonas sp. JZ18,0.0
Dermabacter jinjuensis,0.0
Brevibacterium linens,0.0
Schaalia odontolytica,0.0
Actinomyces pacaensis,0.0
Streptomyces sp. 3214.6,0.0
Streptomyces sp. NA02950,0.0
Streptomyces sp. SN-593,0.0
Streptomyces sp. QHH-9511,0.0
Streptomyces ambofaciens,0.0
Streptomyces niveus,0.0
Streptomyces formicae,0.0
Candidatus Planktophila lacus,0.0
Pseudonocardia broussonetiae,0.0
Amycolatopsis mediterranei,0.0
Saccharopolyspora erythraea,0.0
Kutzneria albida,0.0
Alloactinosynnema sp. L-07,0.0
Actinomadura verrucosospora,0.0
Actinomadura sp. WMMB 499,0.0
Streptomonospora sp. M2,0.0
Actinocatenispora sera,0.0
Phytohabitans flavus,0.0
Candidatus Planktophila limnetica,0.0
Weissella confusa,0.0
Lacticaseibacillus paracasei,0.0
Fibrobacter succinogenes,0.0
Alistipes onderdonkii,0.0
Alistipes shahii,0.0
Alistipes megaguti,0.0
Alistipes sp. dk3624,0.0
Alistipes dispar,0.0
Phocaeicola coprophilus,0.0
Phocaeicola salanitronis,0.0
Butyricimonas virosa,0.0
Odoribacter splanchnicus,0.0
Duncaniella dubosii,0.0
Sodaliphilus pleomorphus,0.0
Muribaculum gordoncarteri,0.0
Porphyromonas gingivalis,0.0
Porphyromonas asaccharolytica,0.0
Porphyromonas sp. oral taxon 275,0.0
Porphyromonas crevioricanis,0.0
Coprobacter secundus,0.0
Barnesiella viscericola,0.0
Salinivirga cyanobacteriivorans,0.0
Proteiniphilum saccharofermentans,0.0
Paludibacter propionicigenes,0.0
Chryseobacterium sp.,0.0
Chryseobacterium sp. 3008163,0.0
Chryseobacterium sp. StRB126,0.0
Chryseobacterium nakagawai,0.0
Chryseobacterium indoltheticum,0.0
Alistipes indistinctus,0.0
Alistipes communis,0.0
Streptococcus sp. oral taxon 431,0.0
Alloprevotella sp. E39,0.0
Bacteroides sp. HF-162,0.0
Bacteroides sp. A1C1,0.0
Bacteroides zhangwenhongi,0.0
Bacteroides ovatus,0.0
Bacteroides eggerthii,0.0
Bacteroides caecimuris,0.0
Bacteroides coprosuis,0.0
Bacteroides zoogleoformans,0.0
Bacteroides heparinolyticus,0.0
Bacteroides helcogenes,0.0
Bacteroides luhongzhouii,0.0
Bacteroides intestinalis,0.0
Bacteroides salyersiae,0.0
Prevotella sp. WR041,0.0
Prevotella sp. oral taxon 475,0.0
Prevotella nigrescens,0.0
Prevotella intermedia,0.0
Prevotella histicola,0.0
Prevotella oris,0.0
Prevotella jejuni,0.0
Prevotella multiformis,0.0
Prevotella veroralis,0.0
Prevotella scopos,0.0
Prevotella fusca,0.0
Prevotella enoeca,0.0
Chryseobacterium carnipullorum,0.0
Chryseobacterium joostei,0.0
Chryseobacterium aureum,0.0
Chryseobacterium taklimakanense,0.0
Echinicola sp. 20G,0.0
Hymenobacter qilianensis,0.0
Hymenobacter sp. DG25A,0.0
Adhaeribacter swui,0.0
Spirosoma sp. KUDC1026,0.0
Spirosoma pollinicola,0.0
Fibrella sp. ES10-3-2-2,0.0
Rhodocytophaga rosea,0.0
Chryseolinea soli,0.0
Chitinophaga pinensis,0.0
Chitinophaga sp. MD30,0.0
Arachidicoccus ginsenosidivorans,0.0
Phnomibacter ginsenosidimutans,0.0
Niastella koreensis,0.0
Sphingobacterium hotanense,0.0
Pedobacter sp. KBS0701,0.0
Pedobacter sp. PACM 27299,0.0
Pedobacter roseus,0.0
Mucilaginibacter mallensis,0.0
Mucilaginibacter ginsenosidivorax,0.0
Mucilaginibacter celer,0.0
Haliscomenobacter hydrossis,0.0
Chlorobium phaeobacteroides,0.0
Chlorobium phaeovibrioides,0.0
Candidatus Cyclonatronum proteinivorum,0.0
Echinicola vietnamensis,0.0
Echinicola strongylocentroti,0.0
Blattabacterium cuenoti,0.0
