Species,RA
Kluyvera genomosp. 3,0.0
Kluyvera ascorbata,0.0
Jejubacter calystegiae,0.0
Buttiauxella agrestis,0.0
Buttiauxella sp. 3AFRM03,0.0
Phytobacter ursingii,0.0
Phytobacter sp. SCO41,0.0
Phytobacter diazotrophicus,0.0
Atlantibacter hermannii,0.0
Scandinavium goeteborgense,0.0
Pseudescherichia vulneris,0.0
Shimwellia blattae,0.0
Candidatus Hamiltonella defensa,0.0
secondary endosymbiont of Ctenarytaina eucalypti,0.0
secondary endosymbiont of Heteropsylla cubana,0.0
Candidatus Doolittlea endobia,0.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,0.0
Blochmannia endosymbiont of Colobopsis nipponica,0.0
Candidatus Purcelliella pentastirinorum,0.0
Leclercia sp. 29361,0.0
Aspergillus luchuensis,0.0
Salmonella sp. SJTUF14178,0.0
Citrobacter sp. RHBSTW-00137,0.0
Citrobacter sp. RHBSTW-00887,0.0
Citrobacter sp. RHBSTW-00229,0.0
Citrobacter sp. RHBSTW-00599,0.0
Citrobacter sp. TBCP-5362,0.0
Citrobacter amalonaticus,0.0
Citrobacter tructae,0.0
Citrobacter farmeri,0.0
Citrobacter koseri,0.0
Citrobacter telavivum,0.0
Citrobacter pasteurii,0.0
Citrobacter cronae,0.0
Enterobacter roggenkampii,0.0
Enterobacter asburiae,0.0
Enterobacter cancerogenus,0.0
Enterobacter cloacae complex sp.,0.0
Enterobacter cloacae complex sp. ECNIH7,0.0
Enterobacter cloacae complex sp. FDA-CDC-AR_0164,0.0
Enterobacter cloacae complex sp. FDA-CDC-AR_0132,0.0
Enterobacter ludwigii,0.0
Enterobacter sichuanensis,0.0
Enterobacter chengduensis,0.0
Citrobacter sp. RHBSTW-00881,0.0
Citrobacter sp. RHBSTW-00944,0.0
Salmonella sp. SJTUF14152,0.0
Citrobacter sp. FDAARGOS_156,0.0
Citrobacter portucalensis,0.0
Bacillus virus CP51,0.0
Lactobacillus prophage Lj771,0.0
Lactobacillus phage phi jlb1,0.0
Escherichia virus mEpX1,0.0
Citrobacter sedlakii,0.0
Citrobacter freundii complex sp. CFNIH2,0.0
Citrobacter sp. BIDMC107,0.0
Citrobacter freundii complex sp. CFNIH3,0.0
Citrobacter freundii complex sp. CFNIH9,0.0
Citrobacter youngae,0.0
Citrobacter sp. LY-1,0.0
Citrobacter sp. MGH 55,0.0
Citrobacter sp. BDA59-3,0.0
Citrobacter sp. LUTT5,0.0
Escherichia virus N15,0.0
Citrobacter sp. CFNIH10,0.0
Citrobacter sp. CRE-46,0.0
Citrobacter sp. RHB35-C21,0.0
Citrobacter sp. RHB35-C17,0.0
Citrobacter sp. TSA-1,0.0
Enterobacter chuandaensis,0.0
Enterobacter sp. E76,0.0
Enterobacter sp. JUb54,0.0
Enterobacter sp. RHBSTW-00994,0.0
Klebsiella sp. LTGPAF-6F,0.0
Klebsiella sp. WP8-S18-ESBL-06,0.0
Methanocaldococcus vulcanius,0.0
Klebsiella sp. A52,0.0
Klebsiella sp. LY,0.0
Klebsiella sp. RHBSTW-00464,0.0
Klebsiella sp. MPUS7,0.0
Klebsiella aerogenes,0.0
Klebsiella michiganensis,0.0
Klebsiella quasipneumoniae,0.0
Klebsiella huaxiensis,0.0
Klebsiella variicola,0.0
Klebsiella quasivariicola,0.0
Klebsiella africana,0.0
Serratia rubidaea,0.0
Methanobacterium lacus,0.0
Halobonum sp. NJ-3-1,0.0
Klebsiella grimontii,0.0
Methanosarcina barkeri,0.0
Salmonella sp. SSDFZ54,0.0
Salmonella sp. SSDFZ69,0.0
Klebsiella sp. BDA134-6,0.0
Klebsiella sp. STW0522-44,0.0
Shigella sp. PAMC 28760,0.0
Enterobacter sp. 18A13,0.0
Enterobacter sp. SA187,0.0
Enterobacter sp. 638,0.0
Enterobacter sp. RHBSTW-00175,0.0
Enterobacter sp. SGAir0187,0.0
Enterobacter sp. RHB15-C17,0.0
Enterobacter sp. SES19,0.0
Enterobacter sp. N18-03635,0.0
Enterobacter sp. R4-368,0.0
Enterobacter sp. RHBSTW-00975,0.0
Enterobacter sp. DSM 30060,0.0
Shigella sonnei,0.0
Enterobacter sp. RHBSTW-00422,0.0
Enterobacter sp. HK169,0.0
Enterobacter sp. E20,0.0
Enterobacter oligotrophicus,0.0
Enterobacter soli,0.0
Enterobacter bugandensis,0.0
Enterobacter mori,0.0
Enterobacterial phage mEp390,0.0
Thermococcus siculi,0.0
Serratia plymuthica,0.0
Yersinia pseudotuberculosis,0.0
Serratia proteamaculans,0.0
Achromobacter deleyi,0.0
Bordetella hinzii,0.0
Algicoccus marinus,0.0
Janthinobacterium agaricidamnosum,0.0
Janthinobacterium sp. B9-8,0.0
Massilia armeniaca,0.0
Sutterella wadsworthensis,0.0
Pseudogulbenkiania sp. NH8B,0.0
Dechloromonas sp. TW-R-39-2,0.0
Rhizobium rhizoryzae,0.0
Rhizobium leguminosarum,0.0
Agrobacterium sp. T29,0.0
Ensifer alkalisoli,0.0
Candidatus Filomicrobium marinum,0.0
Methyloceanibacter sp. wino2,0.0
Bartonella alsatica,0.0
Pseudorhodoplanes sinuspersici,0.0
Bradyrhizobium diazoefficiens,0.0
Methylocystis rosea,0.0
Bosea sp. F3-2,0.0
Labrenzia alexandrii,0.0
Eremothecium sinecaudum,0.0
Erythrobacter neustonensis,0.0
Novosphingobium resinovorum,0.0
Pusillimonas thiosulfatoxidans,0.0
Achromobacter pestifer,0.0
Yersinia pestis,0.0
Polaromonas vacuolata,0.0
Aeromonas veronii,0.0
Aeromonas salmonicida,0.0
Tolumonas auensis,0.0
Legionella geestiana,0.0
Kineobactrum salinum,0.0
Methylomonas paludis,0.0
Babesia bigemina,0.0
Methylomonas sp. EFPC1,0.0
Sedimenticola thiotaurini,0.0
Homo sapiens,0.0
Cryptococcus neoformans,0.0
Ustilago maydis,0.0
Cupriavidus taiwanensis,0.0
Cupriavidus oxalaticus,0.0
Burkholderia contaminans,0.0
Burkholderia pseudomallei,0.0
Burkholderia gladioli,0.0
Paraburkholderia phenoliruptrix,0.0
Polynucleobacter sp. MWH-UH35A,0.0
Rhodoferax sediminis,0.0
Rhodoferax koreense,0.0
Comamonas testosteroni,0.0
Variovorax sp. RKNM96,0.0
Sphingobium japonicum,0.0
Rickettsia canadensis,0.0
Komagataeibacter nataicola,0.0
Parasaccharibacter apium,0.0
Gimesia aquarii,0.0
Gimesia algae,0.0
Pirellula sp. SH-Sr6A,0.0
Gemmata sp. SH-PL17,0.0
Candidatus Kuenenia stuttgartiensis,0.0
Chlamydia pneumoniae,0.0
Chlamydia sp. 2742-308,0.0
Leptotrichia sp. oral taxon 212,0.0
Leptotrichia wadei,0.0
Pseudoleptotrichia goodfellowii,0.0
Fusobacterium nucleatum,0.0
Fusobacterium varium,0.0
Fusobacterium mortiferum,0.0
Treponema parvum,0.0
Treponema azotonutricium,0.0
Treponema caldarium,0.0
Treponema sp. Marseille-Q4132,0.0
Sphaerochaeta pleomorpha,0.0
Leptospira mayottensis,0.0
Leptospira weilii,0.0
Brachyspira pilosicoli,0.0
Dissulfurispira thermophila,0.0
Drechmeria coniospora,0.0
Isosphaera pallida,0.0
Tetrapisispora phaffii,0.0
Mariprofundus ferrinatatus,0.0
Desulfonema limicola,0.0
Gluconobacter oxydans,0.0
Azospirillum oryzae,0.0
Aestuarium zhoushanense,0.0
Pontivivens sp. MT2928,0.0
Sulfitobacter pseudonitzschiae,0.0
Dinoroseobacter shibae,0.0
Candidatus Pelagibacter sp. HIMB1321,0.0
Kluyveromyces lactis,0.0
Micavibrio aeruginosavorus,0.0
Desulfonema magnum,0.0
Desulfobulbus oralis,0.0
Nitrosophilus alvini,0.0
Myxococcus stipitatus,0.0
Stigmatella aurantiaca,0.0
Desulfovibrio sp. IOR2,0.0
Pseudodesulfovibrio mercurii,0.0
Geoalkalibacter subterraneus,0.0
Persicimonas caeni,0.0
Campylobacter armoricus,0.0
Sulfurospirillum halorespirans,0.0
Sulfurimonas sp. B2,0.0
Helicobacter sp. MIT 01-6242,0.0
Granulosicoccus antarcticus,0.0
Acidihalobacter ferrooxydans,0.0
Caldichromatium japonicum,0.0
Pseudomonas syringae,0.0
Erwinia sp. Ejp617,0.0
Buchnera aphidicola,0.0
Mixta calida,0.0
Hafnia alvei,0.0
Edwardsiella ictaluri,0.0
Edwardsiella hoshinae,0.0
Edwardsiella anguillarum,0.0
Candidatus Sodalis pierantonius,0.0
Sodalis endosymbiont of Henestaris halophilus,0.0
Plesiomonas shigelloides,0.0
Pragia fontium,0.0
Pseudomonas campi,0.0
Pseudomonas entomophila,0.0
Pseudomonas stutzeri,0.0
Pseudomonas xanthomarina,0.0
Pseudomonas sp. MPC6,0.0
Leishmania panamensis,0.0
Pseudomonas sp. DY-1,0.0
Pseudomonas frederiksbergensis,0.0
Pseudomonas oryzae,0.0
Besnoitia besnoiti,0.0
Pseudomonas putida,0.0
Pseudomonas aeruginosa,0.0
Erwinia tasmaniensis,0.0
Candidatus Erwinia haradaeae,0.0
Pantoea vagans,0.0
Proteus mirabilis,0.0
Neurospora crassa,0.0
Yersinia similis,0.0
Yersinia frederiksenii,0.0
Yersinia enterocolitica,0.0
Ewingella americana,0.0
Rahnella aquatilis,0.0
Photorhabdus thracensis,0.0
Photorhabdus asymbiotica,0.0
Photorhabdus laumondii,0.0
Morganella morganii,0.0
Proteus vulgaris,0.0
Pantoea agglomerans,0.0
Providencia rustigianii,0.0
Providencia rettgeri,0.0
Citrobacter braakii,0.0
Providencia vermicola,0.0
Xenorhabdus budapestensis,0.0
Xenorhabdus doucetiae,0.0
Arsenophonus nasoniae,0.0
Pantoea sp. At-9b,0.0
Pantoea sp. 201603H,0.0
Pantoea sp. CCBC3-3-1,0.0
Pseudomonas trivialis,0.0
Permianibacter aggregans,0.0
Rheinheimera sp. LHK132,0.0
Moraxella cuniculi,0.0
Pseudoalteromonas carrageenovora,0.0
Pseudoalteromonas ruthenica,0.0
Psychrosphaera sp. MTZ26,0.0
Shewanella marisflavi,0.0
Plasmodium falciparum,0.0
Shewanella sp. YLB-08,0.0
Marinobacter sp. NP-4(2019),0.0
Catenovulum sp. CCB-QB4,0.0
Paraglaciecola mesophila,0.0
Xanthomonas hortorum,0.0
Ahniella affigens,0.0
Kushneria phosphatilytica,0.0
Halomonas subglaciescola,0.0
Candidatus Carsonella ruddii,0.0
Neptunomonas phycophila,0.0
Thalassolituus oleivorans,0.0
Saccharospirillum mangrovi,0.0
Oleiphilus messinensis,0.0
Actinobacillus pleuropneumoniae,0.0
Actinobacillus sp. GY-402,0.0
Haemophilus influenzae,0.0
Histophilus somni,0.0
Nitrosococcus wardiae,0.0
Pseudoalteromonas rubra,0.0
Pseudoalteromonas luteoviolacea,0.0
Pseudoalteromonas xiamenensis,0.0
Vibrio parahaemolyticus,0.0
Moraxella catarrhalis,0.0
Acinetobacter nosocomialis,0.0
Acinetobacter schindleri,0.0
Psychrobacter sp. AntiMn-1,0.0
Beggiatoa leptomitoformis,0.0
Hydrogenovibrio thermophilus,0.0
Thiomicrorhabdus aquaedulcis,0.0
Photobacterium damselae,0.0
Photobacterium sp. GJ3,0.0
Photobacterium ganghwense,0.0
Vibrio alginolyticus,0.0
Pseudoalteromonas shioyasakiensis,0.0
Vibrio campbellii,0.0
Vibrio vulnificus,0.0
Vibrio breoganii,0.0
Vibrio hyugaensis,0.0
Vibrio tapetis,0.0
Vibrio navarrensis,0.0
Vibrio nigripulchritudo,0.0
Vibrio taketomensis,0.0
Vibrio sp. B1FLJ16,0.0
Pseudoalteromonas sp. Xi13,0.0
Providencia alcalifaciens,0.0
Sphingobacterium multivorum,0.0
Citrobacter werkmanii,0.0
Clostridium gasigenes,0.0
Lachnoclostridium phytofermentans,0.0
Faecalicatena sp. Marseille-Q4148,0.0
Butyrivibrio fibrisolvens,0.0
Butyrivibrio proteoclasticus,0.0
Butyrivibrio hungatei,0.0
Lacrimispora sphenoides,0.0
Lacrimispora saccharolytica,0.0
Enterocloster bolteae,0.0
Enterocloster clostridioformis,0.0
Anaerocolumna cellulosilytica,0.0
Anaerocolumna sp. CTTW,0.0
Anaerocolumna sedimenticola,0.0
Pseudobutyrivibrio xylanivorans,0.0
Herbinix luporum,0.0
Lachnospira eligens,0.0
Ruminococcus albus,0.0
Ruminococcus bicirculans,0.0
Ruminococcus champanellensis,0.0
Flavonifractor plautii,0.0
Oscillibacter sp. MM59,0.0
Oscillibacter sp. PEA192,0.0
Mageeibacillus indolicus,0.0
Ruthenibacterium lactatiformans,0.0
Lachnoclostridium sp. YL32,0.0
Clostridium hylemonae,0.0
Lachnoclostridium phocaeense,0.0
Hathewaya histolytica,0.0
Clostridium argentinense,0.0
Clostridium novyi,0.0
Clostridium tetani,0.0
Clostridium sporogenes,0.0
Clostridium pasteurianum,0.0
Clostridium taeniosporum,0.0
Clostridium cochlearium,0.0
Hungatella hathewayi,0.0
Sarcina sp. JB2,0.0
Alkaliphilus metalliredigens,0.0
Anaerostipes caccae,0.0
Clostridium scindens,0.0
Anaerostipes rhamnosivorans,0.0
Blautia sp. LZLJ-3,0.0
Blautia producta,0.0
Blautia hansenii,0.0
Blautia argi,0.0
Coprococcus comes,0.0
Coprococcus catus,0.0
Coprococcus sp. ART55/1,0.0
Ruminococcus torques,0.0
Ruminococcus gnavus,0.0
Acetivibrio saccincola,0.0
Dysosmobacter sp. Marseille-Q4140,0.0
Acutalibacter muris,0.0
Lactobacillus ultunensis,0.0
Tetragenococcus halophilus,0.0
Lactobacillus gasseri,0.0
Lactobacillus helveticus,0.0
Lactobacillus johnsonii,0.0
Lactobacillus taiwanensis,0.0
Lactobacillus delbrueckii,0.0
Lactobacillus amylovorus,0.0
Lactobacillus amylolyticus,0.0
Lactobacillus sp. JM1,0.0
Lactobacillus acidophilus,0.0
Lactobacillus crispatus,0.0
Enterococcus saigonensis,0.0
Limosilactobacillus reuteri,0.0
Limosilactobacillus gastricus,0.0
Lactiplantibacillus plantarum,0.0
Lactiplantibacillus pentosus,0.0
Oenococcus oeni,0.0
Lacticaseibacillus paracasei,0.0
Ligilactobacillus salivarius,0.0
Weissella confusa,0.0
Levilactobacillus brevis,0.0
Streptococcus sp. HKU75,0.0
Melissococcus plutonius,0.0
Tepidanaerobacter acetatoxydans,0.0
Caproiciproducens sp. NJN-50,0.0
Romboutsia sp. CE17,0.0
Eubacterium maltosivorans,0.0
Eubacterium cellulosolvens,0.0
Eubacterium callanderi,0.0
Massilistercora timonensis,0.0
Flintibacter sp. KGMB00164,0.0
Aminipila sp. JN-18,0.0
Aminipila butyrica,0.0
Intestinimonas butyriciproducens,0.0
Clostridioides difficile,0.0
Filifactor alocis,0.0
Desulfallas gibsoniae,0.0
Halobacteroides halobius,0.0
Desulfotomaculum ruminis,0.0
Desulfofarcimen acetoxidans,0.0
Christensenella sp. Marseille-P3954,0.0
Syntrophomonas wolfei,0.0
Vallitalea guaymasensis,0.0
Petrocella atlantisensis,0.0
Moorella glycerini,0.0
Caldicellulosiruptor owensensis,0.0
Caldicellulosiruptor changbaiensis,0.0
Mahella australiensis,0.0
Clostridium saccharoperbutylacetonicum,0.0
Clostridium isatidis,0.0
Streptococcus equinus,0.0
Clostridium fermenticellae,0.0
Leucobacter insecticola,0.0
Leifsonia sp. PS1209,0.0
Pseudarthrobacter psychrotolerans,0.0
Psychromicrobium lacuslunae,0.0
Cellulomonas sp. JZ18,0.0
Brevibacterium linens,0.0
Dermabacter jinjuensis,0.0
Cutibacterium avidum,0.0
Cutibacterium granulosum,0.0
Microlunatus soli,0.0
Tessaracoccus timonensis,0.0
Nocardioides sp. HY056,0.0
Nocardioides sp. S-1144,0.0
Nocardioides dokdonensis,0.0
Aeromicrobium sp. zg-629,0.0
Schaalia odontolytica,0.0
Actinomyces pacaensis,0.0
Mycolicibacterium aurum,0.0
Mycolicibacterium anyangense,0.0
Mycobacterium haemophilum,0.0
Mycolicibacter hiberniae,0.0
Corynebacterium yudongzhengii,0.0
Corynebacterium sp. 1959,0.0
Microbacterium sediminis,0.0
Microbacterium chocolatum,0.0
Microbacterium sp. ABRD_28,0.0
Bifidobacterium thermophilum,0.0
Bifidobacterium scardovii,0.0
Bifidobacterium saguini,0.0
Bifidobacterium animalis,0.0
Bifidobacterium catenulatum,0.0
Bifidobacterium adolescentis,0.0
Bifidobacterium dentium,0.0
Bifidobacterium pseudocatenulatum,0.0
Bifidobacterium angulatum,0.0
Bifidobacterium imperatoris,0.0
Bifidobacterium lemurum,0.0
Bifidobacterium pullorum,0.0
Microbacterium sp. HY82,0.0
Bifidobacterium eulemuris,0.0
Bifidobacterium pseudolongum,0.0
Bifidobacterium subtile,0.0
Bifidobacterium choerinum,0.0
Bifidobacterium actinocoloniiforme,0.0
Bifidobacterium indicum,0.0
Bifidobacterium coryneforme,0.0
Bifidobacterium asteroides,0.0
Curtobacterium sp. YC1,0.0
Microbacterium sp. Nx66,0.0
Gordonia sp. 1D,0.0
Nocardia seriolae,0.0
Streptomyces sp. 3214.6,0.0
Clostridium perfringens,0.0
Adlercreutzia equolifaciens,0.0
Rubrobacter xylanophilus,0.0
Clostridium botulinum,0.0
Clostridium sp. CT4,0.0
Clostridium sp. SY8519,0.0
Clostridium sp. DL-VIII,0.0
Clostridium sp. JN-1,0.0
Clostridium sp. MF28,0.0
Clostridium sp. AWRP,0.0
Clostridium beijerinckii,0.0
Clostridium baratii,0.0
Berryella intestinalis,0.0
Clostridium diolis,0.0
Clostridium chauvoei,0.0
Clostridium saccharobutylicum,0.0
Clostridium septicum,0.0
Clostridium estertheticum,0.0
Clostridium kluyveri,0.0
Clostridium acetobutylicum,0.0
Clostridium aceticum,0.0
Clostridium bornimense,0.0
Clostridium thermarum,0.0
Arabia massiliensis,0.0
Eggerthella sp. HF-1101,0.0
Streptomyces sp. GMY01,0.0
Amycolatopsis mediterranei,0.0
Streptomyces sp. NA02950,0.0
Streptomyces niveus,0.0
Streptomyces ambofaciens,0.0
Streptomyces alboflavus,0.0
Streptomyces albireticuli,0.0
Streptomyces vinaceus,0.0
Salinispora tropica,0.0
Salinispora arenicola,0.0
Micromonospora coriariae,0.0
Phytohabitans flavus,0.0
Saccharopolyspora erythraea,0.0
Eggerthella sp. YY7918,0.0
Streptosporangium sp. 'caverna',0.0
Actinomadura sp. WMMB 499,0.0
Nocardiopsis dassonvillei,0.0
Olsenella sp. LZLJ-2,0.0
Olsenella uli,0.0
Parolsenella massiliensis,0.0
Parolsenella catena,0.0
Gordonibacter pamelaeae,0.0
Gordonibacter urolithinfaciens,0.0
Eggerthella lenta,0.0
Streptococcus sp. oral taxon 431,0.0
Streptococcus canis,0.0
Escherichia sp. SCLE84,0.0
Bacteroides sp. HF-162,0.0
Alistipes shahii,0.0
Alistipes megaguti,0.0
Alistipes sp. dk3624,0.0
Alistipes dispar,0.0
Phocaeicola coprophilus,0.0
Phocaeicola salanitronis,0.0
Odoribacter splanchnicus,0.0
Sodaliphilus pleomorphus,0.0
Duncaniella dubosii,0.0
Muribaculum gordoncarteri,0.0
Coprobacter secundus,0.0
Barnesiella viscericola,0.0
Porphyromonas asaccharolytica,0.0
Porphyromonas gingivalis,0.0
Porphyromonas sp. oral taxon 275,0.0
Porphyromonas crevioricanis,0.0
Proteiniphilum saccharofermentans,0.0
Paludibacter propionicigenes,0.0
Tenuifilum thalassicum,0.0
Chryseobacterium sp.,0.0
Chryseobacterium sp. 3008163,0.0
Chryseobacterium sp. IHB B 17019,0.0
Chryseobacterium sp. JV274,0.0
Alistipes onderdonkii,0.0
Alistipes indistinctus,0.0
Alistipes communis,0.0
Bacteroides luhongzhouii,0.0
Bacteroides ovatus,0.0
Bacteroides zhangwenhongi,0.0
Bacteroides eggerthii,0.0
Bacteroides zoogleoformans,0.0
Bacteroides caecimuris,0.0
Bacteroides coprosuis,0.0
Bacteroides heparinolyticus,0.0
Bacteroides helcogenes,0.0
Bacteroides salyersiae,0.0
Bacteroides intestinalis,0.0
Prevotella sp. WR041,0.0
Alloprevotella sp. E39,0.0
Prevotella sp. oral taxon 475,0.0
Prevotella intermedia,0.0
Prevotella histicola,0.0
Prevotella multiformis,0.0
Prevotella oris,0.0
Prevotella nigrescens,0.0
Prevotella veroralis,0.0
Prevotella fusca,0.0
Prevotella jejuni,0.0
Prevotella scopos,0.0
Chryseobacterium sp. StRB126,0.0
Chryseobacterium sp. cx-624,0.0
Chryseobacterium nakagawai,0.0
Sphingobacterium sp. DR205,0.0
Fibrella sp. ES10-3-2-2,0.0
Spirosoma sp. KUDC1026,0.0
Spirosoma aureum,0.0
Hymenobacter qilianensis,0.0
Chryseolinea soli,0.0
Chitinophaga pinensis,0.0
Chitinophaga sp. MD30,0.0
Phnomibacter ginsenosidimutans,0.0
Arachidicoccus ginsenosidivorans,0.0
Niastella koreensis,0.0
Mucilaginibacter mallensis,0.0
Echinicola vietnamensis,0.0
Mucilaginibacter celer,0.0
Mucilaginibacter ginsenosidivorans,0.0
Mucilaginibacter ginsenosidivorax,0.0
Mucilaginibacter sp. F39-2,0.0
Pedobacter sp. KBS0701,0.0
Pedobacter sp. JBR3-12,0.0
Pedobacter heparinus,0.0
Olivibacter sp. LS-1,0.0
Chlorobium phaeobacteroides,0.0
Fibrobacter succinogenes,0.0
Echinicola rosea,0.0
Echinicola strongylocentroti,0.0
Chryseobacterium indoltheticum,0.0
Flavobacterium album,0.0
Chryseobacterium carnipullorum,0.0
Chryseobacterium joostei,0.0
Chryseobacterium aureum,0.0
Riemerella anatipestifer,0.0
Elizabethkingia anophelis,0.0
Cloacibacterium caeni,0.0
Apibacter sp. B3706,0.0
Arenibacter algicola,0.0
Flavobacterium sp. CLA17,0.0
Flavobacterium sediminis,0.0
Flavobacterium magnum,0.0
Fluviicola taffensis,0.0
Flavobacterium johnsoniae,0.0
Capnocytophaga stomatis,0.0
Capnocytophaga canimorsus,0.0
Olleya sp. Bg11-27,0.0
Croceibacter atlanticus,0.0
Myroides phaeus,0.0
Cellulophaga lytica,0.0
Salegentibacter salegens,0.0
Polaribacter sp. KT 15,0.0
Winogradskyella sp. PC-19,0.0
Bacteroides sp. A1C1,0.0
Bacteroides sp. M10,0.0
Streptococcus pneumoniae,0.0
Bacteroides sp. CACC 737,0.0
Paenibacillus swuensis,0.0
Paenibacillus guangzhouensis,0.0
Paenibacillus stellifer,0.0
Paenibacillus barcinonensis,0.0
Paenibacillus xylanexedens,0.0
Paenibacillus alvei,0.0
Paenibacillus cellulositrophicus,0.0
Brevibacillus brevis,0.0
Aneurinibacillus soli,0.0
Cohnella abietis,0.0
Bacillus mycoides,0.0
Bacillus anthracis,0.0
Bacillus sp. Cs-700,0.0
Bacillus sp. THAF10,0.0
Bacillus sp. FJAT-42376,0.0
Bacillus sp. PAMC26568,0.0
Bacillus sonorensis,0.0
Bacillus dafuensis,0.0
Cytobacillus ciccensis,0.0
Cytobacillus gottheilii,0.0
Pontibacillus sp. HMF3514,0.0
Pontibacillus sp. ALD_SL1,0.0
Peribacillus psychrosaccharolyticus,0.0
Paenibacillus psychroresistens,0.0
Paenibacillus tritici,0.0
Paenibacillus donghaensis,0.0
Staphylococcus aureus,0.0
Streptococcus suis,0.0
Streptococcus cristatus,0.0
Streptococcus pyogenes,0.0
Streptococcus halotolerans,0.0
Lactococcus lactis,0.0
Dolosigranulum pigrum,0.0
Jeotgalibaca porci,0.0
Carnobacterium maltaromaticum,0.0
Suicoccus acidiformans,0.0
