Species,RA
Novosphingobium sp. ABRDHK2,0.0
Parasphingopyxis algicola,0.0
Rickettsia canadensis,0.0
Komagataeibacter rhaeticus,0.0
Geoalkalibacter subterraneus,0.0
Parasaccharibacter apium,0.0
Thalassospira indica,0.0
Ferrovibrio terrae,0.0
Brevundimonas mediterranea,0.0
Asticcacaulis excentricus,0.0
Rhodobacter capsulatus,0.0
Desulfonema limicola,0.0
Desulfonema magnum,0.0
Desulfobacula toluolica,0.0
Desulfobulbus oralis,0.0
Pseudodesulfovibrio mercurii,0.0
Pseudolabrys taiwanensis,0.0
Stappia sp. ES.058,0.0
Bosea vaviloviae,0.0
Methylocystis rosea,0.0
Bordetella genomosp. 13,0.0
Pusillimonas thiosulfatoxidans,0.0
Janthinobacterium agaricidamnosum,0.0
Massilia armeniaca,0.0
Duganella sp. AF9R3,0.0
Rhizobacter sp. AJA081-3,0.0
Candidatus Methylopumilus planktonicus,0.0
Ferrigenium kumadai,0.0
Methyloversatilis sp. RAC08,0.0
Vitreoscilla sp. C1,0.0
Pseudogulbenkiania sp. NH8B,0.0
Candidatus Kinetoplastibacterium desouzaii,0.0
Azoarcus sp. DN11,0.0
Bradyrhizobium diazoefficiens,0.0
Bradyrhizobium sp. PSBB068,0.0
Bradyrhizobium sp. SK17,0.0
Bradyrhizobium sp. CCBAU 53340,0.0
Bradyrhizobium cosmicum,0.0
Rhodopseudomonas sp. SK50-23,0.0
Brucella anthropi,0.0
Brucella sp. 09RB8471,0.0
Sinorhizobium medicae,0.0
Bartonella alsatica,0.0
Pseudodesulfovibrio profundus,0.0
Geobacter metallireducens,0.0
Pantoea sp. MT58,0.0
Plasmodium chabaudi,0.0
Drechmeria coniospora,0.0
Fusarium verticillioides,0.0
Neurospora crassa,0.0
Botrytis cinerea,0.0
Aspergillus luchuensis,0.0
Kluyveromyces lactis,0.0
Tetrapisispora phaffii,0.0
Cryptococcus neoformans,0.0
Ustilago maydis,0.0
Homo sapiens,0.0
Babesia bigemina,0.0
Methanoplanus limicola,0.0
Geobacter pickeringii,0.0
Methanocorpusculum labreanum,0.0
Methanosalsum zhilinae,0.0
Halolamina sp. CBA1230,0.0
Methanobacterium lacus,0.0
Methanococcus maripaludis,0.0
Archaeoglobus fulgidus,0.0
Escherichia virus N15,0.0
Escherichia virus mEpX1,0.0
Lactobacillus phage phi jlb1,0.0
Lactobacillus phage KC5a,0.0
Bacillus virus CP51,0.0
Luteitalea pratensis,0.0
Leptospira mayottensis,0.0
Brachyspira pilosicoli,0.0
Salinispira pacifica,0.0
Persicimonas caeni,0.0
Sulfurimonas sp. B2,0.0
Helicobacter cinaedi,0.0
Helicobacter suis,0.0
Sulfurospirillum halorespirans,0.0
Pseudoarcobacter acticola,0.0
Mariprofundus ferrinatatus,0.0
Halobacteriovorax marinus,0.0
Luteolibacter luteus,0.0
Isosphaera pallida,0.0
Gemmata sp. SH-PL17,0.0
Limnoglobus roseus,0.0
Fusobacterium nucleatum,0.0
Fusobacterium varium,0.0
Fusobacterium mortiferum,0.0
Leptotrichia sp. oral taxon 212,0.0
Leptotrichia wadei,0.0
Sebaldella termitidis,0.0
Treponema parvum,0.0
Treponema caldarium,0.0
Treponema sp. Marseille-Q4132,0.0
Sphaerochaeta pleomorpha,0.0
Sphaerochaeta coccoides,0.0
Bordetella hinzii,0.0
Achromobacter pestifer,0.0
Diaphorobacter aerolatus,0.0
Francisella tularensis,0.0
Acinetobacter baumannii,0.0
Acinetobacter pittii,0.0
Acinetobacter sp. WCHA55,0.0
Acinetobacter schindleri,0.0
Acinetobacter wuhouensis,0.0
Moraxella cuniculi,0.0
Moraxella osloensis,0.0
Psychrobacter sp. AntiMn-1,0.0
Beggiatoa leptomitoformis,0.0
Hydrogenovibrio thermophilus,0.0
Thiosulfatimonas sediminis,0.0
Xanthomonas citri,0.0
Polaromonas vacuolata,0.0
Xanthomonas oryzae,0.0
Xanthomonas hortorum,0.0
Stenotrophomonas sp. ZAC14A_NAIMI4_1,0.0
Vibrio cholerae,0.0
Vibrio sp. Scap24,0.0
Vibrio sp. B1FLJ16,0.0
Vibrio cidicii,0.0
Vibrio hyugaensis,0.0
Vibrio parahaemolyticus,0.0
Vibrio alfacsensis,0.0
Photobacterium damselae,0.0
Acinetobacter nosocomialis,0.0
Entomomonas sp. F2A,0.0
Pseudomonas glycinae,0.0
Pseudomonas oryzihabitans,0.0
Pantoea sp. SM3640,0.0
Pantoea agglomerans,0.0
Pantoea ananatis,0.0
Pantoea alhagi,0.0
Buchnera aphidicola,0.0
Citrobacter sp. BDA59-3,0.0
Mixta calida,0.0
Edwardsiella ictaluri,0.0
Sodalis endosymbiont of Henestaris halophilus,0.0
Sodalis sp. dw_23,0.0
Plesiomonas shigelloides,0.0
Leminorella richardii,0.0
Pseudomonas entomophila,0.0
Pseudomonas campi,0.0
Pseudomonas oryzae,0.0
Pseudomonas fluorescens,0.0
Pseudomonas trivialis,0.0
Pseudomonas stutzeri,0.0
Pseudomonas sp. S35,0.0
Pseudomonas frederiksbergensis,0.0
Pseudomonas aeruginosa,0.0
Pseudomonas psychrophila,0.0
Pseudomonas extremaustralis,0.0
Photobacterium sp. GJ3,0.0
[Haemophilus] ducreyi,0.0
Actinobacillus pleuropneumoniae,0.0
Halioglobus japonicus,0.0
Teredinibacter turnerae,0.0
Methylomonas sp. EFPC1,0.0
Candidatus Ruthia magnifica,0.0
Orbus sp. IPMB12,0.0
Solimonas sp. K1W22B-7,0.0
Burkholderia dolosa,0.0
Burkholderia cenocepacia,0.0
Burkholderia contaminans,0.0
Cupriavidus oxalaticus,0.0
Cupriavidus taiwanensis,0.0
Cupriavidus basilensis,0.0
Paraburkholderia phenoliruptrix,0.0
Paraburkholderia sp. PGU19,0.0
Paraburkholderia megapolitana,0.0
Lautropia mirabilis,0.0
Ralstonia solanacearum,0.0
Rhodoferax sediminis,0.0
Rhodoferax koreense,0.0
Variovorax sp. WDL1,0.0
Variovorax sp. RKNM96,0.0
Serpentinomonas mccroryi,0.0
Ottowia oryzae,0.0
Comamonas testosteroni,0.0
Cellvibrio japonicus,0.0
Kineobactrum salinum,0.0
Histophilus somni,0.0
Tolumonas auensis,0.0
Rodentibacter sp. DSM 111151,0.0
Shewanella marisflavi,0.0
Shewanella sp. Scap07,0.0
Shewanella bicestrii,0.0
Shewanella putrefaciens,0.0
Shewanella baltica,0.0
Marinobacter sp. NP-4(2019),0.0
Marinobacter sp. LPB0319,0.0
Lacimicrobium alkaliphilum,0.0
Pseudoalteromonas sp. Scap06,0.0
Pseudoalteromonas rubra,0.0
Ferrimonas lipolytica,0.0
Neptunomonas phycophila,0.0
Thalassolituus oleivorans,0.0
Kushneria phosphatilytica,0.0
Zymobacter palmae,0.0
Hahella sp. KA22,0.0
Allochromatium vinosum,0.0
Caldichromatium japonicum,0.0
Acidihalobacter ferrooxydans,0.0
Legionella geestiana,0.0
Aeromonas hydrophila,0.0
Aeromonas veronii,0.0
Citrobacter sp. MGH 55,0.0
Pedobacter steynii,0.0
Citrobacter sp. LY-1,0.0
Acetivibrio clariflavus,0.0
Herbinix luporum,0.0
Ruminococcus albus,0.0
Ruminococcus bicirculans,0.0
Oscillibacter sp. MM59,0.0
Oscillibacter sp. NSJ-62,0.0
Oscillibacter sp. MM35,0.0
Oscillibacter valericigenes,0.0
Flavonifractor plautii,0.0
Mageeibacillus indolicus,0.0
Acutalibacter muris,0.0
Pseudoclostridium thermosuccinogenes,0.0
Lachnoanaerobaculum umeaense,0.0
Monoglobus pectinilyticus,0.0
[Eubacterium] cellulosolvens,0.0
Eubacterium maltosivorans,0.0
Eubacterium callanderi,0.0
Eubacterium sp. NSJ-61,0.0
Clostridioides difficile,0.0
Romboutsia sp. CE17,0.0
Romboutsia ilealis,0.0
Acetoanaerobium sticklandii,0.0
Paraclostridium bifermentans,0.0
Pseudobutyrivibrio xylanivorans,0.0
Lachnospira eligens,0.0
Flintibacter sp. KGMB00164,0.0
Lachnoclostridium sp. YL32,0.0
Blautia hansenii,0.0
Blautia argi,0.0
Blautia producta,0.0
Coprococcus comes,0.0
Coprococcus catus,0.0
Coprococcus sp. ART55/1,0.0
[Ruminococcus] torques,0.0
[Ruminococcus] gnavus,0.0
[Clostridium] scindens,0.0
Lachnoclostridium phocaeense,0.0
[Clostridium] hylemonae,0.0
Anaerocolumna sp. CTTW,0.0
Lachnoclostridium phytofermentans,0.0
Faecalicatena sp. Marseille-Q4148,0.0
Butyrivibrio fibrisolvens,0.0
Butyrivibrio proteoclasticus,0.0
Enterocloster bolteae,0.0
Enterocloster clostridioformis,0.0
Lacrimispora sphenoides,0.0
Lacrimispora saccharolytica,0.0
Anaerocolumna sedimenticola,0.0
Anaerocolumna cellulosilytica,0.0
Massilistercora timonensis,0.0
Intestinimonas butyriciproducens,0.0
Citrobacter youngae,0.0
Ligilactobacillus salivarius,0.0
Lactiplantibacillus pentosus,0.0
Oenococcus oeni,0.0
Lacticaseibacillus paracasei,0.0
Lacticaseibacillus zeae,0.0
Weissella jogaejeotgali,0.0
Weissella cryptocerci,0.0
Lentilactobacillus hilgardii,0.0
Lentilactobacillus kefiri,0.0
Levilactobacillus brevis,0.0
Companilactobacillus pabuli,0.0
Streptococcus sp. oral taxon 431,0.0
Limosilactobacillus gastricus,0.0
Streptococcus sp. HKU75,0.0
Streptococcus agalactiae,0.0
Streptococcus oralis,0.0
Streptococcus cristatus,0.0
Streptococcus suis,0.0
Streptococcus pasteurianus,0.0
Streptococcus pneumoniae,0.0
Streptococcus pyogenes,0.0
Streptococcus parasanguinis,0.0
Streptococcus canis,0.0
Lactiplantibacillus plantarum,0.0
Limosilactobacillus reuteri,0.0
Desulfotomaculum reducens,0.0
Mahella australiensis,0.0
Desulfosporosinus orientis,0.0
Desulfallas gibsoniae,0.0
Vallitalea guaymasensis,0.0
Syntrophothermus lipocalidus,0.0
Christensenella minuta,0.0
Alkalicella caledoniensis,0.0
Moorella glycerini,0.0
Moorella thermoacetica,0.0
Thermacetogenium phaeum,0.0
Caldanaerobacter subterraneus,0.0
Thermoanaerobacterium xylanolyticum,0.0
Lactobacillus crispatus,0.0
Natranaerobius thermophilus,0.0
Lactobacillus gasseri,0.0
Lactobacillus helveticus,0.0
Lactobacillus johnsonii,0.0
Lactobacillus taiwanensis,0.0
Lactobacillus iners,0.0
Lactobacillus kefiranofaciens,0.0
Lactobacillus ultunensis,0.0
Lactobacillus jensenii,0.0
Lactobacillus amylolyticus,0.0
Blautia sp. LZLJ-3,0.0
Anaerostipes rhamnosivorans,0.0
Anaerostipes caccae,0.0
Nocardia cyriacigeorgica,0.0
Mycetocola sp. JXN-3,0.0
Brevibacterium linens,0.0
Brevibacterium casei,0.0
Dermabacter jinjuensis,0.0
Corynebacterium yudongzhengii,0.0
Corynebacterium callunae,0.0
Corynebacterium sp. 1959,0.0
Gordonia sp. 1D,0.0
Nocardia seriolae,0.0
Nocardia brasiliensis,0.0
Mycobacterium sp. DL440,0.0
Microbacterium chocolatum,0.0
Mycobacterium haemophilum,0.0
Mycolicibacterium austroafricanum,0.0
Mycolicibacterium confluentis,0.0
Dietzia sp. oral taxon 368,0.0
Streptomyces sp. ICC1,0.0
Streptomyces sp. NA02950,0.0
Streptomyces sp. HSG2,0.0
Streptomyces armeniacus,0.0
Streptomyces niveus,0.0
Streptomyces parvulus,0.0
Plantibacter sp. PA-3-X8,0.0
Microbacterium oxydans,0.0
Serpentinicella alkaliphila,0.0
Bifidobacterium subtile,0.0
Bifidobacterium scardovii,0.0
Bifidobacterium saguini,0.0
Bifidobacterium catenulatum,0.0
Bifidobacterium adolescentis,0.0
Bifidobacterium animalis,0.0
Bifidobacterium pseudocatenulatum,0.0
Bifidobacterium eulemuris,0.0
Bifidobacterium angulatum,0.0
Bifidobacterium thermophilum,0.0
Bifidobacterium imperatoris,0.0
Bifidobacterium dentium,0.0
Microbacterium sp. ABRD_28,0.0
Bifidobacterium pseudolongum,0.0
Bifidobacterium choerinum,0.0
Bifidobacterium pullorum,0.0
Bifidobacterium lemurum,0.0
Bifidobacterium asteroides,0.0
Bifidobacterium actinocoloniiforme,0.0
Bifidobacterium coryneforme,0.0
Curtobacterium sp. Csp2,0.0
Curtobacterium sp. YC1,0.0
Leucobacter insecticola,0.0
Streptomyces autolyticus,0.0
Streptomyces incarnatus,0.0
Cutibacterium avidum,0.0
Clostridium saccharobutylicum,0.0
Clostridium sp. 'deep sea',0.0
Clostridium perfringens,0.0
Clostridium beijerinckii,0.0
Clostridium baratii,0.0
Clostridium gasigenes,0.0
Clostridium taeniosporum,0.0
Clostridium kluyveri,0.0
Clostridium chauvoei,0.0
Clostridium intestinale,0.0
Clostridium acetobutylicum,0.0
Clostridium septicum,0.0
Cutibacterium granulosum,0.0
Clostridium sporogenes,0.0
Clostridium tetani,0.0
Clostridium saccharoperbutylacetonicum,0.0
Clostridium aceticum,0.0
Clostridium cellulovorans,0.0
Clostridium tyrobutyricum,0.0
Hungatella hathewayi,0.0
Alkaliphilus metalliredigens,0.0
Alkaliphilus oremlandii,0.0
Alkaliphilus sp. B6464,0.0
Clostridium sp. JN-1,0.0
Clostridium sp. JN-9,0.0
Clostridium sp. DL-VIII,0.0
Clostridium sp. SY8519,0.0
Nocardioides sp. HY056,0.0
Nocardioides dokdonensis,0.0
Schaalia odontolytica,0.0
Actinomyces pacaensis,0.0
Catellatospora sp. IY07-71,0.0
Thermobifida fusca,0.0
Candidatus Planktophila vernalis,0.0
Olsenella sp. LZLJ-2,0.0
Olsenella uli,0.0
Parolsenella massiliensis,0.0
Parolsenella catena,0.0
Lancefieldella parvula,0.0
Gordonibacter pamelaeae,0.0
Eggerthella lenta,0.0
Eggerthella sp. YY7918,0.0
Eggerthella sp. HF-1101,0.0
Berryella intestinalis,0.0
Adlercreutzia equolifaciens,0.0
Slackia heliotrinireducens,0.0
Clostridium botulinum,0.0
Clostridium sp. CT4,0.0
Streptococcus pantholopis,0.0
Lactococcus garvieae,0.0
Lactococcus taiwanensis,0.0
Chryseobacterium sp. POL2,0.0
Porphyromonas asaccharolytica,0.0
Porphyromonas sp. oral taxon 275,0.0
Proteiniphilum saccharofermentans,0.0
Salinivirga cyanobacteriivorans,0.0
Paludibacter propionicigenes,0.0
Tenuifilum thalassicum,0.0
Labilibaculum antarcticum,0.0
Chryseobacterium sp.,0.0
Chryseobacterium sp. 3008163,0.0
Chryseobacterium sp. StRB126,0.0
Chryseobacterium nakagawai,0.0
Barnesiella viscericola,0.0
Chryseobacterium joostei,0.0
Chryseobacterium carnipullorum,0.0
Chryseobacterium manosquense,0.0
Chryseobacterium indoltheticum,0.0
Chryseobacterium aureum,0.0
Elizabethkingia anophelis,0.0
Cloacibacterium caeni,0.0
Riemerella anatipestifer,0.0
Empedobacter falsenii,0.0
Flavobacterium sp. CLA17,0.0
Porphyromonas gingivalis,0.0
Coprobacter secundus,0.0
Prevotella sp. WR041,0.0
Prevotella enoeca,0.0
Prevotella sp. oral taxon 475,0.0
Prevotella nigrescens,0.0
Prevotella intermedia,0.0
Prevotella histicola,0.0
Prevotella oris,0.0
Prevotella veroralis,0.0
Prevotella scopos,0.0
Prevotella jejuni,0.0
Prevotella fusca,0.0
Prevotella multiformis,0.0
Alloprevotella sp. E39,0.0
Muribaculum gordoncarteri,0.0
Alistipes communis,0.0
Alistipes indistinctus,0.0
Alistipes onderdonkii,0.0
Alistipes megaguti,0.0
Alistipes shahii,0.0
Alistipes sp. dk3624,0.0
Phocaeicola salanitronis,0.0
Phocaeicola coprophilus,0.0
Odoribacter splanchnicus,0.0
Sodaliphilus pleomorphus,0.0
Flavobacterium johnsoniae,0.0
Flavobacterium magnum,0.0
Flavobacterium columnare,0.0
Pedobacter sp. PACM 27299,0.0
Arachidicoccus ginsenosidivorans,0.0
Arachidicoccus soli,0.0
Phnomibacter ginsenosidimutans,0.0
Mucilaginibacter mallensis,0.0
Mucilaginibacter celer,0.0
Mucilaginibacter ginsenosidivorax,0.0
Mucilaginibacter gotjawali,0.0
Sphingobacterium daejeonense,0.0
Sphingobacterium sp. DR205,0.0
Pedobacter sp. KBS0701,0.0
Haliscomenobacter hydrossis,0.0
Flavobacterium psychrophilum,0.0
Chlorobium phaeobacteroides,0.0
Fibrobacter succinogenes,0.0
Escherichia sp. SCLE84,0.0
Citrobacter werkmanii,0.0
Citrobacter portucalensis,0.0
Citrobacter freundii complex sp. CFNIH2,0.0
Citrobacter sp. BIDMC107,0.0
Citrobacter freundii complex sp. CFNIH4,0.0
Citrobacter sedlakii,0.0
Citrobacter braakii,0.0
Niastella koreensis,0.0
Chitinophaga sp. MD30,0.0
Chitinophaga pinensis,0.0
Chryseolinea soli,0.0
Flavobacterium sediminis,0.0
Flavobacterium crassostreae,0.0
Arenibacter algicola,0.0
Olleya sp. Bg11-27,0.0
Capnocytophaga cynodegmi,0.0
Capnocytophaga canimorsus,0.0
Dokdonia sp. MED134,0.0
Antarcticibacterium flavum,0.0
Salegentibacter salegens,0.0
Tenacibaculum maritimum,0.0
Myroides phaeus,0.0
Fluviicola taffensis,0.0
Hymenobacter qilianensis,0.0
Hymenobacter sp. DG25A,0.0
Hymenobacter sedentarius,0.0
Rufibacter radiotolerans,0.0
Echinicola strongylocentroti,0.0
Echinicola vietnamensis,0.0
Runella slithyformis,0.0
Spirosoma sp. KUDC1026,0.0
Fibrella sp. ES10-3-2-2,0.0
Prevotella sp. oral taxon 299,0.0
Bacteroides luhongzhouii,0.0
Lactococcus carnosus,0.0
Paenibacillus physcomitrellae,0.0
Evansella cellulosilytica,0.0
Lentibacillus sp. CBA3610,0.0
Bacillus circulans,0.0
Halobacillus halophilus,0.0
Paenibacillus sp. IHB B 3084,0.0
Paenibacillus sp. PAMC21692,0.0
Paenibacillus sp. BIHB4019,0.0
Paenibacillus riograndensis,0.0
Paenibacillus sonchi,0.0
Paenibacillus donghaensis,0.0
Paenibacillus beijingensis,0.0
Terribacillus goriensis,0.0
Paenibacillus swuensis,0.0
Paenibacillus thiaminolyticus,0.0
Paenibacillus protaetiae,0.0
Aneurinibacillus soli,0.0
Sporosarcina ureae,0.0
Sporosarcina sp. Marseille-Q4063,0.0
Planococcus halocryophilus,0.0
Kurthia sp. 11kri321,0.0
Planomicrobium glaciei,0.0
Solibacillus silvestris,0.0
Lysinibacillus timonensis,0.0
Bacillus horikoshii,0.0
Bacteroides intestinalis,0.0
Staphylococcus lugdunensis,0.0
Enterococcus faecium,0.0
Enterococcus mundtii,0.0
Enterococcus raffinosus,0.0
Melissococcus plutonius,0.0
Dolosigranulum pigrum,0.0
Jeotgalibaca porci,0.0
Jeotgalibaca ciconiae,0.0
Suicoccus acidiformans,0.0
Staphylococcus cohnii,0.0
Staphylococcus felis,0.0
Staphylococcus simulans,0.0
Pontibacillus sp. HMF3514,0.0
Staphylococcus pseudoxylosus,0.0
Staphylococcus debuckii,0.0
Staphylococcus succinus,0.0
Staphylococcus haemolyticus,0.0
[Micrococcus] candicans,0.0
Bacillus mycoides,0.0
Bacillus cereus,0.0
Bacillus sp. Y1,0.0
Virgibacillus dokdonensis,0.0
Virgibacillus sp. SK37,0.0
