Genus,RA
Campylobacter,0.0
Persicimonas,0.0
Geoalkalibacter,0.0
Bosea,0.0
Methylobacterium,0.0
Methylocystis,0.0
Polaromonas,0.0
Comamonas,0.0
Tetrapisispora,0.0
Polynucleobacter,0.0
Paraburkholderia,0.0
Burkholderia,0.0
Cupriavidus,0.0
Sedimenticola,0.0
Methylomonas,0.0
Kineobactrum,0.0
Legionella,0.0
Tolumonas,0.0
Aeromonas,0.0
Granulosicoccus,0.0
Acidihalobacter,0.0
Thioalkalivibrio,0.0
Caldichromatium,0.0
Rheinheimera,0.0
Nitrosococcus,0.0
Basfia,0.0
Variovorax,0.0
Achromobacter,0.0
Mesorhizobium,0.0
Pusillimonas,0.0
Bradyrhizobium,0.0
Pseudorhodoplanes,0.0
Brucella,0.0
Bartonella,0.0
Drechmeria,0.0
Methyloceanibacter,0.0
Filomicrobium,0.0
Neurospora,0.0
Aspergillus,0.0
Ensifer,0.0
Agrobacterium,0.0
Rhizobium,0.0
Dechloromonas,0.0
Pseudogulbenkiania,0.0
Sutterella,0.0
Massilia,0.0
Janthinobacterium,0.0
Algicoccus,0.0
Bordetella,0.0
Rhodoferax,0.0
Mucilaginibacter,0.0
Fibrobacter,0.0
Dysosmobacter,0.0
Romboutsia,0.0
Filifactor,0.0
Clostridioides,0.0
Intestinimonas,0.0
Aminipila,0.0
Flintibacter,0.0
Massilistercora,0.0
Caproiciproducens,0.0
Acutalibacter,0.0
Acetivibrio,0.0
Desulfotomaculum,0.0
Ruthenibacterium,0.0
Mageeibacillus,0.0
Oscillibacter,0.0
Flavonifractor,0.0
Ruminococcus,0.0
Lachnospira,0.0
Herbinix,0.0
Pseudobutyrivibrio,0.0
Anaerocolumna,0.0
Desulfallas,0.0
Desulfofarcimen,0.0
Jeotgalibaca,0.0
Lactiplantibacillus,0.0
Lactococcus,0.0
Streptococcus,0.0
Latilactobacillus,0.0
Levilactobacillus,0.0
Liquorilactobacillus,0.0
Weissella,0.0
Ligilactobacillus,0.0
Lacticaseibacillus,0.0
Oenococcus,0.0
Tetragenococcus,0.0
Christensenella,0.0
Melissococcus,0.0
Tepidanaerobacter,0.0
Halobacteroides,0.0
Mahella,0.0
Caldicellulosiruptor,0.0
Moorella,0.0
Petrocella,0.0
Vallitalea,0.0
Syntrophomonas,0.0
Enterocloster,0.0
Lacrimispora,0.0
Butyrivibrio,0.0
Tessaracoccus,0.0
Gordonia,0.0
Corynebacterium,0.0
Mycolicibacter,0.0
Mycobacterium,0.0
Mycolicibacterium,0.0
Actinomyces,0.0
Schaalia,0.0
Aeromicrobium,0.0
Nocardioides,0.0
Microlunatus,0.0
Faecalicatena,0.0
Cutibacterium,0.0
Dermabacter,0.0
Brevibacterium,0.0
Cellulomonas,0.0
Psychromicrobium,0.0
Pseudarthrobacter,0.0
Leifsonia,0.0
Leucobacter,0.0
Microbacterium,0.0
Nocardia,0.0
Streptomyces,0.0
Salinispora,0.0
Micromonospora,0.0
Lachnoclostridium,0.0
Mediterraneibacter,0.0
Hathewaya,0.0
Alkaliphilus,0.0
Sarcina,0.0
Hungatella,0.0
Rubrobacter,0.0
Adlercreutzia,0.0
Arabia,0.0
Berryella,0.0
Eggerthella,0.0
Gordonibacter,0.0
Parolsenella,0.0
Nocardiopsis,0.0
Actinomadura,0.0
Streptosporangium,0.0
Saccharopolyspora,0.0
Amycolatopsis,0.0
Phytohabitans,0.0
Dolosigranulum,0.0
Carnobacterium,0.0
Chlorobium,0.0
Barnesiella,0.0
Apibacter,0.0
Cloacibacterium,0.0
Elizabethkingia,0.0
Riemerella,0.0
Chryseobacterium,0.0
Tenuifilum,0.0
Paludibacter,0.0
Proteiniphilum,0.0
Porphyromonas,0.0
Coprobacter,0.0
Flavobacterium,0.0
Muribaculum,0.0
Duncaniella,0.0
Sodaliphilus,0.0
Odoribacter,0.0
Alloprevotella,0.0
Tannerella,0.0
Thermus,0.0
Caldilinea,0.0
Chloroflexus,0.0
Arenibacter,0.0
Capnocytophaga,0.0
Suicoccus,0.0
Hymenobacter,0.0
Olivibacter,0.0
Pedobacter,0.0
Curtobacterium,0.0
Sphingobacterium,0.0
Niastella,0.0
Arachidicoccus,0.0
Phnomibacter,0.0
Chitinophaga,0.0
Chryseolinea,0.0
Spirosoma,0.0
Olleya,0.0
Fibrella,0.0
Echinicola,0.0
Fluviicola,0.0
Winogradskyella,0.0
Polaribacter,0.0
Salegentibacter,0.0
Cellulophaga,0.0
Myroides,0.0
Croceibacter,0.0
Mycoplasmopsis,0.0
Mycoplasma,0.0
Stanieria,0.0
Aeribacillus,0.0
Gemella,0.0
Listeria,0.0
Jeotgalibacillus,0.0
Planococcus,0.0
Sporosarcina,0.0
Virgibacillus,0.0
Lederbergia,0.0
Priestia,0.0
Neobacillus,0.0
Peribacillus,0.0
Trichodesmium,0.0
Pontibacillus,0.0
Cytobacillus,0.0
Bacillus,0.0
Cohnella,0.0
Aneurinibacillus,0.0
Brevibacillus,0.0
Paenibacillus,0.0
Macrococcus,0.0
Staphylococcus,0.0
Alicyclobacillus,0.0
Staphylospora,0.0
Erysipelatoclostridium,0.0
Faecalitalea,0.0
Cyanobacterium,0.0
Geminocystis,0.0
Gloeothece,0.0
Calothrix,0.0
Brasilonema,0.0
Nostoc,0.0
Gloeobacter,0.0
Thermosynechococcus,0.0
Synechococcus,0.0
Anaerococcus,0.0
Helcococcus,0.0
Megasphaera,0.0
Pelosinus,0.0
Megamonas,0.0
Selenomonas,0.0
Longicatena,0.0
Erysipelothrix,0.0
Amedibacterium,0.0
Faecalibacillus,0.0
Siminovitchvirus,0.0
