Species,RA
Eubacterium cellulosolvens,0.0001
Hungatella hathewayi,0.0001
Eubacterium maltosivorans,0.0001
Lachnoclostridium sp. YL32,0.0001
Shigella boydii,0.0001
Limosilactobacillus gastricus,0.0001
Faecalitalea cylindroides,0.0001
Limosilactobacillus reuteri,0.0001
Anaerostipes caccae,0.0001
Klebsiella pneumoniae,0.0001
Lactobacillus taiwanensis,0.0001
Oscillibacter sp. MM59,0.0001
Lachnospira eligens,0.0001
Anaerocolumna cellulosilytica,0.0001
Anaerocolumna sedimenticola,0.0001
Bacteroides xylanisolvens,0.0001
Butyrivibrio proteoclasticus,0.0001
Lacrimispora sphenoides,0.0001
Shigella dysenteriae,0.0001
Shigella flexneri,0.0001
Clostridium sp. SY8519,0.0001
Babesia bigemina,0.0001
Butyrivibrio fibrisolvens,0.0001
Vibrio cholerae,0.0
Vibrio sp. THAF190c,0.0
Pseudomonas yamanorum,0.0
Acinetobacter baumannii,0.0
Pseudomonas oryzae,0.0
Entomomonas sp. F2A,0.0
Acinetobacter pittii,0.0
Oblitimonas alkaliphila,0.0
Pseudomonas taetrolens,0.0
Pseudomonas rhizosphaerae,0.0
Acinetobacter nosocomialis,0.0
Vibrio sp. Scap24,0.0
Acinetobacter lwoffii,0.0
Acinetobacter tandoii,0.0
Acinetobacter cumulans,0.0
Acinetobacter junii,0.0
Acinetobacter venetianus,0.0
Moraxella cuniculi,0.0
Moraxella catarrhalis,0.0
Acinetobacter guillouiae,0.0
Moraxella bovoculi,0.0
Psychrobacter sp. P11G5,0.0
Psychrobacter sp. AntiMn-1,0.0
Acinetobacter equi,0.0
Vibrio taketomensis,0.0
Acinetobacter towneri,0.0
Vibrio parahaemolyticus,0.0
Vibrio harveyi,0.0
Acinetobacter haemolyticus,0.0
Acinetobacter sp. WCHA55,0.0
Vibrio campbellii,0.0
Vibrio jasicida,0.0
Acinetobacter sp. Colony158,0.0
Acinetobacter sp. MYb10,0.0
Vibrio aquimaris,0.0
Pseudomonas lactis,0.0
Pseudomonas sp. St386,0.0
Pseudomonas umsongensis,0.0
Arsenophonus endosymbiont of Aphis craccivora,0.0
Proteus mirabilis,0.0
Proteus vulgaris,0.0
Xenorhabdus doucetiae,0.0
Xenorhabdus poinarii,0.0
Xenorhabdus budapestensis,0.0
Xenorhabdus hominickii,0.0
Morganella morganii,0.0
Pragia fontium,0.0
Providencia rettgeri,0.0
Providencia alcalifaciens,0.0
Photorhabdus asymbiotica,0.0
Edwardsiella tarda,0.0
Edwardsiella sp. EA181011,0.0
Candidatus Sodalis pierantonius,0.0
Dickeya solani,0.0
Dickeya poaceiphila,0.0
Dickeya dadantii,0.0
Pectobacterium versatile,0.0
Pectobacterium parmentieri,0.0
Pectobacterium carotovorum,0.0
Pectobacterium odoriferum,0.0
Pectobacterium atrosepticum,0.0
Pectobacterium polaris,0.0
Brenneria goodwinii,0.0
Brenneria rubrifaciens,0.0
Brenneria izadpanahii,0.0
Buchnera aphidicola,0.0
Mixta intestinalis,0.0
Mixta calida,0.0
Mixta gaviniae,0.0
Candidatus Erwinia haradaeae,0.0
Sodalis sp. dw_23,0.0
Plesiomonas shigelloides,0.0
Pseudomonas psychrophila,0.0
Pseudomonas alcaligenes,0.0
Pseudomonas xanthomarina,0.0
Pseudomonas syringae,0.0
Pseudomonas campi,0.0
Pseudomonas granadensis,0.0
Pseudomonas entomophila,0.0
Pseudomonas xinjiangensis,0.0
Pseudomonas mendocina,0.0
Pseudomonas fluorescens,0.0
Pseudomonas nitroreducens,0.0
Pseudomonas salegens,0.0
Pseudomonas putida,0.0
Pseudomonas oryzihabitans,0.0
Pseudomonas extremaustralis,0.0
Pseudomonas versuta,0.0
Pseudomonas stutzeri,0.0
Pseudomonas sp. S35,0.0
Vibrio europaeus,0.0
Pseudomonas sp. RW10S1,0.0
Pseudomonas sp. URMO17WK12:I11,0.0
Pseudomonas sp. C27(2019),0.0
Pseudomonas sp. R84,0.0
Pseudomonas sp. ABC1,0.0
Pseudomonas sp. DG56-2,0.0
Pseudomonas sp. DTU12.1,0.0
Pseudomonas sp. R4-34-07,0.0
Pseudomonas veronii,0.0
Pseudomonas protegens,0.0
Pseudomonas rhodesiae,0.0
Pseudomonas mucidolens,0.0
Pseudomonas synxantha,0.0
Pseudomonas azotoformans,0.0
Vibrio tubiashii,0.0
Dokdonella koreensis,0.0
Vibrio panuliri,0.0
Moritella yayanosii,0.0
Colwellia psychrerythraea,0.0
Colwellia sp. PAMC 21821,0.0
Colwellia sp. Arc7-D,0.0
Colwellia beringensis,0.0
Thalassotalea sp. LPB0316,0.0
Thalassotalea sp. HSM 43,0.0
Moritella sp. 24,0.0
Vibrio ponticus,0.0
Ferrimonas lipolytica,0.0
Aeromonas sp. FDAARGOS 1409,0.0
Aeromonas sp. 1805,0.0
Aeromonas veronii,0.0
Aeromonas media,0.0
Aeromonas hydrophila,0.0
Pseudoalteromonas atlantica,0.0
Pseudoalteromonas sp. Scap25,0.0
Pseudoalteromonas sp. 3J6,0.0
Pseudoalteromonas sp. Scap06,0.0
Pseudoalteromonas rubra,0.0
Shewanella violacea,0.0
Shewanella halifaxensis,0.0
Shewanella marisflavi,0.0
Shewanella sp. FJAT-53726,0.0
Shewanella sp. M2,0.0
Shewanella sp. FJAT-52962,0.0
Shewanella sp. Scap07,0.0
Catenovulum sp. CCB-QB4,0.0
Hydrocarboniclastica marina,0.0
Lacimicrobium alkaliphilum,0.0
Salinimonas sediminis,0.0
Alteromonas macleodii,0.0
Aeromonas salmonicida,0.0
Aeromonas encheleia,0.0
Dongshaea marina,0.0
Agarilytica rhodophyticola,0.0
Legionella pneumophila,0.0
Legionella sp. TUM19329,0.0
Legionella oakridgensis,0.0
Legionella jordanis,0.0
Coxiella endosymbiont of Amblyomma sculptum,0.0
Aquicella siphonis,0.0
Aquicella lusitana,0.0
Sulfurivermis fontis,0.0
Granulosicoccus antarcticus,0.0
Thiocystis violascens,0.0
Nitrosococcus wardiae,0.0
Allochromatium vinosum,0.0
Acidihalobacter ferrooxydans,0.0
Thioalkalivibrio sp. K90mix,0.0
Teredinibacter haidensis,0.0
Tolumonas auensis,0.0
Microbulbifer sp. SH-1,0.0
Microbulbifer sp. ALW1,0.0
Microbulbifer agarilyticus,0.0
Kineobactrum salinum,0.0
Halioglobus maricola,0.0
Halioglobus japonicus,0.0
Francisella sp. FSC1006,0.0
Francisella tularensis,0.0
Thiothrix sp.,0.0
Beggiatoa leptomitoformis,0.0
Thiomicrorhabdus aquaedulcis,0.0
Hydrogenovibrio thermophilus,0.0
Hydrogenovibrio marinus,0.0
Succinivibrio dextrinosolvens,0.0
Alteromonas mediterranea,0.0
Paraglaciecola sp. L3A3,0.0
Paraglaciecola sp. L1A13,0.0
Xanthomonas citri,0.0
Actinobacillus sp. GY-402,0.0
Actinobacillus pleuropneumoniae,0.0
Erwinia pyrifoliae,0.0
Haemophilus influenzae,0.0
Haemophilus ducreyi,0.0
Dyella sp. M7H15-1,0.0
Dyella caseinilytica,0.0
Luteimonas sp. JM171,0.0
Luteimonas chenhongjianii,0.0
Xylella taiwanensis,0.0
Pseudoxanthomonas spadix,0.0
Lysobacter oculi,0.0
Stenotrophomonas maltophilia,0.0
Xanthomonas vesicatoria,0.0
Photobacterium ganghwense,0.0
Bisgaardia hudsonensis,0.0
Photobacterium gaetbulicola,0.0
Photobacterium sp. GJ3,0.0
Photobacterium profundum,0.0
Photobacterium damselae,0.0
Vibrio nigripulchritudo,0.0
Vibrio mediterranei,0.0
Vibrio furnissii,0.0
Vibrio cincinnatiensis,0.0
Vibrio chagasii,0.0
Vibrio metoecus,0.0
Vibrio astriarenae,0.0
Vibrio vulnificus,0.0
Vibrio rumoiensis,0.0
Vibrio coralliilyticus,0.0
Pasteurella atlantica,0.0
Gallibacterium anatis,0.0
Paraglaciecola mesophila,0.0
Marinomonas sp. CT5,0.0
Marinobacter adhaerens,0.0
Marinobacter fonticola,0.0
Marinobacter salarius,0.0
Marinobacter sp. LPB0319,0.0
Marinobacter sp. NP-4(2019),0.0
Marinobacter sp. Arc7-DN-1,0.0
Endozoicomonas montiporae,0.0
Gynuella sunshinyii,0.0
Saccharospirillum mangrovi,0.0
Ketobacter alkanivorans,0.0
Bacterioplanes sanyensis,0.0
Neptunomonas concharum,0.0
Neptunomonas phycophila,0.0
Thalassolituus oleivorans,0.0
Marinomonas arctica,0.0
Mannheimia succiniciproducens,0.0
Marinomonas algicola,0.0
Pistricoccus aurantiacus,0.0
Candidatus Carsonella ruddii (Diaphorina cf. continua),0.0
Zymobacter palmae,0.0
Kushneria konosiri,0.0
Kushneria phosphatilytica,0.0
Kushneria marisflavi,0.0
Halomonas piezotolerans,0.0
Halomonas titanicae,0.0
Halomonas meridiana,0.0
Halomonas sp. SH5A2,0.0
Halomonas sp. A40-4,0.0
Halomonas subglaciescola,0.0
Vespertiliibacter pulmonis,0.0
Erwinia tasmaniensis,0.0
Pseudescherichia vulneris,0.0
Erwinia persicina,0.0
Fibrobacter succinogenes,0.0
Citrobacter sp. LY-1,0.0
Citrobacter sp. R56,0.0
Citrobacter sp. RHB25-C09,0.0
Citrobacter freundii complex sp. CFNIH3,0.0
Citrobacter freundii complex sp. CFNIH9,0.0
Citrobacter freundii complex sp. CFNIH2,0.0
Citrobacter portucalensis,0.0
Citrobacter sedlakii,0.0
Citrobacter braakii,0.0
Citrobacter werkmanii,0.0
Citrobacter freundii,0.0
Escherichia sp. SCLE84,0.0
Gemmatimonas phototrophica,0.0
Candidatus Cyclonatronum proteinivorum,0.0
Niabella ginsenosidivorans,0.0
Ignavibacterium album,0.0
Melioribacter roseus,0.0
Prosthecochloris sp. GSB1,0.0
Chlorobium chlorochromatii,0.0
Chlorobium phaeobacteroides,0.0
Chlorobium phaeovibrioides,0.0
Saprospira grandis,0.0
Phnomibacter ginsenosidimutans,0.0
Pseudocnuella soli,0.0
Niastella koreensis,0.0
Pseudobacter ginsenosidimutans,0.0
Filimonas lacunae,0.0
Panacibacter ginsenosidivorans,0.0
Citrobacter sp. BDA59-3,0.0
Citrobacter sp. B72,0.0
Citrobacter sp. FDAARGOS_156,0.0
Citrobacter sp. RHBSTW-00599,0.0
Enterobacter chuandaensis,0.0
Enterobacter cloacae complex sp. FDA-CDC-AR_0164,0.0
Enterobacter cloacae complex sp. ECNIH7,0.0
Enterobacter cloacae complex sp.,0.0
Enterobacter chengduensis,0.0
Enterobacter ludwigii,0.0
Enterobacter asburiae,0.0
Enterobacter cancerogenus,0.0
Enterobacter roggenkampii,0.0
Enterobacter kobei,0.0
Enterobacter hormaechei,0.0
Enterobacter cloacae,0.0
Citrobacter cronae,0.0
Citrobacter pasteurii,0.0
Citrobacter koseri,0.0
Citrobacter telavivum,0.0
Citrobacter tructae,0.0
Citrobacter amalonaticus,0.0
Citrobacter rodentium,0.0
Citrobacter farmeri,0.0
Citrobacter sp. 172116965,0.0
Citrobacter sp. RHB36-C18,0.0
Citrobacter sp. RHBSTW-00053,0.0
Citrobacter sp. RHBSTW-00229,0.0
Citrobacter sp. RHBSTW-00570,0.0
Citrobacter sp. RHBSTW-00887,0.0
Citrobacter sp. MGH 55,0.0
Niabella soli,0.0
Arachidicoccus sp. B3-10,0.0
Erwinia gerundensis,0.0
Spirosoma pollinicola,0.0
Echinicola vietnamensis,0.0
Echinicola strongylocentroti,0.0
Fibrella aestuarina,0.0
Rhodocytophaga rosea,0.0
Leadbetterella byssophila,0.0
Runella slithyformis,0.0
Cytophaga hutchinsonii,0.0
Arcticibacterium luteifluviistationis,0.0
Dyadobacter fermentans,0.0
Spirosoma aureum,0.0
Spirosoma rigui,0.0
Spirosoma sp. KUDC1026,0.0
Spirosoma sp. KCTC 42546,0.0
Rufibacter radiotolerans,0.0
Arachidicoccus ginsenosidivorans,0.0
Adhaeribacter swui,0.0
Hymenobacter qilianensis,0.0
Hymenobacter sedentarius,0.0
Pontibacter russatus,0.0
Pontibacter akesuensis,0.0
Pontibacter actiniarum,0.0
Pontibacter korlensis,0.0
Blattabacterium cuenoti,0.0
Fluviicola taffensis,0.0
Empedobacter brevis,0.0
Cloacibacterium caeni,0.0
Ornithobacterium rhinotracheale,0.0
Apibacter sp. B3706,0.0
Aquiflexum balticum,0.0
Cyclobacterium marinum,0.0
Flammeovirgaceae bacterium R1DC9,0.0
Fulvivirga sp. S481,0.0
Chitinophaga pinensis,0.0
Chitinophaga sp. MD30,0.0
Chitinophaga sp. XS-30,0.0
Anseongella ginsenosidimutans,0.0
Pseudopedobacter saltans,0.0
Olivibacter sp. LS-1,0.0
Mucilaginibacter ginsenosidivorax,0.0
Mucilaginibacter ginsenosidivorans,0.0
Mucilaginibacter gotjawali,0.0
Mucilaginibacter sp. F39-2,0.0
Mucilaginibacter mallensis,0.0
Mucilaginibacter xinganensis,0.0
Pedobacter steynii,0.0
Pedobacter sp. eg,0.0
Pedobacter sp. PACM 27299,0.0
Pedobacter sp. KBS0701,0.0
Pedobacter sp. CJ43,0.0
Sphingobacterium multivorum,0.0
Sphingobacterium thalpophilum,0.0
Sphingobacterium psychroaquaticum,0.0
Sphingobacterium lactis,0.0
Sphingobacterium sp. CZ-2,0.0
Sphingobacterium sp. DR205,0.0
Sphingobacterium spiritivorum,0.0
Sphingobacterium hotanense,0.0
Marivirga tractuosa,0.0
Chryseolinea soli,0.0
Enterobacter sichuanensis,0.0
Enterobacter sp. JUb54,0.0
Enterobacter sp. RHBSTW-00994,0.0
Yokenella regensburgei,0.0
Metakosakonia sp. MRY16-398,0.0
Candidatus Riesia pediculicola,0.0
Candidatus Gullanella endobia,0.0
Candidatus Doolittlea endobia,0.0
Candidatus Hamiltonella defensa,0.0
Blochmannia endosymbiont of Colobopsis nipponica,0.0
Candidatus Hoaglandella endobia,0.0
Shimwellia blattae,0.0
Phytobacter sp. SCO41,0.0
Phytobacter diazotrophicus,0.0
Phytobacter ursingii,0.0
Atlantibacter hermannii,0.0
Jejubacter calystegiae,0.0
Buttiauxella agrestis,0.0
Enterobacter sp. E76,0.0
Buttiauxella sp. 3AFRM03,0.0
Scandinavium goeteborgense,0.0
Lelliottia sp. WB101,0.0
Lelliottia amnigena,0.0
Kluyvera ascorbata,0.0
Kluyvera genomosp. 3,0.0
Kluyvera intermedia,0.0
Cedecea lapagei,0.0
Cedecea sp. FDAARGOS_727,0.0
Cedecea neteri,0.0
Pluralibacter gergoviae,0.0
Enterobacter lignolyticus,0.0
Cronobacter malonaticus,0.0
Candidatus Moranella endobia,0.0
Serratia sp. 3ACOL1,0.0
Serratia sp. FDAARGOS_506,0.0
Serratia sp. CMO1,0.0
Erwinia rhapontici,0.0
Erwinia sp. Ejp617,0.0
Erwinia sp. J780,0.0
Erwinia sp. E602,0.0
Pantoea ananatis,0.0
Pantoea vagans,0.0
Pantoea sp. SO10,0.0
Pantoea sp. 201603H,0.0
Pantoea sp. MSR2,0.0
Pantoea agglomerans,0.0
Rahnella aquatilis,0.0
Rouxiella badensis,0.0
Ewingella americana,0.0
Yersinia mollaretii,0.0
Yersinia similis,0.0
Yersinia ruckeri,0.0
Yersinia rohdei,0.0
Yersinia kristensenii,0.0
Yersinia enterocolitica,0.0
Serratia plymuthica,0.0
Serratia fonticola,0.0
Serratia symbiotica,0.0
Serratia rubidaea,0.0
Serratia marcescens,0.0
Serratia liquefaciens,0.0
Serratia sp. ATCC 39006,0.0
Serratia sp. JUb9,0.0
Cronobacter muytjensii,0.0
Cronobacter universalis,0.0
Cronobacter dublinensis,0.0
Klebsiella grimontii,0.0
Klebsiella huaxiensis,0.0
Klebsiella michiganensis,0.0
Klebsiella quasipneumoniae,0.0
Klebsiella sp. WP8-S18-ESBL-06,0.0
Klebsiella sp. BDA134-6,0.0
Klebsiella sp. A52,0.0
Klebsiella sp. STW0522-44,0.0
Klebsiella oxytoca,0.0
Klebsiella aerogenes,0.0
Klebsiella variicola,0.0
Enterobacter mori,0.0
Enterobacter bugandensis,0.0
Enterobacter soli,0.0
Enterobacter oligotrophicus,0.0
Enterobacter sp. R4-368,0.0
Enterobacter sp. E20,0.0
Enterobacter sp. ODB01,0.0
Enterobacter sp. HK169,0.0
Enterobacter sp. RHBSTW-00975,0.0
Enterobacter sp. DSM 30060,0.0
Enterobacter sp. SGAir0187,0.0
Enterobacter sp. SES19,0.0
Enterobacter sp. N18-03635,0.0
Enterobacter sp. RHB15-C17,0.0
Enterobacter sp. 638,0.0
Enterobacter sp. RHBSTW-00175,0.0
Enterobacter sp. SA187,0.0
Klebsiella africana,0.0
Klebsiella quasivariicola,0.0
Cronobacter condimenti,0.0
Shigella sonnei,0.0
Cronobacter sakazakii,0.0
Raoultella terrigena,0.0
Raoultella sp. XY-1,0.0
Raoultella electrica,0.0
Raoultella planticola,0.0
Raoultella ornithinolytica,0.0
Leclercia adecarboxylata,0.0
Leclercia sp. Colony189,0.0
Leclercia sp. W6,0.0
Leclercia sp. 119287,0.0
Leclercia sp. LSNIH1,0.0
Leclercia sp. J807,0.0
Leclercia sp. W17,0.0
Leclercia sp. 29361,0.0
Leclercia sp. 4-9-1-25,0.0
Kosakonia oryzae,0.0
Kosakonia pseudosacchari,0.0
Kosakonia sacchari,0.0
Kosakonia radicincitans,0.0
Kosakonia arachidis,0.0
Kosakonia cowanii,0.0
Kosakonia sp. CCTCC M2018092,0.0
Kosakonia sp. MUSA4,0.0
Kosakonia sp. SMBL-WEM22,0.0
Salmonella sp. SSDFZ54,0.0
Salmonella bongori,0.0
Shigella sp. PAMC 28760,0.0
Methylomonas paludis,0.0
Paraburkholderia phenoliruptrix,0.0
Methylomonas sp. LW13,0.0
Treponema ruminis,0.0
Candidatus Vampirococcus archaeovorus,0.0
Parachlamydia acanthamoebae,0.0
Chlamydia psittaci,0.0
Sedimentisphaera cyanobacteriorum,0.0
Candidatus Kuenenia stuttgartiensis,0.0
Isosphaera pallida,0.0
Thermogutta terrifontis,0.0
Rosistilla oblonga,0.0
Lignipirellula cremea,0.0
Roseimaritima ulvae,0.0
Pirellula sp. SH-Sr6A,0.0
Urbifossiella limnaea,0.0
Limnoglobus roseus,0.0
Gemmata sp. SH-PL17,0.0
Telmatocola sphagniphila,0.0
Rubinisphaera brasiliensis,0.0
Symmachiella dynata,0.0
Maioricimonas rarisocia,0.0
Gimesia aquarii,0.0
Gimesia panareensis,0.0
Methylacidiphilum sp. IT6,0.0
Opitutus terrae,0.0
Luteolibacter luteus,0.0
Verrucomicrobium sp. GAS474,0.0
Akkermansia glycaniphila,0.0
Hydrogenophilus thermoluteolus,0.0
Mariprofundus aestuarium,0.0
Halobacteriovorax marinus,0.0
Bdellovibrio bacteriovorus,0.0
Treponema caldarium,0.0
Treponema sp. RCC2812,0.0
Cetia pacifica,0.0
Treponema sp. Marseille-Q4132,0.0
Brachyspira intermedia,0.0
Brachyspira pilosicoli,0.0
Brachyspira hampsonii,0.0
Turneriella parva,0.0
Leptospira kmetyi,0.0
Leptospira santarosai,0.0
Leptospira tipperaryensis,0.0
Leptospira weilii,0.0
Leptospira mayottensis,0.0
Leptospira biflexa,0.0
Borrelia turcica,0.0
Borreliella mayonii,0.0
Spirochaetaceae bacterium RmG30,0.0
Spirochaeta africana,0.0
Sediminispirochaeta smaragdinae,0.0
Salinispira pacifica,0.0
Oceanispirochaeta crateris,0.0
Sphaerochaeta globosa,0.0
Sphaerochaeta coccoides,0.0
Sphaerochaeta pleomorpha,0.0
Treponema succinifaciens,0.0
Treponema brennaborense,0.0
Treponema pedis,0.0
Treponema azotonutricium,0.0
Treponema parvum,0.0
Treponema primitia,0.0
Treponema phagedenis,0.0
Treponema medium,0.0
Treponema denticola,0.0
Nautilia profundicola,0.0
Caminibacter mediatlanticus,0.0
Leptotrichia wadei,0.0
Maridesulfovibrio salexigens,0.0
Desulfovibrio desulfuricans,0.0
Desulfovibrio sp. 86,0.0
Desulfovibrio sp. IOR2,0.0
Pseudodesulfovibrio mercurii,0.0
Pseudodesulfovibrio profundus,0.0
Myxococcus hansupus,0.0
Anaeromyxobacter sp. K,0.0
Anaeromyxobacter sp. Fw109-5,0.0
Minicystis rosea,0.0
Labilithrix luteola,0.0
Sandaracinus amylolyticus,0.0
Chondromyces crocatus,0.0
Sorangium cellulosum,0.0
Pelobacter propionicus,0.0
Syntrophotalea acetylenivorans,0.0
Syntrophotalea carbinolica,0.0
Syntrophotalea acetylenica,0.0
Geobacter lovleyi,0.0
Geobacter sulfurreducens,0.0
Geobacter pickeringii,0.0
Desulfotalea psychrophila,0.0
Desulfopila sp. IMCC35005,0.0
Desulfopila sp. IMCC35004,0.0
Desulfobulbus oligotrophicus,0.0
Desulfobulbus propionicus,0.0
Desulfobulbus oralis,0.0
Desulfosarcina widdelii,0.0
Desulfosarcina ovata,0.0
Desulfobacula toluolica,0.0
Desulfovibrio gigas,0.0
Desulfomicrobium orale,0.0
Sulfurovum indicum,0.0
Persicimonas caeni,0.0
Sulfurovum sp. NBC37-1,0.0
Sulfurovum lithotrophicum,0.0
Helicobacter cinaedi,0.0
Helicobacter suis,0.0
Helicobacter apodemus,0.0
Helicobacter canis,0.0
Helicobacter pylori,0.0
Sulfurospirillum multivorans,0.0
Sulfurospirillum barnesii,0.0
Sulfurospirillum halorespirans,0.0
Campylobacter mucosalis,0.0
Campylobacter sputorum,0.0
Campylobacter upsaliensis,0.0
Campylobacter coli,0.0
Campylobacter sp. RM8964,0.0
Campylobacter helveticus,0.0
Campylobacter concisus,0.0
Campylobacter jejuni,0.0
Campylobacter fetus,0.0
Poseidonibacter lekithochrous,0.0
Malaciobacter canalis,0.0
Aliarcobacter cryaerophilus,0.0
Aliarcobacter lanthieri,0.0
Halarcobacter bivalviorum,0.0
Arcobacter cloacae,0.0
Arcobacter ellisii,0.0
Arcobacter peruensis,0.0
Arcobacter anaerophilus,0.0
Syntrophobacter fumaroxidans,0.0
Brachyspira murdochii,0.0
Leptotrichia sp. oral taxon 212,0.0
Desulfobacter postgatei,0.0
Methanoregula formicica,0.0
Methanocorpusculum labreanum,0.0
Methanolacinia petrolearia,0.0
Methanoculleus bourgensis,0.0
Methanoplanus limicola,0.0
Methanosalsum zhilinae,0.0
Methanolobus zinderi,0.0
Methanococcoides methylutens,0.0
Methanosarcina vacuolata,0.0
Methanosarcina barkeri,0.0
Methanosarcina horonobensis,0.0
Methanosarcina lacustris,0.0
Methanosarcina siciliae,0.0
Methanosarcina mazei,0.0
Trypanosoma brucei,0.0
Giardia intestinalis,0.0
Homo sapiens,0.0
Cryptococcus neoformans,0.0
Sugiyamaella lignohabitans,0.0
Ogataea parapolymorpha,0.0
Pichia kudriavzevii,0.0
Brettanomyces nanus,0.0
Yarrowia lipolytica,0.0
Candida orthopsilosis,0.0
Scheffersomyces stipitis,0.0
Naumovozyma dairenensis,0.0
Zygosaccharomyces rouxii,0.0
Torulaspora delbrueckii,0.0
Kluyveromyces lactis,0.0
Candida glabrata,0.0
Methanoregula boonei,0.0
Methanosphaerula palustris,0.0
Zygotorulaspora mrakii,0.0
Halolamina sp. CBA1230,0.0
Lettuce infectious yellows virus,0.0
Bacillus virus CP51,0.0
Sphingomonas phage PAU,0.0
Lactobacillus phage KC5a,0.0
Lactobacillus prophage Lj771,0.0
Escherichia virus mEpX1,0.0
Escherichia virus N15,0.0
Caldisphaera lagunensis,0.0
Thermogladius calderae,0.0
Sulfolobus sp. A20,0.0
Acidianus manzaensis,0.0
Acidianus ambivalens,0.0
Archaeoglobus sulfaticallidus,0.0
Archaeoglobus fulgidus,0.0
Thermococcus guaymasensis,0.0
Methanococcus vannielii,0.0
Methanococcus maripaludis,0.0
Methanotorris igneus,0.0
Methanocaldococcus vulcanius,0.0
Methanocaldococcus infernus,0.0
Methanobacterium lacus,0.0
Methanobrevibacter millerae,0.0
Methanobrevibacter olleyae,0.0
Methanosphaera sp. BMS,0.0
Natronomonas moolapensis,0.0
Haloterrigena sp. KZCA68,0.0
Haloterrigena turkmenica,0.0
Haloterrigena longa,0.0
Haloferax gibbonsii,0.0
Kazachstania africana,0.0
Eremothecium cymbalariae,0.0
Leptotrichia sp. oral taxon 498,0.0
Fervidobacterium pennivorans,0.0
Kosmotoga pacifica,0.0
Mesotoga infera,0.0
Thermotomaculum hydrothermale,0.0
Acidobacterium capsulatum,0.0
Granulicella mallensis,0.0
Aminobacterium colombiense,0.0
Thermovirga lienii,0.0
Cloacibacillus porcorum,0.0
Fretibacterium fastidiosum,0.0
Jonquetella anthropi,0.0
Thermocrinis albus,0.0
Desulfurobacterium thermolithotrophum,0.0
Leptospirillum sp. Group II 'CF-1',0.0
Nitrospira moscoviensis,0.0
Nitrospira sp. KM1,0.0
Nitrospira japonica,0.0
Thermodesulfovibrio yellowstonii,0.0
Dissulfurispira thermophila,0.0
Ilyobacter polytropus,0.0
Fusobacterium necrophorum,0.0
Fusobacterium mortiferum,0.0
Fusobacterium pseudoperiodonticum,0.0
Fusobacterium ulcerans,0.0
Fusobacterium nucleatum,0.0
Fusobacterium varium,0.0
Streptobacillus moniliformis,0.0
Pseudoleptotrichia goodfellowii,0.0
Sebaldella termitidis,0.0
Leptotrichia hongkongensis,0.0
Thermotoga caldifontis,0.0
Petrotoga mobilis,0.0
Eremothecium gossypii,0.0
Desulfurispirillum indicum,0.0
Eremothecium sinecaudum,0.0
Aspergillus fumigatus,0.0
