species,SRR11487931
Clostridium taeniosporum,0.0
Clostridium thermobutyricum,5.999994000006e-06
Clostridium tyrobutyricum,8.999991000009e-06
Clostridium vincentii,0.0
Colidextribacter Unclassified 210702 DFI 3 9,0.0
Collinsella Unclassified AF02 46 1,0.0
Collinsella Unclassified AF28 5AC,0.0
Collinsella Unclassified AM17 1,2.999997000003e-06
Collinsella Unclassified AM28 11LB,0.0
Collinsella Unclassified AM33 4BH,0.0
Collinsella Unclassified TF05 9AC,3.999996000004e-06
Collinsella aerofaciens,0.010332989667010333
Coprococcus Unclassified ART55 1,3.999996000004e-06
Coprococcus comes,1.8999981000019e-05
Dolosigranulum pigrum,0.0
Dorea Unclassified AM58 8,0.0
Dorea longicatena,0.0
Enterobacter cloacae complex Unclassified ECL112,0.0
Escherichia coli,0.1698178301821698
Eubacterium hallii,0.004062995937004063
Faecalibacterium Unclassified Marseille Q0746,0.0
Faecalibacterium prausnitzii,1.3999986000014e-05
Faecalicatena fissicatena,2.999997000003e-06
Flavonifractor plautii,0.0
Gemmiger formicilis,6.999993000007e-06
Hungatella hathewayi,0.0
Lachnoanaerobaculum Unclassified OBRC5 5,0.0
Lachnospira Unclassified NSJ 43,0.0
Lactiplantibacillus plantarum,0.0
Lactobacillus gasseri,3.999996000004e-06
Lactobacillus helveticus,1.999998000002e-06
Lactobacillus paragasseri,9.4999905000095e-05
Limosilactobacillus oris,0.0
Longicatena caecimuris,0.0
Marvinbryantia formatexigens,0.0
Massospora platypediae,0.0
Odoribacter laneus,0.0
Parabacteroides Unclassified 52,0.0
Parabacteroides Unclassified CH2 D42 20,0.0
Parabacteroides Unclassified D26,0.0
Parabacteroides Unclassified ZJ 118,0.000382999617000383
Parabacteroides distasonis,0.12310987689012311
Parabacteroides johnsonii,0.0
Phocaeicola massiliensis,0.000222999777000223
Phocaeicola plebeius,0.0
Prevotella Unclassified ICM33,2.999997000003e-06
Prevotella copri,0.09595590404409596
Prevotella denticola,0.0
Prevotella histicola,0.0
Prevotella jejuni,0.0
Prevotella melaninogenica,0.016875983124016877
Prevotella scopos,3.999996000004e-06
Pseudoflavonifractor phocaeensis,5.999994000006e-06
Roseburia Unclassified AM51 8,0.0
Roseburia faecis,2.999997000003e-06
Roseburia hominis,0.007070992929007071
Roseburia intestinalis,4.3999956000044e-05
Roseburia inulinivorans,2.2999977000023e-05
Ruminococcus Unclassified AF19 29,0.0
Ruminococcus Unclassified AF37 6AT,2.999997000003e-06
Ruminococcus Unclassified AF41 9,0.0
Ruminococcus Unclassified AM40 10AC,0.0
Ruminococcus Unclassified OM02 16LB,0.0
Ruminococcus gauvreauii,2.7999972000028e-05
Ruminococcus lactaris,0.0
Ruminococcus torques,0.0
Ruthenibacterium lactatiformans,0.0
Salmonella enterica,0.0
Shigella flexneri,0.0005999994000006
Shigella sonnei,8.999991000009e-06
