species,SRR11487934
Clostridium taeniosporum,1.000003000009e-05
Clostridium thermobutyricum,0.0
Clostridium tyrobutyricum,1.2000036000108e-05
Clostridium vincentii,5.000015000045e-06
Colidextribacter Unclassified 210702 DFI 3 9,0.0
Collinsella Unclassified AF02 46 1,6.000018000054e-06
Collinsella Unclassified AF28 5AC,0.0
Collinsella Unclassified AM17 1,0.0
Collinsella Unclassified AM28 11LB,0.0
Collinsella Unclassified AM33 4BH,0.0
Collinsella Unclassified TF05 9AC,0.0
Collinsella aerofaciens,0.010243030729092188
Coprococcus Unclassified ART55 1,0.0
Coprococcus comes,0.0
Dolosigranulum pigrum,0.0
Dorea Unclassified AM58 8,5.000015000045e-06
Dorea longicatena,4.000012000036e-06
Enterobacter cloacae complex Unclassified ECL112,2.6000078000234e-05
Escherichia coli,0.17101351304053913
Eubacterium hallii,0.003925011775035325
Faecalibacterium Unclassified Marseille Q0746,2.000006000018e-06
Faecalibacterium prausnitzii,2.1000063000189e-05
Faecalicatena fissicatena,0.0
Flavonifractor plautii,0.0
Gemmiger formicilis,0.0
Hungatella hathewayi,0.0
Lachnoanaerobaculum Unclassified OBRC5 5,0.0
Lachnospira Unclassified NSJ 43,0.0
Lactiplantibacillus plantarum,0.0
Lactobacillus gasseri,0.0
Lactobacillus helveticus,0.0
Lactobacillus paragasseri,9.7000291000873e-05
Limosilactobacillus oris,0.0
Longicatena caecimuris,0.0
Marvinbryantia formatexigens,0.0
Massospora platypediae,3.000009000027e-06
Odoribacter laneus,0.0
Parabacteroides Unclassified 52,0.00040000120000360003
Parabacteroides Unclassified CH2 D42 20,0.0
Parabacteroides Unclassified D26,0.0
Parabacteroides Unclassified ZJ 118,0.00043900131700395104
Parabacteroides distasonis,0.12684238052714158
Parabacteroides johnsonii,7.700023100069301e-05
Phocaeicola massiliensis,0.0
Phocaeicola plebeius,0.0
Prevotella Unclassified ICM33,0.0
Prevotella copri,0.09575728727186182
Prevotella denticola,2.000006000018e-06
Prevotella histicola,0.0
Prevotella jejuni,0.0
Prevotella melaninogenica,0.017486052458157375
Prevotella scopos,0.0
Pseudoflavonifractor phocaeensis,0.0
Roseburia Unclassified AM51 8,0.0
Roseburia faecis,6.000018000054e-06
Roseburia hominis,0.006308018924056772
Roseburia intestinalis,3.9000117000351e-05
Roseburia inulinivorans,3.000009000027e-05
Ruminococcus Unclassified AF19 29,2.000006000018e-06
Ruminococcus Unclassified AF37 6AT,0.0
Ruminococcus Unclassified AF41 9,0.0
Ruminococcus Unclassified AM40 10AC,0.0
Ruminococcus Unclassified OM02 16LB,2.000006000018e-06
Ruminococcus gauvreauii,5.9000177000531e-05
Ruminococcus lactaris,0.0
Ruminococcus torques,0.0
Ruthenibacterium lactatiformans,1.000003000009e-06
Salmonella enterica,0.0
Shigella flexneri,0.0
Shigella sonnei,0.0
