species,SRR11487935
Clostridium cadaveris,2.000006000018e-06
Clostridium chauvoei,3.5000105000315e-05
Clostridium chromiireducens,0.0
Clostridium cochlearium,0.0
Clostridium frigidicarnis,1.000003000009e-05
Clostridium hydrogeniformans,1.3000039000117e-05
Clostridium neonatale,0.0
Clostridium nigeriense,0.0
Clostridium paraputrificum,1.2000036000108e-05
Clostridium perfringens,0.0
Clostridium puniceum,5.8000174000522e-05
Clostridium saccharobutylicum,0.000285000855002565
Clostridium saccharoperbutylacetonicum,8.000024000072e-05
Clostridium sardiniense,3.000009000027e-05
Clostridium taeniosporum,1.1000033000099e-05
Clostridium thermobutyricum,5.000015000045e-06
Clostridium tyrobutyricum,0.0
Clostridium vincentii,0.0
Colidextribacter Unclassified 210702 DFI 3 9,3.000009000027e-06
Collinsella Unclassified AF02 46 1,0.0
Collinsella Unclassified AF28 5AC,4.000012000036e-06
Collinsella Unclassified AM17 1,0.0
Collinsella Unclassified AM28 11LB,0.0
Collinsella Unclassified AM33 4BH,2.000006000018e-06
Collinsella Unclassified TF05 9AC,0.0
Collinsella aerofaciens,0.0079000237000711
Coprococcus Unclassified ART55 1,4.000012000036e-06
Coprococcus comes,1.7000051000153e-05
Dolosigranulum pigrum,0.0
Dorea Unclassified AM58 8,0.0
Dorea longicatena,1.9000057000171e-05
Enterobacter cloacae complex Unclassified ECL112,0.0
Escherichia coli,0.1623444870334611
Eubacterium hallii,0.004432013296039888
Faecalibacterium Unclassified Marseille Q0746,0.0
Faecalibacterium prausnitzii,7.0000210000630005e-06
Faecalicatena fissicatena,0.0
Flavonifractor plautii,9.000027000081e-06
Gemmiger formicilis,0.0
Hungatella hathewayi,2.000006000018e-06
Lachnoanaerobaculum Unclassified OBRC5 5,0.0
Lachnospira Unclassified NSJ 43,2.000006000018e-06
Lactiplantibacillus plantarum,2.000006000018e-06
Lactobacillus gasseri,8.000024000072e-06
Lactobacillus helveticus,0.0
Lactobacillus paragasseri,5.8000174000522e-05
Limosilactobacillus oris,0.0
Longicatena caecimuris,3.000009000027e-06
Marvinbryantia formatexigens,0.0
Massospora platypediae,0.0
Odoribacter laneus,0.0
Parabacteroides Unclassified 52,0.0
Parabacteroides Unclassified CH2 D42 20,4.000012000036e-06
Parabacteroides Unclassified D26,0.0
Parabacteroides Unclassified ZJ 118,0.0
Parabacteroides distasonis,0.12728138184414553
Parabacteroides johnsonii,0.0
Phocaeicola massiliensis,0.0
Phocaeicola plebeius,0.0
Prevotella Unclassified ICM33,0.0
Prevotella copri,0.10235730707192121
Prevotella denticola,0.0
Prevotella histicola,0.0
Prevotella jejuni,0.0
Prevotella melaninogenica,0.017316051948155844
Prevotella scopos,2.000006000018e-06
Pseudoflavonifractor phocaeensis,0.0
Roseburia Unclassified AM51 8,0.0
Roseburia faecis,9.000027000081e-06
Roseburia hominis,0.006725020175060525
Roseburia intestinalis,2.9000087000261e-05
Roseburia inulinivorans,1.4000042000126001e-05
Ruminococcus Unclassified AF19 29,0.0
Ruminococcus Unclassified AF37 6AT,0.0
Ruminococcus Unclassified AF41 9,0.0
Ruminococcus Unclassified AM40 10AC,0.0
Ruminococcus Unclassified OM02 16LB,0.0
Ruminococcus gauvreauii,3.8000114000342e-05
Ruminococcus lactaris,0.0
Ruminococcus torques,0.0
Ruthenibacterium lactatiformans,0.0
Salmonella enterica,0.0
Shigella flexneri,0.000592001776005328
Shigella sonnei,0.0
