Genus,RA
Sinorhizobium,1.3692759863043544e-05
Paenirhodobacter,1.3685545553315914e-05
Ruegeria,1.3642259694950127e-05
Nitrincola,1.244468428016339e-05
Oleibacter,1.206232586459895e-05
Dactylosporangium,1.1831467953314759e-05
Falsirhodobacter,1.1788182094948974e-05
Sediminicola,1.1716038997672664e-05
Pannonibacter,1.153568125448189e-05
Terasakiispira,1.152846694475426e-05
Catenuloplanes,1.1521252635026628e-05
Gillisia,1.1355323511291116e-05
Neptunomonas,1.1312037652925331e-05
Aliihoeflea,1.0944107856816152e-05
Granulicoccus,1.046796341479251e-05
Agrobacterium,1.0381391698060939e-05
Glaciecola,1.0107247928410962e-05
Woodsholea,9.919675875492557e-06
Oleispira,9.703246583663629e-06
Polymorphum,9.688817964208367e-06
Pricia,9.587817628021533e-06
Eudoraea,9.551746079383378e-06
Nitratireductor,9.544531769655747e-06
Algibacter,9.292030929188664e-06
Capnocytophaga,9.212673522184725e-06
Thalassolituus,9.169387663818938e-06
Pseudospirillum,9.126101805453152e-06
Octadecabacter,9.10445887627026e-06
Nocardioides,9.097244566542629e-06
Marinospirillum,9.082815947087367e-06
Ochrobactrum,8.859172345530807e-06
Scytonema,8.779814938526866e-06
Hoeflea,8.585028575880831e-06
Martelella,8.57059995642557e-06
Crocosphaera,8.462385310511106e-06
Oceanospirillum,8.224313089499284e-06
Auraticoccus,7.849168983662474e-06
Halocynthiibacter,7.813097435024319e-06
Brevundimonas,7.654382621016439e-06
Nioella,7.517310736191451e-06
Endozoicomonas,7.416310400004617e-06
Psychroserpens,7.387453161094093e-06
Zymobacter,7.344167302728308e-06
Thiomicrospira,7.250381276269105e-06
Dinoroseobacter,6.997880435802022e-06
Actinomyces,6.622736329965213e-06
Methylopila,6.615522020237582e-06
Pelobacter,6.521735993778379e-06
Shinella,6.4928787548678555e-06
Loktanella,6.442378586774439e-06
Aurantimonas,6.319735321404713e-06
Kriegella,6.262020843583665e-06
Teredinibacter,5.9373769058402724e-06
Microlunatus,5.872448118291594e-06
Trichormus,5.663233136190296e-06
Friedmanniella,5.526161251365308e-06
Desulfovermiculus,5.497304012454784e-06
Cutibacterium,5.432375224906106e-06
Saccharospirillum,5.331374888719272e-06
Oceanicaulis,5.223160242804808e-06
Hamadaea,5.208731623349547e-06
Roseibium,5.050016809341665e-06
Spongiibacter,4.949016473154832e-06
Mangrovimonas,4.941802163427201e-06
Nocardia,4.927373543971939e-06
Salinihabitans,4.530586508952237e-06
Propionicicella,4.501729270041713e-06
Citreicella,4.4873006505864516e-06
Confluentimicrobium,4.458443411675928e-06
Sagittula,4.386300314399618e-06
Kutzneria,4.357443075489094e-06
Hellea,4.278085668485154e-06
Azorhizobium,4.263657049029892e-06
Aequorivita,4.256442739302261e-06
Frankia,4.24922842957463e-06
Vibrio,4.227585500391737e-06
Phenylobacterium,4.09772792529438e-06
Rhodomicrobium,4.003941898835178e-06
Photobacterium,3.9895132793799155e-06
Shewanella,3.960656040469392e-06
Parvularcula,3.960656040469392e-06
Colwellia,3.917370182103606e-06
Nonlabens,3.845227084827297e-06
Asticcacaulis,3.801941226461511e-06
Wenxinia,3.7442267486404633e-06
Gramella,3.7153695097299394e-06
Lacinutrix,3.636012102725999e-06
Thiobacimonas,3.628797792998368e-06
Maricaulis,3.6071548638154753e-06
Halioglobus,3.6071548638154753e-06
Joostella,3.535011766539166e-06
Xanthobacter,3.520583147083904e-06
Saccharothrix,3.520583147083904e-06
Pseudoruegeria,3.477297288718118e-06
Methylobacterium,3.470082978990487e-06
Reinekea,3.4484400498075945e-06
Longispora,3.4412257400799633e-06
Bosea,3.4340114303523325e-06
Marinobacterium,3.4123685011694397e-06
Yangia,3.4123685011694397e-06
Pelagibacterium,3.318582474710237e-06
Aquamicrobium,3.2608679968891897e-06
Bermanella,3.1598676607023564e-06
Gordonia,3.1454390412470944e-06
Lutimaribacter,3.1382247315194636e-06
Thioalkalivibrio,3.1310104217918324e-06
Dasania,3.1165818023365704e-06
Actinomadura,3.066081634243154e-06
Tateyamaria,3.044438705060261e-06
Croceibacter,3.0372243953326303e-06
Cellvibrio,3.0227957758773683e-06
Zhongshania,2.9434383688734277e-06
Afifella,2.929009749418166e-06
Kiloniella,2.914581129962904e-06
Ochrovirga,2.907366820235273e-06
Marinovum,2.8785095813247494e-06
Streptosporangium,2.8568666521418563e-06
Roseobacter,2.813580793776071e-06
Pseudohongiella,2.799152174320809e-06
Rhodobaca,2.777509245137916e-06
Seonamhaeicola,2.73422338677213e-06
Caulobacter,2.719794767316868e-06
Methylobacter,2.6837232186787135e-06
Methylophaga,2.6765089089510827e-06
Pseudonocardia,2.640437360312928e-06
Nocardiopsis,2.633223050585297e-06
Lutibaculum,2.626008740857666e-06
Kordiimonas,2.58272288249188e-06
Rheinheimera,2.5755085727642494e-06
Gilvimarinus,2.5682942630366186e-06
Brucella,2.5682942630366186e-06
Roseibacterium,2.5466513338537254e-06
Simiduia,2.5394370241260947e-06
Natronohydrobacter,2.5394370241260947e-06
Kribbella,2.488936856032678e-06
Aeromicrobium,2.474508236577416e-06
Actinokineospora,2.35186497120769e-06
Methylomonas,2.323007732297166e-06
Cucumibacter,2.315793422569535e-06
Porticoccus,2.308579112841904e-06
Aestuariimicrobium,2.164292918289285e-06
Congregibacter,2.1354356793787612e-06
Amycolatopsis,2.0993641307406065e-06
Sphaerisporangium,2.0849355112853445e-06
Aestuariivita,2.063292582102452e-06
Owenweeksia,2.063292582102452e-06
Nonomuraea,1.9767208653708804e-06
Haematobacter,1.9622922459156184e-06
Sinomicrobium,1.9622922459156184e-06
Aureimonas,1.9478636264603565e-06
Amphritea,1.9406493167327257e-06
Pseudaminobacter,1.933435007005095e-06
Pelagibaca,1.875720529184047e-06
Propionibacterium,1.8396489805458923e-06
Erythrobacter,1.8324346708182614e-06
Allochromatium,1.7963631221801066e-06
Maribius,1.74586295408669e-06
Microbispora,1.74586295408669e-06
Actinopolymorpha,1.7314343346314282e-06
Luteococcus,1.7314343346314282e-06
Maritimibacter,1.6953627859932733e-06
Leeuwenhoekiella,1.6665055470827496e-06
Hyphomonas,1.6665055470827496e-06
Streptacidiphilus,1.6665055470827496e-06
Roseivivax,1.6520769276274876e-06
Saccharophagus,1.6448626178998568e-06
Planktothricoides,1.6448626178998568e-06
Haliea,1.6376483081722258e-06
Rhodococcus,1.6376483081722258e-06
Magnetovibrio,1.5871481400788092e-06
Acidipropionibacterium,1.5799338303511782e-06
Litorimicrobium,1.5727195206235472e-06
Aminobacter,1.5438622817130235e-06
Salipiger,1.5438622817130235e-06
Myroides,1.5222193525301305e-06
Thalassobium,1.5150050428024995e-06
Candidatus Tokpelaia,1.4933621136196068e-06
Aquimarina,1.4717191844367138e-06
Neorhizobium,1.457290564981452e-06
Kitasatospora,1.457290564981452e-06
Ferrimonas,1.450076255253821e-06
Aliiroseovarius,1.4356476357985591e-06
Candidatus Liberibacter,1.4212190163432972e-06
Maritalea,1.4140047066156664e-06
Xanthomarina,1.4067903968880354e-06
Poseidonocella,1.3923617774327734e-06
Thioalkalimicrobium,1.3490759190669877e-06
Candidatus Endobugula,1.3418616093393567e-06
Psychromonas,1.305790060701202e-06
Blastococcus,1.305790060701202e-06
Aliivibrio,1.305790060701202e-06
Allosalinactinospora,1.2552898926077854e-06
Gemmata,1.2336469634248926e-06
Thermopetrobacter,1.2264326536972616e-06
Pseudophaeobacter,1.1975754147867377e-06
Gynuella,1.190361105059107e-06
Tenacibaculum,1.190361105059107e-06
Imtechella,1.183146795331476e-06
Tamlana,1.161503866148583e-06
Chryseobacterium,1.161503866148583e-06
Raineyella,1.1470752466933212e-06
Hyunsoonleella,1.1398609369656902e-06
Albimonas,1.1398609369656902e-06
Nitrosococcus,1.1398609369656902e-06
Pararhizobium,1.1110036980551663e-06
Luminiphilus,1.1037893883275355e-06
Paramesorhizobium,1.0965750785999045e-06
Corynebacterium,1.0965750785999045e-06
Actinocatenispora,1.0749321494170116e-06
Pleomorphobacterium,1.0677178396893806e-06
Magnetospira,1.0532892202341189e-06
Pacificibacter,1.0460749105064879e-06
Jiangella,1.0388606007788569e-06
Paraglaciecola,1.031646291051226e-06
Planomonospora,1.031646291051226e-06
Modestobacter,1.0027890521407022e-06
Ulvibacter,9.883604326854402e-07
Yuhushiella,9.811461229578092e-07
Pleomorphomonas,9.739318132301782e-07
Cellulomonas,9.450745743196545e-07
Microbulbifer,9.378602645920235e-07
Tessaracoccus,9.306459548643926e-07
Spirillospora,9.090030256814998e-07
Robiginitomaculum,8.80145786770976e-07
Kordia,8.80145786770976e-07
Palleronia,8.512885478604521e-07
Phycicoccus,8.296456186775593e-07
Amorphus,8.296456186775593e-07
Propionimicrobium,8.224313089499284e-07
Methylocella,8.007883797670355e-07
Flaviramulus,7.935740700394046e-07
Knoellia,7.863597603117736e-07
Marmoricola,7.863597603117736e-07
Zunongwangia,7.791454505841426e-07
Pantoea,7.647168311288807e-07
Escherichia,7.647168311288807e-07
Psychroflexus,7.358595922183569e-07
Tepidicaulis,7.358595922183569e-07
Pseudopropionibacterium,7.28645282490726e-07
Sphingopyxis,7.28645282490726e-07
Mameliella,7.214309727630951e-07
Intrasporangium,6.925737338525712e-07
Streptoalloteichus,6.709308046696784e-07
Lentzea,6.204306365762617e-07
Galbibacter,6.204306365762617e-07
Kaistia,6.204306365762617e-07
Ponticoccus,6.132163268486308e-07
Sediminimonas,6.132163268486308e-07
Cribrihabitans,6.060020171209998e-07
Planktotalea,6.060020171209998e-07
Hydrogenovibrio,5.987877073933688e-07
Goodfellowiella,5.91573397665738e-07
Sneathiella,5.91573397665738e-07
Catelliglobosispora,5.91573397665738e-07
Donghicola,5.77144778210476e-07
Trueperella,5.699304684828451e-07
Geodermatophilus,5.410732295723213e-07
Pseudorhizobium,5.410732295723213e-07
Motiliproteus,5.410732295723213e-07
Citreimonas,5.338589198446903e-07
Lentibacter,5.338589198446903e-07
Methyloferula,5.266446101170594e-07
Idiomarina,5.266446101170594e-07
Haemophilus,5.194303003894284e-07
Thermocrispum,5.050016809341666e-07
Fulvimarina,4.977873712065356e-07
Marivita,4.905730614789046e-07
Cryptosporangium,4.833587517512737e-07
Marinosulfonomonas,4.833587517512737e-07
Staphylococcus,4.833587517512737e-07
Albidovulum,4.6893013229601176e-07
Tranquillimonas,4.6893013229601176e-07
Pimelobacter,4.6171582256838083e-07
Ancylobacter,4.545015128407499e-07
Roseinatronobacter,4.545015128407499e-07
Tolypothrix,4.545015128407499e-07
Pseudoxanthobacter,4.545015128407499e-07
Sphaerimonospora,4.472872031131189e-07
Winogradskyella,4.40072893385488e-07
Tetrasphaera,4.40072893385488e-07
Altibacter,4.40072893385488e-07
Neptuniibacter,4.3285858365785705e-07
Litoreibacter,4.3285858365785705e-07
Planobispora,4.3285858365785705e-07
Blastochloris,4.3285858365785705e-07
Leifsonia,4.2564427393022607e-07
Umezawaea,4.2564427393022607e-07
Epibacterium,4.2564427393022607e-07
Pseudodonghicola,4.1842996420259514e-07
Methyloceanibacter,4.112156544749642e-07
Oceaniovalibus,4.040013447473332e-07
Kineosporia,3.967870350197023e-07
Catenulispora,3.823584155644404e-07
Klebsiella,3.823584155644404e-07
Pontibaca,3.6792979610917846e-07
Pustulibacterium,3.6071548638154753e-07
Erwinia,3.6071548638154753e-07
Alkanindiges,3.6071548638154753e-07
Tsukamurella,3.535011766539166e-07
Dokdonia,3.535011766539166e-07
Altererythrobacter,3.462868669262856e-07
Saccharomonospora,3.3185824747102375e-07
Zooshikella,3.2464393774339276e-07
Ponticaulis,3.2464393774339276e-07
Pseudohaliea,3.2464393774339276e-07
Acidovorax,3.2464393774339276e-07
Quadrisphaera,3.1742962801576183e-07
Zhouia,3.1021531828813085e-07
Pseudopelagicola,3.030010085604999e-07
Angustibacter,2.88572389105238e-07
Pseudochrobactrum,2.88572389105238e-07
Methylocapsa,2.88572389105238e-07
Cedecea,2.8135807937760707e-07
Shigella,2.8135807937760707e-07
Hirschia,2.8135807937760707e-07
Dietzia,2.7414376964997614e-07
Alloactinosynnema,2.7414376964997614e-07
Ornithinimicrobium,2.7414376964997614e-07
Arthrobacter,2.525008404670833e-07
Chishuiella,2.525008404670833e-07
Sedimentitalea,2.525008404670833e-07
Nakamurella,2.525008404670833e-07
Alteromonas,2.452865307394523e-07
Actinophytocola,2.452865307394523e-07
Arsenicicoccus,2.452865307394523e-07
Moritella,2.452865307394523e-07
Henriciella,2.452865307394523e-07
Lawsonella,2.3807222101182137e-07
Pseudoclavibacter,2.3807222101182137e-07
Luteimonas,2.3807222101182137e-07
Planktomarina,2.3807222101182137e-07
Microvirga,2.3807222101182137e-07
Tomitella,2.3807222101182137e-07
Bauldia,2.3807222101182137e-07
Chelativorans,2.3085791128419042e-07
Prosthecomicrobium,2.3085791128419042e-07
Allokutzneria,2.3085791128419042e-07
Methyloligella,2.3085791128419042e-07
Leucothrix,2.3085791128419042e-07
Actinosynnema,2.2364360155655946e-07
Balneatrix,2.2364360155655946e-07
Algoriella,2.2364360155655946e-07
Jatrophihabitans,2.1642929182892853e-07
Luteipulveratus,2.1642929182892853e-07
Enterobacter,2.0921498210129757e-07
Thiocystis,2.0921498210129757e-07
Rhodopseudomonas,2.0921498210129757e-07
Novosphingobium,2.020006723736666e-07
Methylomicrobium,2.020006723736666e-07
Enterovibrio,1.9478636264603565e-07
Cloacibacterium,1.9478636264603565e-07
Pluralibacter,1.9478636264603565e-07
Comamonas,1.9478636264603565e-07
Rubrimonas,1.8757205291840472e-07
Kibdelosporangium,1.8757205291840472e-07
Beijerinckia,1.8757205291840472e-07
Grimontia,1.8757205291840472e-07
Diaphorobacter,1.8757205291840472e-07
Piscicoccus,1.8035774319077376e-07
Legionella,1.8035774319077376e-07
Salinisphaera,1.731434334631428e-07
Providencia,1.731434334631428e-07
Sporichthya,1.731434334631428e-07
Sedimenticola,1.6592912373551187e-07
Lechevalieria,1.6592912373551187e-07
Actinomycetospora,1.6592912373551187e-07
Xanthomonas,1.6592912373551187e-07
Cryocola,1.5871481400788092e-07
Alishewanella,1.5871481400788092e-07
Thiohalocapsa,1.5871481400788092e-07
Beutenbergia,1.5871481400788092e-07
Methylocystis,1.5150050428024996e-07
Citrobacter,1.5150050428024996e-07
Thermomonospora,1.44286194552619e-07
Sphingomonas,1.3707188482498807e-07
Serinicoccus,1.3707188482498807e-07
Labrys,1.3707188482498807e-07
Methylomarinum,1.3707188482498807e-07
Actinospica,1.298575750973571e-07
Borrelia,1.298575750973571e-07
Phormidium,1.298575750973571e-07
Marichromatium,1.298575750973571e-07
Candidatus Pelagibacter,1.298575750973571e-07
Algoriphagus,1.298575750973571e-07
Aeromonas,1.298575750973571e-07
Arenimonas,1.298575750973571e-07
Thiohalospira,1.2264326536972615e-07
Bradyrhizobium,1.2264326536972615e-07
Raoultella,1.2264326536972615e-07
Rhodospirillum,1.2264326536972615e-07
Acuticoccus,1.2264326536972615e-07
Chelatococcus,1.1542895564209521e-07
Serratia,1.0821464591446426e-07
Salegentibacter,1.0821464591446426e-07
Sciscionella,1.0821464591446426e-07
Haematomicrobium,1.010003361868333e-07
Salinimicrobium,1.010003361868333e-07
Bacteroides,1.010003361868333e-07
Kineosphaera,1.010003361868333e-07
Herbidospora,1.010003361868333e-07
Millisia,1.010003361868333e-07
Wenyingzhuangia,1.010003361868333e-07
Roseospirillum,9.378602645920236e-08
Sodalis,9.378602645920236e-08
Thalassotalea,9.378602645920236e-08
Branchiibius,9.378602645920236e-08
Oceanibulbus,8.65717167315714e-08
Kineococcus,8.65717167315714e-08
Candidatus Altiarchaeum,8.65717167315714e-08
Kluyvera,8.65717167315714e-08
Azotobacter,8.65717167315714e-08
Skermanella,8.65717167315714e-08
Brevibacterium,8.65717167315714e-08
Sulfurovum,7.935740700394046e-08
Cyanothece,7.935740700394046e-08
Terasakiella,7.935740700394046e-08
Gaetbulibacter,7.935740700394046e-08
Microtetraspora,7.935740700394046e-08
Rubellimicrobium,7.935740700394046e-08
Sediminibacter,7.21430972763095e-08
Ruminococcus,7.21430972763095e-08
Thiohalomonas,7.21430972763095e-08
Ruania,7.21430972763095e-08
Candidatus Phaeomarinobacter,7.21430972763095e-08
Candidatus Tenderia,7.21430972763095e-08
Gelidibacter,7.21430972763095e-08
Gilliamella,7.21430972763095e-08
Sulfolobus,7.21430972763095e-08
Gayadomonas,7.21430972763095e-08
Glycomyces,7.21430972763095e-08
Actinotalea,7.21430972763095e-08
Nitrolancea,7.21430972763095e-08
Acetobacter,7.21430972763095e-08
Streptomonospora,7.21430972763095e-08
Haematospirillum,7.21430972763095e-08
Actinobacillus,6.492878754867856e-08
Neorickettsia,6.492878754867856e-08
Mobilicoccus,6.492878754867856e-08
Thiolapillus,6.492878754867856e-08
Luteibacter,6.492878754867856e-08
Starkeya,5.7714477821047604e-08
Oblitimonas,5.7714477821047604e-08
Kytococcus,5.7714477821047604e-08
Sedimentibacter,5.7714477821047604e-08
Curtobacterium,5.7714477821047604e-08
Phormidesmis,5.7714477821047604e-08
Kribbia,5.7714477821047604e-08
Thiorhodococcus,5.7714477821047604e-08
Stackebrandtia,5.7714477821047604e-08
Curvibacter,5.7714477821047604e-08
Micavibrio,5.7714477821047604e-08
Tersicoccus,5.7714477821047604e-08
Monashia,5.7714477821047604e-08
Janibacter,5.050016809341665e-08
Pilimelia,5.050016809341665e-08
Thalassospira,5.050016809341665e-08
Demequina,5.050016809341665e-08
Dickeya,5.050016809341665e-08
Paenarthrobacter,5.050016809341665e-08
Solirubrobacter,5.050016809341665e-08
Methylosinus,5.050016809341665e-08
Plesiomonas,5.050016809341665e-08
Marinicella,5.050016809341665e-08
Cylindrospermopsis,5.050016809341665e-08
Izhakiella,5.050016809341665e-08
Streptococcus,5.050016809341665e-08
Tolumonas,5.050016809341665e-08
Methylovulum,4.32858583657857e-08
Ventosimonas,4.32858583657857e-08
Xenorhabdus,4.32858583657857e-08
Orrella,4.32858583657857e-08
Nisaea,4.32858583657857e-08
Dechloromonas,4.32858583657857e-08
Ectothiorhodospira,4.32858583657857e-08
Achromatium,4.32858583657857e-08
Azospirillum,4.32858583657857e-08
Ralstonia,4.32858583657857e-08
Alkalimonas,4.32858583657857e-08
Algicola,4.32858583657857e-08
Cyclobacterium,4.32858583657857e-08
Acaricomes,4.32858583657857e-08
Candidatus Thiodiazotropha,3.607154863815475e-08
Sanguibacter,3.607154863815475e-08
Rhizobacter,3.607154863815475e-08
Treponema,3.607154863815475e-08
Desulfitobacterium,3.607154863815475e-08
Catenovulum,3.607154863815475e-08
Thermobispora,3.607154863815475e-08
Saccharibacter,3.607154863815475e-08
Marinagarivorans,2.8857238910523802e-08
Sanguibacteroides,2.8857238910523802e-08
Halothiobacillus,2.8857238910523802e-08
Waddlia,2.8857238910523802e-08
Cronobacter,2.8857238910523802e-08
Aquisalimonas,2.8857238910523802e-08
Smaragdicoccus,2.8857238910523802e-08
Agarivorans,2.8857238910523802e-08
Methylohalobius,2.8857238910523802e-08
Xenophilus,2.8857238910523802e-08
Stenotrophomonas,2.8857238910523802e-08
Citromicrobium,2.8857238910523802e-08
Demetria,2.8857238910523802e-08
Beggiatoa,2.8857238910523802e-08
Candidatus Puniceispirillum,2.8857238910523802e-08
Paraoerskovia,2.8857238910523802e-08
Parvibaculum,2.8857238910523802e-08
Sulfurivirga,2.8857238910523802e-08
Sphingorhabdus,2.8857238910523802e-08
Hyphomicrobium,2.8857238910523802e-08
Rouxiella,2.8857238910523802e-08
Austwickia,2.8857238910523802e-08
Leclercia,2.8857238910523802e-08
Tumebacillus,2.8857238910523802e-08
Kosakonia,2.8857238910523802e-08
Pseudolabrys,2.8857238910523802e-08
Porphyromonas,2.8857238910523802e-08
Williamsia,2.8857238910523802e-08
Lelliottia,2.8857238910523802e-08
Phaseolibacter,2.8857238910523802e-08
Bibersteinia,2.164292918289285e-08
Micrococcus,2.164292918289285e-08
Haloactinobacterium,2.164292918289285e-08
Actinopolyspora,2.164292918289285e-08
Hoyosella,2.164292918289285e-08
Porphyrobacter,2.164292918289285e-08
Cellulosimicrobium,2.164292918289285e-08
Sulfurimonas,2.164292918289285e-08
Pseudoxanthomonas,2.164292918289285e-08
Xylanimonas,2.164292918289285e-08
Sinosporangium,2.164292918289285e-08
Skermania,2.164292918289285e-08
Agromyces,2.164292918289285e-08
Candidatus Marithrix,2.164292918289285e-08
Yersinia,2.164292918289285e-08
Xylanimicrobium,1.4428619455261901e-08
Afipia,1.4428619455261901e-08
Spirosoma,1.4428619455261901e-08
Chania,1.4428619455261901e-08
Brenneria,1.4428619455261901e-08
Caballeronia,1.4428619455261901e-08
Thiobacillus,1.4428619455261901e-08
Diplorickettsia,1.4428619455261901e-08
Prevotella,1.4428619455261901e-08
Buttiauxella,1.4428619455261901e-08
Janthinobacterium,1.4428619455261901e-08
Neomicrococcus,1.4428619455261901e-08
Nitrobacter,1.4428619455261901e-08
Thermobifida,1.4428619455261901e-08
Pragia,1.4428619455261901e-08
Rhodoplanes,1.4428619455261901e-08
Thiothrix,1.4428619455261901e-08
Coxiella,1.4428619455261901e-08
Yokenella,1.4428619455261901e-08
Frateuria,1.4428619455261901e-08
Holospora,1.4428619455261901e-08
Dokdonella,1.4428619455261901e-08
Timonella,1.4428619455261901e-08
Pectobacterium,1.4428619455261901e-08
Cryobacterium,1.4428619455261901e-08
Bordetella,1.4428619455261901e-08
Glaciibacter,1.4428619455261901e-08
Sphingobium,1.4428619455261901e-08
Alkalilimnicola,1.4428619455261901e-08
Exiguobacterium,1.4428619455261901e-08
Frischella,1.4428619455261901e-08
Formosa,1.4428619455261901e-08
Siansivirga,1.4428619455261901e-08
Lactococcus,1.4428619455261901e-08
Dyella,1.4428619455261901e-08
Franconibacter,1.4428619455261901e-08
Methylococcus,1.4428619455261901e-08
Thalassomonas,1.4428619455261901e-08
Fervidobacterium,1.4428619455261901e-08
Candidatus Riesia,1.4428619455261901e-08
Oerskovia,1.4428619455261901e-08
Trabulsiella,1.4428619455261901e-08
Ideonella,1.4428619455261901e-08
Hafnia,1.4428619455261901e-08
Fluviicola,1.4428619455261901e-08
Blastomonas,1.4428619455261901e-08
Burkholderia,1.4428619455261901e-08
Candidatus Thiosymbion,1.4428619455261901e-08
Fodinicurvata,1.4428619455261901e-08
Candidatus Gullanella,1.4428619455261901e-08
Salmonella,1.4428619455261901e-08
Thiorhodospira,1.4428619455261901e-08
Methylibium,1.4428619455261901e-08
Candidatus Doolittlea,1.4428619455261901e-08
Oceanibaculum,1.4428619455261901e-08
Thiomonas,1.4428619455261901e-08
Asanoa,1.4428619455261901e-08
Actinoalloteichus,1.4428619455261901e-08
Tistrella,1.4428619455261901e-08
Alicycliphilus,1.4428619455261901e-08
Prauserella,7.2143097276309505e-09
Candidatus Portiera,7.2143097276309505e-09
Humibacter,7.2143097276309505e-09
Nesterenkonia,7.2143097276309505e-09
Shuttleworthia,7.2143097276309505e-09
Pasteurella,7.2143097276309505e-09
Arcanobacterium,7.2143097276309505e-09
Frigoribacterium,7.2143097276309505e-09
Eubacterium,7.2143097276309505e-09
Anaeromyxobacter,7.2143097276309505e-09
Gemella,7.2143097276309505e-09
Pseudarthrobacter,7.2143097276309505e-09
Bacillus,7.2143097276309505e-09
Terracoccus,7.2143097276309505e-09
Aggregatibacter,7.2143097276309505e-09
Euryhalocaulis,7.2143097276309505e-09
Fabibacter,7.2143097276309505e-09
Weissella,7.2143097276309505e-09
Gallibacterium,7.2143097276309505e-09
Rothia,7.2143097276309505e-09
Dermatophilus,7.2143097276309505e-09
Citricoccus,7.2143097276309505e-09
Avibacterium,7.2143097276309505e-09
Humibacillus,7.2143097276309505e-09
Gryllotalpicola,7.2143097276309505e-09
Chromobacterium,7.2143097276309505e-09
Terrabacter,7.2143097276309505e-09
Cupriavidus,7.2143097276309505e-09
Segniliparus,7.2143097276309505e-09
Piscirickettsia,7.2143097276309505e-09
Microterricola,7.2143097276309505e-09
Morococcus,7.2143097276309505e-09
Reichenbachiella,7.2143097276309505e-09
Suttonella,7.2143097276309505e-09
