Genus,RA
Nitrolancea,5.03981694111653e-07
Shuttleworthia,4.77456341789987e-07
Sharpea,4.77456341789987e-07
Enorma,4.77456341789987e-07
Microcystis,4.77456341789987e-07
Oribacterium,4.77456341789987e-07
Paucibacter,4.5093098946832104e-07
Plesiomonas,4.5093098946832104e-07
Chania,4.5093098946832104e-07
Ramlibacter,4.5093098946832104e-07
Megasphaera,4.5093098946832104e-07
Candidatus Accumulibacter,4.5093098946832104e-07
Neglecta,4.5093098946832104e-07
Candidatus Endobugula,4.244056371466551e-07
Ochrobactrum,4.244056371466551e-07
Streptobacillus,4.244056371466551e-07
Pleomorphomonas,4.244056371466551e-07
Aquincola,4.244056371466551e-07
Leptothrix,4.244056371466551e-07
Epulopiscium,4.244056371466551e-07
Pseudoflavonifractor,3.9788028482498916e-07
Brenneria,3.9788028482498916e-07
Thermotalea,3.9788028482498916e-07
Tatumella,3.9788028482498916e-07
Silvimonas,3.9788028482498916e-07
Gilliamella,3.9788028482498916e-07
Collimonas,3.9788028482498916e-07
Pontibacillus,3.9788028482498916e-07
Rubrivivax,3.9788028482498916e-07
Helicobacter,3.9788028482498916e-07
Abiotrophia,3.7135493250332323e-07
Buttiauxella,3.7135493250332323e-07
Candidatus Endoriftia,3.448295801816573e-07
Pseudacidovorax,3.448295801816573e-07
Arsenophonus,3.448295801816573e-07
Arthrobacter,3.448295801816573e-07
Moraxella,3.448295801816573e-07
Sphaerotilus,3.1830422785999135e-07
Izhakiella,3.1830422785999135e-07
Enterococcus,3.1830422785999135e-07
Collinsella,3.1830422785999135e-07
Peptoanaerobacter,3.1830422785999135e-07
Roseimaritima,3.1830422785999135e-07
Methylibium,3.1830422785999135e-07
Intestinimonas,2.917788755383254e-07
Pectobacterium,2.917788755383254e-07
Pelomonas,2.917788755383254e-07
Hathewaya,2.917788755383254e-07
Proteus,2.917788755383254e-07
Roseivivax,2.652535232166594e-07
Pseudoramibacter,2.652535232166594e-07
Caldimonas,2.652535232166594e-07
Romboutsia,2.652535232166594e-07
Xylophilus,2.387281708949935e-07
Simplicispira,2.387281708949935e-07
Syntrophobotulus,2.387281708949935e-07
Sellimonas,2.387281708949935e-07
Acidiphilium,2.387281708949935e-07
Desulfosporosinus,2.387281708949935e-07
Azovibrio,2.387281708949935e-07
Listeria,2.387281708949935e-07
Libanicoccus,2.387281708949935e-07
Skermanella,2.387281708949935e-07
Fusibacter,2.387281708949935e-07
Alkalibacter,2.387281708949935e-07
Geobacillus,2.1220281857332755e-07
Fervidicella,2.1220281857332755e-07
Avibacterium,2.1220281857332755e-07
Anaerosalibacter,2.1220281857332755e-07
Senegalimassilia,2.1220281857332755e-07
Lachnospira,2.1220281857332755e-07
Paludibacter,2.1220281857332755e-07
Laribacter,2.1220281857332755e-07
Desulfitobacterium,2.1220281857332755e-07
Deinococcus,2.1220281857332755e-07
Holdemania,2.1220281857332755e-07
Exiguobacterium,2.1220281857332755e-07
Cardiobacterium,2.1220281857332755e-07
Candidatus Magnetomorum,1.8567746625166161e-07
Alishewanella,1.8567746625166161e-07
Limnohabitans,1.8567746625166161e-07
Drancourtella,1.8567746625166161e-07
Acidithiobacillus,1.8567746625166161e-07
Pseudobacteroides,1.8567746625166161e-07
Jeongeupia,1.8567746625166161e-07
Anoxybacillus,1.5915211392999568e-07
Gallibacterium,1.5915211392999568e-07
Gardnerella,1.5915211392999568e-07
Syntrophaceticus,1.5915211392999568e-07
Kandleria,1.5915211392999568e-07
Allobaculum,1.5915211392999568e-07
Erysipelatoclostridium,1.5915211392999568e-07
Alloscardovia,1.5915211392999568e-07
Desulfitibacter,1.5915211392999568e-07
Anaerobium,1.5915211392999568e-07
Caloranaerobacter,1.5915211392999568e-07
Piscirickettsia,1.5915211392999568e-07
Nitrosovibrio,1.5915211392999568e-07
Anaerotruncus,1.5915211392999568e-07
Asticcacaulis,1.5915211392999568e-07
Thermosinus,1.326267616083297e-07
Moellerella,1.326267616083297e-07
Giesbergeria,1.326267616083297e-07
Brevibacillus,1.326267616083297e-07
Caldisalinibacter,1.326267616083297e-07
Hydrocarboniphaga,1.326267616083297e-07
Melissococcus,1.326267616083297e-07
Fontimonas,1.326267616083297e-07
Rugamonas,1.326267616083297e-07
Pelosinus,1.326267616083297e-07
Acetitomaculum,1.326267616083297e-07
Lachnoanaerobaculum,1.326267616083297e-07
Rappaport,1.326267616083297e-07
Anaeroarcus,1.326267616083297e-07
Sphingomonas,1.326267616083297e-07
Fusicatenibacter,1.326267616083297e-07
Candidatus Soleaferrea,1.326267616083297e-07
Phocaeicola,1.0610140928666378e-07
Necropsobacter,1.0610140928666378e-07
Mannheimia,1.0610140928666378e-07
Fontibacillus,1.0610140928666378e-07
Mucinivorans,1.0610140928666378e-07
Cosenzaea,1.0610140928666378e-07
Planococcus,7.957605696499784e-08
Dyella,7.957605696499784e-08
Shewanella,7.957605696499784e-08
Nissabacter,7.957605696499784e-08
Vogesella,7.957605696499784e-08
Numidum,7.957605696499784e-08
Parageobacillus,7.957605696499784e-08
Thalassobacillus,7.957605696499784e-08
Rhodanobacter,7.957605696499784e-08
Dialister,7.957605696499784e-08
Methylophilus,7.957605696499784e-08
Dielma,7.957605696499784e-08
Vibrio,7.957605696499784e-08
Peptostreptococcus,7.957605696499784e-08
Propionivibrio,7.957605696499784e-08
Lonsdalea,7.957605696499784e-08
Murdochiella,7.957605696499784e-08
Geofilum,7.957605696499784e-08
Catonella,7.957605696499784e-08
Ferriphaselus,5.305070464333189e-08
Muribacter,5.305070464333189e-08
Phaseolibacter,5.305070464333189e-08
Salipaludibacillus,5.305070464333189e-08
Mogibacterium,5.305070464333189e-08
Tannerella,5.305070464333189e-08
Fournierella,5.305070464333189e-08
Caenibacillus,5.305070464333189e-08
Thermoanaerobacter,5.305070464333189e-08
Candidatus Marithrix,5.305070464333189e-08
Basfia,5.305070464333189e-08
Actinobacillus,5.305070464333189e-08
Pragia,5.305070464333189e-08
Gorillibacterium,5.305070464333189e-08
Fenollaria,5.305070464333189e-08
Candidatus Methylopumilus,5.305070464333189e-08
Pasteurella,5.305070464333189e-08
Magnetospirillum,5.305070464333189e-08
Anaerococcus,5.305070464333189e-08
Thermobacillus,5.305070464333189e-08
Hylemonella,5.305070464333189e-08
Ureibacillus,5.305070464333189e-08
Rosenbergiella,5.305070464333189e-08
Candidatus Schmidhempelia,5.305070464333189e-08
Finegoldia,5.305070464333189e-08
Hydrogenoanaerobacterium,5.305070464333189e-08
Acetanaerobacterium,5.305070464333189e-08
Tissierella,5.305070464333189e-08
Andreprevotia,5.305070464333189e-08
Xanthomonas,5.305070464333189e-08
Pseudogulbenkiania,5.305070464333189e-08
Lishizhenia,5.305070464333189e-08
Phascolarctobacterium,5.305070464333189e-08
Cloacibacillus,5.305070464333189e-08
Johnsonella,5.305070464333189e-08
Azohydromonas,5.305070464333189e-08
Leucobacter,5.305070464333189e-08
Ferrovum,5.305070464333189e-08
Aneurinibacillus,5.305070464333189e-08
Proteiniborus,5.305070464333189e-08
Arenimonas,5.305070464333189e-08
Carnobacterium,5.305070464333189e-08
Arcobacter,5.305070464333189e-08
Aquitalea,5.305070464333189e-08
Candidatus Symbiobacter,2.6525352321665944e-08
Fictibacillus,2.6525352321665944e-08
Methylococcus,2.6525352321665944e-08
Suttonella,2.6525352321665944e-08
Caenispirillum,2.6525352321665944e-08
Tetragenococcus,2.6525352321665944e-08
Salisediminibacterium,2.6525352321665944e-08
Jeotgalibaca,2.6525352321665944e-08
Lactonifactor,2.6525352321665944e-08
Formivibrio,2.6525352321665944e-08
Lactococcus,2.6525352321665944e-08
Azonexus,2.6525352321665944e-08
Aliivibrio,2.6525352321665944e-08
Crocinitomix,2.6525352321665944e-08
Syntrophomonas,2.6525352321665944e-08
Defluviitalea,2.6525352321665944e-08
Thiothrix,2.6525352321665944e-08
Dethiosulfatibacter,2.6525352321665944e-08
Synechococcus,2.6525352321665944e-08
Parasporobacterium,2.6525352321665944e-08
Sulfuricella,2.6525352321665944e-08
Marininema,2.6525352321665944e-08
Psychrobacter,2.6525352321665944e-08
Aphanizomenon,2.6525352321665944e-08
Bulleidia,2.6525352321665944e-08
Pseudoalteromonas,2.6525352321665944e-08
Thermithiobacillus,2.6525352321665944e-08
Stomatobaculum,2.6525352321665944e-08
Legionella,2.6525352321665944e-08
Leuconostoc,2.6525352321665944e-08
Pediococcus,2.6525352321665944e-08
Filifactor,2.6525352321665944e-08
Staphylococcus,2.6525352321665944e-08
Caldanaerobius,2.6525352321665944e-08
Candidatus Azobacteroides,2.6525352321665944e-08
Hydrogenibacillus,2.6525352321665944e-08
Methylovorus,2.6525352321665944e-08
Mizugakiibacter,2.6525352321665944e-08
Photobacterium,2.6525352321665944e-08
Candidatus Doolittlea,2.6525352321665944e-08
Leeia,2.6525352321665944e-08
Microvirgula,2.6525352321665944e-08
Aeromonas,2.6525352321665944e-08
Phocea,2.6525352321665944e-08
Bittarella,2.6525352321665944e-08
Rubeoparvulum,2.6525352321665944e-08
Haloferula,2.6525352321665944e-08
Photorhabdus,2.6525352321665944e-08
Alicyclobacillus,2.6525352321665944e-08
Thermoanaerobacterium,2.6525352321665944e-08
Sporolactobacillus,2.6525352321665944e-08
Alkaliflexus,2.6525352321665944e-08
Candidatus Glomeribacter,2.6525352321665944e-08
Francisella,2.6525352321665944e-08
Vitreoscilla,2.6525352321665944e-08
Oscillibacter,2.6525352321665944e-08
Ruthenibacterium,2.6525352321665944e-08
Facklamia,2.6525352321665944e-08
Caminicella,2.6525352321665944e-08
Sporosarcina,2.6525352321665944e-08
Aquisalimonas,2.6525352321665944e-08
Flavobacterium,2.6525352321665944e-08
Parvimonas,2.6525352321665944e-08
Caenimonas,2.6525352321665944e-08
Bradyrhizobium,2.6525352321665944e-08
Sporanaerobacter,2.6525352321665944e-08
Rubritalea,2.6525352321665944e-08
Salibacterium,2.6525352321665944e-08
Methylotenera,2.6525352321665944e-08
Gracilibacter,2.6525352321665944e-08
Blattabacterium,2.6525352321665944e-08
Cellulomonas,2.6525352321665944e-08
Frateuria,2.6525352321665944e-08
Faecalibaculum,2.6525352321665944e-08
Mycobacterium,2.6525352321665944e-08
Orenia,2.6525352321665944e-08
