genus,RA
Oxalobacter,8.278134095080832e-06
Tepidimicrobium,7.966730931629516e-06
Thermacetogenium,7.343924604726882e-06
Syntrophomonas,7.317974341105939e-06
Thermotalea,6.721118277824249e-06
Thiomonas,6.3059140598891605e-06
Desulfitibacter,6.0204611600587866e-06
Desulfotomaculum,5.786908787470299e-06
Mahella,5.683107732986527e-06
Defluviitoga,5.423605096777097e-06
Thauera,5.267903515051439e-06
Skermanella,4.956500351600122e-06
Pelistega,4.878649560737293e-06
Gabonia,4.696997715390691e-06
Collinsella,4.541296133665033e-06
Ralstonia,4.411544815560318e-06
Clostridioides,4.074191388488058e-06
Gottschalkia,3.970390334004286e-06
Thermoanaerobacterium,3.840639015899571e-06
Marvinbryantia,3.399484534343539e-06
Oligella,3.373534270722596e-06
Varibaculum,3.347584007101653e-06
Actinomyces,3.269733216238824e-06
Acetomicrobium,3.1399818981341084e-06
Caloramator,3.0102305800293933e-06
Proteiniclasticum,3.0102305800293933e-06
Anaerosporomusa,2.906429525545621e-06
Urmitella,2.854528998303735e-06
Gabonibacter,2.750727943819963e-06
Acinetobacter,2.6209766257152475e-06
Caldanaerobacter,2.6209766257152475e-06
Roseateles,2.5171755712314753e-06
Alloprevotella,2.5171755712314753e-06
Herbaspirillum,2.4652750439895896e-06
Massilia,2.38742425312676e-06
Enorma,2.335523725884874e-06
Sanguibacteroides,2.1019713532963867e-06
Acidovorax,2.0241205624335577e-06
Brackiella,2.0241205624335577e-06
Thermobrachium,1.9722200351916716e-06
Alkaliphilus,1.8684189807078993e-06
Methyloversatilis,1.738667662603184e-06
Syntrophothermus,1.660816871740355e-06
Corynebacterium,1.634866608119412e-06
Pseudobacteroides,1.634866608119412e-06
Bacillus,1.6089163444984689e-06
Faecalicoccus,1.5829660808775258e-06
Holdemanella,1.5570158172565828e-06
Sulfuritalea,1.5310655536356397e-06
Comamonas,1.4791650263937536e-06
Sharpea,1.4013142355309244e-06
Paenibacillus,1.3753639719099815e-06
Shuttleworthia,1.2975131810471523e-06
Azospira,1.2975131810471523e-06
Natronincola,1.2715629174262093e-06
Aphanizomenon,1.2456126538052662e-06
Dechloromonas,1.19371212656338e-06
Denitrobacterium,1.167761862942437e-06
Chromobacterium,1.1158613357005509e-06
Derxia,1.0899110720796078e-06
Pandoraea,1.0899110720796078e-06
Variovorax,1.0899110720796078e-06
Verminephrobacter,1.063960808458665e-06
Aromatoleum,1.038010544837722e-06
Limnobacter,1.0120602812167789e-06
Nitrosospira,1.0120602812167789e-06
Senegalimassilia,9.861100175958358e-07
Curvibacter,9.082592267330066e-07
Heliobacterium,8.044581722492344e-07
Mitsuaria,8.044581722492344e-07
Ventosimonas,8.044581722492344e-07
Aquabacterium,7.785079086282914e-07
Ottowia,7.785079086282914e-07
Atopobium,7.525576450073483e-07
Caballeronia,7.525576450073483e-07
Acetoanaerobium,7.525576450073483e-07
Parasutterella,7.266073813864053e-07
Hydrogenophaga,7.006571177654622e-07
Delftia,7.006571177654622e-07
Robinsoniella,7.006571177654622e-07
Pseudorhodoferax,7.006571177654622e-07
Listeria,6.747068541445192e-07
Sporolituus,6.747068541445192e-07
Nitrosomonas,6.747068541445192e-07
Janthinobacterium,6.747068541445192e-07
Candidatus Accumulibacter,6.487565905235762e-07
Cloacibacillus,5.9685606328169e-07
Rhodoferax,5.9685606328169e-07
Azovibrio,5.9685606328169e-07
Romboutsia,5.9685606328169e-07
Turicibacter,5.70905799660747e-07
Hathewaya,5.70905799660747e-07
Petrotoga,5.449555360398039e-07
Sutterella,5.19005272418861e-07
Geosporobacter,5.19005272418861e-07
Sellimonas,5.19005272418861e-07
Rugosibacter,5.19005272418861e-07
Acetitomaculum,4.6710474517697483e-07
Pelomonas,4.6710474517697483e-07
Oxobacter,4.6710474517697483e-07
Chitiniphilus,4.6710474517697483e-07
Ideonella,4.6710474517697483e-07
Caldimonas,4.6710474517697483e-07
Rhizobacter,4.6710474517697483e-07
Jeongeupia,4.6710474517697483e-07
Dysgonomonas,4.4115448155603177e-07
Murdochiella,4.4115448155603177e-07
Fervidicella,4.4115448155603177e-07
Polaromonas,4.1520421793508876e-07
Polynucleobacter,4.1520421793508876e-07
Leptothrix,4.1520421793508876e-07
Anaerobium,3.892539543141457e-07
Anaerosporobacter,3.892539543141457e-07
Intrasporangium,3.892539543141457e-07
Libanicoccus,3.892539543141457e-07
Microbacterium,3.892539543141457e-07
Ramlibacter,3.892539543141457e-07
Pseudacidovorax,3.892539543141457e-07
Desulfosporosinus,3.892539543141457e-07
Paucibacter,3.892539543141457e-07
Macellibacteroides,3.6330369069320263e-07
Xenophilus,3.373534270722596e-07
Lachnospira,3.373534270722596e-07
Pontibacillus,3.373534270722596e-07
Fervidobacterium,3.373534270722596e-07
Aquincola,3.373534270722596e-07
Pseudomonas,3.373534270722596e-07
Methylibium,3.1140316345131655e-07
Xylophilus,3.1140316345131655e-07
Thiobacillus,3.1140316345131655e-07
Sporosarcina,3.1140316345131655e-07
Proteiniphilum,3.1140316345131655e-07
Nitrosovibrio,3.1140316345131655e-07
Lautropia,3.1140316345131655e-07
Peptoclostridium,2.854528998303735e-07
Tepidimonas,2.854528998303735e-07
Caenimonas,2.854528998303735e-07
Tepidibacter,2.854528998303735e-07
Anaerofustis,2.854528998303735e-07
Tindallia,2.595026362094305e-07
Brevibacillus,2.595026362094305e-07
Fontibacillus,2.595026362094305e-07
Chitinimonas,2.595026362094305e-07
Anaerosalibacter,2.595026362094305e-07
Cellulomonas,2.3355237258848741e-07
Hylemonella,2.3355237258848741e-07
Collimonas,2.3355237258848741e-07
Lampropedia,2.3355237258848741e-07
Intestinibacter,2.3355237258848741e-07
Amantichitinum,2.0760210896754438e-07
Limnohabitans,2.0760210896754438e-07
Facklamia,2.0760210896754438e-07
Methylobacillus,2.0760210896754438e-07
Caldisalinibacter,2.0760210896754438e-07
Propionivibrio,2.0760210896754438e-07
Alicycliphilus,1.8165184534660131e-07
Acidithiobacillus,1.8165184534660131e-07
Noviherbaspirillum,1.8165184534660131e-07
Pseudogulbenkiania,1.8165184534660131e-07
Drancourtella,1.8165184534660131e-07
Diaphorobacter,1.8165184534660131e-07
Sporolactobacillus,1.8165184534660131e-07
Tannerella,1.5570158172565828e-07
Moraxella,1.5570158172565828e-07
Rugamonas,1.5570158172565828e-07
Peptoanaerobacter,1.5570158172565828e-07
Herminiimonas,1.5570158172565828e-07
Silvimonas,1.5570158172565828e-07
Xanthomonas,1.5570158172565828e-07
Pseudoxanthomonas,1.5570158172565828e-07
Sphaerotilus,1.5570158172565828e-07
Brachymonas,1.2975131810471524e-07
Paludibacter,1.2975131810471524e-07
Candidatus Azobacteroides,1.2975131810471524e-07
Parasporobacterium,1.2975131810471524e-07
Azohydromonas,1.2975131810471524e-07
Piscirickettsia,1.2975131810471524e-07
Laribacter,1.2975131810471524e-07
Anaerobiospirillum,1.2975131810471524e-07
Candidatus Glomeribacter,1.2975131810471524e-07
Salibacterium,1.2975131810471524e-07
Rubrivivax,1.2975131810471524e-07
Andreprevotia,1.2975131810471524e-07
Lysobacter,1.2975131810471524e-07
Stenotrophomonas,1.2975131810471524e-07
Carnobacterium,1.2975131810471524e-07
Lutispora,1.0380105448377219e-07
Geofilum,1.0380105448377219e-07
Rhodanobacter,1.0380105448377219e-07
Candidatus Methylopumilus,1.0380105448377219e-07
Lascolabacillus,1.0380105448377219e-07
Syntrophobotulus,1.0380105448377219e-07
Crenobacter,1.0380105448377219e-07
Melaminivora,1.0380105448377219e-07
Chlamydia,1.0380105448377219e-07
Methylovorus,7.785079086282914e-08
Eisenbergiella,7.785079086282914e-08
Fermentimonas,7.785079086282914e-08
Candidatus Symbiobacter,7.785079086282914e-08
Phocaeicola,7.785079086282914e-08
Thermoanaerobacter,7.785079086282914e-08
Gorillibacterium,7.785079086282914e-08
Pelotomaculum,7.785079086282914e-08
Kandleria,7.785079086282914e-08
Alcanivorax,7.785079086282914e-08
Sporanaerobacter,7.785079086282914e-08
Sphingomonas,7.785079086282914e-08
Luteimonas,7.785079086282914e-08
Halothermothrix,7.785079086282914e-08
Dyella,7.785079086282914e-08
Weissella,7.785079086282914e-08
Pelosinus,7.785079086282914e-08
Desulfitobacterium,7.785079086282914e-08
Tepidiphilus,7.785079086282914e-08
Thermoactinomyces,7.785079086282914e-08
Coprobacillus,7.785079086282914e-08
Thalassobacillus,5.1900527241886094e-08
Sulfuricella,5.1900527241886094e-08
Alkaliflexus,5.1900527241886094e-08
Caldanaerobius,5.1900527241886094e-08
Geobacillus,5.1900527241886094e-08
Aquisalimonas,5.1900527241886094e-08
Anoxybacillus,5.1900527241886094e-08
Tissierella,5.1900527241886094e-08
Melissococcus,5.1900527241886094e-08
Giesbergeria,5.1900527241886094e-08
Ferrovum,5.1900527241886094e-08
Lactococcus,5.1900527241886094e-08
Methylophilus,5.1900527241886094e-08
Dialister,5.1900527241886094e-08
Petrimonas,5.1900527241886094e-08
Anaerovorax,5.1900527241886094e-08
Vogesella,5.1900527241886094e-08
Paeniclostridium,5.1900527241886094e-08
Aneurinibacillus,5.1900527241886094e-08
Neisseria,5.1900527241886094e-08
Salinicoccus,5.1900527241886094e-08
Arenimonas,5.1900527241886094e-08
Microvirgula,5.1900527241886094e-08
Caenibacillus,5.1900527241886094e-08
Neofamilia,5.1900527241886094e-08
Syntrophaceticus,2.5950263620943047e-08
Luteibacter,2.5950263620943047e-08
Psychrobacter,2.5950263620943047e-08
Simplicispira,2.5950263620943047e-08
Crocinitomix,2.5950263620943047e-08
Methylotenera,2.5950263620943047e-08
Salipaludibacillus,2.5950263620943047e-08
Negativicoccus,2.5950263620943047e-08
Gracilibacter,2.5950263620943047e-08
Deinococcus,2.5950263620943047e-08
Exiguobacterium,2.5950263620943047e-08
Peptostreptococcus,2.5950263620943047e-08
Salisediminibacterium,2.5950263620943047e-08
Pediococcus,2.5950263620943047e-08
Leuconostoc,2.5950263620943047e-08
Acetobacterium,2.5950263620943047e-08
Alicyclobacillus,2.5950263620943047e-08
Defluviitalea,2.5950263620943047e-08
Marininema,2.5950263620943047e-08
Tetragenococcus,2.5950263620943047e-08
Myroides,2.5950263620943047e-08
Bradyrhizobium,2.5950263620943047e-08
Akkermansia,2.5950263620943047e-08
Anaerophaga,2.5950263620943047e-08
Caloranaerobacter,2.5950263620943047e-08
Fenollaria,2.5950263620943047e-08
Parageobacillus,2.5950263620943047e-08
Sedimentibacter,2.5950263620943047e-08
Vitreoscilla,2.5950263620943047e-08
Caldicellulosiruptor,2.5950263620943047e-08
Acholeplasma,2.5950263620943047e-08
Aeromonas,2.5950263620943047e-08
Anaerococcus,2.5950263620943047e-08
Proteiniborus,2.5950263620943047e-08
Vibrio,2.5950263620943047e-08
Aquitalea,2.5950263620943047e-08
Desulfonatronum,2.5950263620943047e-08
Hyalangium,2.5950263620943047e-08
Cellulosilyticum,2.5950263620943047e-08
Paludibacterium,2.5950263620943047e-08
Mageeibacillus,2.5950263620943047e-08
Massilibacterium,2.5950263620943047e-08
Fusibacter,2.5950263620943047e-08
Thermobacillus,2.5950263620943047e-08
Numidum,2.5950263620943047e-08
Jeotgalibaca,2.5950263620943047e-08
Candidatus Soleaferrea,2.5950263620943047e-08
Azonexus,2.5950263620943047e-08
Flavobacterium,2.5950263620943047e-08
Ferriphaselus,2.5950263620943047e-08
Beduini,2.5950263620943047e-08
