species,SRR11487941
Lachnoanaerobaculum Unclassified OBRC5 5,0.0
Lachnoclostridium Unclassified An138,3.9999840000639995e-06
Lachnospira pectinoschiza,0.0
Lacrimispora amygdalina,2.999988000048e-05
Lactobacillus acetotolerans,5.999976000096e-06
Lactobacillus amylolyticus,8.0999676001296e-05
Lactobacillus colini,0.0
Lactobacillus crispatus,4.99998000008e-06
Lactobacillus gasseri,0.0048189807240771034
Lactobacillus helveticus,1.7999928000287998e-05
Lactobacillus hominis,1.3999944000224e-05
Lactobacillus johnsonii,0.0008929964280142879
Lactobacillus paragasseri,0.013261946952212191
Lactobacillus rodentium,3.499986000056e-05
Lactobacillus taiwanensis,0.001296994812020752
Ligilactobacillus salivarius,0.0
Listeria monocytogenes,0.0
Massiliimalia timonensis,2.6999892000431997e-05
Massospora platypediae,0.0
Mycolicibacterium malmesburyense,0.0
Novisyntrophococcus fermenticellae,4.6999812000752e-05
Odoribacter laneus,0.0
Parabacteroides Unclassified 20 3,3.9999840000639995e-06
Parabacteroides Unclassified 52,6.399974400102399e-05
Parabacteroides Unclassified AF39 10AC,0.0
Parabacteroides Unclassified AM17 47,7.999968000127999e-06
Parabacteroides Unclassified CT06,1.0999956000176e-05
Parabacteroides Unclassified D26,0.0
Parabacteroides Unclassified ZJ 118,0.00040999836000655995
Parabacteroides acidifaciens,0.0
Parabacteroides distasonis,0.04423482306070776
Parabacteroides johnsonii,1.7999928000287998e-05
Parabacteroides merdae,9.99996000016e-06
Paraclostridium benzoelyticum,0.0
Phocaeicola massiliensis,2.4999900000399997e-05
Phocaeicola plebeius,5.2999788000847996e-05
Phocaeicola vulgatus,1.8999924000304e-05
Prevotella copri,0.04416682333270667
Prevotella melaninogenica,0.07392170431318275
Prosthecobacter debontii,0.0
Pseudoflavonifractor Unclassified An176,0.0
Roseburia Unclassified 1XD42 69,9.199963200147199e-05
Roseburia Unclassified AM23 20,0.0
Roseburia Unclassified CLA AA H209,1.1999952000192e-05
Roseburia Unclassified OM04 10AA,8.3999664001344e-05
Roseburia faecis,0.00023699905200379198
Roseburia hominis,0.045911816352734586
Roseburia intestinalis,0.03743485026059896
Roseburia inulinivorans,0.000336998652005392
Ruminococcus Unclassified 1001095IJ 161003 G2,2.0999916000336e-05
Ruminococcus Unclassified 1001713B170214 170313 A12,6.999972000112e-06
Ruminococcus Unclassified 5 1 39BFAA,0.0
Ruminococcus Unclassified AF14 5,0.0
Ruminococcus Unclassified AF21 42,0.0
Ruminococcus Unclassified AF37 6AT,0.0
Ruminococcus Unclassified AF41 9,7.999968000127999e-06
Ruminococcus Unclassified AM12 48,0.0
Ruminococcus Unclassified AM26 12LB,0.0
Ruminococcus Unclassified AM29 12LB,0.0
Ruminococcus Unclassified AM32 17LB,0.0
Ruminococcus Unclassified AM34 9LB,0.0
Ruminococcus Unclassified AM40 10AC,0.00013799944800220798
Ruminococcus Unclassified OF03 6AA,1.7999928000287998e-05
Ruminococcus Unclassified OM02 16LB,3.499986000056e-05
Ruminococcus bicirculans,0.0
Ruminococcus gauvreauii,0.04559081763672945
Ruminococcus gnavus,7.49997000012e-05
Ruminococcus lactaris,0.0
Ruminococcus torques,3.2999868000528e-05
Ruthenibacterium lactatiformans,0.0
Salinicoccus cyprini,2.999988000048e-06
Salmonella enterica,9.3999624001504e-05
Saturnispora mendoncae,0.0
Schaalia georgiae,0.0
Shigella boydii,0.0
Shigella dysenteriae,0.0
Shigella flexneri,0.0001499994000024
Shigella sonnei,0.0
Staphylococcus aureus,2.999988000048e-06
Staphylococcus cohnii,0.0
Staphylococcus epidermidis,0.0
Streptococcus pneumoniae,0.0
Streptomyces mutabilis,0.0
Trabulsiella odontotermitis,0.0
