species,SRR11487940
Blautia Unclassified Marseille P3201T,0.0
Blautia glucerasea,7.400037000185001e-05
Blautia hansenii,0.0
Blautia luti,8.0000400002e-06
Blautia obeum,0.00011300056500282501
Blautia producta,0.00051000255001275
Blautia wexlerae,0.043122215611078055
Butyricicoccus pullicaecorum,0.0
Campylobacter coli,1.000005000025e-06
Citrobacter amalonaticus,0.0
Citrobacter freundii,0.0
Cladonia macilenta,0.0
Clostridioides difficile,9.200046000230002e-05
Clostridium Unclassified 3 3,6.000030000150001e-06
Clostridium Unclassified AF23 6LB,0.0
Clostridium Unclassified AF36 18BH,1.4000070000350002e-05
Clostridium Unclassified AM45 5,2.00001000005e-06
Clostridium Unclassified Ade TY,0.0
Clostridium Unclassified C2 6 12,8.0000400002e-06
Clostridium Unclassified C5S11,0.0
Clostridium Unclassified D43t1 170807 H7,0.0
Clostridium Unclassified D53t1 180928 C8,2.00001000005e-06
Clostridium Unclassified DSM 8431,2.00001000005e-06
Clostridium Unclassified IBUN13A,0.0
Clostridium Unclassified LS,0.0
Clostridium Unclassified NSJ 6,0.0
Clostridium Unclassified SM 530 WT 3G,3.0000150000750005e-05
Clostridium Unclassified YIM B02505,0.0
Clostridium aciditolerans,0.0
Clostridium baratii,0.0
Clostridium beijerinckii,0.0
Clostridium botulinum,0.0
Clostridium butyricum,0.005315026575132876
Clostridium chauvoei,0.0
Clostridium chromiireducens,2.00001000005e-06
Clostridium frigidicarnis,0.0
Clostridium gasigenes,0.0
Clostridium hydrogeniformans,0.0
Clostridium moniliforme,0.0
Clostridium nigeriense,0.0
Clostridium paraputrificum,1.1000055000275001e-05
Clostridium perfringens,0.0
Clostridium polyendosporum,6.000030000150001e-06
Clostridium puniceum,3.0000150000750004e-06
Clostridium saccharobutylicum,3.500017500087501e-05
Clostridium saccharoperbutylacetonicum,3.0000150000750004e-06
Clostridium sardiniense,1.60000800004e-05
Clostridium sporogenes,2.00001000005e-06
Clostridium taeniosporum,4.0000200001e-06
Clostridium thermobutyricum,3.0000150000750004e-06
Clostridium tyrobutyricum,3.0000150000750004e-06
Collinsella aerofaciens,0.052908264541322705
Coprococcus Unclassified ART55 1,0.0
Coprococcus comes,7.300036500182501e-05
Coprococcus eutactus,0.0
Dorea Unclassified AM58 8,0.0
Dorea Unclassified D27,1.2000060000300002e-05
Dorea formicigenerans,7.700038500192501e-05
Dorea longicatena,3.7000185000925005e-05
Dysosmobacter Unclassified BX15,0.0
Enterobacter cloacae,0.0
Enterobacter roggenkampii,0.0
Enterocloster bolteae,0.0
Enterocloster clostridioformis,0.0
Enterococcus faecium,0.00015900079500397502
Enterococcus gallinarum,0.0
Escherichia Unclassified B1147,0.0
Escherichia Unclassified MOD1 EC5990,0.00033100165500827503
Escherichia Unclassified MOD1 EC7003,0.0
Escherichia albertii,0.0006830034150170751
Escherichia coli,0.04613523067615338
Escherichia fergusonii,9.000045000225001e-05
Eubacterium Unclassified AM46 8,0.0
Eubacterium hallii,0.03362116810584053
Eubacterium ramulus,0.0
Eubacterium ventriosum,5.0000250001250005e-06
Faecalibacterium Unclassified CLA AA H254,0.0
Faecalibacterium prausnitzii,0.035818179090895456
Faecalicatena fissicatena,0.0
Flavobacterium salilacus,0.0
Fusicatenibacter saccharivorans,0.0
Herbaspirillum Unclassified VT 16 41,0.0
Holdemanella biformis,9.000045000225e-06
Intestinirhabdus alba,0.0
Klebsiella aerogenes,0.0
Klebsiella pneumoniae,1.000005000025e-06
Lachnoanaerobaculum Unclassified OBRC5 5,2.2000110000550003e-05
Lachnoclostridium Unclassified An138,0.0
Lachnospira pectinoschiza,1.0000050000250001e-05
Lacrimispora amygdalina,0.0
Lactobacillus acetotolerans,8.0000400002e-06
Lactobacillus amylolyticus,7.900039500197501e-05
Lactobacillus colini,0.0
Lactobacillus crispatus,0.0
Lactobacillus gasseri,0.005865029325146626
Lactobacillus helveticus,5.0000250001250005e-06
Lactobacillus hominis,2.6000130000650004e-05
Lactobacillus johnsonii,0.00046600233001165003
Lactobacillus paragasseri,0.014350071750358752
Lactobacillus rodentium,7.900039500197501e-05
Lactobacillus taiwanensis,0.00077800389001945
Ligilactobacillus salivarius,3.4000170000850006e-05
Listeria monocytogenes,0.0
Massiliimalia timonensis,4.1000205001025006e-05
Massospora platypediae,0.0
Mycolicibacterium malmesburyense,3.0000150000750004e-06
Novisyntrophococcus fermenticellae,5.200026000130001e-05
Odoribacter laneus,0.0
Parabacteroides Unclassified 20 3,5.0000250001250005e-06
Parabacteroides Unclassified 52,0.0
Parabacteroides Unclassified AF39 10AC,0.0
Parabacteroides Unclassified AM17 47,0.0
Parabacteroides Unclassified CT06,0.0
Parabacteroides Unclassified D26,1.4000070000350002e-05
Parabacteroides Unclassified ZJ 118,0.0003790018950094751
Parabacteroides acidifaciens,0.00010200051000255001
Parabacteroides distasonis,0.04661723308616543
Parabacteroides johnsonii,0.0
Parabacteroides merdae,2.00001000005e-06
Paraclostridium benzoelyticum,4.0000200001000004e-05
Phocaeicola massiliensis,3.20001600008e-05
Phocaeicola plebeius,0.0
Phocaeicola vulgatus,5.700028500142501e-05
Prevotella copri,0.04385321926609633
Prevotella melaninogenica,0.07308036540182701
Prosthecobacter debontii,0.0
Pseudoflavonifractor Unclassified An176,0.00011200056000280002
Roseburia Unclassified 1XD42 69,7.700038500192501e-05
Roseburia Unclassified AM23 20,0.0
Roseburia Unclassified CLA AA H209,0.0
Roseburia Unclassified OM04 10AA,0.0
Roseburia faecis,0.00016400082000410002
Roseburia hominis,0.04577522887614438
Roseburia intestinalis,0.0382201911009555
Roseburia inulinivorans,0.00033200166000830003
Ruminococcus Unclassified 1001095IJ 161003 G2,3.100015500077501e-05
Ruminococcus Unclassified 1001713B170214 170313 A12,1.0000050000250001e-05
Ruminococcus Unclassified 5 1 39BFAA,0.0
Ruminococcus Unclassified AF14 5,1.60000800004e-05
Ruminococcus Unclassified AF21 42,0.0
Ruminococcus Unclassified AF37 6AT,0.0
Ruminococcus Unclassified AF41 9,3.0000150000750005e-05
Ruminococcus Unclassified AM12 48,0.0
Ruminococcus Unclassified AM26 12LB,0.0
Ruminococcus Unclassified AM29 12LB,0.0
Ruminococcus Unclassified AM32 17LB,3.100015500077501e-05
Ruminococcus Unclassified AM34 9LB,0.0
Ruminococcus Unclassified AM40 10AC,0.00014900074500372501
Ruminococcus Unclassified OF03 6AA,0.0
Ruminococcus Unclassified OM02 16LB,0.0
Ruminococcus bicirculans,0.0
Ruminococcus gauvreauii,0.04516222581112905
Ruminococcus gnavus,0.00011400057000285002
Ruminococcus lactaris,0.0
Ruminococcus torques,0.0
Ruthenibacterium lactatiformans,1.60000800004e-05
Salinicoccus cyprini,1.800009000045e-05
Salmonella enterica,0.0
Saturnispora mendoncae,0.0
Schaalia georgiae,0.0
Shigella boydii,0.0
Shigella dysenteriae,0.0
Shigella flexneri,0.00019800099000495002
Shigella sonnei,0.0
Staphylococcus aureus,1.000005000025e-06
Staphylococcus cohnii,0.0
Staphylococcus epidermidis,0.0
Streptococcus pneumoniae,0.0
Streptomyces mutabilis,0.0
Trabulsiella odontotermitis,0.0
