Genus,RA
Hoyosella,0.0
Mycolicibacillus,0.0
Mycolicibacter,0.0
Mycobacteroides,0.0
Tidunavirus,0.0
Bronvirus,0.0
Jonesia,0.0
Luteimicrobium,0.0
Sanguibacter,0.0
Kytococcus,0.0
Dermatophilus,0.0
Austwickia,0.0
Coopervirus,0.0
Chenonavirus,0.0
Mobilicoccus,0.0
Miniimonas,0.0
Begomovirus,0.0
Sinsheimervirus,0.0
Pyrobaculum,0.0
Alphatrevirus,0.0
Caldivirga,0.0
Thermofilum,0.0
Nitrosopumilus,0.0
Nitrosarchaeum,0.0
Candidatus Nitrosomarinus,0.0
Nitrososphaera,0.0
Candidatus Nitrosotenuis,0.0
Candidatus Nitrosotalea,0.0
Candidatus Nitrosopelagicus,0.0
Candidatus Prometheoarchaeum,0.0
Ferroplasma,0.0
Picrophilus,0.0
Gequatrovirus,0.0
Lawsonella,0.0
Segniliparus,0.0
Dietzia,0.0
Tsukamurella,0.0
Tomitella,0.0
Skermania,0.0
Halapricum,0.0
Ruminococcus,0.0
Caproiciproducens,0.0
Brachyspira,0.0
Granulicella,0.0
Edaphobacter,0.0
Terriglobus,0.0
Pseudoleptotrichia,0.0
Streptobacillus,0.0
Sebaldella,0.0
Leptotrichia,0.0
Ilyobacter,0.0
Fusobacterium,0.0
Borreliella,0.0
Simkania,0.0
Borrelia,0.0
Sphaerochaeta,0.0
Spirochaeta,0.0
Oceanispirochaeta,0.0
Sediminispirochaeta,0.0
Treponema,0.0
Turneriella,0.0
Leptospira,0.0
Kiritimatiella,0.0
Acidisarcina,0.0
Acidobacterium,0.0
Halalkaliarchaeum,0.0
Candidatus Koribacter,0.0
Mesotoga,0.0
Athalassotoga,0.0
Thermosipho,0.0
Fervidobacterium,0.0
Pseudothermotoga,0.0
Thermovirga,0.0
Cloacibacillus,0.0
Aminobacterium,0.0
Fretibacterium,0.0
Jonquetella,0.0
Hydrogenobaculum,0.0
Aquifex,0.0
Persephonella,0.0
Sulfurihydrogenibium,0.0
Chloracidobacterium,0.0
Thermotomaculum,0.0
Luteitalea,0.0
Candidatus Solibacter,0.0
Paludibaculum,0.0
Waddlia,0.0
Candidatus Protochlamydia,0.0
Petrotoga,0.0
Symmachiella,0.0
Maioricimonas,0.0
Caulifigura,0.0
Alienimonas,0.0
Fuerstia,0.0
Polystyrenella,0.0
Gimesia,0.0
Halorientalis,0.0
Planctomyces,0.0
Rubinisphaera,0.0
Pirellulimonas,0.0
Neochlamydia,0.0
Botrimarina,0.0
Lacipirellula,0.0
Aeoliella,0.0
Bythopirellula,0.0
Anatilimnocola,0.0
Pirellula,0.0
Lignipirellula,0.0
Rhodopirellula,0.0
Bremerella,0.0
Crateriforma,0.0
Thalassoglobus,0.0
Gemmata,0.0
Halosimplex,0.0
Chlamydia,0.0
Candidatus Kuenenia,0.0
Humisphaera,0.0
Phycisphaera,0.0
Poriferisphaera,0.0
Anaerohalosphaera,0.0
Limihaloglobus,0.0
Sedimentisphaera,0.0
Haloarcula,0.0
Singulisphaera,0.0
Isosphaera,0.0
Tautonia,0.0
Aquisphaera,0.0
Paludisphaera,0.0
Limnoglobus,0.0
Tuwongella,0.0
Frigoriglobus,0.0
Telmatocola,0.0
Urbifossiella,0.0
Defluviitoga,0.0
Marinitoga,0.0
Halolamina,0.0
Cryptococcus,0.0
Phaeodactylum,0.0
Thalassiosira,0.0
Cryptosporidium,0.0
Neospora,0.0
Besnoitia,0.0
Toxoplasma,0.0
Theileria,0.0
Plasmodium,0.0
Encephalitozoon,0.0
Malassezia,0.0
Candida,0.0
Ustilago,0.0
Sporisorium,0.0
Schizosaccharomyces,0.0
Komagataella,0.0
Yarrowia,0.0
Sugiyamaella,0.0
Pichia,0.0
Brettanomyces,0.0
Scheffersomyces,0.0
Dictyostelium,0.0
Leishmania,0.0
Haloplanus,0.0
Trypanosoma,0.0
Salinigranum,0.0
Halobellus,0.0
Halopenitus,0.0
Candidatus Halobonum,0.0
Halorubrum,0.0
Methanocella,0.0
Methanoregula,0.0
Methanospirillum,0.0
Methanoplanus,0.0
Methanofollis,0.0
Methanoculleus,0.0
Methanolacinia,0.0
Methanothrix,0.0
Methanomethylovorans,0.0
Methanohalophilus,0.0
Methanococcoides,0.0
Methanosarcina,0.0
Methanolobus,0.0
Cryptomonas,0.0
Debaryomyces,0.0
Zygotorulaspora,0.0
Desulfurispirillum,0.0
Thermodesulfobacterium,0.0
Caldithrix,0.0
Elusimicrobium,0.0
Endomicrobium,0.0
Candidatus Chazhemtobacterium,0.0
Candidatus Babela,0.0
Candidatus Saccharimonas,0.0
Candidatus Nanosynbacter,0.0
Dictyoglomus,0.0
Thermosulfuriphilus,0.0
Caldimicrobium,0.0
Torulaspora,0.0
Leptospirillum,0.0
Nitrospira,0.0
Dissulfurispira,0.0
Thermodesulfovibrio,0.0
Deferribacter,0.0
Geovibrio,0.0
Calditerrivibrio,0.0
Flexistipes,0.0
Denitrovibrio,0.0
Halogeometricum,0.0
Fusarium,0.0
Haloprofundus,0.0
Pochonia,0.0
Nakaseomyces,0.0
Lachancea,0.0
Kluyveromyces,0.0
Eremothecium,0.0
Kazachstania,0.0
Naumovozyma,0.0
Saccharomyces,0.0
Tetrapisispora,0.0
Cercospora,0.0
Zymoseptoria,0.0
Talaromyces,0.0
Aspergillus,0.0
Botrytis,0.0
Thermothielavioides,0.0
Thermothelomyces,0.0
Neurospora,0.0
Pyricularia,0.0
Colletotrichum,0.0
Drechmeria,0.0
Mariniblastus,0.0
Roseimaritima,0.0
Stieleria,0.0
Anoxybacter,0.0
Selenomonas,0.0
Dialister,0.0
Veillonella,0.0
Megasphaera,0.0
Thermosediminibacter,0.0
Biomaibacter,0.0
Tepidanaerobacter,0.0
Natranaerobius,0.0
Halobacteroides,0.0
Halocella,0.0
Christensenella,0.0
Halothermothrix,0.0
Halanaerobium,0.0
Thermodesulfobium,0.0
Mahella,0.0
Propionibacterium,0.0
Thermacetogenium,0.0
Moorella,0.0
Caldanaerobacter,0.0
Thermoanaerobacterium,0.0
Megamonas,0.0
Pectinatus,0.0
Methylomusa,0.0
Pelosinus,0.0
Schnuerera,0.0
Tissierella,0.0
Keratinibaculum,0.0
Gudongella,0.0
Parvimonas,0.0
Finegoldia,0.0
Murdochiella,0.0
Anaerococcus,0.0
Peptoniphilus,0.0
Helcococcus,0.0
Turicibacter,0.0
Bulleidia,0.0
Amedibacterium,0.0
Erysipelatoclostridium,0.0
Longicatena,0.0
Erysipelothrix,0.0
Acidaminococcus,0.0
Phascolarctobacterium,0.0
Sporomusa,0.0
Caldicellulosiruptor,0.0
Syntrophothermus,0.0
Rosistilla,0.0
Desulfosporosinus,0.0
Candidatus Formimonas,0.0
Desulfofarcimen,0.0
Thermincola,0.0
Candidatus Desulforudis,0.0
Dehalobacter,0.0
Desulfitobacterium,0.0
Desulfotomaculum,0.0
Thermoanaerosceptrum,0.0
Dehalobacterium,0.0
Thermoclostridium,0.0
Syntrophomonas,0.0
Acutalibacter,0.0
Ruthenibacterium,0.0
Acetivibrio,0.0
Oscillibacter,0.0
Caproicibacterium,0.0
Flavonifractor,0.0
Faecalibacterium,0.0
Fastidiosipila,0.0
Ruminiclostridium,0.0
Syntrophobotulus,0.0
Desulfallas,0.0
Aminipila,0.0
Intestinimonas,0.0
Candidatus Syntrophocurvum,0.0
Symbiobacterium,0.0
Alkalicella,0.0
Heliorestis,0.0
Heliomicrobium,0.0
Alkalibacter,0.0
Acetobacterium,0.0
Eubacterium,0.0
Paeniclostridium,0.0
Peptoclostridium,0.0
Filifactor,0.0
Romboutsia,0.0
Clostridioides,0.0
Paraclostridium,0.0
Peptacetobacter,0.0
Petrocella,0.0
Vallitalea,0.0
Flintibacter,0.0
Thermaerobacter,0.0
Gottschalkia,0.0
Sedimentibacter,0.0
Limnochorda,0.0
Mesoplasma,0.0
Dehalogenimonas,0.0
Dehalococcoides,0.0
Truepera,0.0
Thermus,0.0
Meiothermus,0.0
Oceanithermus,0.0
Marinithermus,0.0
Deinococcus,0.0
Candidatus Izimaplasma,0.0
Spiroplasma,0.0
Synechococcus,0.0
Candidatus Phytoplasma,0.0
Acholeplasma,0.0
Ureaplasma,0.0
Mycoplasma,0.0
Natronomonas,0.0
Halorhabdus,0.0
Mycoplasmopsis,0.0
Stanieria,0.0
Chroococcidiopsis,0.0
Chloroflexus,0.0
Roseiflexus,0.0
Ktedonosporobacter,0.0
Sphaerobacter,0.0
Aureliella,0.0
Methylacidimicrobium,0.0
Coraliomargarita,0.0
Lacunisphaera,0.0
Ereboglobus,0.0
Opitutus,0.0
Methylacidiphilum,0.0
Roseimicrobium,0.0
Verrucomicrobium,0.0
Luteolibacter,0.0
Halomicrobium,0.0
Chthonomonas,0.0
Fimbriimonas,0.0
Tepidiforma,0.0
Caldilinea,0.0
Brevefilum,0.0
Pelolinea,0.0
Anaerolinea,0.0
Candidatus Promineofilum,0.0
Gloeobacter,0.0
Gloeomargarita,0.0
Cyanobacterium,0.0
Rivularia,0.0
Nodularia,0.0
Sphaerospermopsis,0.0
Anabaenopsis,0.0
Calothrix,0.0
Trichormus,0.0
Richelia,0.0
Anabaena,0.0
Nostoc,0.0
Thermoleptolyngbya,0.0
Prochlorococcus,0.0
Chamaesiphon,0.0
Halomicronema,0.0
Pseudanabaena,0.0
Synechocystis,0.0
Acaryochloris,0.0
Leptolyngbya,0.0
Dactylococcopsis,0.0
Thermosynechococcus,0.0
Cyanobium,0.0
Dolichospermum,0.0
Microchaete,0.0
Chondrocystis,0.0
Fischerella,0.0
Gloeocapsa,0.0
Geminocystis,0.0
Euhalothece,0.0
Crocosphaera,0.0
Rippkaea,0.0
Gloeothece,0.0
Microcystis,0.0
Cyanothece,0.0
Crinalium,0.0
Koinonema,0.0
Geitlerinema,0.0
Moorea,0.0
Oscillatoria,0.0
Limnospira,0.0
Arthrospira,0.0
Oxynema,0.0
Planktothrix,0.0
Trichodesmium,0.0
Scytonema,0.0
Thermoanaerobacter,0.0
Duncaniella,0.0
Raineyella,0.0
Salaquimonas,0.0
Devosia,0.0
Maritalea,0.0
Nitrobacter,0.0
Variibacter,0.0
Afipia,0.0
Tardiphaga,0.0
Rhodopseudomonas,0.0
Lentilitoribacter,0.0
Oricola,0.0
Aminobacter,0.0
Youhaiella,0.0
Hoeflea,0.0
Phyllobacterium,0.0
Chelativorans,0.0
Nitratireductor,0.0
Roseitalea,0.0
Ciceribacter,0.0
Liberibacter,0.0
Georhizobium,0.0
Shinella,0.0
Pelagibacterium,0.0
Paradevosia,0.0
Sinorhizobium,0.0
Starkeya,0.0
Rhodomicrobium,0.0
Filomicrobium,0.0
Rhodoplanes,0.0
Methyloceanibacter,0.0
Aquabacter,0.0
Hyphomicrobium,0.0
Pseudolabrys,0.0
Azorhizobium,0.0
Ancylobacter,0.0
Xanthobacter,0.0
Methylobacterium,0.0
Labrys,0.0
Pseudochrobactrum,0.0
Ochrobactrum,0.0
Brucella,0.0
Bosea,0.0
Aureimonas,0.0
Martelella,0.0
Microvirga,0.0
Methylorubrum,0.0
Ensifer,0.0
Pseudorhizobium,0.0
Verrucosispora,0.0
Aquicella,0.0
Methylovulum,0.0
Methylocaldum,0.0
Candidatus Methylospira,0.0
Methylotuvimicrobium,0.0
Methylococcus,0.0
Methylomicrobium,0.0
Methylomonas,0.0
Coxiella,0.0
Rickettsiella,0.0
Tatlockia,0.0
Pseudohongiella,0.0
Fluoribacter,0.0
Allofrancisella,0.0
Francisella,0.0
Beggiatoa,0.0
Thiothrix,0.0
Thiosulfatimonas,0.0
Cycloclasticus,0.0
Piscirickettsia,0.0
Thiomicrospira,0.0
Sedimenticola,0.0
Candidatus Ruthia,0.0
Neorhizobium,0.0
Solimonas,0.0
Agrobacterium,0.0
Rhizobium,0.0
Immundisolibacter,0.0
Orbus,0.0
Gilliamella,0.0
Sulfuricaulis,0.0
Acidiferrobacter,0.0
Sulfurifustis,0.0
Steroidobacter,0.0
Sinimarinibacterium,0.0
Candidatus Vesicomyosocius,0.0
Salinisphaera,0.0
Cardiobacterium,0.0
Dichelobacter,0.0
Candidatus Nardonella,0.0
Candidatus Pseudothioglobus,0.0
Candidatus Thioglobus,0.0
Gallaecimonas,0.0
Candidatus Reidiella,0.0
Thiolapillus,0.0
Caenibius,0.0
Methyloligella,0.0
Stappia,0.0
Tabrizicola,0.0
Rhodobaca,0.0
Maribius,0.0
Thalassobius,0.0
Jannaschia,0.0
Qingshengfaniella,0.0
Monaibacterium,0.0
Tateyamaria,0.0
Actibacterium,0.0
Gemmobacter,0.0
Paraoceanicella,0.0
Polymorphum,0.0
Pseudopuniceibacterium,0.0
Haematobacter,0.0
Marivivens,0.0
Dinoroseobacter,0.0
Sagittula,0.0
Oceanicola,0.0
Mameliella,0.0
Antarctobacter,0.0
Ketogulonicigenium,0.0
Profundibacter,0.0
Pontivivens,0.0
Labrenzia,0.0
Sphingopyxis,0.0
Sphingosinithalassobacter,0.0
Novosphingopyxis,0.0
Blastomonas,0.0
Parasphingopyxis,0.0
Citromicrobium,0.0
Rhizorhabdus,0.0
Allosphingosinicella,0.0
Parasphingorhabdus,0.0
Zymomonas,0.0
Sphingorhabdus,0.0
Parasedimentitalea,0.0
Novosphingobium,0.0
Sphingobium,0.0
Sphingomonas,0.0
Cognatishimia,0.0
Planktomarina,0.0
Thalassococcus,0.0
Halocynthiibacter,0.0
Aestuarium,0.0
Pelagovum,0.0
Pseudooceanicola,0.0
Brevirhabdus,0.0
Pikeienuella,0.0
Pyruvatibacter,0.0
Lichenihabitans,0.0
Breoghania,0.0
Kaistia,0.0
Blastochloris,0.0
Chelatococcus,0.0
Beijerinckia,0.0
Methylocella,0.0
Methylovirgula,0.0
Candidatus Phaeomarinobacter,0.0
Kaustia,0.0
Falsirhodobacter,0.0
Parvibaculum,0.0
Nordella,0.0
Hartmannibacter,0.0
Pseudorhodoplanes,0.0
Bartonella,0.0
Methylosinus,0.0
Methylocystis,0.0
Pseudovibrio,0.0
Pannonibacter,0.0
Salipiger,0.0
Sulfitobacter,0.0
Celeribacter,0.0
Rhodovulum,0.0
Octadecabacter,0.0
Marinovum,0.0
Roseicitreum,0.0
Yoonia,0.0
Pseudorhodobacter,0.0
Pelagibaca,0.0
Boseongicola,0.0
Defluviimonas,0.0
Roseobacter,0.0
Epibacterium,0.0
Leisingera,0.0
Ruegeria,0.0
Phaeobacter,0.0
Silicimonas,0.0
Pukyongiella,0.0
Roseibacterium,0.0
Cereibacter,0.0
Pseudohalocynthiibacter,0.0
Roseovarius,0.0
Thiosulfativibrio,0.0
Hydrogenovibrio,0.0
Thiomicrorhabdus,0.0
Candidatus Blochmannia,0.0
Shigella,0.0
Scandinavium,0.0
Kosakonia,0.0
Pluralibacter,0.0
Pseudescherichia,0.0
Candidatus Annandia,0.0
Candidatus Purcelliella,0.0
Candidatus Mikella,0.0
Candidatus Doolittlea,0.0
Candidatus Hamiltonella,0.0
Candidatus Riesia,0.0
Candidatus Gullanella,0.0
Candidatus Hoaglandella,0.0
Lelliottia,0.0
Cronobacter,0.0
Cedecea,0.0
Raoultella,0.0
Leclercia,0.0
Salmonella,0.0
Enterobacter,0.0
Buttiauxella,0.0
Shimwellia,0.0
Arsenophonus,0.0
Gibbsiella,0.0
Photorhabdus,0.0
Proteus,0.0
Xenorhabdus,0.0
Wigglesworthia,0.0
Buchnera,0.0
Mixta,0.0
Tatumella,0.0
Erwinia,0.0
Nissabacter,0.0
Rouxiella,0.0
Atlantibacter,0.0
Candidatus Fukatsuia,0.0
Chania,0.0
Rahnella,0.0
Ewingella,0.0
Candidatus Ishikawaella,0.0
Yokenella,0.0
Candidatus Profftia,0.0
Phytobacter,0.0
Kluyvera,0.0
Permianibacter,0.0
Azotobacter,0.0
Entomomonas,0.0
Neptunomonas,0.0
Reinekea,0.0
Gynuella,0.0
Saccharospirillum,0.0
Kangiella,0.0
Ketobacter,0.0
Alcanivorax,0.0
Bermanella,0.0
Amphritea,0.0
Bacterioplanes,0.0
Thalassolituus,0.0
Oblitimonas,0.0
Nitrincola,0.0
Candidatus Portiera,0.0
Candidatus Carsonella,0.0
Zymobacter,0.0
Halotalea,0.0
Salinicola,0.0
Chromohalobacter,0.0
Kushneria,0.0
Cobetia,0.0
Hahella,0.0
Spartinivicinus,0.0
Oleiphilus,0.0
Endozoicomonas,0.0
Aquirhabdus,0.0
Ferrimonas,0.0
Idiomarina,0.0
Psychromonas,0.0
Moritella,0.0
Litorilituus,0.0
Thalassotalea,0.0
Parashewanella,0.0
Psychrosphaera,0.0
Flocculibacter,0.0
Agarivorans,0.0
Catenovulum,0.0
Glaciecola,0.0
Saliniradius,0.0
Lacimicrobium,0.0
Paraglaciecola,0.0
Salinimonas,0.0
Hydrocarboniclastica,0.0
Litoricola,0.0
Morganella,0.0
Pectobacterium,0.0
Methylophaga,0.0
Mannheimia,0.0
Histophilus,0.0
Basfia,0.0
Bibersteinia,0.0
Otariodibacter,0.0
Glaesserella,0.0
Gallibacterium,0.0
Actinobacillus,0.0
Pasteurella,0.0
Aggregatibacter,0.0
