Genus,Count
Nissabacter,2.734868776623642e-06
Pantoea,4.122680618565208e-05
Erwinia,2.4796143574721022e-05
Tatumella,3.7042278207824666e-05
Mixta,2.7980746327944994e-05
Buchnera,5.603442248993329e-05
Wigglesworthia,3.160292808542875e-06
Providencia,7.870344590505814e-05
Xenorhabdus,3.419020076934572e-05
Proteus,2.579892879281636e-05
Photorhabdus,1.7551780059753508e-05
Morganella,2.759178721304741e-05
Arsenophonus,1.0769305493726874e-05
Pectobacterium,3.2344381398202274e-05
Dickeya,2.7117743291765978e-05
Brenneria,2.503924302153201e-05
Lonsdalea,3.5249419787593607e-06
Hafnia,3.913901093656945e-05
Edwardsiella,2.8685734723696868e-05
Obesumbacterium,9.60242814903412e-06
Plesiomonas_shigelloides,0.00011607998585224792
Pragia,8.933904670303897e-06
Leminorella,8.326156053276422e-06
Limnobaculum,5.226638106436294e-06
Jinshanibacter,2.79564363832639e-06
Sodalis,8.60572041710906e-06
Vibrio,9.307670069775796e-05
Photobacterium,4.098251507488613e-05
Aliivibrio,6.567736721343592e-05
Salinivibrio,3.831855030358236e-05
Enterovibrio,3.749808967059527e-05
Grimontia,3.5857168404621085e-06
Paraphotobacterium,1.823245851082428e-07
Xanthomonas,0.00011959913974894036
Stenotrophomonas,1.7665226468265305e-05
Lysobacter,1.1796720524196482e-05
Luteimonas,1.1952389468207027e-05
Pseudoxanthomonas,2.5069630452383387e-05
Thermomonas,1.0817925383089074e-05
Pseudolysobacter,8.873129808601149e-06
Xylella,2.430994468109904e-06
Arenimonas,1.1547223723522043e-06
Dyella,1.567991431930888e-05
Dokdonella,2.0298803808717698e-05
Rhodanobacter,4.80121407451706e-06
Luteibacter,4.861988936219808e-06
Aerosticca,4.861988936219808e-06
Frateuria,3.6464917021648562e-06
Ahniella,7.900732021357188e-07
Alkalilimnicola,0.00019472265689560333
Ectothiorhodospira,0.00012819444161832894
Thioalkalivibrio,2.6396548266226706e-05
Acidihalobacter,9.177004117114888e-06
Aquisalimonas,8.569255500087411e-06
Spiribacter,3.373004824502492e-06
Halorhodospira,3.849074574507349e-06
Nitrosococcus,7.363482243904899e-05
Rheinheimera,7.967584369230211e-05
Thiodictyon,3.0752080021590286e-05
Allochromatium,1.563939774484038e-05
Candidatus_Nitrosoglobus,1.7077736138472075e-05
Thiocystis,6.381360478788498e-06
Marichromatium,5.7736118617610225e-06
Candidatus_Nitrosacidococcus,1.9447955744879234e-06
Caldichromatium,7.900732021357188e-07
Thioflavicoccus,3.646491702164856e-07
Granulosicoccus,5.2631030234579426e-05
Sulfuriflexus,1.1547223723522043e-06
Wenzhouxiangella,1.9326406021473737e-05
Thiohalobacter_sp._COW1,3.622181757483757e-05
Thiohalobacter_thiocyanaticus,8.508480638384664e-07
Halothiobacillus,9.723977872439617e-06
Sulfurivermis,1.2823495819279743e-05
Woeseia,3.7072665638676036e-06
Guyparkeria,2.3094447447044087e-06
Haemophilus,7.32944832135136e-05
Mannheimia,4.844624690019023e-05
Aggregatibacter,2.9435291351364087e-05
Pasteurella,3.5857168404621085e-05
Actinobacillus,1.5247737524978231e-05
Gallibacterium,5.4515050947364595e-05
Glaesserella,3.565458553227859e-05
Otariodibacter,3.695111591527054e-05
Bibersteinia,2.886805930880511e-05
Basfia,2.485691843642377e-05
Histophilus,1.5315265149092395e-05
Avibacterium,7.779182297951694e-06
Rodentibacter,4.983538659625303e-06
Bisgaardia,7.900732021357188e-07
Vespertiliibacter,3.03874308513738e-07
Frederiksenia,6.077486170274761e-08
Aeromonas,2.3376442805344835e-05
Oceanisphaera,0.00015975685312928918
Oceanimonas,0.00022808805597041175
Tolumonas,9.061531879879667e-05
Zobellella,5.360342802182338e-05
Dongshaea,1.51937154256869e-05
Succinivibrio,3.03874308513738e-07
Cellvibrio,4.146871396850812e-05
Teredinibacter,4.8103303037724725e-05
Agarilytica,3.998985900040792e-05
Simiduia,3.16637029471315e-05
Saccharophagus,1.5801464042714377e-05
Zhongshania,8.314001080935872e-05
Spongiibacter,4.144845568127386e-05
Oceanicoccus,2.309444744704409e-05
Microbulbifer,2.9945431857172e-05
Halioglobus,2.0815390133191052e-05
Kineobactrum,3.397314769183591e-05
Congregibacter,2.990123195775182e-05
Halieaceae_bacterium_IMCC3088,1.6166113212930862e-05
Methylophaga,8.083056606465431e-05
Thiomicrorhabdus,4.417116948555695e-05
Hydrogenovibrio,3.5492519234404596e-05
Thiosulfativibrio,6.07748617027476e-05
Thiomicrospira,1.8718657404446262e-05
Piscirickettsia,1.4282092500145686e-05
Cycloclasticus,2.0663452978934185e-06
Thiosulfatimonas,5.469737553247284e-07
Thiothrix,4.9045313394117314e-05
Beggiatoa,2.8077986106669393e-05
Francisella,9.683461297971118e-06
Allofrancisella,8.508480638384664e-07
Legionella,4.3352734681293294e-05
Fluoribacter,2.734868776623642e-06
Tatlockia,1.1547223723522043e-06
Aquicella,1.9285889447005237e-05
Rickettsiella,1.4646741670362171e-05
Coxiella,2.2182824521502872e-06
Methylomonas,2.6145345504522017e-05
Methylomicrobium,3.370978995779067e-05
Methylococcus,3.338565736204268e-05
Methylotuvimicrobium,1.8880723702320255e-05
Candidatus_Methylospira,2.6558614564100702e-05
Methylocaldum,5.044313521328051e-06
Methylovulum,1.51937154256869e-06
Dichelobacter,7.444920558586581e-05
Cardiobacterium,1.6652312106552844e-05
Salinisphaera,3.652569188335131e-05
Sinimarinibacterium,1.1425674000116549e-05
Solimonas,6.989109095815974e-06
Steroidobacter,1.0514051074575334e-05
Sulfurifustis,3.2818425319483706e-06
Acidiferrobacter,2.9779682234346327e-06
Sulfuricaulis,3.646491702164856e-07
Gilliamella,6.016711308572013e-06
Orbus,1.823245851082428e-07
Immundisolibacter,7.292983404329712e-07
Cohaesibacter,0.4168392180545499
Rhizobium,1.3607335702266462e-05
Agrobacterium,2.9514482837825243e-05
Neorhizobium,6.158519319211756e-06
Pseudorhizobium,2.734868776623642e-06
Sinorhizobium,2.6775667641610515e-05
Ensifer,1.3346159629923374e-05
Shinella,1.7422127021454312e-05
Georhizobium,2.175740048958364e-05
Liberibacter,4.07191573408409e-06
Ciceribacter,4.31501518089508e-06
Mesorhizobium,2.0171324830511936e-05
Roseitalea,3.555329409610735e-05
Nitratireductor,1.1587740297990541e-05
Chelativorans,8.690805223492906e-06
Phyllobacterium,5.429220978778785e-06
Hoeflea,3.079259659605878e-06
Aminobacter,1.0939475106494568e-06
Salaquimonas,2.4917693298126515e-06
Oricola,3.646491702164856e-07
Lentilitoribacter,6.077486170274761e-08
Bradyrhizobium,1.640921265974185e-05
Rhodopseudomonas,3.03874308513738e-05
Tardiphaga,6.482651914959745e-06
Afipia,2.3499613191729073e-06
Variibacter,3.221067670245623e-06
Nitrobacter,1.7827292766139295e-06
Maritalea,9.638893066055769e-05
Devosia,1.1632308529905891e-05
Pelagibacterium,6.928334234113227e-06
Youhaiella,6.685234787302236e-06
Paradevosia,3.646491702164856e-07
Methylobacterium,1.1607998585224791e-05
Methylorubrum,2.1190168447024665e-05
Microvirga,6.442135340491246e-06
Martelella,3.597871812802658e-05
Aureimonas,1.0623445825640282e-05
Bosea,2.6361096263566773e-05
Brucella,6.9587216649646e-06
Ochrobactrum,1.2154972340549521e-07
Pseudochrobactrum,6.806784510707731e-06
Labrys,1.8293233372527028e-05
Xanthobacter,1.549758973420064e-05
Starkeya,9.11622925541214e-06
Ancylobacter,6.482651914959745e-06
Azorhizobium,5.5305124149500315e-06
Pseudolabrys,1.4991132553344409e-06
Hyphomicrobium,1.9174468867216868e-05
Aquabacter,1.3370469574604472e-05
Methyloceanibacter,2.3094447447044087e-06
Rhodoplanes,2.2486698830016613e-06
Filomicrobium,1.5801464042714375e-06
Rhodomicrobium,1.215497234054952e-06
Caenibius,6.07748617027476e-07
Methyloligella,1.2154972340549521e-07
Stappia,1.7665226468265305e-05
Labrenzia,6.32058561708575e-06
Pannonibacter,6.138261031977507e-06
Pseudovibrio,1.8637624255509266e-06
Methylocystis,2.2608248553422108e-05
Methylosinus,2.3094447447044087e-06
Bartonella,6.816134489431231e-06
Pseudorhodoplanes_sinuspersici,2.8685734723696868e-05
Hartmannibacter_diazotrophicus,1.567991431930888e-05
Nordella_sp._HKS_07,2.0663452978934185e-06
Parvibaculum,6.259810755383003e-06
Kaustia,3.889591148975847e-06
Pyruvatibacter,3.160292808542875e-06
Candidatus_Phaeomarinobacter,4.861988936219809e-07
Methylovirgula,6.563685063896741e-06
Methylocella,1.4991132553344409e-06
Beijerinckia,1.9447955744879234e-06
Chelatococcus,8.751580085195654e-06
Blastochloris,5.83438672346377e-06
Kaistia,6.989109095815974e-06
Breoghania,4.0111408723813415e-06
Lichenihabitans,4.254240319192332e-07
Thioclava,0.08648959705381842
Paracoccus,5.353049818778008e-05
Roseivivax,0.00015676875576223743
Rhodobacter,0.00012259505102678246
Salipiger,0.0001208508124959136
Sulfitobacter,3.042215934377537e-05
Celeribacter,5.925549016017891e-05
Rhodovulum,7.624206400609687e-05
Roseovarius,3.6267398721114634e-05
Pseudohalocynthiibacter,0.0001352240672886134
Cereibacter,0.00012240057146933368
Roseibacterium,9.845527595845111e-05
Pukyongiella,8.338311025616971e-05
Silicimonas,8.216761302211476e-05
Phaeobacter,3.106810930244457e-05
Ruegeria,2.931779328540544e-05
Leisingera,3.570523125036421e-05
Epibacterium,7.025574012837623e-05
Roseobacter,3.330462421310569e-05
Defluviimonas,6.20511337985053e-05
Boseongicola,6.059253711763936e-05
Pelagibaca,4.916686311752281e-05
Pseudorhodobacter,4.2177754021706834e-05
Yoonia,4.0597607617435395e-05
Roseicitreum,3.9199785798272204e-05
Marinovum,3.4641671170566135e-05
Octadecabacter,1.3808048578864254e-05
Falsirhodobacter,3.348694879821393e-05
Pikeienuella,2.789566152156115e-05
Brevirhabdus,2.710558831942543e-05
Pseudooceanicola,2.558621677685674e-05
Ketogulonicigenium,1.6125596638462362e-05
Antarctobacter,2.2182824521502874e-05
Mameliella,2.127120159596166e-05
Oceanicola,2.0845777564042428e-05
Sagittula,2.072422784063693e-05
Dinoroseobacter,1.7746259617202298e-05
Marivivens,1.640921265974185e-05
Haematobacter,1.567991431930888e-05
Pseudopuniceibacterium,1.5619139457606132e-05
Paraoceanicella,1.5376040010795143e-05
Tabrizicola,1.4889841117173162e-05
Gemmobacter,1.4464417085253929e-05
Actibacterium,1.3856668468226454e-05
Tateyamaria,1.3127370127793482e-05
Monaibacterium,1.3005820404387986e-05
Qingshengfaniella,1.2276522063955015e-05
Jannaschia,1.2033422617144025e-05
Thalassobius,1.1364899138413802e-05
Maribius,1.1000249968197316e-05
Rhodobaca,9.845527595845111e-06
Profundibacter,8.812354946898402e-06
Polymorphum,8.690805223492906e-06
Pontivivens,7.11065881922147e-06
Parasedimentitalea,5.348187829841789e-06
Pelagovum,5.1050883830307985e-06
Aestuarium,4.193465457489584e-06
Halocynthiibacter,3.342617393651118e-06
Thalassococcus,3.2818425319483706e-06
Planktomarina,2.6740939149208943e-06
Cognatishimia,1.1547223723522043e-06
Sphingomonas,8.519787589399129e-06
Sphingobium,8.022281744762683e-06
Novosphingobium,8.807679957536653e-06
Sphingorhabdus,1.8435041383166773e-05
Sphingopyxis,6.103532539575938e-06
Zymomonas,1.902253171296e-05
Parasphingorhabdus,1.1607998585224791e-05
Allosphingosinicella,6.07748617027476e-06
Rhizorhabdus,5.348187829841789e-06
Citromicrobium,4.861988936219808e-06
Parasphingopyxis,2.6740939149208943e-06
Blastomonas,2.5525441915153992e-06
Novosphingopyxis,2.3702196064071564e-06
Sphingosinithalassobacter,3.646491702164856e-07
Tardibacter,5.469737553247284e-07
Erythrobacter,5.553887361758781e-06
Porphyrobacter,7.754872353270594e-06
Altererythrobacter,2.79564363832639e-06
Tsuneonella,3.3061524766294693e-06
Croceicoccus,2.430994468109904e-06
Pelagerythrobacter,3.4033922553538657e-06
Qipengyuania,1.1851098032035782e-06
Paraurantiacibacter,3.646491702164856e-07
Aurantiacibacter,6.077486170274761e-08
Sphingosinicella,6.016711308572013e-06
Sandaracinobacter,9.663203010736868e-06
Acetobacter,1.6093183378887565e-05
Roseomonas,1.1283865989476804e-05
Acidibrevibacterium,1.8840207127851755e-05
Komagataeibacter,4.07191573408409e-06
Granulibacter,1.3127370127793482e-05
Stella,1.2884270680982491e-05
Gluconobacter,2.8199535830074886e-06
Asaia,6.563685063896741e-06
Neoasaia,6.016711308572013e-06
Gluconacetobacter,5.165863244733546e-06
Lichenicola,3.950366010678594e-06
Parasaccharibacter,3.828816287273099e-06
Roseococcus,3.221067670245623e-06
Acidiphilium,4.983538659625303e-06
Kozakia,2.1878950212989136e-06
Entomobacter,2.4309944681099043e-07
Commensalibacter,1.823245851082428e-07
Swingsia,6.077486170274761e-08
Azospirillum,1.5426685728880767e-05
Skermanella,1.6773861829958337e-05
Niveispirillum,1.2762720957576997e-05
Nitrospirillum,7.292983404329712e-07
Magnetospira,2.6984038596019936e-05
Defluviicoccus,1.5315265149092395e-05
Hypericibacter,9.237778978817635e-06
Thalassospira,4.643199434089917e-06
Rhodospirillum,7.4955662766722036e-06
Ferrovibrio,8.14383146816818e-06
Magnetospirillum,2.6254740255586964e-06
Tistrella,4.80121407451706e-06
Indioceanicola,2.6740939149208943e-06
Haematospirillum,1.215497234054952e-06
Candidatus_Endolissoclinum,6.077486170274761e-08
Pararhodospirillum,6.077486170274761e-08
Terasakiella,4.357557584087003e-05
Brevundimonas,6.090991695097593e-06
Caulobacter,9.016779481716735e-06
Phenylobacterium,3.1238278915212264e-05
Terricaulis,7.59685771284345e-06
Asticcacaulis,2.1271201595961662e-06
Rickettsia,1.8423465219032917e-05
Candidatus_Phycorickettsia,6.077486170274761e-08
Wolbachia,2.5525441915153992e-06
Anaplasma,3.3628756808853674e-06
Ehrlichia,1.2154972340549521e-07
Candidatus_Deianiraea,6.077486170274761e-08
Candidatus_Pelagibacter,1.3735118744820957e-05
Candidatus_Cytomitobacter,2.862495986199412e-05
Candidatus_Paracaedibacter,2.1271201595961662e-06
Candidatus_Nucleicultrix,6.077486170274761e-08
Hyphomonas,7.2929834043297125e-06
Hirschia,3.950366010678594e-06
Glycocaulis,9.177004117114888e-06
Hyphobacterium,6.806784510707731e-06
Maricaulis,7.900732021357188e-07
Marinicauda,3.646491702164856e-07
Paremcibacter,4.6796643511115655e-06
Magnetococcus,4.0111408723813415e-06
Kordiimonas,8.508480638384664e-07
Parvularcula,1.823245851082428e-07
Polynucleobacter,3.202991044713523e-05
Paraburkholderia,2.1744377304933052e-05
Cupriavidus,3.514932001537732e-05
Burkholderia,1.3933748780629938e-05
Ralstonia,9.716684889035287e-05
Limnobacter,4.035450817062441e-05
Chitinimonas,2.9962006819454566e-05
Lautropia,2.503924302153201e-05
Pandoraea,4.541539665423503e-06
Mycetohabitans,1.6773861829958337e-05
Caballeronia,3.0995179468401277e-06
Ephemeroptericola,4.983538659625303e-06
Candidatus_Vallotia,1.51937154256869e-06
Mycoavidus,8.10331489369968e-08
Polaromonas,0.0002421878238854492
Variovorax,2.9293483340724343e-05
Rhodoferax,3.858528441883331e-05
Comamonas,3.365711841098162e-05
Acidovorax,1.874296734912736e-05
Hydrogenophaga,1.7326360572710588e-05
Diaphorobacter,1.250442779534032e-05
Kinneretia,4.3393251255761784e-05
Ottowia,1.0757150521386325e-05
Ramlibacter,2.054190325552869e-05
Delftia,5.518357442609482e-06
Hylemonella,1.087870024479182e-05
Simplicispira,9.11622925541214e-06
Serpentinomonas,5.510254127715782e-06
Curvibacter,5.712837000058274e-06
Pulveribacter,5.712837000058274e-06
Schlegelella,3.5249419787593607e-06
Melaminivora,3.5249419787593607e-06
Alicycliphilus,3.160292808542875e-06
Limnohabitans,1.7827292766139295e-06
Verminephrobacter,1.823245851082428e-07
Candidatus_Symbiobacter,6.077486170274761e-08
Achromobacter,2.965813251094083e-05
Advenella,6.352998876660549e-05
Alcaligenes,4.722206754303489e-05
Bordetella,1.1501642577244983e-05
Oligella,4.5135463957907216e-05
Taylorella,2.426942810663054e-05
Pelistega,2.8017211244966645e-05
Pigmentiphaga,7.536082851140703e-06
Kerstersia,1.0027852180953354e-05
Pusillimonas,4.2542403191923325e-06
Castellaniella,6.502910202193993e-06
Paenalcaligenes,5.408962691544537e-06
Basilea,4.4365649043005745e-06
Orrella,3.2818425319483706e-06
Algicoccus,8.508480638384664e-07
Massilia,3.0508980574779296e-05
Janthinobacterium,1.825455846053437e-05
Herbaspirillum,1.5923013766119873e-05
Collimonas,2.2972897723638594e-05
Undibacterium,2.593060765983898e-05
Herminiimonas,1.628766293633636e-05
Duganella,8.022281744762683e-06
Glaciimonas,1.1243349415008306e-05
Noviherbaspirillum,1.0514051074575334e-05
Oxalobacter,6.077486170274761e-08
Thiomonas_sp._X19,3.889591148975847e-06
Thiomonas_intermedia,4.5702696000466194e-05
Thiomonas_arsenitoxydans,1.3248919851198977e-05
Xylophilus_rhododendri,4.8498339638792583e-05
Rhizobacter_sp._AJA081-3,2.4431494404504536e-05
Rhizobacter_gummiphilus,1.2398071787360511e-05
Inhella_inkyongensis,3.5857168404621085e-05
Aquabacterium_olei,2.856418500029137e-05
Methylibium_petroleiphilum,8.751580085195654e-06
Leptothrix_cholodnii,1.1547223723522045e-05
Rubrivivax_gelatinosus,8.386930914979169e-06
Mitsuaria_sp._7,7.900732021357188e-06
Paucibacter_sp._KCTC_42545,4.983538659625303e-06
Sphaerotilus_natans,1.8232458510824281e-06
Roseateles_depolymerans,1.7016961276769328e-06
Sutterella,3.03874308513738e-07
Turicimonas,1.823245851082428e-07
Nitrosomonas,0.0001064775577032138
Nitrosospira,1.7332990557623616e-05
Denitratisoma,7.07014224475297e-05
Sterolibacterium,1.4585966808659425e-05
Methyloversatilis,4.132690595786837e-06
Gallionella,5.864774154315144e-05
Candidatus_Nitrotoga,1.6044563489525366e-05
Ferriphaselus,2.79564363832639e-06
Sideroxydans,5.469737553247284e-07
Sulfuriferula,2.2729798276827604e-05
Sulfurimicrobium,1.902253171296e-05
Sulfuricella,6.685234787302236e-07
Methylovorus,1.037224306393559e-05
Methylophilus,8.873129808601149e-06
Methylotenera,8.589513787321661e-06
Methylobacillus,9.480878425628626e-06
Candidatus_Methylopumilus,3.190680239394249e-06
Sulfuritortus,7.657632574546197e-06
Thiobacillus,1.6409212659741853e-06
Usitatibacter,2.917193361731885e-06
Neisseria,2.513741779812876e-05
Eikenella,2.5768541361964983e-05
Kingella,1.4069380484186069e-05
Vitreoscilla,1.572043089377738e-05
Conchiformibius,1.64699875214446e-05
Simonsiella,2.79564363832639e-06
Crenobacter,2.613319053218147e-06
Alysiella,1.8232458510824281e-06
Chitinolyticbacter,1.0939475106494568e-06
Snodgrassella,2.4309944681099043e-07
Iodobacter,2.7267654617299425e-05
Chromobacterium,6.9587216649646e-06
Paludibacterium,2.1362363888515782e-05
Deefgea,3.9564434968488686e-05
Aquaspirillum,2.7166363181128177e-05
Aquitalea,7.438843072416307e-06
Chitinibacter,6.928334234113227e-06
Jeongeupia,4.456823191534824e-06
Laribacter,4.2542403191923325e-06
Pseudogulbenkiania,2.917193361731885e-06
Microvirgula,2.3702196064071564e-06
Vogesella,2.0663452978934185e-06
Thauera,4.0146137216214985e-05
Azoarcus,2.078500270233968e-05
Aromatoleum,7.475307989437955e-06
Rugosibacter,1.0027852180953354e-05
Azospira,2.755127063857891e-06
Niveibacterium,1.0331726489467092e-06
Oryzomicrobium,1.0331726489467092e-06
Dechloromonas,1.1486448861819297e-05
Fluviibacter,8.508480638384664e-07
Casimicrobium_huifangae,3.610026785143208e-05
Syntrophotalea,0.0002258089986565587
Geobacter,1.8849557106575253e-05
Geoalkalibacter,5.226638106436294e-06
Pelobacter,1.2580396372468754e-05
Desulfuromonas,3.4641671170566134e-06
Desulfonema,4.7606975000485626e-05
Desulfobacula,4.102303164935463e-05
Desulfobacter,1.567991431930888e-05
Desulfosarcina,8.204606329870926e-07
Desulfobacterium,1.1547223723522043e-06
Desulfococcus,5.672320425589776e-07
Desulfatibacillum,7.292983404329712e-07
Desulfocapsa,3.9929084138705175e-05
Desulfotalea,2.789566152156115e-05
Desulfurivibrio,1.5254490287389648e-05
Desulfopila,1.4991132553344409e-06
Desulfobulbus,8.913646383069647e-07
Archangium,1.8070392212950287e-05
Melittangium,7.83995715965444e-06
Cystobacter,4.861988936219808e-06
Stigmatella,4.254240319192332e-07
Myxococcus,5.518357442609482e-06
Corallococcus,3.8085580000388495e-06
Pyxidicoccus,4.2542403191923325e-06
Anaeromyxobacter,7.931119452208562e-06
Vulgatibacter,7.2929834043297125e-06
Sorangium,4.3454026117464536e-05
Chondromyces,2.9779682234346327e-06
Pajaroellobacter,6.077486170274761e-08
Sandaracinus,8.083056606465431e-06
Minicystis_rosea,1.3127370127793482e-05
Labilithrix,5.348187829841789e-06
Haliangium,3.828816287273099e-06
Desulfovibrio,1.213627238310252e-05
Maridesulfovibrio,8.14383146816818e-06
Pseudodesulfovibrio,3.0908358237397348e-06
Desulfolutivibrio,6.442135340491246e-06
Desulfocurvibacter,1.5801464042714375e-06
Lawsonia,2.4309944681099043e-07
Desulfomicrobium,7.0498839575187215e-06
Desulfohalobium,5.469737553247284e-07
Desulfobacca,1.4646741670362171e-05
Syntrophus,4.618889489408817e-06
Desulfomonile,2.2486698830016613e-06
Syntrophobacter,8.508480638384665e-06
Desulfoglaeba,1.0331726489467092e-06
Persicimonas,9.663203010736868e-06
Bradymonas,8.508480638384664e-07
Desulfarculus,3.828816287273099e-06
Aliarcobacter,1.5950024815765536e-05
Arcobacter,1.628766293633636e-05
Malaciobacter,4.1813104851490345e-06
Halarcobacter,6.32058561708575e-06
Pseudoarcobacter,1.823245851082428e-07
Poseidonibacter,1.2154972340549521e-07
Campylobacter,1.012682838429783e-05
Sulfurospirillum,1.4808807968236164e-05
Sulfurimonas,2.179791706405214e-05
Sulfuricurvum,1.0939475106494568e-06
Sulfurovum,3.309191219714607e-05
Nitratifractor,2.613319053218147e-06
Helicobacter,5.690737050348185e-06
Hydrogenimonas,9.784752734142363e-06
Nitratiruptor,3.601923470249508e-05
Nitrosophilus,1.823245851082428e-07
Cetia,1.422131763844294e-05
Nautilia,3.2413259574798724e-06
Bacteriovorax,3.8348937734433736e-05
Halobacteriovorax,1.4666999957596421e-05
Bdellovibrio,1.644972923421035e-05
Acidithiobacillus,4.108380651105738e-05
Mariprofundus,2.3094447447044087e-06
Hydrogenophilus,6.077486170274761e-08
Muricauda,0.1561169149830446
Maribacter,0.0035893633321642734
Flavobacterium,0.0005943237699450322
Cellulophaga,0.0020037471903395884
Winogradskyella,0.001469004375932538
Polaribacter,0.0004532521658166802
Flagellimonas,0.00360388852411123
Arenibacter,0.0030821971112548444
Zobellia,0.002437801252620612
Aquimarina,0.0009725436469120482
Costertonia,0.0023745953964497543
Sediminicola,0.002221017320926911
Euzebyella,0.002068654742638123
Gramella,0.0005896203439938565
Tenacibaculum,0.0005011039284545796
